Tiempo,Escalas(m),Datos1(m)
2019-11-28 09:16:14,1794.9,115.3
2019-11-28 09:17:30,1794.6,116.8
2019-11-28 09:21:38,1795.4,113.8
2019-11-28 09:23:48,1794.8,114.93333333333334
2019-11-28 09:24:48,1794.7,116.06666666666666
2019-11-28 09:25:48,1795.1,117.2
2019-11-28 09:26:48,1795.0,115.7
2019-11-28 09:34:32,1795.3,122.6
2019-11-28 09:36:33,1794.5,124.2
2019-11-28 09:37:33,1795.0,122.1
2019-11-28 09:38:41,1795.7,118.3
2019-11-28 09:39:41,1796.1,116.8
2019-11-28 09:40:49,1796.4,114.2
2019-11-28 09:42:41,1796.1,112.3
2019-11-28 09:47:04,1797.4,110.9
2019-11-28 09:48:57,1798.1,111.7
2019-11-28 09:51:20,1798.5,107.4
2019-11-28 09:52:28,1798.7,106.3
2019-11-28 09:53:44,1799.0,106.3
2019-11-28 09:54:44,1799.2,104.4
2019-11-28 09:56:00,1798.4,106.4
2019-11-28 09:57:07,1799.4,108.9
2019-11-28 09:58:15,1799.2,106.4
2019-11-28 09:59:15,1799.3,106.4
2019-11-28 10:00:22,1799.2,109.75
2019-11-28 10:01:38,1799.8,113.1
2019-11-28 10:02:54,1799.3,108.7
2019-11-28 10:05:10,1799.4,109.7
