Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 12:28:07,353.1,6.966666666666667
2019-11-28 12:28:58,493.5,8.433333333333334
2019-11-28 12:30:15,599.7,9.9
2019-11-28 12:30:42,599.3,12.037500000000001
2019-11-28 12:31:07,599.0,14.175
2019-11-28 12:31:31,600.2,16.3125
2019-11-28 12:31:56,598.7,18.450000000000003
2019-11-28 12:32:21,599.1,20.5875
2019-11-28 12:32:47,599.3,22.725
2019-11-28 12:33:14,601.1,24.862500000000004
2019-11-28 12:33:37,599.1,27.0
2019-11-28 12:34:02,599.3,27.9
2019-11-28 12:34:28,600.7,27.9
2019-11-28 12:34:52,599.4,27.9
2019-11-28 12:35:18,599.5,27.924999999999997
2019-11-28 12:35:44,599.4,27.95
2019-11-28 12:36:08,599.3,27.975
2019-11-28 12:36:31,598.9,28.0
2019-11-28 12:36:54,599.2,27.7
2019-11-28 12:37:19,599.3,27.7
2019-11-28 12:37:45,599.7,28.2
2019-11-28 12:38:10,599.3,28.7
2019-11-28 12:38:35,599.4,29.8
2019-11-28 12:38:59,598.9,28.9
2019-11-28 12:39:25,599.2,29.979999999999997
2019-11-28 12:39:51,599.1,31.06
2019-11-28 12:40:15,599.3,32.14
2019-11-28 12:40:38,600.0,33.22
2019-11-28 12:41:01,599.5,34.3
2019-11-28 12:41:26,600.4,31.799999999999997
2019-11-28 12:41:49,599.2,29.3
2019-11-28 12:42:13,599.2,29.0
2019-11-28 12:42:37,598.7,28.88
2019-11-28 12:43:02,598.7,28.76
2019-11-28 12:43:28,597.8,28.64
2019-11-28 12:43:55,604.1,28.52
2019-11-28 12:44:45,598.9,28.4
2019-11-28 12:45:09,599.4,28.28
2019-11-28 12:45:33,599.5,28.16
2019-11-28 12:45:56,599.4,28.04
2019-11-28 12:46:20,599.2,27.92
2019-11-28 12:46:42,599.2,27.8
2019-11-28 12:47:06,599.5,27.7
2019-11-28 12:47:30,599.4,27.66
2019-11-28 12:47:54,599.1,27.62
2019-11-28 12:48:17,599.4,27.58
2019-11-28 12:48:40,600.1,27.54
2019-11-28 12:49:03,599.7,27.5
2019-11-28 12:49:27,599.5,29.9
2019-11-28 12:49:51,599.8,27.8
2019-11-28 12:50:17,598.7,27.62
2019-11-28 12:50:42,599.1,27.44
2019-11-28 12:51:04,598.9,27.259999999999998
2019-11-28 12:51:29,598.9,27.08
2019-11-28 12:51:51,599.2,26.9
2019-11-28 12:52:16,599.3,27.299999999999997
2019-11-28 12:52:39,599.7,27.7
2019-11-28 12:53:03,599.7,28.1
2019-11-28 12:53:26,599.4,28.5
2019-11-28 12:53:49,600.4,28.9
2019-11-28 12:54:14,599.7,29.3
2019-11-28 12:54:37,600.0,29.700000000000003
2019-11-28 12:54:59,599.6,30.1
2019-11-28 12:55:25,598.6,29.425
2019-11-28 12:55:47,598.7,28.75
2019-11-28 12:56:11,599.0,28.075
2019-11-28 12:56:34,598.9,27.4
2019-11-28 12:56:58,599.4,27.1
2019-11-28 12:57:22,599.1,27.7
2019-11-28 12:57:48,599.0,27.4
2019-11-28 12:58:12,599.4,27.1
2019-11-28 12:58:35,599.1,26.8
2019-11-28 12:58:59,599.2,29.6
2019-11-28 12:59:23,599.4,26.9
2019-11-28 12:59:49,599.3,26.957142857142856
2019-11-28 13:00:14,598.9,27.014285714285712
2019-11-28 13:00:37,599.0,27.07142857142857
2019-11-28 13:01:00,599.2,27.12857142857143
2019-11-28 13:01:24,599.0,27.185714285714287
2019-11-28 13:01:47,599.0,27.242857142857144
2019-11-28 13:02:12,598.6,27.3
2019-11-28 13:02:38,598.7,27.2
2019-11-28 13:03:01,599.2,27.1
2019-11-28 13:03:26,599.0,27.0
2019-11-28 13:03:51,599.0,26.9
2019-11-28 13:04:16,598.9,26.8
2019-11-28 13:04:41,598.9,26.7
2019-11-28 13:05:04,599.0,26.6
2019-11-28 13:05:28,599.0,26.5
2019-11-28 13:05:54,599.6,26.78
2019-11-28 13:06:19,598.9,27.06
2019-11-28 13:06:42,599.0,27.34
2019-11-28 13:07:06,598.9,27.619999999999997
2019-11-28 13:07:27,600.6,27.9
2019-11-28 13:07:51,599.3,26.6
2019-11-28 13:08:15,598.9,26.700000000000003
2019-11-28 13:08:41,599.3,26.8
2019-11-28 13:09:05,599.0,26.9
2019-11-28 13:09:30,598.7,27.0
2019-11-28 13:09:54,600.2,27.1
2019-11-28 13:10:16,598.7,27.2
2019-11-28 13:10:41,598.9,27.257142857142856
2019-11-28 13:11:05,599.8,27.314285714285713
2019-11-28 13:11:28,599.4,27.37142857142857
2019-11-28 13:11:51,599.4,27.42857142857143
2019-11-28 13:12:15,600.4,27.485714285714288
2019-11-28 13:12:38,600.2,27.542857142857144
2019-11-28 13:13:00,599.6,27.6
2019-11-28 13:13:24,600.2,27.0
2019-11-28 13:13:49,600.1,26.7
2019-11-28 13:14:16,604.2,26.74
2019-11-28 13:14:39,604.5,26.779999999999998
2019-11-28 13:15:02,599.3,26.82
2019-11-28 13:15:26,599.2,26.86
2019-11-28 13:15:50,599.6,26.9
2019-11-28 13:16:15,600.2,26.1
2019-11-28 13:16:41,601.3,26.05
2019-11-28 13:17:06,599.7,26.0
2019-11-28 13:17:29,598.8,25.950000000000003
2019-11-28 13:17:52,599.0,25.900000000000002
2019-11-28 13:18:16,598.6,25.85
2019-11-28 13:18:40,598.9,25.8
2019-11-28 13:19:08,598.9,25.3
2019-11-28 13:19:34,599.2,25.4
2019-11-28 13:19:57,599.2,25.8
2019-11-28 13:20:23,599.2,25.8
2019-11-28 13:20:48,599.0,25.8
2019-11-28 13:21:10,599.9,25.8
2019-11-28 13:21:35,599.2,26.75
2019-11-28 13:21:57,599.7,27.7
2019-11-28 13:22:23,600.5,24.8
