Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 12:00:34,298.2,4.9
2019-11-28 12:01:21,429.4,4.8
2019-11-28 12:02:37,604.7,4.699999999999999
2019-11-28 12:03:28,589.1,4.6
2019-11-28 12:03:53,589.9,12.7
2019-11-28 12:04:17,589.7,19.4
2019-11-28 12:04:43,590.2,23.7
2019-11-28 12:05:09,589.2,25.8
2019-11-28 12:05:37,589.6,26.2
2019-11-28 12:06:33,589.6,28.9
2019-11-28 12:07:55,590.4,30.9
2019-11-28 12:08:21,590.6,30.3
2019-11-28 12:09:11,590.1,31.2
2019-11-28 12:09:37,589.5,31.5
2019-11-28 12:10:05,589.7,30.8
2019-11-28 12:10:31,590.4,32.2
2019-11-28 12:10:56,590.3,33.2
2019-11-28 12:11:22,590.4,32.4
2019-11-28 12:11:49,590.1,32.1
2019-11-28 12:12:14,591.1,30.7
2019-11-28 12:12:42,591.4,30.8
2019-11-28 12:13:07,591.1,30.9
2019-11-28 12:13:58,590.9,31.0
2019-11-28 12:14:26,590.7,30.4
2019-11-28 12:14:52,590.9,29.9
2019-11-28 12:15:19,590.9,28.75
2019-11-28 12:15:45,590.7,27.6
2019-11-28 12:16:13,589.9,29.450000000000003
2019-11-28 12:16:38,590.6,31.3
2019-11-28 12:17:04,591.2,29.9
2019-11-28 12:17:31,590.0,30.8
2019-11-28 12:18:22,590.5,30.6
2019-11-28 12:19:13,590.9,30.4
2019-11-28 12:20:04,586.9,30.2
2019-11-28 12:20:30,591.1,28.0
2019-11-28 12:20:58,590.1,28.3
2019-11-28 12:21:52,589.9,29.25
2019-11-28 12:22:45,590.6,30.2
2019-11-28 12:24:01,595.2,27.9
2019-11-28 12:25:49,590.8,29.4
2019-11-28 12:26:15,590.8,30.2
2019-11-28 12:26:42,591.3,30.175
2019-11-28 12:27:09,589.6,30.15
2019-11-28 12:27:33,594.2,30.125
2019-11-28 12:27:57,589.9,30.1
2019-11-28 12:28:24,591.0,28.8
2019-11-28 12:29:16,660.7,28.200000000000003
2019-11-28 12:30:08,592.6,27.6
2019-11-28 12:30:35,590.6,29.6
2019-11-28 12:31:01,591.3,28.6
2019-11-28 12:31:28,590.6,29.3
2019-11-28 12:31:54,591.2,29.0
2019-11-28 12:32:21,591.4,28.8
2019-11-28 12:32:47,591.7,28.8
2019-11-28 12:33:44,591.8,29.1
2019-11-28 12:34:36,591.9,29.4
2019-11-28 12:35:02,592.6,28.6
