Tiempo,Escalas(m),Datos1(°)
2019-11-28 20:46:29,1778.6,37.107692307692304
2019-11-28 20:46:55,1780.2,35.684615384615384
2019-11-28 20:47:22,1782.0,34.261538461538464
2019-11-28 20:48:46,1789.6,32.83846153846154
2019-11-28 20:49:12,1790.3,31.415384615384614
2019-11-28 20:50:30,1788.4,29.99230769230769
2019-11-28 20:50:56,1790.6,28.569230769230767
2019-11-28 20:51:44,1788.7,27.146153846153844
2019-11-28 20:52:08,1788.9,25.723076923076924
2019-11-28 20:52:35,1787.9,24.3
2019-11-28 20:53:00,1787.8,21.8
2019-11-28 20:53:27,1787.1,19.3
2019-11-28 20:54:13,1787.8,16.8
