Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 05:53:45,525.9,
2019-11-28 05:55:32,524.7,
2019-11-28 05:56:22,526.9,28.0
2019-11-28 05:58:13,524.9,29.7
2019-11-28 05:58:39,524.1,29.35
2019-11-28 06:00:27,524.3,29.0
2019-11-28 06:01:20,524.0,28.95
2019-11-28 06:03:30,526.5,28.9
2019-11-28 06:03:54,525.6,28.9
2019-11-28 06:04:19,524.9,29.0
2019-11-28 06:05:13,524.4,27.4
2019-11-28 06:05:36,528.5,25.8
2019-11-28 06:06:27,524.9,27.9
2019-11-28 06:06:53,530.1,25.8
2019-11-28 06:09:12,524.4,27.4
2019-11-28 06:09:36,524.3,26.6
2019-11-28 06:11:24,524.6,26.8
2019-11-28 06:12:13,524.9,27.0
2019-11-28 06:13:36,524.4,26.2
2019-11-28 06:14:54,525.0,26.8
2019-11-28 06:15:18,524.6,26.6
2019-11-28 06:16:10,529.2,24.7
2019-11-28 06:17:03,523.7,27.3
2019-11-28 06:17:30,526.3,25.7
2019-11-28 06:17:54,524.0,27.0
2019-11-28 06:18:20,524.9,26.9
2019-11-28 06:18:45,526.3,25.8
2019-11-28 06:19:40,524.7,26.6
2019-11-28 06:21:00,524.9,27.1
2019-11-28 06:21:24,524.7,27.6
2019-11-28 06:21:50,524.2,25.9
2019-11-28 06:22:17,524.7,24.9
2019-11-28 06:22:43,526.0,24.3
2019-11-28 06:23:36,524.5,25.7
2019-11-28 06:24:03,525.9,24.6
2019-11-28 06:24:56,527.3,24.8
2019-11-28 06:25:21,524.6,26.1
2019-11-28 06:25:46,527.7,23.6
2019-11-28 06:27:57,528.2,22.6
2019-11-28 06:29:16,524.1,26.1
2019-11-28 06:32:20,524.9,24.7
2019-11-28 06:33:13,524.8,24.049999999999997
2019-11-28 06:33:36,526.2,23.4
2019-11-28 06:35:54,530.5,22.0
2019-11-28 06:36:20,526.9,23.5
2019-11-28 06:36:44,527.1,23.1
2019-11-28 06:38:07,525.4,22.8
2019-11-28 06:39:01,526.9,22.0
2019-11-28 06:40:45,526.9,23.6
2019-11-28 06:42:32,524.7,23.7
2019-11-28 06:43:55,524.3,24.75
2019-11-28 06:44:20,528.0,25.8
2019-11-28 06:44:45,526.6,27.033333333333335
2019-11-28 06:45:09,526.4,28.266666666666666
2019-11-28 06:49:14,563.8,29.5
2019-11-28 06:50:11,563.9,29.28
2019-11-28 06:51:59,564.2,29.06
2019-11-28 06:52:24,564.1,28.84
2019-11-28 06:53:46,564.4,28.619999999999997
2019-11-28 06:54:38,563.5,28.4
2019-11-28 06:57:48,562.9,27.7
2019-11-28 07:01:00,565.1,26.5
2019-11-28 07:04:10,563.1,25.3
2019-11-28 07:13:54,563.7,24.0
2019-11-28 07:15:14,564.8,24.16
2019-11-28 07:16:34,569.6,24.32
2019-11-28 07:19:20,564.0,24.48
2019-11-28 07:20:15,562.4,24.64
2019-11-28 07:20:40,563.7,24.8
2019-11-28 07:24:27,563.3,25.3
2019-11-28 07:25:52,566.4,26.7
2019-11-28 07:27:41,559.7,24.2
2019-11-28 07:29:31,413.4,23.7
2019-11-28 07:29:58,377.6,23.7
2019-11-28 07:30:23,347.2,23.5
2019-11-28 07:30:48,315.6,23.5
