Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 07:25:09,362.1,16.5
2019-11-28 07:28:00,740.8,4.6
2019-11-28 07:28:53,736.9,16.5
2019-11-28 07:29:20,736.6,18.7
2019-11-28 07:29:42,737.8,20.9
2019-11-28 07:30:09,739.5,21.116666666666667
2019-11-28 07:34:57,736.2,21.333333333333332
2019-11-28 07:53:47,737.1,21.549999999999997
2019-11-28 07:56:36,738.4,21.766666666666666
2019-11-28 08:22:46,736.5,21.983333333333334
2019-11-28 08:50:50,759.7,22.2
2019-11-28 08:51:42,875.3,22.5
2019-11-28 08:52:09,926.2,22.5
2019-11-28 08:53:02,920.5,23.5
2019-11-28 08:53:28,885.9,23.4
2019-11-28 08:53:54,851.5,23.4
2019-11-28 08:54:21,813.4,23.4
2019-11-28 08:54:46,782.6,23.45
2019-11-28 08:55:10,754.2,23.5
2019-11-28 08:55:35,725.0,23.4
2019-11-28 08:56:00,697.7,23.4
2019-11-28 08:56:24,668.9,23.4
2019-11-28 08:56:49,638.6,23.6
2019-11-28 08:57:16,608.8,23.6
2019-11-28 08:57:41,580.6,23.3
2019-11-28 08:58:06,551.6,23.6
2019-11-28 08:58:30,523.7,23.6
2019-11-28 08:58:55,498.9,23.6
2019-11-28 08:59:20,478.7,23.7
2019-11-28 08:59:47,454.7,23.7
2019-11-28 09:00:11,429.2,23.3
2019-11-28 09:00:36,401.3,22.7
2019-11-28 09:01:01,373.5,22.7
2019-11-28 09:01:26,345.0,22.5
2019-11-28 09:01:51,319.5,22.5
