Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 06:11:45,993.9,8.8
2019-11-28 06:12:11,997.1,8.0
2019-11-28 06:12:37,996.5,16.733333333333334
2019-11-28 06:13:59,993.5,25.46666666666667
2019-11-28 06:16:13,993.7,34.2
2019-11-28 06:17:07,993.9,32.0
2019-11-28 06:17:34,994.4,32.0
2019-11-28 06:17:59,993.3,32.0
2019-11-28 06:18:24,995.2,32.0
2019-11-28 06:18:49,993.6,32.0
2019-11-28 06:19:15,994.5,31.4
2019-11-28 06:20:32,993.5,31.4
2019-11-28 06:20:59,994.0,31.4
2019-11-28 06:21:23,993.8,31.4
2019-11-28 06:21:45,994.3,31.4
2019-11-28 06:22:11,993.6,30.7
2019-11-28 06:22:38,994.3,32.8
2019-11-28 06:23:05,995.8,32.93333333333333
2019-11-28 06:23:28,994.3,33.06666666666667
2019-11-28 06:24:18,992.7,33.2
2019-11-28 06:25:10,994.2,33.2
2019-11-28 06:25:39,994.5,33.05
2019-11-28 06:26:04,994.4,32.9
2019-11-28 06:26:29,997.4,31.95
2019-11-28 06:26:54,993.5,31.0
2019-11-28 06:27:17,994.5,32.4
2019-11-28 06:28:38,994.2,33.5
2019-11-28 06:29:05,993.1,33.1
2019-11-28 06:29:30,997.4,32.699999999999996
2019-11-28 06:29:53,993.4,32.3
2019-11-28 06:30:47,993.8,32.4
2019-11-28 06:31:14,994.4,32.4
2019-11-28 06:32:08,996.7,31.1
2019-11-28 06:32:59,994.4,33.0
2019-11-28 06:33:22,994.6,34.9
2019-11-28 06:33:49,995.2,35.0
2019-11-28 06:34:15,994.5,33.6
2019-11-28 06:35:33,993.5,32.8
2019-11-28 06:36:00,993.5,33.0
2019-11-28 06:36:23,993.5,33.2
2019-11-28 06:36:50,995.3,33.05
2019-11-28 06:37:12,994.1,32.9
2019-11-28 06:37:40,995.0,33.2
2019-11-28 06:38:04,993.8,33.5
2019-11-28 06:38:29,995.3,35.1
2019-11-28 06:38:55,995.0,33.5
2019-11-28 06:39:22,994.5,33.1
2019-11-28 06:40:12,993.9,32.7
2019-11-28 06:40:39,992.9,33.55
2019-11-28 06:41:05,994.6,34.4
2019-11-28 06:41:32,993.4,33.7
2019-11-28 06:41:56,993.1,33.6
2019-11-28 06:42:21,994.7,32.0
2019-11-28 06:44:04,993.4,32.7
2019-11-28 06:44:56,993.6,32.975
2019-11-28 06:45:48,993.4,33.25
2019-11-28 06:46:12,993.2,33.525
2019-11-28 06:47:33,993.2,33.8
2019-11-28 06:47:57,993.7,36.6
2019-11-28 06:49:21,993.1,35.75
2019-11-28 06:49:43,993.1,34.9
2019-11-28 06:50:09,993.2,36.5
2019-11-28 06:50:35,993.4,36.3
2019-11-28 06:51:24,993.7,38.0
2019-11-28 06:52:15,993.2,36.4
2019-11-28 06:53:07,993.3,35.8
2019-11-28 06:53:57,993.9,35.2
2019-11-28 06:54:52,993.4,34.7
2019-11-28 06:55:47,992.9,34.2
2019-11-28 06:56:10,992.6,33.7
2019-11-28 06:57:01,994.0,33.1
2019-11-28 06:57:27,993.5,34.4
2019-11-28 06:57:54,994.0,34.96666666666667
2019-11-28 06:59:09,993.1,35.53333333333333
2019-11-28 06:59:36,993.1,36.1
2019-11-28 07:00:27,994.1,34.95
2019-11-28 07:00:52,995.4,33.8
2019-11-28 07:01:18,994.2,33.7
2019-11-28 07:01:45,994.2,33.400000000000006
2019-11-28 07:02:35,994.3,33.1
2019-11-28 07:03:31,993.6,33.6
2019-11-28 07:04:00,995.0,33.375
2019-11-28 07:04:23,994.2,33.150000000000006
2019-11-28 07:04:47,993.9,32.925000000000004
2019-11-28 07:05:12,994.2,32.7
2019-11-28 07:05:39,993.1,32.95
2019-11-28 07:06:28,994.6,33.2
2019-11-28 07:06:53,994.2,33.45
2019-11-28 07:07:40,993.5,33.7
2019-11-28 07:08:03,993.2,34.1
2019-11-28 07:08:56,994.2,34.7
2019-11-28 07:09:23,993.5,34.333333333333336
2019-11-28 07:09:47,995.8,33.96666666666667
2019-11-28 07:10:11,993.5,33.6
2019-11-28 07:10:37,993.5,34.8
2019-11-28 07:11:28,993.0,32.1
2019-11-28 07:11:55,993.8,32.1
2019-11-28 07:12:20,993.9,32.5
2019-11-28 07:12:43,992.5,32.9
2019-11-28 07:13:07,994.3,33.5
2019-11-28 07:13:59,993.4,34.2
2019-11-28 07:15:37,993.9,34.3
2019-11-28 07:16:25,993.2,34.4
2019-11-28 07:16:52,993.6,34.7
2019-11-28 07:17:18,993.0,33.45
2019-11-28 07:17:41,994.5,32.2
2019-11-28 07:18:03,994.0,32.400000000000006
2019-11-28 07:18:26,994.3,32.6
2019-11-28 07:18:51,994.0,32.2
2019-11-28 07:19:47,993.7,31.2
2019-11-28 07:20:40,993.2,32.4
2019-11-28 07:21:05,994.4,31.98
2019-11-28 07:22:25,993.5,31.56
2019-11-28 07:22:50,996.1,31.14
2019-11-28 07:23:18,995.4,30.72
2019-11-28 07:24:09,994.6,30.3
2019-11-28 07:25:23,993.7,32.5
2019-11-28 07:25:47,996.0,32.9
2019-11-28 07:26:10,996.2,32.1
2019-11-28 07:26:37,996.6,32.166666666666664
2019-11-28 07:27:04,996.8,32.233333333333334
2019-11-28 07:27:27,994.4,32.3
2019-11-28 07:27:54,994.6,33.15
2019-11-28 07:28:16,993.1,34.0
2019-11-28 07:28:40,996.1,32.6
2019-11-28 07:29:07,994.4,33.9
2019-11-28 07:30:26,994.6,34.55
2019-11-28 07:30:48,994.2,35.2
2019-11-28 07:31:16,994.0,33.6
2019-11-28 07:31:38,993.0,32.0
2019-11-28 07:32:04,992.3,34.5
2019-11-28 07:33:21,994.4,33.2
2019-11-28 07:33:45,994.5,33.3
2019-11-28 07:34:08,994.0,32.974999999999994
2019-11-28 07:34:33,992.8,32.65
2019-11-28 07:35:25,994.2,32.325
2019-11-28 07:36:40,992.8,32.0
2019-11-28 07:37:02,994.2,33.1
2019-11-28 07:37:53,994.1,32.766666666666666
2019-11-28 07:38:16,994.5,32.43333333333334
2019-11-28 07:38:39,993.5,32.1
2019-11-28 07:40:26,993.1,33.7
2019-11-28 07:41:47,993.9,33.53333333333334
2019-11-28 07:42:10,1002.9,33.36666666666667
2019-11-28 07:42:59,994.5,33.2
2019-11-28 07:43:23,994.3,31.0
2019-11-28 07:44:13,993.6,33.0
2019-11-28 07:44:41,995.0,33.6
2019-11-28 07:45:32,993.2,32.85
2019-11-28 07:45:58,993.5,32.1
2019-11-28 07:46:23,992.8,32.06666666666667
2019-11-28 07:46:48,993.6,32.03333333333333
2019-11-28 07:47:37,993.7,32.0
2019-11-28 07:48:01,993.8,31.7
2019-11-28 07:48:58,994.3,31.466666666666665
2019-11-28 07:49:48,994.5,31.233333333333334
2019-11-28 07:50:13,994.6,31.0
2019-11-28 07:51:05,994.7,30.7
2019-11-28 07:51:32,994.2,30.4
2019-11-28 07:54:02,993.5,29.9
2019-11-28 07:54:27,993.6,30.16
2019-11-28 07:54:53,997.0,30.419999999999998
2019-11-28 07:55:18,994.5,30.68
2019-11-28 07:55:44,994.5,30.939999999999998
2019-11-28 07:56:05,994.7,31.2
2019-11-28 07:56:29,993.2,32.7
