Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,07:27:30,738,7,Off,---,---,---,
Capturas 1,07:27:55,739,1,Off,---,---,---,
Capturas 1,07:28:20,738,9,Off,---,---,---,
Capturas 1,07:28:45,738,4,Off,---,---,---,
Capturas 1,07:29:10,738,9,Off,---,---,---,
Capturas 1,07:29:36,741,5,---,---,---,---,
Capturas 1,07:30:03,---,---,---,---,---,---,
Capturas 1,07:30:26,740,1,Off,---,---,---,
Capturas 1,07:30:51,739,3,Off,---,---,---,
Capturas 1,07:31:15,740,1,Off,---,---,---,
Capturas 1,07:31:40,739,9,Off,---,---,---,
Capturas 1,07:32:05,740,7,Off,---,---,---,
Capturas 1,07:32:34,---,---,---,---,---,---,
Capturas 1,07:32:57,740,0,Off,---,---,---,
Capturas 1,07:33:22,743,2,Off,---,---,---,
Capturas 1,07:33:47,746,1,Off,---,---,---,
Capturas 1,07:34:12,739,7,Off,---,---,---,
Capturas 1,07:34:37,739,4,Off,---,---,---,
Capturas 1,07:35:02,740,7,Off,---,---,---,
Capturas 1,07:35:27,740,5,Off,---,---,---,
Capturas 1,07:35:53,738,6,On,---,---,---,
Capturas 1,07:36:17,739,3,Off,---,---,---,
Capturas 1,07:36:42,739,9,Off,---,---,---,
Capturas 1,07:37:07,740,1,Off,---,---,---,
Capturas 1,07:37:33,741,7,Off,---,---,---,
Capturas 1,07:38:01,---,---,---,---,---,---,
Capturas 1,07:38:24,738,7,Off,---,---,---,
Capturas 1,07:38:50,739,0,On,---,---,---,
Capturas 1,07:39:14,740,7,Off,---,---,---,
Capturas 1,07:39:39,742,9,Off,---,---,---,
Capturas 1,07:40:08,---,---,---,---,---,---,
Capturas 1,07:40:35,---,---,---,---,---,---,
Capturas 1,07:40:58,740,7,Off,---,---,---,
Capturas 1,07:41:23,739,9,Off,---,---,---,
Capturas 1,07:41:48,739,8,Off,---,---,---,
Capturas 1,07:42:12,740,0,Off,---,---,---,
Capturas 1,07:42:38,743,8,---,---,---,---,
Capturas 1,07:43:01,740,8,Off,---,---,---,
Capturas 1,07:43:26,739,6,Off,---,---,---,
Capturas 1,07:43:52,739,9,On,---,---,---,
Capturas 1,07:44:17,741,2,Off,---,---,---,
Capturas 1,07:44:42,741,0,Off,---,---,---,
Capturas 1,07:45:07,740,7,Off,---,---,---,
Capturas 1,07:45:32,---,---,---,---,---,---,
Capturas 1,07:46:01,---,---,---,---,---,---,
Capturas 1,07:46:30,---,---,---,---,---,---,
Capturas 1,07:46:59,---,---,---,---,---,---,
Capturas 1,07:47:27,---,---,---,---,---,---,
Capturas 1,07:47:57,---,---,---,---,---,---,
Capturas 1,07:48:23,---,---,---,---,---,---,
Capturas 1,07:48:51,---,---,---,---,---,---,
Capturas 1,07:49:19,---,---,---,---,---,---,
Capturas 1,07:49:46,---,---,---,---,---,---,
Capturas 1,07:50:09,335,5,Off,---,---,---,
Capturas 1,07:50:39,---,---,---,---,---,---,
Capturas 1,07:51:08,---,---,---,---,---,---,
Capturas 1,07:51:30,223,2,Off,---,---,---,
Capturas 1,07:51:55,200,4,Off,---,---,---,
Capturas 1,07:52:20,182,4,Off,---,---,---,
Capturas 1,07:52:45,163,2,Off,---,---,---,
Capturas 1,07:53:10,145,2,Off,---,---,---,
Capturas 1,07:53:35,142,4,Off,---,---,---,
Capturas 1,07:54:03,137,7,Off,---,---,---,
Capturas 1,07:54:31,123,4,Off,---,---,---,
Capturas 1,07:54:59,105,6,Off,---,---,---,
Capturas 1,07:55:27,107,0,Off,---,---,---,
Capturas 1,07:55:56,88,9,On,---,---,---,
Capturas 1,07:56:24,62,3,On,---,---,---,
Capturas 1,07:56:51,62,5,Off,---,---,---,
Capturas 1,07:57:23,---,---,---,---,---,---,
Capturas 1,07:57:48,61,2,Off,---,---,---,
Capturas 1,07:58:16,61,9,Off,---,---,---,
Capturas 1,07:58:44,51,9,Off,---,---,---,
Capturas 1,07:59:12,45,9,Off,---,---,---,
Capturas 1,07:59:40,39,9,Off,---,---,---,
Capturas 1,08:00:08,34,5,Off,---,---,---,
Capturas 1,08:00:36,29,3,Off,---,---,---,
Capturas 1,08:01:04,22,2,Off,---,---,---,
Capturas 1,08:01:32,16,1,Off,---,---,---,
Capturas 1,08:01:57,10,5,Off,---,---,---,
Capturas 1,08:02:25,9,1,Off,---,---,---,
Capturas 1,08:02:53,7,1,Off,---,---,---,
Capturas 1,08:03:21,5,2,Off,---,---,---,
Capturas 1,08:03:53,---,---,---,---,---,---,
Capturas 1,08:04:23,---,---,---,---,---,---,
Capturas 1,08:04:52,---,---,---,---,---,---,
Capturas 1,08:05:21,---,---,---,---,---,---,
Capturas 1,08:05:51,---,---,---,---,---,---,
Capturas 1,08:06:20,---,---,---,---,---,---,
