Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,07:14:02,---,---,---,---,---,---,
Estribor,07:14:25,588,7,12,1,---,---,
Estribor,07:14:49,589,3,19,6,---,---,
Estribor,07:15:14,588,4,22,5,---,---,
Estribor,07:15:41,588,6,23,6,---,---,
Estribor,07:16:05,589,0,24,3,---,---,
Estribor,07:16:30,588,7,26,1,---,---,
Estribor,07:16:57,588,6,28,6,---,---,
Estribor,07:17:23,589,1,39,8,---,---,
Estribor,07:17:50,589,1,---,---,---,---,
Estribor,07:18:16,588,5,28,5,---,---,
Estribor,07:18:42,589,0,32,4,---,---,
Estribor,07:19:09,588,6,29,1,---,---,
Estribor,07:19:33,588,4,29,5,---,---,
Estribor,07:20:00,588,2,28,7,---,---,
Estribor,07:20:26,588,7,28,9,---,---,
Estribor,07:20:53,588,6,28,9,---,---,
Estribor,07:21:19,589,9,28,2,---,---,
Estribor,07:21:46,588,9,28,6,---,---,
Estribor,07:22:11,589,2,27,5,---,---,
Estribor,07:22:36,588,5,28,2,---,---,
Estribor,07:23:01,587,9,28,9,---,---,
Estribor,07:23:25,588,2,29,5,---,---,
Estribor,07:23:51,588,6,28,9,---,---,
Estribor,07:24:18,588,2,28,1,---,---,
Estribor,07:24:44,588,8,27,8,---,---,
Estribor,07:25:09,588,5,27,9,---,---,
Estribor,07:25:34,588,2,27,8,---,---,
Estribor,07:26:04,---,---,---,---,---,---,
Estribor,07:26:27,588,9,27,2,---,---,
Estribor,07:26:51,593,5,25,4,---,---,
Estribor,07:27:17,588,1,27,9,---,---,
Estribor,07:27:44,588,6,27,2,---,---,
Estribor,07:28:09,588,8,26,6,---,---,
Estribor,07:28:33,588,2,26,9,---,---,
Estribor,07:28:57,589,2,27,3,---,---,
Estribor,07:29:24,588,5,27,2,---,---,
Estribor,07:29:48,588,9,26,5,---,---,
Estribor,07:30:14,588,8,26,9,---,---,
Estribor,07:30:39,588,3,27,0,---,---,
Estribor,07:31:06,588,2,27,0,---,---,
Estribor,07:31:32,588,4,26,5,---,---,
Estribor,07:31:57,588,7,26,7,---,---,
Estribor,07:32:22,588,7,26,4,---,---,
Estribor,07:32:49,590,9,25,3,---,---,
Estribor,07:33:13,589,7,26,1,---,---,
Estribor,07:33:38,588,4,26,3,---,---,
Estribor,07:34:02,590,1,26,1,---,---,
Estribor,07:34:27,589,1,27,0,---,---,
Estribor,07:34:56,---,---,---,---,---,---,
Estribor,07:35:19,589,5,27,0,---,---,
Estribor,07:35:46,588,8,27,3,---,---,
Estribor,07:36:10,589,5,27,0,---,---,
Estribor,07:36:35,589,5,26,9,---,---,
Estribor,07:37:00,588,9,27,4,---,---,
Estribor,07:37:24,590,3,27,1,---,---,
Estribor,07:37:49,589,1,27,3,---,---,
Estribor,07:38:14,589,2,26,9,---,---,
Estribor,07:38:38,589,2,27,4,---,---,
