Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,06:13:33,775,7,24,5,---,---,
Estribor,06:13:58,774,6,24,0,---,---,
Estribor,06:14:23,774,5,---,---,---,---,
Estribor,06:14:47,777,4,---,---,---,---,
Estribor,06:15:09,774,4,27,3,---,---,
Estribor,06:15:34,774,4,26,0,---,---,
Estribor,06:15:59,774,5,27,4,---,---,
Estribor,06:16:24,774,8,25,9,---,---,
Estribor,06:16:48,774,7,26,8,---,---,
Estribor,06:17:17,---,---,---,---,---,---,
Estribor,06:17:39,774,2,28,9,---,---,
Estribor,06:18:04,773,8,29,1,---,---,
Estribor,06:18:30,774,4,29,8,---,---,
Estribor,06:19:00,---,---,---,---,---,---,
Estribor,06:19:27,---,---,---,---,---,---,
Estribor,06:19:55,---,---,---,---,---,---,
Estribor,06:20:17,774,0,29,9,---,---,
Estribor,06:20:44,773,9,30,2,---,---,
Estribor,06:21:10,773,8,31,5,---,---,
Estribor,06:21:34,773,8,31,4,---,---,
Estribor,06:22:00,774,1,31,8,---,---,
Estribor,06:22:24,773,9,32,1,---,---,
Estribor,06:22:49,773,5,---,---,---,---,
Estribor,06:23:12,773,2,34,4,---,---,
Estribor,06:23:36,774,1,35,6,---,---,
Estribor,06:24:04,774,2,---,---,---,---,
Estribor,06:24:27,774,0,---,---,---,---,
Estribor,06:24:50,773,4,33,9,---,---,
Estribor,06:25:17,773,0,35,2,---,---,
Estribor,06:25:42,772,9,36,8,---,---,
Estribor,06:26:14,---,---,---,---,---,---,
Estribor,06:26:38,773,2,---,---,---,---,
Estribor,06:27:07,---,---,---,---,---,---,
Estribor,06:27:34,---,---,---,---,---,---,
Estribor,06:28:01,---,---,---,---,---,---,
Estribor,06:28:26,774,4,31,4,---,---,
Estribor,06:28:52,774,0,31,7,---,---,
Estribor,06:29:22,---,---,---,---,---,---,
Estribor,06:29:44,778,7,26,8,---,---,
Estribor,06:30:12,---,---,---,---,---,---,
Estribor,06:30:37,774,4,29,1,---,---,
Estribor,06:31:05,773,1,30,6,---,---,
Estribor,06:31:34,774,2,---,---,---,---,
Estribor,06:31:58,773,6,30,1,---,---,
Estribor,06:32:23,774,6,28,9,---,---,
Estribor,06:32:54,---,---,---,---,---,---,
Estribor,06:33:19,---,---,---,---,---,---,
Estribor,06:33:45,774,5,---,---,---,---,
Estribor,06:34:10,774,2,28,4,---,---,
Estribor,06:34:36,773,7,28,7,---,---,
Estribor,06:35:07,---,---,---,---,---,---,
Estribor,06:35:35,---,---,---,---,---,---,
Estribor,06:35:58,773,6,30,7,---,---,
Estribor,06:36:22,773,8,29,4,---,---,
Estribor,06:36:47,774,0,29,1,---,---,
Estribor,06:37:12,773,7,29,2,---,---,
Estribor,06:37:40,772,5,---,---,---,---,
Estribor,06:38:06,---,---,---,---,---,---,
Estribor,06:38:31,---,---,---,---,---,---,
Estribor,06:38:54,773,7,29,3,---,---,
Estribor,06:39:22,773,9,---,---,---,---,
Estribor,06:39:44,773,8,28,7,---,---,
Estribor,06:40:09,773,6,29,6,---,---,
Estribor,06:40:35,774,0,---,---,---,---,
Estribor,06:40:58,773,8,30,2,---,---,
Estribor,06:41:27,---,---,---,---,---,---,
Estribor,06:41:49,773,8,31,6,---,---,
Estribor,06:42:14,773,0,31,1,---,---,
Estribor,06:42:42,---,---,---,---,---,---,
Estribor,06:43:08,---,---,---,---,---,---,
Estribor,06:43:35,---,---,---,---,---,---,
Estribor,06:43:59,773,6,---,---,---,---,
Estribor,06:44:23,772,9,---,---,---,---,
Estribor,06:44:47,773,1,29,0,---,---,
Estribor,06:45:12,774,1,29,1,---,---,
Estribor,06:45:40,---,---,---,---,---,---,
Estribor,06:46:05,773,7,28,5,---,---,
Estribor,06:46:33,---,---,---,---,---,---,
Estribor,06:46:59,---,---,---,---,---,---,
Estribor,06:47:27,---,---,---,---,---,---,
Estribor,06:47:55,---,---,---,---,---,---,
Estribor,06:48:23,---,---,---,---,---,---,
Estribor,06:48:47,773,6,---,---,---,---,
Estribor,06:49:10,776,0,29,0,---,---,
Estribor,06:49:36,774,1,30,0,---,---,
Estribor,06:50:04,774,1,---,---,---,---,
Estribor,06:50:27,773,5,28,7,---,---,
Estribor,06:50:52,774,0,28,6,---,---,
Estribor,06:51:17,775,3,27,7,---,---,
Estribor,06:51:41,773,8,27,7,---,---,
Estribor,06:52:08,773,2,27,4,---,---,
