Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Cabecera altura,04:53:30,---,---,---,---,---,---,
Cabecera altura,04:53:56,---,---,---,---,---,---,
Cabecera altura,04:54:23,---,---,---,---,---,---,
Cabecera altura,04:54:51,---,---,---,---,---,---,
Cabecera altura,04:55:16,---,---,---,---,---,---,
Cabecera altura,04:55:44,---,---,---,---,---,---,
Cabecera altura,04:56:10,192,0,---,---,---,---,
Cabecera altura,04:56:35,---,---,---,---,---,---,
Cabecera altura,04:57:02,---,---,---,---,---,---,
Cabecera altura,04:57:27,---,---,---,---,---,---,
Cabecera altura,04:57:55,---,---,---,---,---,---,
Cabecera altura,04:58:21,---,---,---,---,---,---,
Cabecera altura,04:58:46,---,---,---,---,---,---,
Cabecera altura,04:59:14,---,---,---,---,---,---,
Cabecera altura,04:59:41,---,---,---,---,---,---,
Cabecera altura,05:00:06,---,---,---,---,---,---,
Cabecera altura,05:00:32,---,---,---,---,---,---,
Cabecera altura,05:00:57,---,---,---,---,---,---,
Cabecera altura,05:01:23,---,---,---,---,---,---,
Cabecera altura,05:01:49,---,---,---,---,---,---,
Cabecera altura,05:02:14,---,---,---,---,---,---,
Cabecera altura,05:02:39,---,---,---,---,---,---,
Cabecera altura,05:03:07,---,---,---,---,---,---,
Cabecera altura,05:03:33,---,---,---,---,---,---,
Cabecera altura,05:04:00,---,---,---,---,---,---,
Cabecera altura,05:04:26,---,---,---,---,---,---,
Cabecera altura,05:04:53,---,---,---,---,---,---,
Cabecera altura,05:05:18,---,---,---,---,---,---,
Cabecera altura,05:05:43,---,---,---,---,---,---,
Cabecera altura,05:06:08,---,---,---,---,---,---,
Cabecera altura,05:06:33,---,---,---,---,---,---,
Cabecera altura,05:07:01,---,---,---,---,---,---,
Cabecera altura,05:07:26,---,---,---,---,---,---,
Cabecera altura,05:07:51,---,---,---,---,---,---,
Cabecera altura,05:08:19,---,---,---,---,---,---,
Cabecera altura,05:08:44,---,---,---,---,---,---,
Cabecera altura,05:09:09,---,---,---,---,---,---,
Cabecera altura,05:09:34,---,---,---,---,---,---,
Cabecera altura,05:09:59,---,---,---,---,---,---,
Cabecera altura,05:10:26,---,---,---,---,---,---,
Cabecera altura,05:10:54,---,---,---,---,---,---,
Cabecera altura,05:11:19,---,---,---,---,---,---,
Cabecera altura,05:11:47,---,---,---,---,---,---,
Cabecera altura,05:12:12,---,---,---,---,---,---,
Cabecera altura,05:12:37,---,---,---,---,---,---,
