Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,05:55:38,---,---,---,---,---,---,
Capturas 1,05:56:07,---,---,---,---,---,---,
Capturas 1,05:56:35,---,---,---,---,---,---,
Capturas 1,05:57:03,---,---,---,---,---,---,
Capturas 1,05:57:30,---,---,---,---,---,---,
Capturas 1,05:57:58,---,---,---,---,---,---,
Capturas 1,05:58:27,---,---,---,---,---,---,
Capturas 1,05:58:57,---,---,---,---,---,---,
Capturas 1,05:59:24,---,---,---,---,---,---,
Capturas 1,05:59:53,---,---,---,---,---,---,
Capturas 1,06:00:21,---,---,---,---,---,---,
Capturas 1,06:00:50,---,---,---,---,---,---,
Capturas 1,06:01:18,---,---,---,---,---,---,
Capturas 1,06:01:46,---,---,---,---,---,---,
Capturas 1,06:02:08,945,8,Off,---,---,---,
Capturas 1,06:02:36,---,---,---,---,---,---,
Capturas 1,06:03:00,945,8,Off,---,---,---,
Capturas 1,06:03:29,---,---,---,---,---,---,
Capturas 1,06:03:58,---,---,---,---,---,---,
Capturas 1,06:04:28,---,---,---,---,---,---,
Capturas 1,06:04:55,---,---,---,---,---,---,
Capturas 1,06:05:25,---,---,---,---,---,---,
Capturas 1,06:05:54,---,---,---,---,---,---,
Capturas 1,06:06:21,945,1,---,---,---,---,
Capturas 1,06:06:49,945,6,---,---,---,---,
Capturas 1,06:07:14,---,---,---,---,---,---,
Capturas 1,06:07:39,944,9,Off,---,---,---,
Capturas 1,06:08:09,---,---,---,---,---,---,
Capturas 1,06:08:37,---,---,---,---,---,---,
Capturas 1,06:09:04,---,---,---,---,---,---,
Capturas 1,06:09:29,946,3,---,---,---,---,
Capturas 1,06:09:56,---,---,---,---,---,---,
Capturas 1,06:10:22,948,0,Off,---,---,---,
Capturas 1,06:10:50,948,1,Off,---,---,---,
Capturas 1,06:11:19,---,---,---,---,---,---,
Capturas 1,06:11:45,946,7,Off,---,---,---,
Capturas 1,06:12:17,---,---,---,---,---,---,
Capturas 1,06:12:44,945,9,---,---,---,---,
Capturas 1,06:13:11,948,2,---,---,---,---,
Capturas 1,06:13:40,---,---,---,---,---,---,
Capturas 1,06:14:10,---,---,---,---,---,---,
Capturas 1,06:14:39,---,---,---,---,---,---,
Capturas 1,06:15:07,---,---,---,---,---,---,
Capturas 1,06:15:31,945,1,---,---,---,---,
Capturas 1,06:15:59,---,---,---,---,---,---,
Capturas 1,06:16:24,---,---,---,---,---,---,
Capturas 1,06:16:54,---,---,---,---,---,---,
Capturas 1,06:17:20,---,---,---,---,---,---,
Capturas 1,06:17:47,---,---,---,---,---,---,
Capturas 1,06:18:12,949,6,---,---,---,---,
Capturas 1,06:18:42,---,---,---,---,---,---,
Capturas 1,06:19:10,---,---,---,---,---,---,
Capturas 1,06:19:37,---,---,---,---,---,---,
Capturas 1,06:20:05,---,---,---,---,---,---,
Capturas 1,06:20:29,944,8,Off,---,---,---,
Capturas 1,06:20:58,946,7,---,---,---,---,
Capturas 1,06:21:24,947,9,---,---,---,---,
Capturas 1,06:21:51,---,---,---,---,---,---,
Capturas 1,06:22:20,---,---,---,---,---,---,
Capturas 1,06:22:43,945,7,---,---,---,---,
Capturas 1,06:23:10,946,6,---,---,---,---,
Capturas 1,06:23:40,---,---,---,---,---,---,
Capturas 1,06:24:04,947,3,Off,---,---,---,
Capturas 1,06:24:34,---,---,---,---,---,---,
Capturas 1,06:24:59,947,1,Off,---,---,---,
Capturas 1,06:25:26,945,2,---,---,---,---,
Capturas 1,06:25:54,---,---,---,---,---,---,
Capturas 1,06:26:20,---,---,---,---,---,---,
Capturas 1,06:26:49,---,---,---,---,---,---,
Capturas 1,06:27:17,---,---,---,---,---,---,
Capturas 1,06:27:46,---,---,---,---,---,---,
Capturas 1,06:28:16,---,---,---,---,---,---,
Capturas 1,06:28:43,---,---,---,---,---,---,
Capturas 1,06:29:10,---,---,---,---,---,---,
Capturas 1,06:29:34,969,1,Off,---,---,---,
Capturas 1,06:30:03,971,3,---,---,---,---,
Capturas 1,06:30:28,973,7,Off,---,---,---,
Capturas 1,06:30:57,973,6,---,---,---,---,
Capturas 1,06:31:26,---,---,---,---,---,---,
Capturas 1,06:31:54,---,---,---,---,---,---,
Capturas 1,06:32:19,973,7,---,---,---,---,
Capturas 1,06:32:47,---,---,---,---,---,---,
Capturas 1,06:33:15,---,---,---,---,---,---,
Capturas 1,06:33:45,---,---,---,---,---,---,
Capturas 1,06:34:11,971,8,Off,---,---,---,
Capturas 1,06:34:41,---,---,---,---,---,---,
Capturas 1,06:35:09,---,---,---,---,---,---,
Capturas 1,06:35:32,975,4,---,---,---,---,
Capturas 1,06:36:00,---,---,---,---,---,---,
Capturas 1,06:36:28,---,---,---,---,---,---,
Capturas 1,06:36:53,972,3,Off,---,---,---,
Capturas 1,06:37:24,---,---,---,---,---,---,
Capturas 1,06:37:50,976,3,---,---,---,---,
Capturas 1,06:38:18,---,---,---,---,---,---,
Capturas 1,06:38:43,972,1,Off,---,---,---,
Capturas 1,06:39:07,973,2,Off,---,---,---,
Capturas 1,06:39:34,971,3,Off,---,---,---,
Capturas 1,06:40:02,---,---,---,---,---,---,
Capturas 1,06:40:27,974,1,---,---,---,---,
Capturas 1,06:40:55,---,---,---,---,---,---,
Capturas 1,06:41:19,969,3,Off,---,---,---,
Capturas 1,06:41:48,---,---,---,---,---,---,
Capturas 1,06:42:16,---,---,---,---,---,---,
Capturas 1,06:42:39,970,7,---,---,---,---,
Capturas 1,06:43:07,---,---,---,---,---,---,
Capturas 1,06:43:35,---,---,---,---,---,---,
Capturas 1,06:43:59,972,9,---,---,---,---,
Capturas 1,06:44:26,---,---,---,---,---,---,
Capturas 1,06:44:50,975,4,Off,---,---,---,
Capturas 1,06:45:20,---,---,---,---,---,---,
Capturas 1,06:45:42,973,2,Off,---,---,---,
Capturas 1,06:46:08,972,6,Off,---,---,---,
Capturas 1,06:46:36,---,---,---,---,---,---,
Capturas 1,06:47:00,976,5,Off,---,---,---,
Capturas 1,06:47:28,973,6,Off,---,---,---,
Capturas 1,06:47:57,986,4,---,---,---,---,
Capturas 1,06:48:26,---,---,---,---,---,---,
Capturas 1,06:48:49,980,9,Off,---,---,---,
Capturas 1,06:49:18,---,---,---,---,---,---,
Capturas 1,06:49:46,---,---,---,---,---,---,
Capturas 1,06:50:14,---,---,---,---,---,---,
Capturas 1,06:50:42,---,---,---,---,---,---,
Capturas 1,06:51:11,---,---,---,---,---,---,
Capturas 1,06:51:38,---,---,---,---,---,---,
Capturas 1,06:52:05,981,0,---,---,---,---,
Capturas 1,06:52:32,---,---,---,---,---,---,
Capturas 1,06:52:56,981,2,Off,---,---,---,
Capturas 1,06:53:23,980,4,---,---,---,---,
Capturas 1,06:53:47,984,7,Off,---,---,---,
Capturas 1,06:54:13,982,9,Off,---,---,---,
Capturas 1,06:54:38,983,4,Off,---,---,---,
Capturas 1,06:55:05,---,---,---,---,---,---,
Capturas 1,06:55:31,986,4,---,---,---,---,
Capturas 1,06:55:56,980,0,---,---,---,---,
Capturas 1,06:56:21,985,3,Off,---,---,---,
Capturas 1,06:56:49,980,9,Off,---,---,---,
Capturas 1,06:57:14,980,8,---,---,---,---,
Capturas 1,06:57:38,981,4,Off,---,---,---,
Capturas 1,06:58:06,983,2,Off,---,---,---,
Capturas 1,06:58:33,982,1,---,---,---,---,
Capturas 1,06:58:58,980,7,Off,---,---,---,
Capturas 1,06:59:27,---,---,---,---,---,---,
Capturas 1,06:59:53,---,---,---,---,---,---,
Capturas 1,07:00:22,---,---,---,---,---,---,
Capturas 1,07:00:52,---,---,---,---,---,---,
Capturas 1,07:01:19,982,5,---,---,---,---,
Capturas 1,07:01:48,---,---,---,---,---,---,
Capturas 1,07:02:16,---,---,---,---,---,---,
Capturas 1,07:02:45,---,---,---,---,---,---,
Capturas 1,07:03:10,980,1,---,---,---,---,
Capturas 1,07:03:33,981,1,Off,---,---,---,
Capturas 1,07:04:02,---,---,---,---,---,---,
Capturas 1,07:04:27,981,2,Off,---,---,---,
Capturas 1,07:04:55,---,---,---,---,---,---,
Capturas 1,07:05:23,983,3,---,---,---,---,
Capturas 1,07:05:50,980,1,---,---,---,---,
Capturas 1,07:06:15,979,2,---,---,---,---,
Capturas 1,07:06:42,---,---,---,---,---,---,
Capturas 1,07:07:08,980,9,Off,---,---,---,
Capturas 1,07:07:38,---,---,---,---,---,---,
Capturas 1,07:08:03,980,0,Off,---,---,---,
Capturas 1,07:08:33,---,---,---,---,---,---,
Capturas 1,07:08:57,982,8,Off,---,---,---,
Capturas 1,07:09:25,---,---,---,---,---,---,
Capturas 1,07:09:52,---,---,---,---,---,---,
Capturas 1,07:10:17,982,0,Off,---,---,---,
Capturas 1,07:10:45,981,0,---,---,---,---,
Capturas 1,07:11:14,---,---,---,---,---,---,
Capturas 1,07:11:41,981,4,---,---,---,---,
Capturas 1,07:12:04,982,5,Off,---,---,---,
Capturas 1,07:12:33,986,4,---,---,---,---,
Capturas 1,07:13:02,---,---,---,---,---,---,
Capturas 1,07:13:30,980,8,---,---,---,---,
Capturas 1,07:13:57,985,0,---,---,---,---,
Capturas 1,07:14:24,986,9,---,---,---,---,
Capturas 1,07:14:52,---,---,---,---,---,---,
Capturas 1,07:15:15,984,7,Off,---,---,---,
Capturas 1,07:15:41,982,7,Off,---,---,---,
Capturas 1,07:16:07,981,6,Off,---,---,---,
Capturas 1,07:16:33,983,3,Off,---,---,---,
Capturas 1,07:16:59,982,6,---,---,---,---,
Capturas 1,07:17:26,980,8,---,---,---,---,
Capturas 1,07:17:54,---,---,---,---,---,---,
Capturas 1,07:18:23,---,---,---,---,---,---,
Capturas 1,07:18:52,---,---,---,---,---,---,
Capturas 1,07:19:17,980,2,---,---,---,---,
Capturas 1,07:19:47,---,---,---,---,---,---,
Capturas 1,07:20:11,981,8,Off,---,---,---,
Capturas 1,07:20:41,---,---,---,---,---,---,
Capturas 1,07:21:09,---,---,---,---,---,---,
Capturas 1,07:21:32,985,4,Off,---,---,---,
Capturas 1,07:21:59,981,8,---,---,---,---,
Capturas 1,07:22:27,981,4,---,---,---,---,
Capturas 1,07:22:53,983,3,Off,---,---,---,
Capturas 1,07:23:19,982,0,Off,---,---,---,
Capturas 1,07:23:47,982,0,Off,---,---,---,
Capturas 1,07:24:14,---,---,---,---,---,---,
Capturas 1,07:24:39,984,9,Off,---,---,---,
Capturas 1,07:25:08,---,---,---,---,---,---,
Capturas 1,07:25:31,981,3,---,---,---,---,
Capturas 1,07:26:00,---,---,---,---,---,---,
Capturas 1,07:26:24,982,7,Off,---,---,---,
Capturas 1,07:26:50,983,4,---,---,---,---,
Capturas 1,07:27:17,983,7,---,---,---,---,
Capturas 1,07:27:41,986,0,Off,---,---,---,
Capturas 1,07:28:08,980,4,---,---,---,---,
Capturas 1,07:28:34,983,9,Off,---,---,---,
Capturas 1,07:29:05,---,---,---,---,---,---,
Capturas 1,07:29:33,---,---,---,---,---,---,
Capturas 1,07:30:02,---,---,---,---,---,---,
Capturas 1,07:30:28,981,5,Off,---,---,---,
Capturas 1,07:30:57,984,0,---,---,---,---,
Capturas 1,07:31:23,982,9,Off,---,---,---,
Capturas 1,07:31:51,---,---,---,---,---,---,
Capturas 1,07:32:15,981,6,Off,---,---,---,
Capturas 1,07:32:44,982,6,---,---,---,---,
Capturas 1,07:33:09,981,4,Off,---,---,---,
Capturas 1,07:33:35,981,3,Off,---,---,---,
Capturas 1,07:34:02,982,7,---,---,---,---,
Capturas 1,07:34:29,984,9,---,---,---,---,
Capturas 1,07:34:56,---,---,---,---,---,---,
Capturas 1,07:35:20,981,8,Off,---,---,---,
Capturas 1,07:35:49,982,6,---,---,---,---,
Capturas 1,07:36:15,981,5,Off,---,---,---,
Capturas 1,07:36:40,981,2,---,---,---,---,
Capturas 1,07:37:04,982,7,---,---,---,---,
Capturas 1,07:37:34,---,---,---,---,---,---,
Capturas 1,07:38:03,---,---,---,---,---,---,
Capturas 1,07:38:29,982,2,Off,---,---,---,
Capturas 1,07:38:59,---,---,---,---,---,---,
Capturas 1,07:39:25,987,2,Off,---,---,---,
Capturas 1,07:39:51,981,1,---,---,---,---,
Capturas 1,07:40:20,---,---,---,---,---,---,
Capturas 1,07:40:47,982,7,---,---,---,---,
Capturas 1,07:41:17,---,---,---,---,---,---,
Capturas 1,07:41:44,983,1,---,---,---,---,
Capturas 1,07:42:14,---,---,---,---,---,---,
Capturas 1,07:42:37,981,6,Off,---,---,---,
Capturas 1,07:43:03,986,7,---,---,---,---,
Capturas 1,07:43:29,985,1,Off,---,---,---,
Capturas 1,07:43:58,---,---,---,---,---,---,
Capturas 1,07:44:22,981,0,Off,---,---,---,
Capturas 1,07:44:51,---,---,---,---,---,---,
Capturas 1,07:45:15,981,8,Off,---,---,---,
Capturas 1,07:45:44,982,5,---,---,---,---,
Capturas 1,07:46:12,---,---,---,---,---,---,
Capturas 1,07:46:41,---,---,---,---,---,---,
Capturas 1,07:47:06,981,8,---,---,---,---,
Capturas 1,07:47:33,982,4,---,---,---,---,
Capturas 1,07:47:59,982,7,Off,---,---,---,
Capturas 1,07:48:24,982,1,Off,---,---,---,
Capturas 1,07:48:50,981,8,Off,---,---,---,
Capturas 1,07:49:16,982,5,---,---,---,---,
Capturas 1,07:49:46,---,---,---,---,---,---,
Capturas 1,07:50:10,981,7,Off,---,---,---,
Capturas 1,07:50:39,---,---,---,---,---,---,
Capturas 1,07:51:04,985,2,---,---,---,---,
Capturas 1,07:51:34,---,---,---,---,---,---,
