Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,05:55:24,735,4,Off,---,---,---,
Capturas 1,05:55:52,737,3,Off,---,---,---,
Capturas 1,05:56:22,---,---,---,---,---,---,
Capturas 1,05:56:52,---,---,---,---,---,---,
Capturas 1,05:57:17,737,8,Off,---,---,---,
Capturas 1,05:57:48,---,---,---,---,---,---,
Capturas 1,05:58:15,---,---,---,---,---,---,
Capturas 1,05:58:44,---,---,---,---,---,---,
Capturas 1,05:59:11,---,---,---,---,---,---,
Capturas 1,05:59:37,738,6,Off,---,---,---,
Capturas 1,06:00:06,740,4,---,---,---,---,
Capturas 1,06:00:36,---,---,---,---,---,---,
Capturas 1,06:01:05,---,---,---,---,---,---,
Capturas 1,06:01:34,---,---,---,---,---,---,
Capturas 1,06:02:00,738,5,Off,---,---,---,
Capturas 1,06:02:32,---,---,---,---,---,---,
Capturas 1,06:03:01,---,---,---,---,---,---,
Capturas 1,06:03:28,---,---,---,---,---,---,
Capturas 1,06:03:54,743,0,Off,---,---,---,
Capturas 1,06:04:26,---,---,---,---,---,---,
Capturas 1,06:04:55,---,---,---,---,---,---,
Capturas 1,06:05:22,740,7,---,---,---,---,
Capturas 1,06:05:51,---,---,---,---,---,---,
Capturas 1,06:06:21,---,---,---,---,---,---,
Capturas 1,06:06:50,---,---,---,---,---,---,
Capturas 1,06:07:20,---,---,---,---,---,---,
Capturas 1,06:07:49,---,---,---,---,---,---,
Capturas 1,06:08:18,---,---,---,---,---,---,
Capturas 1,06:08:45,744,4,---,---,---,---,
Capturas 1,06:09:12,738,9,---,---,---,---,
Capturas 1,06:09:39,739,5,---,---,---,---,
Capturas 1,06:10:09,---,---,---,---,---,---,
Capturas 1,06:10:34,737,8,Off,---,---,---,
Capturas 1,06:11:03,738,5,---,---,---,---,
Capturas 1,06:11:29,738,2,Off,---,---,---,
Capturas 1,06:11:57,737,6,Off,---,---,---,
Capturas 1,06:12:28,---,---,---,---,---,---,
Capturas 1,06:12:53,738,5,Off,---,---,---,
Capturas 1,06:13:25,---,---,---,---,---,---,
Capturas 1,06:13:54,---,---,---,---,---,---,
Capturas 1,06:14:24,---,---,---,---,---,---,
Capturas 1,06:14:53,---,---,---,---,---,---,
Capturas 1,06:15:19,739,4,Off,---,---,---,
Capturas 1,06:15:47,739,9,Off,---,---,---,
Capturas 1,06:16:13,740,3,---,---,---,---,
Capturas 1,06:16:43,---,---,---,---,---,---,
Capturas 1,06:17:09,740,0,Off,---,---,---,
Capturas 1,06:17:37,739,6,Off,---,---,---,
Capturas 1,06:18:02,739,4,Off,---,---,---,
Capturas 1,06:18:30,738,7,Off,---,---,---,
Capturas 1,06:18:58,739,2,Off,---,---,---,
Capturas 1,06:19:26,741,9,Off,---,---,---,
Capturas 1,06:19:58,---,---,---,---,---,---,
Capturas 1,06:20:27,---,---,---,---,---,---,
Capturas 1,06:20:54,741,6,---,---,---,---,
Capturas 1,06:21:21,746,0,---,---,---,---,
Capturas 1,06:21:51,---,---,---,---,---,---,
Capturas 1,06:22:20,---,---,---,---,---,---,
Capturas 1,06:22:46,739,1,Off,---,---,---,
Capturas 1,06:23:15,739,5,---,---,---,---,
Capturas 1,06:23:45,---,---,---,---,---,---,
Capturas 1,06:24:11,740,8,Off,---,---,---,
Capturas 1,06:24:40,743,0,---,---,---,---,
Capturas 1,06:25:09,---,---,---,---,---,---,
Capturas 1,06:25:39,---,---,---,---,---,---,
Capturas 1,06:26:08,---,---,---,---,---,---,
Capturas 1,06:26:37,---,---,---,---,---,---,
Capturas 1,06:27:07,---,---,---,---,---,---,
Capturas 1,06:27:36,---,---,---,---,---,---,
Capturas 1,06:28:06,---,---,---,---,---,---,
Capturas 1,06:28:35,---,---,---,---,---,---,
Capturas 1,06:29:04,---,---,---,---,---,---,
Capturas 1,06:29:34,---,---,---,---,---,---,
Capturas 1,06:30:01,740,3,---,---,---,---,
Capturas 1,06:30:28,739,9,---,---,---,---,
Capturas 1,06:30:57,---,---,---,---,---,---,
Capturas 1,06:31:27,---,---,---,---,---,---,
Capturas 1,06:31:54,---,---,---,---,---,---,
Capturas 1,06:32:23,---,---,---,---,---,---,
Capturas 1,06:32:53,---,---,---,---,---,---,
Capturas 1,06:33:22,---,---,---,---,---,---,
Capturas 1,06:33:51,---,---,---,---,---,---,
Capturas 1,06:34:21,---,---,---,---,---,---,
Capturas 1,06:34:50,---,---,---,---,---,---,
Capturas 1,06:35:19,---,---,---,---,---,---,
Capturas 1,06:35:49,---,---,---,---,---,---,
Capturas 1,06:36:18,---,---,---,---,---,---,
Capturas 1,06:36:48,---,---,---,---,---,---,
Capturas 1,06:37:14,727,1,---,---,---,---,
Capturas 1,06:37:44,---,---,---,---,---,---,
Capturas 1,06:38:14,---,---,---,---,---,---,
Capturas 1,06:38:40,739,7,---,---,---,---,
Capturas 1,06:39:08,---,---,---,---,---,---,
Capturas 1,06:39:37,---,---,---,---,---,---,
Capturas 1,06:40:04,739,9,---,---,---,---,
Capturas 1,06:40:34,---,---,---,---,---,---,
Capturas 1,06:41:03,---,---,---,---,---,---,
Capturas 1,06:41:30,743,9,---,---,---,---,
Capturas 1,06:41:59,---,---,---,---,---,---,
Capturas 1,06:42:25,745,4,Off,---,---,---,
Capturas 1,06:42:57,---,---,---,---,---,---,
Capturas 1,06:43:24,739,6,---,---,---,---,
Capturas 1,06:43:51,743,2,---,---,---,---,
