Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,13:44:47,897,1,---,---,---,---,
Capturas 1,13:45:09,897,5,---,---,---,---,
Capturas 1,13:45:34,896,1,---,---,---,---,
Capturas 1,13:46:00,---,---,---,---,---,---,
Capturas 1,13:46:26,---,---,---,---,---,---,
Capturas 1,13:46:48,895,8,Off,---,---,---,
Capturas 1,13:47:14,897,2,---,---,---,---,
Capturas 1,13:47:42,---,---,---,---,---,---,
Capturas 1,13:48:05,897,2,---,---,---,---,
Capturas 1,13:48:25,897,2,Off,---,---,---,
Capturas 1,13:48:50,897,3,Off,---,---,---,
Capturas 1,13:49:15,---,---,---,---,---,---,
Capturas 1,13:49:37,899,4,---,---,---,---,
Capturas 1,13:50:01,899,0,---,---,---,---,
Capturas 1,13:50:24,900,6,---,---,---,---,
Capturas 1,13:50:45,901,3,---,---,---,---,
Capturas 1,13:51:10,---,---,---,---,---,---,
Capturas 1,13:51:31,898,3,Off,---,---,---,
Capturas 1,13:51:57,---,---,---,---,---,---,
Capturas 1,13:52:22,---,---,---,---,---,---,
Capturas 1,13:52:44,898,5,---,---,---,---,
Capturas 1,13:53:04,898,8,Off,---,---,---,
Capturas 1,13:53:26,899,6,---,---,---,---,
Capturas 1,13:53:50,---,---,---,---,---,---,
Capturas 1,13:54:10,899,4,Off,---,---,---,
Capturas 1,13:54:34,899,6,Off,---,---,---,
Capturas 1,13:54:59,899,3,Off,---,---,---,
Capturas 1,13:55:21,900,2,Off,---,---,---,
Capturas 1,13:55:49,899,9,---,---,---,---,
Capturas 1,13:56:10,899,9,Off,---,---,---,
Capturas 1,13:56:33,900,9,Off,---,---,---,
Capturas 1,13:56:56,900,9,Off,---,---,---,
Capturas 1,13:57:19,900,2,---,---,---,---,
Capturas 1,13:57:40,900,5,Off,---,---,---,
Capturas 1,13:58:05,898,8,Off,---,---,---,
Capturas 1,13:58:32,---,---,---,---,---,---,
Capturas 1,13:58:55,897,9,---,---,---,---,
Capturas 1,13:59:19,897,4,---,---,---,---,
Capturas 1,13:59:38,897,9,Off,---,---,---,
Capturas 1,14:00:03,897,0,Off,---,---,---,
Capturas 1,14:00:29,897,2,Off,---,---,---,
Capturas 1,14:00:52,897,2,Off,---,---,---,
Capturas 1,14:01:18,897,2,---,---,---,---,
Capturas 1,14:01:43,---,---,---,---,---,---,
Capturas 1,14:02:02,899,6,Off,---,---,---,
Capturas 1,14:02:26,897,0,Off,---,---,---,
Capturas 1,14:02:49,897,5,Off,---,---,---,
Capturas 1,14:03:12,897,4,---,---,---,---,
Capturas 1,14:03:38,---,---,---,---,---,---,
Capturas 1,14:04:03,---,---,---,---,---,---,
Capturas 1,14:04:27,897,7,---,---,---,---,
Capturas 1,14:04:47,898,2,Off,---,---,---,
Capturas 1,14:05:10,897,8,Off,---,---,---,
Capturas 1,14:05:38,---,---,---,---,---,---,
Capturas 1,14:05:59,897,1,Off,---,---,---,
Capturas 1,14:06:23,897,2,Off,---,---,---,
Capturas 1,14:06:49,---,---,---,---,---,---,
Capturas 1,14:07:12,897,4,Off,---,---,---,
Capturas 1,14:07:39,897,8,---,---,---,---,
Capturas 1,14:08:02,---,---,---,---,---,---,
Capturas 1,14:08:24,899,1,---,---,---,---,
Capturas 1,14:08:46,897,7,---,---,---,---,
Capturas 1,14:09:07,898,9,Off,---,---,---,
Capturas 1,14:09:29,897,5,Off,---,---,---,
Capturas 1,14:09:56,---,---,---,---,---,---,
Capturas 1,14:10:16,898,8,Off,---,---,---,
Capturas 1,14:10:41,898,3,Off,---,---,---,
Capturas 1,14:11:05,898,9,Off,---,---,---,
Capturas 1,14:11:28,899,2,Off,---,---,---,
Capturas 1,14:11:54,---,---,---,---,---,---,
Capturas 1,14:12:16,899,4,Off,---,---,---,
Capturas 1,14:12:38,899,1,Off,---,---,---,
Capturas 1,14:13:03,899,6,Off,---,---,---,
Capturas 1,14:13:27,899,3,Off,---,---,---,
Capturas 1,14:13:48,901,0,Off,---,---,---,
Capturas 1,14:14:11,900,0,Off,---,---,---,
Capturas 1,14:14:34,899,2,---,---,---,---,
Capturas 1,14:14:55,900,0,Off,---,---,---,
Capturas 1,14:15:19,899,9,Off,---,---,---,
Capturas 1,14:15:44,898,9,Off,---,---,---,
Capturas 1,14:16:08,898,7,Off,---,---,---,
Capturas 1,14:16:33,899,3,Off,---,---,---,
Capturas 1,14:16:58,900,3,Off,---,---,---,
Capturas 1,14:17:23,899,1,Off,---,---,---,
Capturas 1,14:17:44,899,1,Off,---,---,---,
Capturas 1,14:18:09,899,3,Off,---,---,---,
Capturas 1,14:18:32,899,2,Off,---,---,---,
Capturas 1,14:18:57,899,5,Off,---,---,---,
