Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Door Heel,07:25:13,---,---,---,---,---,---,
Starboard Door Heel,07:25:39,945,2,---,---,---,---,
Starboard Door Heel,07:26:05,943,1,36,9,---,---,
Starboard Door Heel,07:26:31,944,3,33,6,---,---,
Starboard Door Heel,07:26:59,942,2,---,---,---,---,
Starboard Door Heel,07:27:23,942,3,37,1,---,---,
Starboard Door Heel,07:27:50,941,3,43,4,---,---,
Starboard Door Heel,07:28:18,943,1,37,4,---,---,
Starboard Door Heel,07:28:44,944,8,36,4,---,---,
Starboard Door Heel,07:29:09,945,1,---,---,---,---,
Starboard Door Heel,07:29:35,---,---,---,---,---,---,
Starboard Door Heel,07:30:01,945,2,38,4,---,---,
Starboard Door Heel,07:30:29,944,9,37,8,---,---,
Starboard Door Heel,07:30:54,948,4,36,7,---,---,
Starboard Door Heel,07:31:23,---,---,---,---,---,---,
Starboard Door Heel,07:31:48,945,4,---,---,---,---,
Starboard Door Heel,07:32:15,943,9,---,---,---,---,
Starboard Door Heel,07:32:38,943,7,---,---,---,---,
Starboard Door Heel,07:33:04,---,---,---,---,---,---,
Starboard Door Heel,07:33:32,---,---,---,---,---,---,
Starboard Door Heel,07:34:00,---,---,---,---,---,---,
Starboard Door Heel,07:34:27,945,5,---,---,---,---,
Starboard Door Heel,07:34:54,---,---,---,---,---,---,
Starboard Door Heel,07:35:21,944,4,---,---,---,---,
Starboard Door Heel,07:35:46,944,4,49,8,---,---,
Starboard Door Heel,07:36:16,---,---,---,---,---,---,
Starboard Door Heel,07:36:39,945,5,---,---,---,---,
Starboard Door Heel,07:37:08,---,---,---,---,---,---,
Starboard Door Heel,07:37:35,948,6,---,---,---,---,
Starboard Door Heel,07:38:02,944,9,36,9,---,---,
Starboard Door Heel,07:38:29,944,7,---,---,---,---,
Starboard Door Heel,07:38:56,---,---,---,---,---,---,
Starboard Door Heel,07:39:21,947,0,---,---,---,---,
Starboard Door Heel,07:39:45,944,8,40,8,---,---,
Starboard Door Heel,07:40:14,---,---,---,---,---,---,
Starboard Door Heel,07:40:42,---,---,---,---,---,---,
Starboard Door Heel,07:41:05,943,4,---,---,---,---,
Starboard Door Heel,07:41:28,---,---,---,---,---,---,
Starboard Door Heel,07:41:51,894,3,---,---,---,---,
Starboard Door Heel,07:42:17,857,2,---,---,---,---,
Starboard Door Heel,07:42:42,822,6,---,---,---,---,
Starboard Door Heel,07:43:09,---,---,---,---,---,---,
Starboard Door Heel,07:43:33,760,9,---,---,---,---,
Starboard Door Heel,07:43:58,734,6,---,---,---,---,
Starboard Door Heel,07:44:23,709,6,---,---,---,---,
Starboard Door Heel,07:44:47,685,9,---,---,---,---,
