Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
2019-11-27 14:16:00,438.4153846153846,,36.647368421052626,47.747368421052634,424.67500000000007,6.745,81.60000000000001,0.0
2019-11-27 14:20:00,462.53846153846155,,37.91973684210526,46.694736842105264,816.7,5.54,44.6,0.0
2019-11-27 14:24:00,486.66153846153844,,39.192105263157885,45.6421052631579,820.9200000000001,5.529333333333334,7.6,0.0
2019-11-27 14:28:00,510.78461538461534,,40.46447368421052,44.58947368421053,825.14,5.518666666666666,7.2,0.0
2019-11-27 14:32:00,534.9076923076923,,41.73684210526315,43.53684210526316,829.36,5.508,7.8,0.0
2019-11-27 14:36:00,559.0307692307692,,43.00921052631578,42.48421052631579,833.58,5.497333333333334,7.4,0.0
2019-11-27 14:40:00,583.1538461538462,,44.281578947368416,41.43157894736842,837.8000000000001,5.486666666666666,716.4333333333333,0.0
2019-11-27 14:44:00,607.276923076923,,45.55394736842105,40.37894736842105,842.02,5.476,1425.4666666666667,0.0
2019-11-27 14:48:00,631.4,,46.82631578947368,39.32631578947369,846.24,5.465333333333334,2134.5,0.0
2019-11-27 14:52:00,711.9,,48.098684210526315,38.27368421052632,850.46,5.454666666666666,1818.4,0.0
2019-11-27 14:56:00,792.4,,49.37105263157894,37.22105263157895,854.6800000000001,5.444,1502.3,0.0
2019-11-27 15:00:00,872.9,,50.643421052631574,36.16842105263158,858.9,5.433333333333334,1186.1999999999998,0.0
2019-11-27 15:04:00,953.4,,51.91578947368421,35.11578947368422,863.12,5.422666666666666,870.1,0.0
2019-11-27 15:08:00,1033.9,,53.18815789473684,34.06315789473685,867.34,5.412,1882.0500000000002,0.0
2019-11-27 15:12:00,1114.4,,54.460526315789465,33.01052631578948,871.5600000000001,5.4013333333333335,2894.0,0.0
2019-11-27 15:16:00,1194.9,,55.7328947368421,31.957894736842107,875.78,5.390666666666666,1955.4666666666667,0.0
2019-11-27 15:20:00,1275.4,,57.00526315789473,30.905263157894737,880.0,5.38,1016.9333333333334,0.0
