Tiempo,Escalas(m)Babor,Datos1(°)Babor,Datos2(m)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Datos2(m)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Datos2(m)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1,Datos2(m)Capturas 1
2019-11-06 09:18:00,1585.958904109589,38.470588235294116,4.8088235294117645,481.5,12.666666666666668,3.5,522.1428571428571,2.714285714285715,6.357142857142857,630.5,3.25,0.0
2019-11-06 09:19:00,1526.3698630136987,40.235294117647065,5.029411764705883,591.5,39.333333333333336,3.1,655.5,1.25,7.0,759.1666666666666,4.25,0.0
2019-11-06 09:20:00,1466.7808219178082,42.0,5.25,674.0,2.0,33.0,675.0,3.0,9.0,920.0,5.5,0.0
2019-11-06 09:21:00,1419.1095890410957,43.411764705882355,5.426470588235294,673.3333333333334,6.0,47.333333333333336,674.6666666666666,6.666666666666667,15.444444444444443,1080.8333333333333,6.75,0.0
2019-11-06 09:22:00,1359.5205479452054,45.1764705882353,5.647058823529412,673.5,6.0,57.0,675.5,2.5,21.0,887.25,1.0,0.0
2019-11-06 09:23:00,1299.9315068493152,46.94117647058824,5.86764705882353,672.5,5.5,55.0,677.5,6.0,25.444444444444446,813.0,6.0,0.0
2019-11-06 09:24:00,1240.3424657534244,38.4,6.0,674.0,5.0,53.75,674.6666666666666,3.3333333333333335,30.259259259259256,814.5,2.5,0.0
2019-11-06 09:25:00,1180.7534246575342,14.400000000000002,6.0,674.3333333333334,4.333333333333333,53.166666666666664,675.0,3.5,29.5,812.5,5.5,0.0
2019-11-06 09:26:00,1145.0,0.0,6.0,674.0,2.0,44.5,675.0,5.5,30.333333333333332,812.0,5.0,0.0
2019-11-06 09:27:00,1145.0,0.0,6.0,674.0,20.5,10.5,675.0,13.5,13.0,812.3333333333334,3.3333333333333335,0.0
2019-11-06 09:28:00,1145.0,0.0,6.0,674.3333333333334,1.6666666666666667,33.333333333333336,675.0,3.3333333333333335,28.333333333333332,813.0,6.0,0.0
2019-11-06 09:29:00,1145.0,0.0,6.0,674.5,0.5,49.75,674.5,7.5,27.0,813.3333333333334,2.6666666666666665,0.0
2019-11-06 09:30:00,1145.0,0.0,6.0,673.1666666666666,5.0,50.79999999999999,674.5,4.0,27.0,815.0,3.5,0.0
2019-11-06 09:31:00,1145.0,0.0,6.0,673.0,4.0,51.8,674.6666666666666,3.1666666666666665,27.0,813.0,0.0,0.0
2019-11-06 09:32:00,1145.0,0.0,6.0,673.0,8.0,52.0,675.0,1.5,26.0,813.5,4.333333333333333,0.0
2019-11-06 09:33:00,1145.0,0.0,6.0,673.4444444444445,4.444444444444444,50.79999999999999,675.0,2.5,26.0,814.0,3.5,0.0
2019-11-06 09:34:00,1145.0,0.0,6.0,673.8333333333333,4.333333333333334,49.3,675.25,3.5,25.25,815.0,3.5,0.0
2019-11-06 09:35:00,1145.0,0.0,6.0,674.0,5.5,49.33333333333333,675.75,2.5,26.0,814.3333333333334,5.666666666666667,0.0
2019-11-06 09:36:00,1145.0,0.0,6.0,674.0,2.6666666666666665,50.94444444444445,675.0,5.666666666666667,25.333333333333332,815.5,4.0,0.0
2019-11-06 09:37:00,1145.0,0.0,6.0,674.0,5.0,52.0,675.0,4.5,25.0,816.0,1.3333333333333333,0.0
2019-11-06 09:38:00,1145.0,0.0,6.0,674.6666666666666,3.6666666666666665,48.666666666666664,675.3333333333334,5.333333333333333,25.5,814.5,8.5,0.0
2019-11-06 09:39:00,1145.0,0.0,6.0,674.0,5.75,50.75,675.25,6.0,26.5,815.0,3.0,0.0
2019-11-06 09:40:00,1145.0,0.0,6.0,674.5,5.5,51.75,675.0,7.0,27.5,815.3333333333334,4.666666666666667,0.0
2019-11-06 09:41:00,1145.0,0.0,6.0,673.6666666666666,2.0,51.333333333333336,674.5,5.5,27.5,815.0,4.5,0.0
2019-11-06 09:42:00,1145.0,0.0,6.0,673.5,3.0,51.5,675.0,2.6666666666666665,27.80952380952381,814.0,4.25,0.0
2019-11-06 09:43:00,1145.0,0.0,6.0,674.0,1.5,49.0,674.75,6.0,26.57142857142857,815.3333333333334,4.333333333333333,0.0
2019-11-06 09:44:00,1145.0,0.0,6.0,676.0,2.3333333333333335,48.333333333333336,674.5,7.0,25.142857142857142,815.0,5.25,0.0
2019-11-06 09:45:00,1145.0,0.0,6.0,676.0,5.5,48.75,676.5,7.75,24.5,816.5,7.5,0.0
