Tiempo,Escalas(m)Babor,Datos1(m)Babor,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Abertura Vertical,Datos1(m)Abertura Vertical,Escalas(m)Profundidad 1,Datos1(Fa)Profundidad 1
2019-11-14 04:32:00,1143.122222222222,91.89444444444445,1050.2599999999998,191.10999999999996,1210.1000000000001,11.566666666666668,1133.4125,220.68749999999997
2019-11-14 04:36:00,1158.99,72.21000000000001,1110.65,227.85999999999999,1420.1090909090908,8.19090909090909,1153.275,249.79999999999998
2019-11-14 04:40:00,1162.69,66.955,1151.5300000000002,260.7,1454.16,5.71,1156.6222222222223,261.87777777777774
2019-11-14 04:44:00,1162.79,77.485,1162.0800000000004,273.75000000000006,1455.6399999999999,4.6,1156.89,274.71
2019-11-14 04:48:00,1162.6,79.36000000000001,1162.1727272727273,287.49999999999994,1450.7800000000002,4.409999999999999,1156.6,288.51
2019-11-14 04:52:00,1161.9444444444443,81.22222222222221,1161.8999999999999,297.19,1450.95,4.83,1156.31,298.65000000000003
2019-11-14 04:56:00,1161.8000000000002,80.05,1161.6100000000001,302.24,1451.5,4.71,1156.22,304.19
2019-11-14 05:00:00,1161.690909090909,78.52727272727272,1161.69,306.76000000000005,1453.17,4.69,1156.29,307.12
2019-11-14 05:04:00,1161.1999999999998,79.2,1161.98,308.66999999999996,1454.1999999999998,4.927272727272728,1156.4444444444446,308.1333333333334
2019-11-14 05:08:00,1161.44,79.71000000000001,1161.8399999999997,309.6,1453.7199999999998,4.82,1155.818181818182,309.96363636363634
2019-11-14 05:12:00,1161.6000000000001,79.52222222222223,1161.7000000000003,310.48,1454.1399999999999,4.7299999999999995,1156.5625,308.9875
2019-11-14 05:16:00,1122.95,82.96666666666665,1115.4142857142856,311.3714285714285,1455.3333333333333,4.895833333333333,1157.18,313.1
2019-11-14 05:20:00,817.5400000000001,86.22999999999999,754.1857142857143,313.7142857142857,873.8999999999999,9.5125,804.7833333333334,313.01666666666665
2019-11-14 05:24:00,1031.5285714285712,84.92857142857143,970.3399999999999,292.66,980.7571428571429,15.053571428571429,1032.611111111111,312.18888888888887
2019-11-14 05:28:00,1146.06,92.13,1057.83,261.24,1297.1166666666666,11.283333333333333,1142.1399999999999,295.4
2019-11-14 05:32:00,1157.0300000000002,83.16,1104.6100000000001,287.61,1411.1599999999999,7.24,1151.65,317.92999999999995
2019-11-14 05:36:00,1159.3636363636365,68.95,1139.988888888889,312.9833333333333,1440.390909090909,6.0181818181818185,1153.67,322.38500000000005
2019-11-14 05:40:00,1161.21,74.39,1160.44,311.73,1458.0700000000002,4.670000000000001,1156.24,312.405
2019-11-14 05:44:00,1161.58,82.89000000000001,1161.58,305.37,1458.8800000000003,4.51,1155.7727272727273,308.7181818181818
2019-11-14 05:48:00,1160.8200000000002,81.16999999999999,1161.8727272727274,299.19090909090903,1460.59,4.25,1155.25,301.96000000000004
2019-11-14 05:52:00,1162.027272727273,84.11818181818182,1162.22,287.14,1466.74,4.64,1155.73,288.44
2019-11-14 05:56:00,1162.4,83.49,1163.0699999999997,274.15,1470.2800000000002,4.22,1157.111111111111,274.3222222222222
2019-11-14 06:00:00,1162.7499999999998,81.25,1163.41,265.64,1469.627272727273,4.436363636363636,1158.06,265.28000000000003
2019-11-14 06:04:00,1162.91,81.74,1163.73,256.0,1472.8600000000001,4.18,1157.2800000000002,255.91
2019-11-14 06:08:00,1164.3777777777777,85.4,1164.1555555555556,246.16666666666666,1475.4,3.9444444444444446,1157.8625,248.7875
2019-11-14 06:12:00,710.1,87.80000000000001,701.4666666666666,239.79999999999998,1054.7,9.2,662.725,243.075
2019-11-14 06:16:00,974.2428571428572,84.2,901.842857142857,217.11428571428573,982.7666666666668,12.766666666666666,1000.1600000000001,231.76999999999998
2019-11-14 06:20:00,1150.1200000000001,93.13000000000001,1059.0800000000002,191.95,1313.7333333333333,8.833333333333334,1144.9,226.40555555555557
2019-11-14 06:24:00,1160.4333333333334,74.75555555555556,1117.35,235.4,1426.033333333333,5.816666666666666,1154.03,250.19
2019-11-14 06:28:00,1162.29,77.475,1153.66,258.90999999999997,1454.8999999999999,5.118181818181818,1156.509090909091,259.6227272727273
2019-11-14 06:32:00,1162.1499999999999,81.89500000000001,1161.7545454545455,268.9727272727273,1455.69,4.61,1156.6299999999999,269.51
2019-11-14 06:36:00,1162.2100000000003,83.10999999999999,1162.4099999999999,281.24999999999994,1452.56,3.9799999999999995,1157.06,279.88
2019-11-14 06:40:00,1162.8090909090909,80.34545454545454,1162.18,293.62,1451.18,4.869999999999999,1156.3899999999999,294.96500000000003
2019-11-14 06:44:00,1161.8333333333335,78.06666666666666,1161.9500000000003,299.99,1452.5727272727274,4.827272727272727,1156.18,301.36
2019-11-14 06:48:00,1161.57,77.91,1161.7999999999997,303.75000000000006,1454.1700000000003,5.04,1156.06,304.54999999999995
2019-11-14 06:52:00,1161.4899999999998,77.98,1161.6699999999998,304.65999999999997,1455.72,5.46,1155.8363636363636,304.92727272727274
2019-11-14 06:56:00,1161.2800000000002,81.34,1161.3818181818185,305.87272727272733,1454.16,5.360000000000001,1155.65,307.84
2019-11-14 07:00:00,1160.9,82.99090909090908,1161.6100000000001,306.1,1455.56,4.95,1155.25,305.4
2019-11-14 07:04:00,1160.96,83.05000000000001,1161.54,308.59000000000003,1454.0090909090907,4.636363636363637,1155.36,306.24
2019-11-14 07:08:00,908.775,84.55,971.0200000000001,308.8,1232.15,8.5,990.3666666666664,305.7
2019-11-14 07:12:00,903.1428571428571,77.52857142857144,830.1374999999999,305.5,816.6,21.136,872.9,305.78125
2019-11-14 07:16:00,1095.7777777777778,86.62222222222222,1010.9500000000002,268.04999999999995,1077.8799999999999,14.797333333333333,1096.3111111111111,290.01666666666665
2019-11-14 07:20:00,1151.87,90.9,1069.41,259.08,1379.9374999999998,8.341666666666667,1146.2333333333333,291.66666666666674
2019-11-14 07:24:00,1160.01,71.12000000000002,1126.609090909091,293.1454545454545,1433.93,6.540000000000001,1154.3799999999999,312.3450000000001
2019-11-14 07:28:00,1161.3818181818183,64.21818181818182,1156.98,314.04999999999995,1454.1300000000003,6.800000000000002,1155.8,314.665
2019-11-14 07:32:00,1161.74,77.89999999999999,1161.7099999999998,309.38,1460.0000000000002,4.072727272727274,1155.94,309.98
2019-11-14 07:36:00,1162.04,80.91000000000001,1162.0099999999998,302.98,1461.16,4.41,1156.2454545454545,303.83636363636367
2019-11-14 07:40:00,1161.09,79.19,1162.32,296.25,1463.56,4.55,1155.3600000000001,296.71000000000004
2019-11-14 07:44:00,1161.32,84.97,1162.5272727272727,281.44545454545454,1468.611111111111,4.722222222222223,1155.63,282.36
2019-11-14 07:48:00,1162.6125,84.9875,1162.84,270.5,1469.2222222222222,4.288888888888889,1157.1625,269.45
2019-11-14 07:52:00,1162.8111111111114,82.97777777777779,1163.57,263.51000000000005,1469.4500000000003,4.14,1157.32,263.59000000000003
2019-11-14 07:56:00,1163.2500000000002,81.72999999999999,1164.1000000000001,252.81,1473.4777777777776,4.255555555555556,1157.9666666666667,253.11111111111111
2019-11-14 08:00:00,1163.27,87.23,1164.8600000000001,241.09,1475.3500000000001,4.220000000000001,1159.06,241.73000000000002
2019-11-14 08:04:00,713.4,88.37500000000001,613.6666666666666,235.0666666666667,1026.9,8.533333333333333,655.675,233.88333333333335
2019-11-14 08:08:00,926.8799999999999,80.14,818.2571428571429,229.48571428571427,861.1,14.293333333333333,896.3888888888889,235.2296296296296
2019-11-14 08:12:00,1134.3777777777777,89.35555555555555,1044.22,204.94,1138.3166666666666,15.066666666666665,1129.1285714285716,230.8857142857143
2019-11-14 08:16:00,1159.05,74.51,1104.91,228.41000000000003,1414.9,8.025,1152.6363636363635,246.0272727272727
2019-11-14 08:20:00,1162.21,73.94000000000001,1151.9636363636364,254.0272727272727,1454.17,5.05,1156.13,255.285
2019-11-14 08:24:00,1162.6363636363637,76.46363636363638,1161.01,264.31,1458.0099999999998,4.780000000000001,1156.7199999999998,265.23
2019-11-14 08:28:00,1162.44,81.01,1161.9699999999998,275.48,1454.58,4.39,1156.92,276.15
2019-11-14 08:32:00,1162.21,78.74000000000001,1162.15,288.2899999999999,1451.8454545454547,4.454545454545454,1156.5777777777776,287.24444444444447
2019-11-14 08:36:00,1161.72,77.46000000000001,1161.71,297.59,1451.01,4.840000000000001,1156.17,298.97999999999996
2019-11-14 08:40:00,1161.58,82.69000000000001,1161.07,302.40000000000003,1450.2444444444445,4.833333333333333,1155.8727272727274,305.80909090909086
2019-11-14 08:44:00,1161.4,79.56666666666666,1161.209090909091,308.00909090909096,1450.6300000000003,4.529999999999999,1155.66,309.58
2019-11-14 08:48:00,1161.290909090909,77.61818181818182,1161.45,310.86,1451.88,4.610000000000001,1155.65,311.44999999999993
2019-11-14 08:52:00,1161.31,79.99,1161.3200000000002,312.79,1452.3399999999997,4.83,1155.64,313.64
2019-11-14 08:56:00,1161.2100000000003,78.6,1161.2599999999998,314.19,1451.9636363636362,4.654545454545455,1155.48,315.76
2019-11-14 09:00:00,1161.77,80.07000000000001,1161.24,315.93999999999994,1451.5300000000002,4.790000000000001,1155.26,315.42999999999995
2019-11-14 09:04:00,697.1,78.31666666666666,759.9,314.2833333333333,848.3000000000001,18.2,770.5749999999999,316.45
2019-11-14 09:08:00,932.5999999999999,80.69375000000001,864.1600000000001,317.13,850.0333333333333,22.92222222222222,921.7555555555555,318.5777777777778
2019-11-14 09:12:00,1123.9499999999998,92.90625000000001,1028.92,273.99,1058.5166666666667,18.966666666666665,1120.6000000000001,294.04285714285714
2019-11-14 09:16:00,1154.52,90.135,1079.3799999999999,264.96999999999997,1388.23,8.46,1148.0666666666666,297.68888888888887
2019-11-14 09:20:00,1157.2,61.370000000000005,1129.9,300.18,1434.65,6.790000000000001,1151.3799999999999,313.51000000000005
2019-11-14 09:24:00,1160.257142857143,64.3,1151.51,314.54,1451.66,6.36,1154.1285714285716,314.38571428571424
2019-11-14 09:28:00,1161.7100000000003,74.11,1161.42,308.65,1462.1000000000001,4.51,1156.0454545454543,305.93636363636364
2019-11-14 09:32:00,1161.46,82.02000000000001,1162.6272727272726,302.0363636363636,1461.71,3.97,1155.77,302.86
2019-11-14 09:36:00,1161.2800000000002,80.34,1162.52,293.76,1463.3,4.36,1155.5500000000002,295.85
2019-11-14 09:40:00,1161.5272727272727,81.14545454545454,1163.05,280.33000000000004,1468.4,4.41,1156.02,283.02000000000004
2019-11-14 09:44:00,1129.58,82.67999999999999,1163.125,272.875,1466.3200000000002,3.9800000000000004,1123.8200000000002,274.70000000000005
2019-11-14 09:48:00,1001.7900000000002,76.84,1000.5799999999999,262.44,1302.7000000000003,4.15,995.7363636363636,264.55454545454546
2019-11-14 09:52:00,1001.8399999999999,77.28999999999999,1000.4727272727272,251.50909090909087,1305.8600000000001,4.0600000000000005,996.25,255.01999999999998
2019-11-14 09:56:00,1002.4909090909092,76.18181818181817,1000.4500000000002,237.89999999999995,1309.5300000000002,4.2700000000000005,997.01,243.43
2019-11-14 10:00:00,1003.8099999999998,83.49,1001.26,214.14000000000001,1316.85,4.36,998.0600000000001,223.59
2019-11-14 10:04:00,1004.07,87.215,1001.6199999999999,198.39,1316.8090909090909,4.009090909090909,998.4555555555554,206.37777777777777
