Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Cabecera altura,Datos1(m)Cabecera altura,Escalas(m)Estribor,Datos1(°)Estribor,Escalas(m)Abertura,Datos1(m)Abertura
2019-11-27 03:20:00,314.9,20.2,1698.7534883720932,48.2,653.8531250000001,31.853125,340.2,34.239999999999995
2019-11-27 03:24:00,868.85,41.1875,1728.5767441860467,48.2,740.5250000000001,34.75,892.3333333333334,68.91999999999999
2019-11-27 03:28:00,1703.2,62.1,1758.4,48.2,1654.85,62.099999999999994,1730.2,100.76666666666667
2019-11-27 03:32:00,1826.7333333333333,24.633333333333336,817.8,48.2,1731.0571428571427,61.02857142857143,1731.98,80.98
2019-11-27 03:36:00,1730.4499999999998,4.05,2134.2,48.2,1729.65,5.658333333333333,1730.7399999999998,80.14000000000001
2019-11-27 03:40:00,1759.0749999999998,1.3249999999999997,1779.0,48.2,1730.5500000000002,3.9958333333333336,2998.3,87.1625
2019-11-27 03:44:00,1787.7,-1.4000000000000004,1423.8,48.2,1731.45,2.3333333333333335,2364.8375,94.740625
2019-11-27 03:48:00,1731.3,-7.2,1068.6,48.2,1732.35,0.6708333333333334,1731.375,102.31875
2019-11-27 03:52:00,1732.4666666666665,1.1166666666666647,713.4000000000001,48.2,1733.25,-0.9916666666666665,1732.6,120.50625
2019-11-27 03:56:00,1795.2,47.5,358.2,48.2,1733.75,-0.3,1734.9,129.6
2019-11-27 04:00:00,1733.0,-4.1,754.95,48.2,1732.8,-1.1333333333333335,1347.0333333333333,129.35
2019-11-27 04:04:00,1061.3,-6.6,1151.7,48.2,1733.65,98.65,959.1666666666666,129.1
2019-11-27 04:08:00,1173.1833333333334,-7.016666666666667,1548.45,48.2,1732.9,1.9,571.3,128.85
