Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Cabecera altura,Datos1(m)Cabecera altura,Escalas(m)Estribor,Datos1(°)Estribor,Escalas(m)Abertura,Datos1(m)Abertura
2019-11-27 16:16:00,1703.1,-10.49381443298969,2009.1,31.113793103448277,1704.0500000000002,-0.7000000000000001,1703.6,94.2
2019-11-27 16:20:00,1702.6,-10.495876288659794,1627.4499999999998,31.00344827586207,1704.2,0.1,1703.4,88.0
2019-11-27 16:24:00,133.1,-10.497938144329897,1245.8,30.893103448275863,1133.4,0.0,1702.8000000000002,92.1
2019-11-27 16:28:00,1701.4,-10.5,730.1,30.782758620689656,1703.9,-0.1,1701.95,95.80000000000001
2019-11-27 16:32:00,1100.4,53.95,214.4,30.67241379310345,787.7,-0.26666666666666666,1701.9499999999998,97.3
2019-11-27 16:36:00,1318.3,118.4,2496.7,30.56206896551724,2607.1,-0.43333333333333335,1702.3,97.3
2019-11-27 16:40:00,1675.5,34.85,1663.85,30.451724137931034,1703.7,-0.6,1702.1,95.65
2019-11-27 16:44:00,1688.575,17.681250000000002,831.0,30.341379310344827,1703.1,-0.125,1701.9,94.0
2019-11-27 16:48:00,1701.65,0.5124999999999997,748.1666666666666,30.23103448275862,1702.9,-0.2,1702.1,92.8
2019-11-27 16:52:00,1907.8500000000001,-3.8125000000000004,665.3333333333334,30.120689655172413,1703.0,-0.45,1701.7,94.0
2019-11-27 16:56:00,2114.05,-8.137500000000001,582.5,30.010344827586206,1701.9,0.2,1700.65,92.3125
2019-11-27 17:00:00,1790.395,-7.603750000000001,1170.95,29.9,1702.2,0.7,1602.0,90.625
2019-11-27 17:04:00,1466.74,-7.07,1759.4,29.789655172413795,1631.3750000000002,-0.15000000000000002,1700.5,88.19999999999999
2019-11-27 17:08:00,1607.94,-5.56,1282.2666666666667,29.679310344827588,1132.28,0.86,1402.2333333333333,90.01666666666667
2019-11-27 17:12:00,1502.0,-9.664285714285715,507.15,29.56896551724138,1577.6125,-0.08125000000000004,1445.3833333333332,89.45
2019-11-27 17:16:00,1391.0500000000002,-9.588888888888889,1214.95,29.458620689655174,1702.5,-0.3833333333333333,1560.98,95.13
2019-11-27 17:20:00,1538.3499999999997,-10.111111111111112,816.95,29.348275862068967,1147.5,14.210000000000003,1598.8833333333332,92.74444444444445
2019-11-27 17:24:00,1399.8285714285714,-10.228571428571428,1384.3,29.23793103448276,1245.6142857142859,10.553571428571429,1563.525,93.23541666666665
2019-11-27 17:28:00,1357.957142857143,-9.72142857142857,1790.0666666666666,29.127586206896552,1702.8285714285714,-0.375,1273.575,92.98750000000001
2019-11-27 17:32:00,1539.8857142857144,-9.835714285714285,1001.8000000000001,29.017241379310345,908.3857142857142,-0.41428571428571426,1424.7833333333335,88.83333333333333
2019-11-27 17:36:00,1701.1999999999998,-9.65,1353.2333333333333,28.906896551724138,1531.5,-0.2,1467.2142857142858,90.14285714285714
2019-11-27 17:40:00,1463.7125,-10.36875,1473.25,28.79655172413793,1703.025,-0.0875,1701.875,88.1875
2019-11-27 17:44:00,1461.814285714286,1.0409774436090211,2008.775,28.686206896551724,1702.775,0.2625,1456.06,87.0
2019-11-27 17:48:00,435.375,25.818421052631578,1110.2,28.575862068965517,1245.6333333333334,0.13095238095238093,1104.0500000000002,82.95
2019-11-27 17:52:00,450.24666666666667,29.049473684210525,1026.83,28.46551724137931,1120.3716666666667,0.6547619047619047,961.4850000000001,80.045
2019-11-27 17:56:00,465.11833333333334,32.28052631578947,943.46,28.355172413793102,995.1100000000001,1.1785714285714284,818.9200000000001,77.14
2019-11-27 18:00:00,479.99,35.51157894736842,860.09,28.244827586206895,869.8483333333334,1.702380952380952,676.355,74.23500000000001
