Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
2019-11-14 08:44:00,760.7166666666667,49.161111111111104,768.7,39.69,762.3666666666667,9.429365079365077,899.6125000000002,0.0
2019-11-14 08:48:00,771.8000000000001,53.24814814814815,771.3000000000001,52.293749999999996,773.3888888888889,32.292857142857144,910.125,0.0
2019-11-14 08:52:00,772.4499999999999,55.8375,770.9749999999999,47.28125,772.0749999999999,34.724999999999994,910.1714285714287,0.0
2019-11-14 08:56:00,771.2999999999998,56.206250000000004,770.6166666666667,47.46666666666667,771.3499999999999,33.224999999999994,910.4250000000001,0.0
2019-11-14 09:00:00,772.0875,53.368229166666666,771.0500000000001,48.206250000000004,772.4285714285714,32.42857142857143,913.0,0.0
2019-11-14 09:04:00,772.6222222222221,50.729629629629635,772.4428571428571,53.785714285714285,772.78,32.37333333333333,912.6222222222223,0.0
2019-11-14 09:08:00,772.6333333333333,52.4,771.5571428571428,46.39642857142858,773.375,31.145833333333332,912.342857142857,0.0
2019-11-14 09:12:00,772.0166666666668,53.25833333333333,771.46,51.241666666666674,772.7857142857144,32.65,911.2199999999999,0.0
2019-11-14 09:16:00,772.24,52.333333333333336,771.2888888888888,49.69074074074074,772.4222222222221,32.550000000000004,911.2874999999999,0.0
2019-11-14 09:20:00,772.0500000000001,50.97222222222222,771.3000000000001,49.3,772.8555555555556,32.422222222222224,911.1124999999998,0.0
2019-11-14 09:24:00,772.9599999999999,55.2,771.3166666666667,49.65,772.8,32.515,912.511111111111,0.0
2019-11-14 09:28:00,773.3125,52.18281249999999,771.5,46.958333333333336,772.9333333333333,32.225,912.7249999999999,0.0
2019-11-14 09:32:00,772.2,54.17613636363637,771.6375,44.36874999999999,773.18,31.03,911.6222222222223,0.0
2019-11-14 09:36:00,772.5333333333333,51.571666666666665,771.975,44.0875,773.8333333333334,30.649999999999995,911.93,0.0
2019-11-14 09:40:00,773.0833333333334,53.613333333333344,772.0777777777779,45.322222222222216,773.2571428571429,30.27142857142857,913.3999999999999,0.0
2019-11-14 09:44:00,772.8857142857142,56.82,772.5600000000001,45.260000000000005,773.6555555555556,30.055555555555557,914.26,0.0
2019-11-14 09:48:00,773.5111111111112,56.099999999999994,771.825,48.7625,773.8444444444444,29.488888888888894,913.311111111111,0.0
2019-11-14 09:52:00,772.58,52.19,771.6999999999999,46.69166666666667,773.075,30.375,912.6,0.0
2019-11-14 09:56:00,772.86,50.1,771.8666666666667,46.37777777777778,772.9142857142858,29.9,912.7499999999999,0.0
2019-11-14 10:00:00,772.411111111111,52.55,771.7571428571429,50.997142857142855,773.8666666666666,29.240740740740744,912.4833333333332,0.0
2019-11-14 10:04:00,772.9200000000001,54.55,772.2,43.64625,774.0799999999999,26.826666666666664,913.1285714285714,0.0
2019-11-14 10:08:00,773.0285714285714,55.468367346938784,772.0,46.720000000000006,772.8,31.283333333333324,913.26,0.0
2019-11-14 10:12:00,772.275,56.75,772.0714285714287,47.07142857142857,772.7624999999999,30.54583333333333,913.5749999999999,0.0
2019-11-14 10:16:00,772.9857142857144,54.26994434137291,772.8857142857142,45.642857142857146,774.7750000000001,28.025,914.5799999999999,0.0
2019-11-14 10:20:00,677.2428571428571,47.090909090909086,701.2666666666667,41.47581699346405,687.9499999999999,27.0375,843.8888888888888,0.0
