Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
2019-11-27 05:44:00,878.68,,878.4599999999998,44.85000000000001,879.3500000000001,25.924999999999997,1012.1600000000001,0.0
2019-11-27 05:48:00,879.8222222222223,46.98125,878.2166666666667,48.949999999999996,881.1200000000001,28.9,1014.7166666666667,0.0
2019-11-27 05:52:00,879.9374999999999,51.0578125,877.9,57.349999999999994,879.4833333333332,31.650000000000002,1016.3000000000002,0.0
2019-11-27 05:56:00,879.9000000000001,50.53194444444445,879.925,49.849999999999994,880.3,33.4,1015.65,0.0
2019-11-27 06:00:00,880.75,49.003125000000004,879.8666666666667,44.43333333333334,880.1999999999999,34.56964285714286,1015.9666666666666,0.0
2019-11-27 06:04:00,879.9999999999999,48.68333333333332,878.68,49.71,880.46,35.3,1015.85,0.0
2019-11-27 06:08:00,880.211111111111,47.99166666666667,878.3142857142857,55.61666666666667,879.6800000000001,35.8625,1016.7166666666667,0.0
2019-11-27 06:12:00,879.8124999999999,49.33125,879.8666666666667,54.03611111111112,879.5600000000001,35.568000000000005,1017.46,0.0
2019-11-27 06:16:00,880.2857142857143,49.989285714285714,878.9000000000001,48.01875,881.0285714285714,33.13306122448979,1016.8374999999999,0.0
2019-11-27 06:20:00,880.0600000000001,47.885,878.4714285714286,50.94398496240602,879.8571428571429,33.751020408163264,1017.71,0.0
2019-11-27 06:24:00,881.3714285714286,49.12857142857143,880.2666666666668,50.13157894736842,880.7199999999999,33.594285714285704,1017.85,0.0
2019-11-27 06:28:00,879.72,42.74,879.1899999999999,50.30263157894737,881.342857142857,31.571428571428573,1017.0666666666667,0.0
2019-11-27 06:32:00,879.5142857142857,41.42857142857143,879.22,52.794210526315794,881.4399999999999,31.0,1018.7125,0.0
2019-11-27 06:36:00,891.3624999999998,47.825,885.6,45.849999999999994,885.5166666666668,30.13333333333333,1027.8714285714286,0.0
2019-11-27 06:40:00,909.3,47.4,907.2375,46.45625,908.0,32.425,1045.975,0.0
2019-11-27 06:44:00,909.4857142857143,46.5,907.1500000000001,46.10833333333334,908.9999999999999,32.38928571428571,1046.54,0.0
2019-11-27 06:48:00,908.8166666666666,45.645833333333336,906.4,44.1,908.5333333333333,32.36666666666667,1046.825,0.0
2019-11-27 06:52:00,908.7714285714285,48.175,906.6333333333332,41.59166666666667,907.9666666666667,32.06,1046.7,0.0
2019-11-27 06:56:00,907.825,52.90833333333333,906.4833333333332,42.36666666666667,907.4799999999999,32.388,1046.5666666666666,0.0
2019-11-27 07:00:00,908.8571428571429,49.766666666666666,906.525,41.65,908.76,32.75,1045.5857142857144,0.0
2019-11-27 07:04:00,910.4333333333333,48.03055555555555,909.3833333333333,40.81666666666667,910.76,33.01,1046.5428571428572,0.0
2019-11-27 07:08:00,918.311111111111,48.96547619047619,916.8666666666667,52.583333333333336,917.825,31.19166666666667,1055.5,0.0
2019-11-27 07:12:00,917.3714285714285,45.6952806122449,916.1800000000001,46.77,918.1714285714286,30.66190476190476,1055.8166666666666,0.0
2019-11-27 07:16:00,918.2714285714286,47.5625,916.5666666666667,50.43409090909091,918.8,33.3,1057.6000000000001,0.0
2019-11-27 07:20:00,917.7249999999999,50.4564525462963,918.4666666666667,46.372727272727275,917.8000000000001,33.3,1055.9833333333333,0.0
2019-11-27 07:24:00,919.7428571428571,51.10185185185185,917.3285714285714,43.8038961038961,917.9399999999999,32.54,1057.375,0.0
2019-11-27 07:28:00,918.5833333333334,50.584259259259255,916.9200000000001,45.05,918.9833333333332,29.795238095238094,1056.52,0.0
2019-11-27 07:32:00,918.275,50.18611111111111,916.4399999999999,42.87428571428571,918.18,29.371428571428574,1056.7666666666667,0.0
2019-11-27 07:36:00,918.3333333333334,49.78796296296296,916.9666666666667,43.97142857142857,917.8249999999999,29.275000000000002,1057.075,0.0
2019-11-27 07:40:00,916.7571428571428,49.270370370370365,917.1714285714286,41.59560439560439,916.575,29.880357142857143,1055.6666666666665,0.0
2019-11-27 07:44:00,770.1888888888891,48.63333333333333,763.5111111111111,46.646153846153844,746.775,29.1875,874.9428571428571,0.0
