Tiempo,Escalas(m)Babor,Datos1(°)Babor,Datos2(m)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Datos2(m)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Datos2(m)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1,Datos2(m)Capturas 1
2019-11-07 08:34:00,514.1999999999999,25.5,21.0,507.5,30.0,24.0,532.0,4.0,6.5,640.8888888888889,3.4444444444444446,0.0
2019-11-07 08:35:00,698.2,26.5,25.0,682.3333333333334,3.6666666666666665,47.333333333333336,660.5,2.0,3.5,803.111111111111,4.555555555555555,0.0
2019-11-07 08:36:00,763.5,20.0,29.666666666666668,762.0,0.5,47.0,749.3333333333334,4.0,4.666666666666667,889.75,1.75,0.0
2019-11-07 08:37:00,761.75,4.75,55.5,761.0,4.333333333333333,51.0,762.0,6.0,17.0,890.6666666666666,3.6666666666666665,0.0
2019-11-07 08:38:00,761.25,6.75,47.93333333333334,760.25,1.5,51.5,761.5,3.5,27.0,896.5,6.0,0.0
2019-11-07 08:39:00,761.3333333333334,8.0,47.6,761.0,16.0,22.5,762.8333333333334,1.8333333333333333,30.833333333333332,899.0,6.333333333333333,0.0
2019-11-07 08:40:00,761.5,2.5,47.266666666666666,760.6666666666666,3.3333333333333335,46.166666666666664,762.0,7.333333333333333,37.333333333333336,898.5,1.5,0.0
2019-11-07 08:41:00,761.6666666666666,2.0,46.93333333333334,760.5,6.0,51.5,762.0,0.5,37.0,898.6666666666666,2.0,0.0
2019-11-07 08:42:00,762.0,5.5,46.599999999999994,761.6666666666666,5.0,51.333333333333336,761.6666666666666,5.333333333333333,37.0,903.5,1.0,0.0
2019-11-07 08:43:00,761.6666666666666,6.666666666666667,46.26666666666666,761.5,0.0,48.75,763.0,2.5,37.0,898.6666666666666,6.333333333333333,0.0
2019-11-07 08:44:00,762.0,9.0,46.41666666666667,761.6666666666666,4.333333333333333,50.833333333333336,762.3333333333334,2.3333333333333335,37.0,898.5,7.0,0.0
2019-11-07 08:45:00,762.0,5.666666666666667,48.5,761.0,4.0,46.25,762.0,7.5,36.5,899.1666666666666,5.666666666666667,0.0
2019-11-07 08:46:00,762.5,6.5,50.58333333333333,760.6666666666666,7.666666666666667,52.0,761.5,7.5,36.833333333333336,899.5,5.0,0.0
2019-11-07 08:47:00,769.0,7.0,51.0,768.0,2.5,45.5,769.5,9.0,36.5,906.6666666666666,1.3333333333333333,0.0
2019-11-07 08:48:00,772.0,3.3333333333333335,49.5,770.0,2.0,46.25,771.0,2.6666666666666665,36.666666666666664,908.5,5.5,0.0
2019-11-07 08:49:00,772.0,3.0,48.375,770.0,0.8333333333333334,51.25,770.5,3.5,36.0,907.0,6.333333333333333,0.0
2019-11-07 08:50:00,772.0,2.0,48.875,769.5,5.0,50.0,770.5,8.0,36.0,908.5,2.5,0.0
2019-11-07 08:51:00,771.3333333333334,6.333333333333333,49.5,772.0,5.5,51.75,771.0,5.5,36.0,908.0,8.0,0.0
2019-11-07 08:52:00,771.5,5.5,50.0,770.3333333333334,4.0,49.5,770.3333333333334,7.0,35.666666666666664,908.5,1.0,0.0
2019-11-07 08:53:00,772.0,2.6666666666666665,49.888888888888886,770.0,3.5,46.0,771.0,6.5,36.0,908.1666666666666,3.8333333333333335,0.0
2019-11-07 08:54:00,771.5,6.5,49.16666666666667,770.0,2.0,50.5,771.0,7.0,36.0,907.5,9.0,0.0
2019-11-07 08:55:00,771.6666666666666,6.333333333333333,50.22222222222222,770.0,4.5,49.0,771.0,7.25,35.75,908.6666666666666,2.3333333333333335,0.0
2019-11-07 08:56:00,772.0,3.0,48.66666666666667,771.5,5.5,43.333333333333336,771.0,6.0,35.333333333333336,908.5,7.5,0.0
2019-11-07 08:57:00,772.0,5.666666666666667,50.6,769.0,9.0,44.599999999999994,771.0,8.0,35.0,908.6666666666666,4.333333333333333,0.0
2019-11-07 08:58:00,772.0,3.5,52.099999999999994,770.0,6.333333333333333,45.6,771.0,5.0,34.333333333333336,909.5,2.0,0.0
2019-11-07 08:59:00,772.3333333333334,2.3333333333333335,53.0,769.6666666666666,7.0,44.0,772.0,6.0,33.5,909.0,2.6666666666666665,0.0
2019-11-07 09:00:00,771.5,5.5,53.0,770.0,3.5,50.0,771.0,5.166666666666667,34.0,909.5,4.5,0.0
2019-11-07 09:01:00,772.0,1.3333333333333333,53.0,770.3333333333334,3.6666666666666665,42.666666666666664,771.0,7.5,34.0,909.6666666666666,4.333333333333333,0.0
2019-11-07 09:02:00,772.0,5.333333333333333,51.333333333333336,770.25,4.0,42.5,771.0,4.666666666666667,32.666666666666664,910.0,6.5,0.0
2019-11-07 09:03:00,772.0,4.0,51.0,770.0,3.3333333333333335,46.333333333333336,771.0,0.5,33.0,909.6666666666666,6.666666666666667,0.0
2019-11-07 09:04:00,772.3333333333334,1.3333333333333333,51.0,770.0,4.0,45.5,771.0,4.111111111111111,32.666666666666664,910.0,4.0,0.0
2019-11-07 09:05:00,771.5,5.0,51.0,770.6666666666666,4.333333333333333,45.833333333333336,771.0,4.333333333333333,33.0,910.3333333333334,2.0,0.0
2019-11-07 09:06:00,772.0,2.3333333333333335,53.333333333333336,770.0,8.5,43.5,771.0,4.666666666666667,33.5,909.0,7.5,0.0
2019-11-07 09:07:00,772.0,4.0,49.0,770.0,3.3333333333333335,44.111111111111114,771.0,5.5,34.0,909.3333333333334,6.666666666666667,0.0
2019-11-07 09:08:00,771.6666666666666,5.666666666666667,50.0,770.0,3.0,50.33333333333333,771.3333333333334,7.0,34.5,910.0,1.0,0.0
2019-11-07 09:09:00,772.0,5.0,47.5,770.3333333333334,5.0,46.0,772.0,4.0,33.666666666666664,909.6666666666666,2.6666666666666665,0.0
2019-11-07 09:10:00,773.0,5.0,47.333333333333336,770.5,2.0,42.5,771.0,5.5,34.0,909.0,5.0,0.0
2019-11-07 09:11:00,772.0,3.5,48.9,770.0,4.666666666666667,52.333333333333336,771.3333333333334,5.333333333333333,34.0,909.5,1.5,0.0
2019-11-07 09:12:00,771.6666666666666,4.0,48.4,770.0,5.0,47.5,771.0,8.5,33.0,910.0,1.6666666666666667,0.0
2019-11-07 09:13:00,772.3333333333334,5.666666666666667,47.333333333333336,770.0,7.0,44.5,771.0,7.333333333333333,32.333333333333336,911.5,4.5,0.0
2019-11-07 09:14:00,771.5,6.0,47.83333333333333,770.0,7.333333333333333,47.6,771.5,5.5,32.5,909.6666666666666,6.0,0.0
2019-11-07 09:15:00,776.3333333333334,4.0,55.44444444444445,773.0,5.5,47.5,774.6666666666666,4.0,34.333333333333336,911.5,4.0,0.0
2019-11-07 09:16:00,799.5,1.5,54.5,796.6666666666666,3.6666666666666665,47.56666666666666,794.0,1.5,36.0,931.6666666666666,5.333333333333333,0.0
2019-11-07 09:17:00,808.0,2.0,52.0,805.5,8.0,50.75,807.3333333333334,2.3333333333333335,35.666666666666664,945.6666666666666,3.6666666666666665,0.0
2019-11-07 09:18:00,807.5,6.0,52.16666666666667,806.1666666666666,6.666666666666667,49.666666666666664,807.6666666666666,3.3333333333333335,35.666666666666664,945.75,3.0,0.0
2019-11-07 09:19:00,807.6666666666666,4.666666666666667,48.72222222222222,807.0,6.0,48.0,807.5,8.0,34.5,946.6666666666666,5.0,0.0
2019-11-07 09:20:00,807.5,2.0,49.16666666666667,807.0,6.333333333333333,48.833333333333336,808.3333333333334,3.3333333333333335,34.833333333333336,945.5,3.5,0.0
2019-11-07 09:21:00,807.6666666666666,3.3333333333333335,49.72222222222222,806.6666666666666,4.0,46.666666666666664,807.5,4.0,35.0,946.6666666666666,2.3333333333333335,0.0
2019-11-07 09:22:00,808.0,4.0,49.5,807.0,0.0,41.5,808.0,3.0,34.5,946.0,3.5,0.0
2019-11-07 09:23:00,807.5,7.0,49.86363636363636,806.6666666666666,4.333333333333333,44.0,808.0,4.0,34.666666666666664,946.0,5.0,0.0
2019-11-07 09:24:00,808.3333333333334,5.0,49.63636363636363,806.5,5.0,44.5,808.0,3.0,34.0,947.3333333333334,5.666666666666667,0.0
2019-11-07 09:25:00,808.0,4.5,49.40909090909091,806.3333333333334,5.0,48.0,808.5,3.3333333333333335,33.5,948.0,3.5,0.0
2019-11-07 09:26:00,808.0,4.333333333333333,49.18181818181819,807.0,0.0,50.5,808.5,2.5,33.5,946.5,3.0,0.0
2019-11-07 09:27:00,808.0,6.5,50.5,807.0,2.0,48.0,808.0,2.6666666666666665,33.333333333333336,946.1666666666666,3.8333333333333335,0.0
2019-11-07 09:28:00,808.0,6.0,50.666666666666664,807.0,4.0,41.0,808.0,7.5,32.0,946.6666666666666,6.333333333333333,0.0
2019-11-07 09:29:00,808.0,4.0,49.0,807.0,5.333333333333333,46.333333333333336,808.0,6.0,33.333333333333336,946.5,4.0,0.0
2019-11-07 09:30:00,808.0,4.666666666666667,47.333333333333336,807.0,6.5,45.5,808.0,5.5,33.5,946.3333333333334,4.333333333333333,0.0
2019-11-07 09:31:00,808.6666666666666,5.666666666666667,48.0,807.0,6.666666666666667,47.166666666666664,808.6666666666666,6.333333333333333,33.333333333333336,945.5,7.0,0.0
2019-11-07 09:32:00,807.5,7.5,48.6,806.3333333333334,6.666666666666667,46.666666666666664,808.3333333333334,7.333333333333333,32.666666666666664,946.6666666666666,4.0,0.0
2019-11-07 09:33:00,808.3333333333334,5.0,51.6,807.5,3.0,52.8,808.0,6.0,33.75,945.6666666666666,3.6666666666666665,0.0
2019-11-07 09:34:00,808.5,3.0,53.0,806.1666666666666,6.0,46.800000000000004,809.5,4.0,33.5,946.0,5.0,0.0
2019-11-07 09:35:00,808.0,2.3333333333333335,50.0,807.0,7.75,43.25,808.0,4.166666666666667,33.666666666666664,946.0,5.0,0.0
2019-11-07 09:36:00,808.0,1.5,51.25,806.6666666666666,7.333333333333333,54.333333333333336,808.0,3.6666666666666665,34.0,945.3333333333334,6.333333333333333,0.0
2019-11-07 09:37:00,808.0,5.666666666666667,52.333333333333336,807.0,1.0,56.5,808.5,6.0,33.0,946.3333333333334,5.0,0.0
2019-11-07 09:38:00,808.5,1.0,46.25,807.6666666666666,4.333333333333333,50.833333333333336,808.5,5.0,34.0,946.5,1.5,0.0
2019-11-07 09:39:00,810.0,22.666666666666668,25.0,807.0,5.0,43.5,808.6666666666666,1.5,34.0,946.0,4.333333333333333,0.0
2019-11-07 09:40:00,807.5,7.0,48.0,806.6666666666666,6.666666666666667,47.166666666666664,809.0,2.0,33.5,946.5,4.0,0.0
2019-11-07 09:41:00,808.0,4.666666666666667,47.833333333333336,807.0,6.5,45.0,808.0,6.0,32.5,947.0,2.6666666666666665,0.0
2019-11-07 09:42:00,807.5,7.0,47.75,807.0,6.5,50.0,809.3333333333334,7.666666666666667,31.333333333333332,947.0,3.0,0.0
2019-11-07 09:43:00,808.0,6.333333333333333,51.5,807.0,5.666666666666667,45.72222222222222,808.0,7.5,32.5,947.3333333333334,7.333333333333333,0.0
2019-11-07 09:44:00,808.6666666666666,4.666666666666667,48.5,807.0,5.0,44.16666666666667,808.1666666666666,7.5,31.75,947.0,6.0,0.0
2019-11-07 09:45:00,809.0,4.5,47.3,807.0,4.666666666666667,46.0,808.3333333333334,4.666666666666667,31.083333333333332,947.3333333333334,2.0,0.0
2019-11-07 09:46:00,808.0,4.666666666666667,48.800000000000004,808.0,5.5,47.0,808.5,3.0,33.0,947.6666666666666,1.3333333333333333,0.0
2019-11-07 09:47:00,808.5,5.0,51.0,807.0,2.0,45.0,808.0,4.333333333333333,31.666666666666668,946.5,8.0,0.0
2019-11-07 09:48:00,808.6666666666666,4.0,50.6,807.0,4.0,40.5,808.0,5.0,32.5,947.0,3.0,0.0
2019-11-07 09:49:00,808.6666666666666,3.0,49.4,807.5,2.0,38.25,808.3333333333334,3.3333333333333335,32.333333333333336,946.5,3.5,0.0
2019-11-07 09:50:00,814.5,7.5,50.5,813.6666666666666,5.666666666666667,41.666666666666664,812.0,6.5,32.0,952.6666666666666,4.333333333333333,0.0
2019-11-07 09:51:00,834.0,5.0,50.333333333333336,830.5,4.0,44.25,830.3333333333334,5.666666666666667,34.333333333333336,972.3333333333334,4.333333333333333,0.0
2019-11-07 09:52:00,844.5,3.5,47.0,842.8333333333334,7.0,43.111111111111114,843.3333333333334,5.666666666666667,34.0,982.0,2.0,0.0
2019-11-07 09:53:00,844.3333333333334,5.333333333333333,46.666666666666664,842.3333333333334,5.666666666666667,44.888888888888886,843.0,6.0,32.0,983.6666666666666,4.0,0.0
2019-11-07 09:54:00,845.3333333333334,1.6666666666666667,51.0,842.25,6.75,44.83333333333333,843.6666666666666,3.0,32.666666666666664,983.5,1.0,0.0
2019-11-07 09:55:00,845.0,2.5,51.25,842.6666666666666,2.0,44.611111111111114,844.0,1.5,32.0,982.0,4.0,0.0
2019-11-07 09:56:00,844.3333333333334,5.666666666666667,52.5,842.0,6.0,47.0,843.6666666666666,2.6666666666666665,32.0,983.0,1.5,0.0
2019-11-07 09:57:00,844.5,5.5,50.5,842.0,18.0,23.0,843.0,4.5,32.5,982.0,3.3333333333333335,0.0
2019-11-07 09:58:00,846.1666666666666,5.333333333333333,51.166666666666664,842.5,1.0,40.0,843.0,4.666666666666667,32.5,982.0,3.5,0.0
2019-11-07 09:59:00,846.0,3.0,49.75,843.0,1.3333333333333333,39.0,843.0,6.0,32.0,981.5,5.5,0.0
2019-11-07 10:00:00,844.0,1.6666666666666667,49.5,843.0,1.0,42.0,843.0,4.0,32.0,983.5,5.0,0.0
2019-11-07 10:01:00,844.0,4.0,50.0,841.8333333333334,5.833333333333333,42.5,843.3333333333334,2.3333333333333335,32.666666666666664,981.5,4.75,0.0
2019-11-07 10:02:00,845.5,3.8333333333333335,50.0,841.5,9.0,40.5,843.5,3.5,32.5,982.8333333333334,4.666666666666667,0.0
2019-11-07 10:03:00,845.8333333333333,0.3333333333333333,49.8,842.0,6.333333333333333,41.0,843.3333333333334,5.666666666666667,31.333333333333332,982.5,2.5,0.0
2019-11-07 10:04:00,845.1111111111112,3.444444444444444,48.800000000000004,842.0,7.0,48.5,843.5,7.0,32.0,982.5,3.0,0.0
2019-11-07 10:05:00,844.5,1.0,48.5,842.3333333333334,4.333333333333333,58.5,843.0,7.75,32.0,982.5,3.0,0.0
2019-11-07 10:06:00,844.0,3.6666666666666665,50.0,842.5,3.5,51.5,843.3333333333334,2.6666666666666665,32.0,983.0,3.5,0.0
2019-11-07 10:07:00,844.0,6.5,51.5,842.0,6.0,39.5,843.0,6.0,32.0,983.0,3.1666666666666665,0.0
2019-11-07 10:08:00,845.3333333333334,1.0,48.0,844.0,3.5,48.684210526315795,844.0,8.333333333333334,33.333333333333336,983.3333333333334,5.0,0.0
2019-11-07 10:09:00,827.8333333333333,2.166666666666667,46.16666666666667,827.8333333333334,6.833333333333333,47.10526315789474,840.0,2.5,31.5,966.2777777777778,5.111111111111111,0.0
2019-11-07 10:10:00,767.1666666666667,6.833333333333334,46.388888888888886,758.0,5.0,45.526315789473685,769.6666666666666,2.6666666666666665,31.0,907.3888888888889,5.555555555555555,0.0
2019-11-07 10:11:00,691.3333333333334,6.666666666666667,46.666666666666664,698.75,6.0,44.26315789473684,694.5,1.5,31.0,848.5,6.0,0.0
2019-11-07 10:12:00,624.0,5.5,46.94444444444444,634.3333333333334,4.0,42.68421052631579,641.5,8.5,31.0,774.8888888888888,6.555555555555556,0.0
2019-11-07 10:13:00,558.0,7.0,47.22222222222223,571.5,3.5,41.10526315789474,579.3333333333334,3.6666666666666665,31.0,701.75,5.25,0.0
2019-11-07 10:14:00,492.0,2.5,47.5,509.0,3.6666666666666665,39.526315789473685,503.6666666666667,2.0,35.94444444444445,631.0,3.6666666666666665,0.0
