Tiempo,Escalas(m)Babor,Datos1(°)Babor,Datos2(m)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Datos2(m)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Datos2(m)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1,Datos2(m)Capturas 1
2019-11-06 13:21:00,882.3461538461538,38.849999999999994,5.166666666666668,880.0,2.5,62.875,882.0,6.0,30.078947368421055,1019.0,6.0,0.0
2019-11-06 13:22:00,882.1923076923077,33.75,4.25,880.0,6.25,61.15625,881.6666666666666,5.666666666666667,30.0625,1022.0,5.5,0.0
2019-11-06 13:23:00,882.07326007326,3.904761904761905,8.25,881.5,6.0,59.78125,882.5,4.5,30.21875,1020.0,4.0,0.0
2019-11-06 13:24:00,882.3571428571429,5.2857142857142865,16.375,882.0,3.5,58.0625,883.0,0.5,30.34375,1019.5,3.5,0.0
2019-11-06 13:25:00,882.7142857142857,4.571428571428572,24.5,880.0,5.0,56.34375,882.0,2.3333333333333335,30.5,1020.0,5.5,0.0
2019-11-06 13:26:00,883.125,3.75,32.625,880.75,1.75,50.75,881.5,2.0,30.65625,1018.8333333333334,5.5,0.0
2019-11-06 13:27:00,883.625,2.75,39.125,880.3333333333334,3.6666666666666665,42.083333333333336,882.875,1.0,30.78125,1018.75,2.5,0.0
2019-11-06 13:28:00,841.8,2.35,43.04347826086956,885.25,7.0,33.875,892.25,1.0,30.9375,1022.0,8.0,0.0
2019-11-06 13:29:00,630.8000000000001,4.1000000000000005,38.2608695652174,894.875,8.625,27.375,900.2,1.6,31.1,1033.875,4.75,0.0
2019-11-06 13:30:00,419.79999999999995,5.85,33.47826086956522,905.375,8.125,20.875,905.8,2.4000000000000004,31.233333333333334,1043.25,3.5,0.0
2019-11-06 13:31:00,250.99999999999994,7.25,29.652173913043477,908.0,3.3333333333333335,12.75,910.0,3.25,31.366666666666667,1046.25,2.25,0.0
2019-11-06 13:32:00,82.19999999999999,8.65,25.82608695652174,908.8333333333333,2.5,4.625,910.1666666666666,3.8333333333333335,31.53333333333333,1048.5,3.0,0.0
2019-11-06 13:33:00,325.38461538461536,8.384615384615385,21.043478260869566,912.1666666666667,4.5,9.0,910.5833333333333,3.416666666666667,31.700000000000003,1049.6666666666667,3.6666666666666665,0.0
2019-11-06 13:34:00,682.1153846153845,7.615384615384615,16.26086956521739,909.1666666666666,3.0,19.0,910.9166666666667,3.0833333333333335,31.833333333333336,1047.25,4.75,0.0
2019-11-06 13:35:00,967.5,7.0,12.434782608695652,910.25,4.125,29.0,910.3333333333334,2.3333333333333335,32.0,1047.75,4.0,0.0
2019-11-06 13:36:00,1324.230769230769,6.230769230769231,7.652173913043477,911.25,4.625,37.0,909.1666666666667,5.833333333333334,32.16666666666667,1047.0,7.5,0.0
2019-11-06 13:37:00,1680.9615384615383,5.461538461538462,2.869565217391301,912.0,4.75,45.0,909.8333333333333,5.166666666666666,32.3,1047.3333333333333,4.333333333333333,0.0
2019-11-06 13:38:00,1733.5,6.0,0.0,909.8333333333334,3.0,53.125,910.0,3.6666666666666665,32.46666666666667,1047.0,6.0,0.0
2019-11-06 13:39:00,1181.2,4.5,0.0,909.0,4.0,58.4375,910.0,2.0,32.63333333333333,1047.5,5.333333333333333,0.0
2019-11-06 13:40:00,1011.6999999999999,1.0,0.0,910.0,2.3333333333333335,63.75,909.8333333333333,5.333333333333334,32.766666666666666,1048.0,0.0,0.0
2019-11-06 13:41:00,906.8333333333334,3.0,0.12820512820512822,908.5,6.0,61.0,909.1111111111112,4.444444444444444,32.93333333333333,1048.7,4.4,0.0
2019-11-06 13:42:00,911.25,4.25,0.9615384615384617,909.3333333333334,3.0,43.666666666666664,909.0,5.25,33.0,1047.2,6.3999999999999995,0.0
2019-11-06 13:43:00,909.1,2.7,1.7307692307692308,909.0,4.0,48.0,909.0,6.5,33.0,1047.0,5.0,0.0
2019-11-06 13:44:00,909.6,6.2,2.692307692307692,908.25,4.75,44.25,912.5,4.0,33.0,1049.5,2.0,0.0
2019-11-06 13:45:00,910.5,4.5,3.653846153846154,912.0,1.8333333333333333,43.0,909.25,5.25,33.0,1047.3333333333333,3.6666666666666665,0.0
2019-11-06 13:46:00,909.5,0.6666666666666666,4.615384615384616,909.0,6.0,42.66666666666667,908.8333333333334,7.166666666666667,33.0,1047.0,7.0,0.0
2019-11-06 13:47:00,908.125,6.25,4.75,911.1666666666666,8.333333333333334,46.0,910.5,3.0,33.0,1047.0,4.666666666666667,0.0
2019-11-06 13:48:00,908.75,2.5,4.333333333333333,908.75,2.0,49.33333333333333,910.6666666666666,4.0,33.0,1046.5,4.0,0.0
2019-11-06 13:49:00,910.5,1.0,3.916666666666667,908.625,3.375,49.71875,909.75,1.0,33.25,1045.6666666666667,1.3333333333333333,0.0
2019-11-06 13:50:00,907.25,1.25,3.5833333333333335,908.4166666666666,5.916666666666667,49.25,910.0,1.125,33.58333333333333,1046.3333333333335,0.5,0.0
2019-11-06 13:51:00,908.0833333333334,0.6666666666666666,3.1666666666666665,910.5,5.5,48.78125,910.0,4.083333333333333,33.8968253968254,1047.6666666666665,2.5,0.0
2019-11-06 13:52:00,908.625,2.5,5.612903225806452,910.0,7.0,48.3125,909.5,6.0,33.64285714285714,1046.6666666666667,5.166666666666667,0.0
2019-11-06 13:53:00,909.0,4.833333333333334,9.096774193548388,909.0,4.0,47.84375,910.0,4.666666666666667,33.285714285714285,1048.25,4.5,0.0
2019-11-06 13:54:00,909.0,4.222222222222221,13.451612903225806,908.8333333333334,6.833333333333333,47.375,911.0,3.5,32.973684210526315,1048.0,4.666666666666667,0.0
2019-11-06 13:55:00,909.0,4.833333333333334,17.806451612903228,910.5,5.0,53.0,910.0,4.5,32.84210526315789,1047.0,4.0,0.0
2019-11-06 13:56:00,909.0,5.666666666666667,22.161290322580644,908.25,3.5,68.75,910.5,5.5,32.71052631578947,1047.0,4.25,0.0
2019-11-06 13:57:00,909.0,6.5,26.516129032258064,909.25,7.0,59.75,911.0,4.625,32.60526315789474,1049.6000000000001,5.2,0.0
2019-11-06 13:58:00,909.1,6.4,30.0,909.5,4.5,48.5,911.0,7.125,32.5,1048.6,5.699999999999999,0.0
2019-11-06 13:59:00,909.5,4.0,33.483870967741936,908.5,5.25,43.934782608695656,912.8095238095239,3.428571428571429,32.36842105263158,1050.5,3.0,0.0
2019-11-06 14:00:00,909.7111111111111,1.288888888888889,37.83870967741935,910.0,4.0,43.84782608695652,912.5714285714287,3.2142857142857144,32.23684210526316,1047.6666666666667,5.833333333333333,0.0
2019-11-06 14:01:00,908.3333333333333,0.16666666666666669,42.19354838709677,910.3333333333334,5.333333333333333,43.7391304347826,911.4285714285713,5.7857142857142865,32.131578947368425,1048.0,6.25,0.0
2019-11-06 14:02:00,910.6666666666666,5.333333333333333,46.548387096774185,908.25,3.25,43.630434782608695,910.1904761904761,8.071428571428571,32.01754385964912,1048.0,6.5,0.0
2019-11-06 14:03:00,912.0,2.5,50.903225806451616,909.6666666666666,3.3333333333333335,43.52173913043478,910.0,4.0,32.0,1047.5,6.333333333333333,0.0
2019-11-06 14:04:00,911.1666666666666,4.5,55.25806451612903,910.5,1.5,43.41304347826087,912.6333333333333,2.066666666666667,32.15384615384615,1048.625,1.625,0.0
2019-11-06 14:05:00,908.5,5.5,52.75,910.75,1.5,43.326086956521735,914.0,2.5,32.34615384615385,1051.75,4.75,0.0
2019-11-06 14:06:00,908.5,3.4999999999999996,47.08333333333333,909.0,0.0,43.21739130434782,914.8,2.9,32.5,1051.5,3.75,0.0
2019-11-06 14:07:00,908.8888888888888,0.8888888888888888,40.0,909.0,3.0,43.108695652173914,912.0,6.0,32.692307692307686,1046.5,3.0,0.0
2019-11-06 14:08:00,908.1666666666667,6.666666666666666,32.916666666666664,908.0,5.0,42.170048309178746,907.5,7.0,32.92307692307693,1047.0,4.0,0.5
2019-11-06 14:09:00,869.5,1.0,25.833333333333332,866.25,5.75,36.66666666666667,857.25,19.0,13.25,999.25,8.0,0.0
