Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Cabecera altura,18:08:30,---,---,---,---,---,---,
Cabecera altura,18:09:07,---,---,---,---,---,---,
Cabecera altura,18:12:26,---,---,---,---,---,---,
Cabecera altura,18:18:04,---,---,---,---,---,---,
Cabecera altura,18:23:14,---,---,---,---,---,---,
Cabecera altura,18:28:52,---,---,---,---,---,---,
Cabecera altura,18:34:29,---,---,---,---,---,---,
Cabecera altura,18:35:05,---,---,---,---,---,---,
Cabecera altura,18:35:42,---,---,---,---,---,---,
Cabecera altura,18:36:19,---,---,---,---,---,---,
Cabecera altura,18:36:56,---,---,---,---,---,---,
Cabecera altura,18:37:33,---,---,---,---,---,---,
Cabecera altura,18:38:10,---,---,---,---,---,---,
Cabecera altura,18:38:47,---,---,---,---,---,---,
Cabecera altura,18:39:24,---,---,---,---,---,---,
Cabecera altura,18:40:01,---,---,---,---,---,---,
Cabecera altura,18:40:38,---,---,---,---,---,---,
Cabecera altura,18:41:16,---,---,---,---,---,---,
Cabecera altura,18:41:53,---,---,---,---,---,---,
Cabecera altura,18:42:30,---,---,---,---,---,---,
Cabecera altura,18:43:07,---,---,---,---,---,---,
Cabecera altura,18:43:44,---,---,---,---,---,---,
Cabecera altura,18:44:21,---,---,---,---,---,---,
Cabecera altura,18:44:58,---,---,---,---,---,---,
Cabecera altura,18:45:35,---,---,---,---,---,---,
Cabecera altura,18:46:12,---,---,---,---,---,---,
Cabecera altura,18:46:49,---,---,---,---,---,---,
Cabecera altura,18:47:26,---,---,---,---,---,---,
Cabecera altura,18:48:03,---,---,---,---,---,---,
Cabecera altura,18:48:40,---,---,---,---,---,---,
Cabecera altura,18:49:17,---,---,---,---,---,---,
Cabecera altura,18:49:54,---,---,---,---,---,---,
Cabecera altura,18:50:31,---,---,---,---,---,---,
Cabecera altura,18:51:08,---,---,---,---,---,---,
Cabecera altura,18:51:45,---,---,---,---,---,---,
Cabecera altura,18:52:22,---,---,---,---,---,---,
Cabecera altura,18:52:59,---,---,---,---,---,---,
Cabecera altura,18:53:36,---,---,---,---,---,---,
Cabecera altura,18:54:13,---,---,---,---,---,---,
Cabecera altura,18:54:49,---,---,---,---,---,---,
Cabecera altura,18:55:28,---,---,---,---,---,---,
Cabecera altura,18:56:05,---,---,---,---,---,---,
Cabecera altura,18:56:42,---,---,---,---,---,---,
Cabecera altura,18:57:19,---,---,---,---,---,---,
Cabecera altura,18:57:56,---,---,---,---,---,---,
Cabecera altura,18:58:33,---,---,---,---,---,---,
Cabecera altura,18:59:10,---,---,---,---,---,---,
Cabecera altura,18:59:46,---,---,---,---,---,---,
Cabecera altura,19:00:23,---,---,---,---,---,---,
Cabecera altura,19:01:00,---,---,---,---,---,---,
Cabecera altura,19:01:37,---,---,---,---,---,---,
Cabecera altura,19:02:14,---,---,---,---,---,---,
Cabecera altura,19:02:51,---,---,---,---,---,---,
Cabecera altura,19:03:28,---,---,---,---,---,---,
Cabecera altura,19:04:06,---,---,---,---,---,---,
Cabecera altura,19:04:43,---,---,---,---,---,---,
Cabecera altura,19:05:20,---,---,---,---,---,---,
Cabecera altura,19:05:56,---,---,---,---,---,---,
Cabecera altura,19:06:33,---,---,---,---,---,---,
Cabecera altura,19:07:10,---,---,---,---,---,---,
Cabecera altura,19:07:50,---,---,---,---,---,---,
Cabecera altura,19:08:29,---,---,---,---,---,---,
Cabecera altura,19:09:06,---,---,---,---,---,---,
Cabecera altura,19:09:44,---,---,---,---,---,---,
Cabecera altura,19:10:21,---,---,---,---,---,---,
Cabecera altura,19:10:58,---,---,---,---,---,---,
Cabecera altura,19:11:35,---,---,---,---,---,---,
Cabecera altura,19:12:12,---,---,---,---,---,---,
Cabecera altura,19:12:49,---,---,---,---,---,---,
Cabecera altura,19:13:26,---,---,---,---,---,---,
Cabecera altura,19:14:03,---,---,---,---,---,---,
Cabecera altura,19:14:40,---,---,---,---,---,---,
Cabecera altura,19:15:16,---,---,---,---,---,---,
Cabecera altura,19:15:54,---,---,---,---,---,---,
Cabecera altura,19:16:31,---,---,---,---,---,---,
Cabecera altura,19:17:08,---,---,---,---,---,---,
Cabecera altura,19:17:45,---,---,---,---,---,---,
Cabecera altura,19:18:22,---,---,---,---,---,---,
Cabecera altura,19:18:59,---,---,---,---,---,---,
Cabecera altura,19:19:36,---,---,---,---,---,---,
Cabecera altura,19:20:13,---,---,---,---,---,---,
Cabecera altura,19:20:50,---,---,---,---,---,---,
Cabecera altura,19:21:28,---,---,---,---,---,---,
Cabecera altura,19:22:05,---,---,---,---,---,---,
Cabecera altura,19:22:42,---,---,---,---,---,---,
Cabecera altura,19:23:19,---,---,---,---,---,---,
Cabecera altura,19:23:57,---,---,---,---,---,---,
Cabecera altura,19:24:35,---,---,---,---,---,---,
Cabecera altura,19:25:12,---,---,---,---,---,---,
Cabecera altura,19:25:49,---,---,---,---,---,---,
Cabecera altura,19:26:27,---,---,---,---,---,---,
Cabecera altura,19:27:04,---,---,---,---,---,---,
Cabecera altura,19:27:42,---,---,---,---,---,---,
Cabecera altura,19:28:19,---,---,---,---,---,---,
Cabecera altura,19:28:57,---,---,---,---,---,---,
Cabecera altura,19:29:35,---,---,---,---,---,---,
Cabecera altura,19:30:12,---,---,---,---,---,---,
Cabecera altura,19:30:49,---,---,---,---,---,---,
Cabecera altura,19:31:27,---,---,---,---,---,---,
Cabecera altura,19:32:05,---,---,---,---,---,---,
Cabecera altura,19:32:42,---,---,---,---,---,---,
Cabecera altura,19:33:19,---,---,---,---,---,---,
Cabecera altura,19:33:57,---,---,---,---,---,---,
Cabecera altura,19:34:34,---,---,---,---,---,---,
Cabecera altura,19:35:11,---,---,---,---,---,---,
Cabecera altura,19:35:49,---,---,---,---,---,---,
Cabecera altura,19:36:27,---,---,---,---,---,---,
Cabecera altura,19:37:04,---,---,---,---,---,---,
Cabecera altura,19:37:41,---,---,---,---,---,---,
Cabecera altura,19:38:19,---,---,---,---,---,---,
Cabecera altura,19:38:56,---,---,---,---,---,---,
Cabecera altura,19:39:34,---,---,---,---,---,---,
Cabecera altura,19:40:11,---,---,---,---,---,---,
Cabecera altura,19:40:48,---,---,---,---,---,---,
Cabecera altura,19:41:25,---,---,---,---,---,---,
Cabecera altura,19:42:02,---,---,---,---,---,---,
Cabecera altura,19:42:40,---,---,---,---,---,---,
Cabecera altura,19:43:17,---,---,---,---,---,---,
Cabecera altura,19:43:54,---,---,---,---,---,---,
Cabecera altura,19:44:31,---,---,---,---,---,---,
Cabecera altura,19:45:08,---,---,---,---,---,---,
Cabecera altura,19:45:46,---,---,---,---,---,---,
Cabecera altura,19:46:23,---,---,---,---,---,---,
Cabecera altura,19:47:00,---,---,---,---,---,---,
Cabecera altura,19:47:38,---,---,---,---,---,---,
Cabecera altura,19:48:15,---,---,---,---,---,---,
Cabecera altura,19:48:52,---,---,---,---,---,---,
Cabecera altura,19:49:29,---,---,---,---,---,---,
Cabecera altura,19:50:07,---,---,---,---,---,---,
Cabecera altura,19:50:44,---,---,---,---,---,---,
Cabecera altura,19:51:21,---,---,---,---,---,---,
Cabecera altura,19:51:57,---,---,---,---,---,---,
Cabecera altura,19:52:34,---,---,---,---,---,---,
Cabecera altura,19:53:11,---,---,---,---,---,---,
Cabecera altura,19:53:49,---,---,---,---,---,---,
Cabecera altura,19:54:26,---,---,---,---,---,---,
Cabecera altura,19:55:03,---,---,---,---,---,---,
Cabecera altura,19:55:40,---,---,---,---,---,---,
Cabecera altura,19:56:17,---,---,---,---,---,---,
Cabecera altura,19:56:53,---,---,---,---,---,---,
Cabecera altura,19:57:30,---,---,---,---,---,---,
Cabecera altura,19:58:07,---,---,---,---,---,---,
Cabecera altura,19:58:44,---,---,---,---,---,---,
Cabecera altura,19:59:21,---,---,---,---,---,---,
Cabecera altura,19:59:58,---,---,---,---,---,---,
Cabecera altura,20:00:35,---,---,---,---,---,---,
Cabecera altura,20:01:12,---,---,---,---,---,---,
Cabecera altura,20:01:49,---,---,---,---,---,---,
Cabecera altura,20:02:26,---,---,---,---,---,---,
Cabecera altura,20:03:03,---,---,---,---,---,---,
Cabecera altura,20:03:40,---,---,---,---,---,---,
Cabecera altura,20:04:17,---,---,---,---,---,---,
Cabecera altura,20:04:54,---,---,---,---,---,---,
Cabecera altura,20:05:31,---,---,---,---,---,---,
Cabecera altura,20:06:08,---,---,---,---,---,---,
Cabecera altura,20:06:45,---,---,---,---,---,---,
Cabecera altura,20:07:22,---,---,---,---,---,---,
Cabecera altura,20:07:59,---,---,---,---,---,---,
Cabecera altura,20:08:36,---,---,---,---,---,---,
Cabecera altura,20:09:13,---,---,---,---,---,---,
Cabecera altura,20:09:50,---,---,---,---,---,---,
Cabecera altura,20:10:27,---,---,---,---,---,---,
Cabecera altura,20:11:04,---,---,---,---,---,---,
Cabecera altura,20:11:41,---,---,---,---,---,---,
Cabecera altura,20:12:17,---,---,---,---,---,---,
Cabecera altura,20:12:54,---,---,---,---,---,---,
Cabecera altura,20:13:32,---,---,---,---,---,---,
Cabecera altura,20:14:09,---,---,---,---,---,---,
Cabecera altura,20:14:46,---,---,---,---,---,---,
Cabecera altura,20:15:23,---,---,---,---,---,---,
Cabecera altura,20:16:00,---,---,---,---,---,---,
Cabecera altura,20:16:38,---,---,---,---,---,---,
Cabecera altura,20:17:15,---,---,---,---,---,---,
Cabecera altura,20:17:52,---,---,---,---,---,---,
Cabecera altura,20:18:29,---,---,---,---,---,---,
Cabecera altura,20:19:06,---,---,---,---,---,---,
Cabecera altura,20:19:43,---,---,---,---,---,---,
Cabecera altura,20:20:20,---,---,---,---,---,---,
Cabecera altura,20:20:57,---,---,---,---,---,---,
Cabecera altura,20:21:34,---,---,---,---,---,---,
Cabecera altura,20:22:11,---,---,---,---,---,---,
Cabecera altura,20:22:48,---,---,---,---,---,---,
Cabecera altura,20:23:25,---,---,---,---,---,---,
Cabecera altura,20:24:02,---,---,---,---,---,---,
Cabecera altura,20:24:39,---,---,---,---,---,---,
Cabecera altura,20:25:16,---,---,---,---,---,---,
Cabecera altura,20:25:53,---,---,---,---,---,---,
Cabecera altura,20:26:30,---,---,---,---,---,---,
Cabecera altura,20:27:06,---,---,---,---,---,---,
Cabecera altura,20:27:43,---,---,---,---,---,---,
Cabecera altura,20:28:20,---,---,---,---,---,---,
Cabecera altura,20:28:57,---,---,---,---,---,---,
Cabecera altura,20:29:34,---,---,---,---,---,---,
