Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,09:10:13,---,---,---,---,---,---,
Capturas 1,09:10:41,---,---,---,---,---,---,
Capturas 1,09:11:06,---,---,---,---,---,---,
Capturas 1,09:11:27,872,7,---,---,---,---,
Capturas 1,09:11:50,871,9,---,---,---,---,
Capturas 1,09:12:18,---,---,---,---,---,---,
Capturas 1,09:12:43,875,3,---,---,---,---,
Capturas 1,09:13:09,---,---,---,---,---,---,
Capturas 1,09:13:34,---,---,---,---,---,---,
Capturas 1,09:14:02,---,---,---,---,---,---,
Capturas 1,09:14:28,---,---,---,---,---,---,
Capturas 1,09:14:53,---,---,---,---,---,---,
Capturas 1,09:15:21,---,---,---,---,---,---,
Capturas 1,09:15:46,870,4,Off,---,---,---,
Capturas 1,09:16:13,871,4,---,---,---,---,
Capturas 1,09:16:36,871,2,Off,---,---,---,
Capturas 1,09:17:01,871,3,---,---,---,---,
Capturas 1,09:17:25,871,2,---,---,---,---,
Capturas 1,09:17:46,871,9,Off,---,---,---,
Capturas 1,09:18:12,876,4,Off,---,---,---,
Capturas 1,09:18:38,871,6,Off,---,---,---,
Capturas 1,09:19:03,872,4,Off,---,---,---,
Capturas 1,09:19:29,871,7,Off,---,---,---,
Capturas 1,09:19:55,872,7,Off,---,---,---,
Capturas 1,09:20:21,874,6,Off,---,---,---,
Capturas 1,09:20:48,---,---,---,---,---,---,
Capturas 1,09:21:15,---,---,---,---,---,---,
Capturas 1,09:21:39,873,5,---,---,---,---,
Capturas 1,09:22:04,872,4,---,---,---,---,
Capturas 1,09:22:27,872,4,---,---,---,---,
Capturas 1,09:22:51,877,0,Off,---,---,---,
Capturas 1,09:23:20,---,---,---,---,---,---,
Capturas 1,09:23:49,---,---,---,---,---,---,
Capturas 1,09:24:14,---,---,---,---,---,---,
Capturas 1,09:24:39,872,7,---,---,---,---,
Capturas 1,09:25:05,---,---,---,---,---,---,
Capturas 1,09:25:33,---,---,---,---,---,---,
Capturas 1,09:26:02,---,---,---,---,---,---,
Capturas 1,09:26:29,---,---,---,---,---,---,
Capturas 1,09:26:56,---,---,---,---,---,---,
Capturas 1,09:27:22,---,---,---,---,---,---,
Capturas 1,09:27:51,---,---,---,---,---,---,
Capturas 1,09:28:16,---,---,---,---,---,---,
Capturas 1,09:28:43,---,---,---,---,---,---,
Capturas 1,09:29:07,---,---,---,---,---,---,
Capturas 1,09:29:26,878,8,Off,---,---,---,
Capturas 1,09:29:55,---,---,---,---,---,---,
Capturas 1,09:30:22,---,---,---,---,---,---,
Capturas 1,09:30:49,---,---,---,---,---,---,
Capturas 1,09:31:13,---,---,---,---,---,---,
Capturas 1,09:31:36,---,---,---,---,---,---,
Capturas 1,09:31:59,874,3,Off,---,---,---,
Capturas 1,09:32:26,871,9,Off,---,---,---,
Capturas 1,09:32:55,---,---,---,---,---,---,
Capturas 1,09:33:18,872,3,Off,---,---,---,
Capturas 1,09:33:48,---,---,---,---,---,---,
Capturas 1,09:34:09,872,4,Off,---,---,---,
Capturas 1,09:34:34,---,---,---,---,---,---,
Capturas 1,09:34:58,873,9,---,---,---,---,
Capturas 1,09:35:25,---,---,---,---,---,---,
Capturas 1,09:35:51,---,---,---,---,---,---,
Capturas 1,09:36:14,876,8,Off,---,---,---,
