Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,09:22:43,---,---,---,---,---,---,
Capturas 1,09:23:09,704,1,Off,---,---,---,
Capturas 1,09:23:36,704,2,Off,---,---,---,
Capturas 1,09:24:06,703,7,---,---,---,---,
Capturas 1,09:24:35,---,---,---,---,---,---,
Capturas 1,09:25:01,704,0,Off,---,---,---,
Capturas 1,09:25:30,705,0,---,---,---,---,
Capturas 1,09:25:57,704,3,---,---,---,---,
Capturas 1,09:26:21,705,2,Off,---,---,---,
Capturas 1,09:26:52,---,---,---,---,---,---,
Capturas 1,09:27:18,703,9,Off,---,---,---,
Capturas 1,09:27:46,705,0,Off,---,---,---,
Capturas 1,09:28:12,704,1,---,---,---,---,
Capturas 1,09:28:38,704,0,Off,---,---,---,
Capturas 1,09:29:04,704,8,Off,---,---,---,
Capturas 1,09:29:32,704,2,Off,---,---,---,
Capturas 1,09:30:01,704,9,---,---,---,---,
Capturas 1,09:30:24,704,4,Off,---,---,---,
Capturas 1,09:30:52,703,7,Off,---,---,---,
Capturas 1,09:31:20,704,3,Off,---,---,---,
Capturas 1,09:31:48,704,7,Off,---,---,---,
Capturas 1,09:32:16,703,9,Off,---,---,---,
Capturas 1,09:32:44,705,1,Off,---,---,---,
Capturas 1,09:33:13,704,3,---,---,---,---,
Capturas 1,09:33:40,704,3,---,---,---,---,
Capturas 1,09:34:06,704,9,Off,---,---,---,
Capturas 1,09:34:34,704,6,Off,---,---,---,
Capturas 1,09:35:02,704,3,Off,---,---,---,
Capturas 1,09:35:31,705,7,---,---,---,---,
Capturas 1,09:35:55,706,3,Off,---,---,---,
Capturas 1,09:36:26,---,---,---,---,---,---,
Capturas 1,09:36:52,706,0,Off,---,---,---,
Capturas 1,09:37:20,705,4,Off,---,---,---,
Capturas 1,09:37:51,---,---,---,---,---,---,
Capturas 1,09:38:17,705,0,Off,---,---,---,
Capturas 1,09:38:45,704,4,Off,---,---,---,
Capturas 1,09:39:13,704,1,Off,---,---,---,
Capturas 1,09:39:42,704,0,---,---,---,---,
Capturas 1,09:40:08,704,0,Off,---,---,---,
Capturas 1,09:40:37,704,3,---,---,---,---,
Capturas 1,09:41:04,---,---,---,---,---,---,
Capturas 1,09:41:30,706,4,Off,---,---,---,
Capturas 1,09:41:58,704,4,Off,---,---,---,
Capturas 1,09:42:29,---,---,---,---,---,---,
Capturas 1,09:42:55,704,7,Off,---,---,---,
Capturas 1,09:43:23,705,9,Off,---,---,---,
Capturas 1,09:43:51,704,5,Off,---,---,---,
Capturas 1,09:44:23,---,---,---,---,---,---,
Capturas 1,09:44:50,---,---,---,---,---,---,
Capturas 1,09:45:19,---,---,---,---,---,---,
Capturas 1,09:45:48,---,---,---,---,---,---,
Capturas 1,09:46:18,---,---,---,---,---,---,
Capturas 1,09:46:47,---,---,---,---,---,---,
Capturas 1,09:47:16,---,---,---,---,---,---,
Capturas 1,09:47:41,---,---,---,---,---,---,
Capturas 1,09:48:05,705,2,Off,---,---,---,
Capturas 1,09:48:35,---,---,---,---,---,---,
Capturas 1,09:48:58,704,8,Off,---,---,---,
Capturas 1,09:49:21,704,9,Off,---,---,---,
Capturas 1,09:49:49,704,3,Off,---,---,---,
Capturas 1,09:50:17,704,2,Off,---,---,---,
Capturas 1,09:50:48,---,---,---,---,---,---,
Capturas 1,09:51:12,704,1,Off,---,---,---,
Capturas 1,09:51:38,704,2,Off,---,---,---,
Capturas 1,09:52:05,704,2,On,---,---,---,
Capturas 1,09:52:29,704,4,Off,---,---,---,
Capturas 1,09:52:57,704,7,Off,---,---,---,
Capturas 1,09:53:26,704,9,On,---,---,---,
Capturas 1,09:53:51,704,5,Off,---,---,---,
Capturas 1,09:54:16,704,7,Off,---,---,---,
Capturas 1,09:54:44,704,8,Off,---,---,---,
Capturas 1,09:55:12,704,8,Off,---,---,---,
Capturas 1,09:55:40,705,8,Off,---,---,---,
Capturas 1,09:56:09,704,8,---,---,---,---,
Capturas 1,09:56:36,---,---,---,---,---,---,
Capturas 1,09:57:02,705,0,Off,---,---,---,
Capturas 1,09:57:25,704,4,Off,---,---,---,
Capturas 1,09:57:53,705,1,---,---,---,---,
Capturas 1,09:58:18,704,3,On,---,---,---,
Capturas 1,09:58:46,703,7,On,---,---,---,
Capturas 1,09:59:10,704,2,Off,---,---,---,
Capturas 1,09:59:38,705,4,Off,---,---,---,
Capturas 1,10:00:06,704,5,Off,---,---,---,
Capturas 1,10:00:33,704,9,On,---,---,---,
Capturas 1,10:00:57,706,4,Off,---,---,---,
Capturas 1,10:01:23,705,5,Off,---,---,---,
Capturas 1,10:01:48,704,9,Off,---,---,---,
Capturas 1,10:02:16,705,2,Off,---,---,---,
Capturas 1,10:02:44,704,9,Off,---,---,---,
Capturas 1,10:03:10,703,9,Off,---,---,---,
Capturas 1,10:03:39,704,7,---,---,---,---,
Capturas 1,10:04:06,705,6,On,---,---,---,
Capturas 1,10:04:33,705,0,Off,---,---,---,
Capturas 1,10:04:59,704,5,On,---,---,---,
Capturas 1,10:05:27,704,6,On,---,---,---,
Capturas 1,10:05:53,705,0,---,---,---,---,
Capturas 1,10:06:19,704,2,Off,---,---,---,
Capturas 1,10:06:47,704,7,Off,---,---,---,
Capturas 1,10:07:16,705,0,On,---,---,---,
Capturas 1,10:07:41,704,2,On,---,---,---,
Capturas 1,10:08:03,704,3,Off,---,---,---,
Capturas 1,10:08:30,704,1,Off,---,---,---,
Capturas 1,10:08:54,704,6,Off,---,---,---,
Capturas 1,10:09:23,704,7,On,---,---,---,
Capturas 1,10:09:51,704,8,On,---,---,---,
Capturas 1,10:10:17,710,4,---,---,---,---,
Capturas 1,10:10:43,704,6,Off,---,---,---,
Capturas 1,10:11:07,705,5,Off,---,---,---,
Capturas 1,10:11:34,704,7,On,---,---,---,
Capturas 1,10:12:01,704,1,Off,---,---,---,
Capturas 1,10:12:29,704,4,Off,---,---,---,
Capturas 1,10:12:57,704,1,Off,---,---,---,
Capturas 1,10:13:26,704,8,---,---,---,---,
Capturas 1,10:13:50,704,7,On,---,---,---,
Capturas 1,10:14:21,---,---,---,---,---,---,
Capturas 1,10:14:45,705,3,On,---,---,---,
Capturas 1,10:15:10,704,6,Off,---,---,---,
Capturas 1,10:15:35,704,9,Off,---,---,---,
Capturas 1,10:16:04,701,5,On,---,---,---,
Capturas 1,10:16:28,---,Off,---,---,---,---,
Capturas 1,10:16:57,---,---,---,---,---,---,
Capturas 1,10:17:27,---,---,---,---,---,---,
Capturas 1,10:17:53,---,---,---,---,---,---,
Capturas 1,10:18:16,505,2,Off,---,---,---,
Capturas 1,10:18:41,476,1,Off,---,---,---,
Capturas 1,10:19:05,444,4,Off,---,---,---,
Capturas 1,10:19:33,---,---,---,---,---,---,
Capturas 1,10:20:00,---,---,---,---,---,---,
Capturas 1,10:20:22,332,9,Off,---,---,---,
Capturas 1,10:20:47,293,5,Off,---,---,---,
Capturas 1,10:21:12,257,0,Off,---,---,---,
Capturas 1,10:21:38,222,6,Off,---,---,---,
Capturas 1,10:22:03,195,8,Off,---,---,---,
Capturas 1,10:22:28,174,4,Off,---,---,---,
Capturas 1,10:22:53,160,5,Off,---,---,---,
Capturas 1,10:23:18,154,4,Off,---,---,---,
Capturas 1,10:23:43,148,6,Off,---,---,---,
Capturas 1,10:24:11,149,0,Off,---,---,---,
Capturas 1,10:24:39,139,9,Off,---,---,---,
Capturas 1,10:25:07,121,6,Off,---,---,---,
Capturas 1,10:25:35,111,2,Off,---,---,---,
Capturas 1,10:26:03,105,2,Off,---,---,---,
Capturas 1,10:26:31,76,9,Off,---,---,---,
Capturas 1,10:26:59,63,7,Off,---,---,---,
Capturas 1,10:27:27,64,0,Off,---,---,---,
Capturas 1,10:27:56,63,6,On,---,---,---,
Capturas 1,10:28:24,53,4,On,---,---,---,
Capturas 1,10:28:55,---,---,---,---,---,---,
Capturas 1,10:29:20,22,5,Off,---,---,---,
Capturas 1,10:29:48,21,6,Off,---,---,---,
Capturas 1,10:30:21,---,---,---,---,---,---,
Capturas 1,10:30:50,---,---,---,---,---,---,
Capturas 1,10:31:19,---,---,---,---,---,---,
Capturas 1,10:31:49,---,---,---,---,---,---,
