Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,07:22:59,513,8,8,0,---,---,
Estribor,07:23:38,523,4,8,7,---,---,
Estribor,07:24:04,525,6,9,3,---,---,
Estribor,07:24:29,523,1,19,3,---,---,
Estribor,07:24:56,523,7,23,3,---,---,
Estribor,07:25:21,522,4,25,4,---,---,
Estribor,07:25:46,523,0,25,6,---,---,
Estribor,07:26:11,523,4,---,---,---,---,
Estribor,07:26:37,523,2,29,0,---,---,
Estribor,07:27:02,523,0,30,6,---,---,
Estribor,07:27:28,523,4,31,6,---,---,
Estribor,07:27:54,523,0,31,3,---,---,
Estribor,07:28:19,523,1,30,8,---,---,
Estribor,07:28:44,522,9,30,0,---,---,
Estribor,07:29:09,522,9,31,5,---,---,
Estribor,07:29:34,522,9,32,3,---,---,
Estribor,07:29:58,522,8,32,6,---,---,
Estribor,07:30:23,522,8,31,9,---,---,
Estribor,07:30:48,522,3,31,1,---,---,
Estribor,07:31:13,522,9,30,8,---,---,
Estribor,07:31:38,522,7,30,2,---,---,
Estribor,07:32:04,522,9,31,4,---,---,
Estribor,07:32:31,522,7,32,2,---,---,
Estribor,07:32:57,523,0,31,1,---,---,
Estribor,07:33:22,523,1,---,---,---,---,
Estribor,07:33:48,523,2,30,3,---,---,
Estribor,07:34:13,523,2,30,0,---,---,
Estribor,07:34:39,522,7,30,3,---,---,
Estribor,07:35:04,523,4,30,3,---,---,
Estribor,07:35:29,522,9,29,9,---,---,
Estribor,07:35:54,522,9,30,1,---,---,
Estribor,07:36:20,523,0,30,1,---,---,
Estribor,07:36:45,523,1,30,5,---,---,
Estribor,07:37:10,522,8,29,3,---,---,
Estribor,07:37:35,523,1,28,3,---,---,
Estribor,07:38:00,523,1,29,2,---,---,
Estribor,07:38:25,523,0,29,5,---,---,
Estribor,07:38:50,522,8,30,6,---,---,
Estribor,07:39:15,522,7,29,9,---,---,
Estribor,07:39:41,523,0,---,---,---,---,
Estribor,07:40:05,522,5,29,3,---,---,
Estribor,07:40:29,522,1,28,8,---,---,
Estribor,07:40:54,522,4,28,4,---,---,
Estribor,07:41:20,522,5,27,9,---,---,
Estribor,07:41:46,522,4,32,4,---,---,
Estribor,07:42:11,522,6,27,5,---,---,
Estribor,07:42:36,523,0,27,8,---,---,
Estribor,07:43:01,522,9,27,7,---,---,
Estribor,07:43:26,522,7,28,2,---,---,
Estribor,07:43:51,522,5,28,0,---,---,
Estribor,07:44:16,522,7,27,3,---,---,
Estribor,07:44:41,523,2,26,8,---,---,
Estribor,07:45:06,522,8,27,4,---,---,
Estribor,07:45:31,522,8,28,4,---,---,
Estribor,07:45:57,523,3,27,2,---,---,
Estribor,07:46:22,522,8,26,1,---,---,
Estribor,07:46:47,522,8,26,2,---,---,
Estribor,07:47:12,522,9,26,7,---,---,
Estribor,07:47:38,523,3,26,5,---,---,
Estribor,07:48:03,523,1,26,0,---,---,
Estribor,07:48:28,522,9,26,3,---,---,
Estribor,07:48:53,523,2,25,9,---,---,
Estribor,07:49:18,523,1,25,9,---,---,
Estribor,07:49:43,523,0,26,1,---,---,
Estribor,07:50:08,523,3,---,---,---,---,
Estribor,07:50:33,522,9,25,9,---,---,
