Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,06:33:15,---,---,---,---,---,---,
Capturas 1,06:33:42,---,---,---,---,---,---,
Capturas 1,06:34:06,---,---,---,---,---,---,
Capturas 1,06:34:31,---,---,---,---,---,---,
Capturas 1,06:34:57,---,---,---,---,---,---,
Capturas 1,06:35:25,---,---,---,---,---,---,
Capturas 1,06:35:52,---,---,---,---,---,---,
Capturas 1,06:36:18,---,---,---,---,---,---,
Capturas 1,06:36:42,---,---,---,---,---,---,
Capturas 1,06:37:10,---,---,---,---,---,---,
Capturas 1,06:37:36,---,---,---,---,---,---,
Capturas 1,06:37:59,---,---,---,---,---,---,
Capturas 1,06:38:26,---,---,---,---,---,---,
Capturas 1,06:38:52,---,---,---,---,---,---,
Capturas 1,06:39:20,---,---,---,---,---,---,
Capturas 1,06:39:47,---,---,---,---,---,---,
Capturas 1,06:40:14,---,---,---,---,---,---,
Capturas 1,06:40:40,---,---,---,---,---,---,
Capturas 1,06:41:04,---,---,---,---,---,---,
Capturas 1,06:41:29,---,---,---,---,---,---,
Capturas 1,06:41:54,---,---,---,---,---,---,
Capturas 1,06:42:19,---,---,---,---,---,---,
Capturas 1,06:42:44,---,---,---,---,---,---,
Capturas 1,06:43:11,---,---,---,---,---,---,
Capturas 1,06:43:38,---,---,---,---,---,---,
Capturas 1,06:44:04,---,---,---,---,---,---,
Capturas 1,06:44:31,---,---,---,---,---,---,
Capturas 1,06:44:54,---,---,---,---,---,---,
Capturas 1,06:45:20,---,---,---,---,---,---,
Capturas 1,06:45:46,---,---,---,---,---,---,
Capturas 1,06:46:11,---,---,---,---,---,---,
Capturas 1,06:46:37,---,---,---,---,---,---,
Capturas 1,06:47:00,---,---,---,---,---,---,
Capturas 1,06:47:26,---,---,---,---,---,---,
Capturas 1,06:47:50,---,---,---,---,---,---,
Capturas 1,06:48:15,---,---,---,---,---,---,
Capturas 1,06:48:42,---,---,---,---,---,---,
Capturas 1,06:49:08,---,---,---,---,---,---,
Capturas 1,06:49:38,---,---,---,---,---,---,
Capturas 1,06:50:00,---,---,---,---,---,---,
Capturas 1,06:50:24,---,---,---,---,---,---,
Capturas 1,06:50:49,---,---,---,---,---,---,
Capturas 1,06:51:15,---,---,---,---,---,---,
Capturas 1,06:51:38,---,---,---,---,---,---,
Capturas 1,06:52:04,---,---,---,---,---,---,
Capturas 1,06:52:28,---,---,---,---,---,---,
Capturas 1,06:52:55,---,---,---,---,---,---,
Capturas 1,06:53:23,---,---,---,---,---,---,
Capturas 1,06:53:49,---,---,---,---,---,---,
Capturas 1,06:54:18,---,---,---,---,---,---,
Capturas 1,06:54:44,---,---,---,---,---,---,
Capturas 1,06:55:13,---,---,---,---,---,---,
Capturas 1,06:55:39,---,---,---,---,---,---,
Capturas 1,06:56:04,---,---,---,---,---,---,
Capturas 1,06:56:29,---,---,---,---,---,---,
Capturas 1,06:56:52,---,---,---,---,---,---,
Capturas 1,06:57:16,---,---,---,---,---,---,
Capturas 1,06:57:46,---,---,---,---,---,---,
Capturas 1,06:58:13,---,---,---,---,---,---,
Capturas 1,06:58:39,---,---,---,---,---,---,
Capturas 1,06:59:02,---,---,---,---,---,---,
Capturas 1,06:59:32,---,---,---,---,---,---,
Capturas 1,06:59:59,---,---,---,---,---,---,
Capturas 1,07:00:22,---,---,---,---,---,---,
Capturas 1,07:00:47,---,---,---,---,---,---,
Capturas 1,07:01:12,---,---,---,---,---,---,
Capturas 1,07:01:39,---,---,---,---,---,---,
Capturas 1,07:02:07,---,---,---,---,---,---,
Capturas 1,07:02:30,---,---,---,---,---,---,
Capturas 1,07:02:55,---,---,---,---,---,---,
Capturas 1,07:03:18,---,---,---,---,---,---,
Capturas 1,07:03:41,---,---,---,---,---,---,
Capturas 1,07:04:05,---,---,---,---,---,---,
Capturas 1,07:04:30,---,---,---,---,---,---,
Capturas 1,07:04:54,---,---,---,---,---,---,
Capturas 1,07:05:19,---,---,---,---,---,---,
Capturas 1,07:05:44,---,---,---,---,---,---,
Capturas 1,07:06:07,---,---,---,---,---,---,
Capturas 1,07:06:31,---,---,---,---,---,---,
Capturas 1,07:06:55,---,---,---,---,---,---,
Capturas 1,07:07:21,---,---,---,---,---,---,
Capturas 1,07:07:44,---,---,---,---,---,---,
Capturas 1,07:08:10,---,---,---,---,---,---,
Capturas 1,07:08:33,---,---,---,---,---,---,
Capturas 1,07:08:58,---,---,---,---,---,---,
Capturas 1,07:09:26,---,---,---,---,---,---,
Capturas 1,07:09:51,---,---,---,---,---,---,
Capturas 1,07:10:18,---,---,---,---,---,---,
Capturas 1,07:10:46,---,---,---,---,---,---,
Capturas 1,07:11:12,---,---,---,---,---,---,
Capturas 1,07:11:37,---,---,---,---,---,---,
Capturas 1,07:12:03,---,---,---,---,---,---,
Capturas 1,07:12:28,---,---,---,---,---,---,
Capturas 1,07:12:52,---,---,---,---,---,---,
Capturas 1,07:13:16,943,1,---,---,---,---,
Capturas 1,07:13:41,---,---,---,---,---,---,
Capturas 1,07:14:07,---,---,---,---,---,---,
Capturas 1,07:14:30,---,---,---,---,---,---,
Capturas 1,07:14:57,---,---,---,---,---,---,
Capturas 1,07:15:20,---,---,---,---,---,---,
