Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,10:56:54,1393,5,---,---,---,---,
Estribor,10:57:16,---,---,---,---,---,---,
Estribor,10:57:47,---,---,---,---,---,---,
Estribor,10:58:09,773,4,37,4,---,---,
Estribor,10:58:39,---,---,---,---,---,---,
Estribor,10:59:04,773,1,39,0,---,---,
Estribor,10:59:27,773,2,---,---,---,---,
Estribor,10:59:48,773,8,38,6,---,---,
Estribor,11:00:11,773,7,---,---,---,---,
Estribor,11:00:35,773,2,---,---,---,---,
Estribor,11:01:01,---,---,---,---,---,---,
Estribor,11:01:26,773,5,37,5,---,---,
Estribor,11:01:48,773,1,37,0,---,---,
Estribor,11:02:11,774,4,37,7,---,---,
Estribor,11:02:40,---,---,---,---,---,---,
Estribor,11:03:02,773,8,38,1,---,---,
Estribor,11:03:25,775,0,37,0,---,---,
Estribor,11:03:55,---,---,---,---,---,---,
Estribor,11:04:16,860,7,---,---,---,---,
Estribor,11:04:38,---,37,8,---,---,---,
Estribor,11:05:04,773,3,---,---,---,---,
Estribor,11:05:24,774,1,37,1,---,---,
Estribor,11:05:49,773,7,37,7,---,---,
Estribor,11:06:11,774,0,37,4,---,---,
Estribor,11:06:34,774,2,35,2,---,---,
Estribor,11:07:01,---,---,---,---,---,---,
Estribor,11:07:21,773,9,34,6,---,---,
Estribor,11:07:42,774,5,36,1,---,---,
Estribor,11:08:06,774,4,35,9,---,---,
Estribor,11:08:28,773,8,35,1,---,---,
Estribor,11:08:52,774,1,---,---,---,---,
Estribor,11:09:14,773,7,35,3,---,---,
Estribor,11:09:37,774,0,36,1,---,---,
Estribor,11:10:03,773,7,---,---,---,---,
Estribor,11:10:25,773,7,35,1,---,---,
Estribor,11:10:50,773,2,33,8,---,---,
Estribor,11:11:13,773,4,34,2,---,---,
Estribor,11:11:38,773,5,34,7,---,---,
Estribor,11:12:05,---,---,---,---,---,---,
Estribor,11:12:26,774,3,34,1,---,---,
Estribor,11:12:50,773,9,---,---,---,---,
Estribor,11:13:12,773,2,34,1,---,---,
Estribor,11:13:38,774,2,33,2,---,---,
Estribor,11:14:03,773,3,34,4,---,---,
Estribor,11:14:27,773,4,---,---,---,---,
Estribor,11:14:52,---,---,---,---,---,---,
