Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Cabecera altura,16:53:19,---,---,---,---,---,---,
Cabecera altura,16:53:44,1414,6,---,---,---,---,
Cabecera altura,16:54:13,---,---,---,---,---,---,
Cabecera altura,16:54:42,---,---,---,---,---,---,
Cabecera altura,16:55:09,---,---,---,---,---,---,
Cabecera altura,16:55:36,---,---,---,---,---,---,
Cabecera altura,16:56:04,2956,2,---,---,---,---,
Cabecera altura,16:56:34,---,---,---,---,---,---,
Cabecera altura,16:57:03,---,---,---,---,---,---,
Cabecera altura,16:57:28,---,---,---,---,---,---,
Cabecera altura,16:57:57,---,---,---,---,---,---,
Cabecera altura,16:58:24,---,---,---,---,---,---,
Cabecera altura,16:58:51,---,---,---,---,---,---,
Cabecera altura,16:59:21,---,---,---,---,---,---,
Cabecera altura,16:59:48,---,---,---,---,---,---,
Cabecera altura,17:00:15,---,---,---,---,---,---,
Cabecera altura,17:00:40,---,---,---,---,---,---,
Cabecera altura,17:01:10,---,---,---,---,---,---,
Cabecera altura,17:01:38,---,---,---,---,---,---,
Cabecera altura,17:02:06,---,---,---,---,---,---,
Cabecera altura,17:02:35,---,---,---,---,---,---,
Cabecera altura,17:03:04,---,---,---,---,---,---,
Cabecera altura,17:03:33,---,---,---,---,---,---,
Cabecera altura,17:03:59,---,---,---,---,---,---,
Cabecera altura,17:04:25,---,---,---,---,---,---,
Cabecera altura,17:04:55,---,---,---,---,---,---,
Cabecera altura,17:05:23,---,---,---,---,---,---,
Cabecera altura,17:05:52,---,---,---,---,---,---,
Cabecera altura,17:06:20,---,---,---,---,---,---,
Cabecera altura,17:06:48,---,---,---,---,---,---,
Cabecera altura,17:07:15,1634,3,---,---,---,---,
Cabecera altura,17:07:43,---,---,---,---,---,---,
Cabecera altura,17:08:11,---,---,---,---,---,---,
Cabecera altura,17:08:38,---,---,---,---,---,---,
Cabecera altura,17:09:05,---,---,---,---,---,---,
Cabecera altura,17:09:30,---,---,---,---,---,---,
Cabecera altura,17:09:59,---,---,---,---,---,---,
Cabecera altura,17:10:27,---,---,---,---,---,---,
Cabecera altura,17:10:56,---,---,---,---,---,---,
Cabecera altura,17:11:26,---,---,---,---,---,---,
Cabecera altura,17:11:52,1806,0,28,9,---,---,
Cabecera altura,17:12:19,---,---,---,---,---,---,
Cabecera altura,17:12:49,---,---,---,---,---,---,
Cabecera altura,17:13:13,---,---,---,---,---,---,
Cabecera altura,17:13:43,---,---,---,---,---,---,
Cabecera altura,17:14:13,---,---,---,---,---,---,
Cabecera altura,17:14:42,---,---,---,---,---,---,
Cabecera altura,17:15:08,---,---,---,---,---,---,
Cabecera altura,17:15:38,---,---,---,---,---,---,
Cabecera altura,17:16:02,1138,6,---,---,---,---,
Cabecera altura,17:16:26,---,---,---,---,---,---,
Cabecera altura,17:16:52,2024,3,50,1,---,---,
Cabecera altura,17:17:18,---,---,---,---,---,---,
Cabecera altura,17:17:45,---,---,---,---,---,---,
Cabecera altura,17:18:12,---,---,---,---,---,---,
Cabecera altura,17:18:37,---,---,---,---,---,---,
Cabecera altura,17:19:04,---,---,---,---,---,---,
Cabecera altura,17:19:34,---,---,---,---,---,---,
Cabecera altura,17:20:02,---,---,---,---,---,---,
Cabecera altura,17:20:31,---,---,---,---,---,---,
Cabecera altura,17:20:59,---,---,---,---,---,---,
Cabecera altura,17:21:23,1806,1,28,5,---,---,
Cabecera altura,17:21:51,---,---,---,---,---,---,
Cabecera altura,17:22:18,---,---,---,---,---,---,
Cabecera altura,17:22:45,---,---,---,---,---,---,
Cabecera altura,17:23:13,---,---,---,---,---,---,
Cabecera altura,17:23:43,---,---,---,---,---,---,
Cabecera altura,17:24:10,---,---,---,---,---,---,
Cabecera altura,17:24:38,---,---,---,---,---,---,
Cabecera altura,17:25:04,---,---,---,---,---,---,
Cabecera altura,17:25:31,---,---,---,---,---,---,
Cabecera altura,17:25:59,---,---,---,---,---,---,
Cabecera altura,17:26:28,---,---,---,---,---,---,
Cabecera altura,17:26:58,---,---,---,---,---,---,
Cabecera altura,17:27:21,107,4,---,---,---,---,
Cabecera altura,17:27:50,---,---,---,---,---,---,
Cabecera altura,17:28:16,---,---,---,---,---,---,
Cabecera altura,17:28:43,---,---,---,---,---,---,
Cabecera altura,17:29:09,1870,2,70,3,---,---,
Cabecera altura,17:29:39,---,---,---,---,---,---,
Cabecera altura,17:30:04,---,---,---,---,---,---,
Cabecera altura,17:30:34,---,---,---,---,---,---,
Cabecera altura,17:31:03,---,---,---,---,---,---,
Cabecera altura,17:31:29,---,---,---,---,---,---,
Cabecera altura,17:31:59,---,---,---,---,---,---,
Cabecera altura,17:32:27,---,---,---,---,---,---,
Cabecera altura,17:32:55,2014,6,---,---,---,---,
Cabecera altura,17:33:25,---,---,---,---,---,---,
Cabecera altura,17:33:54,---,---,---,---,---,---,
Cabecera altura,17:34:24,---,---,---,---,---,---,
Cabecera altura,17:34:53,---,---,---,---,---,---,
Cabecera altura,17:35:19,---,---,---,---,---,---,
Cabecera altura,17:35:49,---,---,---,---,---,---,
Cabecera altura,17:36:17,2023,3,---,---,---,---,
Cabecera altura,17:36:47,---,---,---,---,---,---,
Cabecera altura,17:37:12,---,---,---,---,---,---,
Cabecera altura,17:37:41,---,---,---,---,---,---,
Cabecera altura,17:38:08,---,---,---,---,---,---,
Cabecera altura,17:38:37,2331,7,---,---,---,---,
Cabecera altura,17:39:03,---,---,---,---,---,---,
Cabecera altura,17:39:33,---,---,---,---,---,---,
Cabecera altura,17:40:02,---,---,---,---,---,---,
Cabecera altura,17:40:31,---,---,---,---,---,---,
Cabecera altura,17:41:01,---,---,---,---,---,---,
Cabecera altura,17:41:28,---,---,---,---,---,---,
Cabecera altura,17:41:57,---,---,---,---,---,---,
Cabecera altura,17:42:24,---,---,---,---,---,---,
Cabecera altura,17:42:50,---,---,---,---,---,---,
Cabecera altura,17:43:20,---,---,---,---,---,---,
Cabecera altura,17:43:49,2026,9,---,---,---,---,
Cabecera altura,17:44:16,---,---,---,---,---,---,
Cabecera altura,17:44:46,---,---,---,---,---,---,
Cabecera altura,17:45:13,---,---,---,---,---,---,
Cabecera altura,17:45:42,---,---,---,---,---,---,
Cabecera altura,17:46:12,---,---,---,---,---,---,
Cabecera altura,17:46:38,---,---,---,---,---,---,
Cabecera altura,17:47:08,---,---,---,---,---,---,
Cabecera altura,17:47:36,---,---,---,---,---,---,
Cabecera altura,17:48:05,---,---,---,---,---,---,
Cabecera altura,17:48:35,---,---,---,---,---,---,
Cabecera altura,17:49:04,---,---,---,---,---,---,
Cabecera altura,17:49:33,---,---,---,---,---,---,
Cabecera altura,17:50:03,---,---,---,---,---,---,
Cabecera altura,17:50:32,---,---,---,---,---,---,
Cabecera altura,17:51:03,---,---,---,---,---,---,
Cabecera altura,17:51:29,548,2,---,---,---,---,
Cabecera altura,17:51:53,---,---,---,---,---,---,
Cabecera altura,17:52:24,---,---,---,---,---,---,
Cabecera altura,17:52:53,---,---,---,---,---,---,
Cabecera altura,17:53:20,---,---,---,---,---,---,
Cabecera altura,17:53:51,---,---,---,---,---,---,
Cabecera altura,17:54:17,---,---,---,---,---,---,
Cabecera altura,17:54:47,---,---,---,---,---,---,
Cabecera altura,17:55:16,---,---,---,---,---,---,
Cabecera altura,17:55:43,492,1,---,---,---,---,
Cabecera altura,17:56:13,---,---,---,---,---,---,
Cabecera altura,17:56:37,---,---,---,---,---,---,
Cabecera altura,17:57:07,---,---,---,---,---,---,
Cabecera altura,17:57:33,---,---,---,---,---,---,
Cabecera altura,17:58:02,---,---,---,---,---,---,
Cabecera altura,17:58:31,---,---,---,---,---,---,
Cabecera altura,17:59:01,---,---,---,---,---,---,
Cabecera altura,17:59:29,---,---,---,---,---,---,
Cabecera altura,17:59:59,---,---,---,---,---,---,
Cabecera altura,18:00:24,2024,0,48,9,---,---,
Cabecera altura,18:00:51,---,---,---,---,---,---,
Cabecera altura,18:01:20,---,---,---,---,---,---,
Cabecera altura,18:01:49,---,---,---,---,---,---,
Cabecera altura,18:02:18,---,---,---,---,---,---,
Cabecera altura,18:02:46,---,---,---,---,---,---,
Cabecera altura,18:03:15,---,---,---,---,---,---,
Cabecera altura,18:03:44,---,---,---,---,---,---,
Cabecera altura,18:04:13,---,---,---,---,---,---,
Cabecera altura,18:04:43,---,---,---,---,---,---,
Cabecera altura,18:05:12,---,---,---,---,---,---,
Cabecera altura,18:05:41,---,---,---,---,---,---,
Cabecera altura,18:06:09,---,---,---,---,---,---,
Cabecera altura,18:06:38,---,---,---,---,---,---,
Cabecera altura,18:07:07,---,---,---,---,---,---,
Cabecera altura,18:07:38,---,---,---,---,---,---,
Cabecera altura,18:08:06,---,---,---,---,---,---,
Cabecera altura,18:08:35,---,---,---,---,---,---,
Cabecera altura,18:09:04,---,---,---,---,---,---,
Cabecera altura,18:09:32,---,---,---,---,---,---,
Cabecera altura,18:10:01,---,---,---,---,---,---,
Cabecera altura,18:10:28,---,---,---,---,---,---,
Cabecera altura,18:10:57,---,---,---,---,---,---,
Cabecera altura,18:11:25,---,---,---,---,---,---,
Cabecera altura,18:11:52,---,---,---,---,---,---,
Cabecera altura,18:12:21,---,---,---,---,---,---,
Cabecera altura,18:12:51,---,---,---,---,---,---,
Cabecera altura,18:13:20,---,---,---,---,---,---,
Cabecera altura,18:13:40,198,2,---,---,---,---,
Cabecera altura,18:14:10,---,---,---,---,---,---,
Cabecera altura,18:14:36,---,---,---,---,---,---,
Cabecera altura,18:15:06,---,---,---,---,---,---,
Cabecera altura,18:15:35,---,---,---,---,---,---,
Cabecera altura,18:16:03,---,---,---,---,---,---,
Cabecera altura,18:16:33,---,---,---,---,---,---,
Cabecera altura,18:17:01,---,---,---,---,---,---,
Cabecera altura,18:17:31,---,---,---,---,---,---,
Cabecera altura,18:17:55,760,7,---,---,---,---,
Cabecera altura,18:18:23,---,---,---,---,---,---,
Cabecera altura,18:18:52,---,---,---,---,---,---,
Cabecera altura,18:19:20,---,---,---,---,---,---,
Cabecera altura,18:19:49,---,---,---,---,---,---,
Cabecera altura,18:20:19,---,---,---,---,---,---,
Cabecera altura,18:20:48,---,---,---,---,---,---,
Cabecera altura,18:21:16,---,---,---,---,---,---,
Cabecera altura,18:21:46,---,---,---,---,---,---,
Cabecera altura,18:22:13,1077,7,---,---,---,---,
Cabecera altura,18:22:37,---,---,---,---,---,---,
Cabecera altura,18:23:04,---,---,---,---,---,---,
Cabecera altura,18:23:34,---,---,---,---,---,---,
Cabecera altura,18:24:00,---,---,---,---,---,---,
Cabecera altura,18:24:29,---,---,---,---,---,---,
Cabecera altura,18:24:56,---,---,---,---,---,---,
Cabecera altura,18:25:23,---,---,---,---,---,---,
Cabecera altura,18:25:49,---,---,---,---,---,---,
Cabecera altura,18:26:17,---,---,---,---,---,---,
Cabecera altura,18:26:47,---,---,---,---,---,---,
Cabecera altura,18:27:16,---,---,---,---,---,---,
Cabecera altura,18:27:46,---,---,---,---,---,---,
Cabecera altura,18:28:15,---,---,---,---,---,---,
Cabecera altura,18:28:44,---,---,---,---,---,---,
Cabecera altura,18:29:14,---,---,---,---,---,---,
Cabecera altura,18:29:43,---,---,---,---,---,---,
Cabecera altura,18:30:12,---,---,---,---,---,---,
Cabecera altura,18:30:35,---,---,---,---,---,---,
Cabecera altura,18:31:02,---,---,---,---,---,---,
Cabecera altura,18:31:31,---,---,---,---,---,---,
Cabecera altura,18:31:59,---,---,---,---,---,---,
Cabecera altura,18:32:25,---,---,---,---,---,---,
Cabecera altura,18:32:52,---,---,---,---,---,---,
Cabecera altura,18:33:20,---,---,---,---,---,---,
Cabecera altura,18:33:47,---,---,---,---,---,---,
Cabecera altura,18:34:15,---,---,---,---,---,---,
Cabecera altura,18:34:44,---,---,---,---,---,---,
Cabecera altura,18:35:13,---,---,---,---,---,---,
Cabecera altura,18:35:42,---,---,---,---,---,---,
Cabecera altura,18:36:10,---,---,---,---,---,---,
Cabecera altura,18:36:40,---,---,---,---,---,---,
Cabecera altura,18:37:05,925,7,---,---,---,---,
Cabecera altura,18:37:33,---,---,---,---,---,---,
Cabecera altura,18:38:02,---,---,---,---,---,---,
Cabecera altura,18:38:31,---,---,---,---,---,---,
Cabecera altura,18:39:00,---,---,---,---,---,---,
Cabecera altura,18:39:29,---,---,---,---,---,---,
Cabecera altura,18:39:59,---,---,---,---,---,---,
Cabecera altura,18:40:28,---,---,---,---,---,---,
Cabecera altura,18:40:58,---,---,---,---,---,---,
Cabecera altura,18:41:28,---,---,---,---,---,---,
Cabecera altura,18:41:54,---,---,---,---,---,---,
Cabecera altura,18:42:22,---,---,---,---,---,---,
Cabecera altura,18:42:51,---,---,---,---,---,---,
Cabecera altura,18:43:21,---,---,---,---,---,---,
Cabecera altura,18:43:50,---,---,---,---,---,---,
Cabecera altura,18:44:17,---,---,---,---,---,---,
Cabecera altura,18:44:46,---,---,---,---,---,---,
Cabecera altura,18:45:16,---,---,---,---,---,---,
Cabecera altura,18:45:45,---,---,---,---,---,---,
Cabecera altura,18:46:15,---,---,---,---,---,---,
Cabecera altura,18:46:44,---,---,---,---,---,---,
Cabecera altura,18:47:13,---,---,---,---,---,---,
Cabecera altura,18:47:41,---,---,---,---,---,---,
Cabecera altura,18:48:10,---,---,---,---,---,---,
Cabecera altura,18:48:39,---,---,---,---,---,---,
Cabecera altura,18:49:09,---,---,---,---,---,---,
Cabecera altura,18:49:35,540,6,---,---,---,---,
