Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,06:04:13,---,---,---,---,---,---,
Estribor,06:04:34,---,---,---,---,---,---,
Estribor,06:05:03,---,---,---,---,---,---,
Estribor,06:05:33,---,---,---,---,---,---,
Estribor,06:05:59,734,8,9,6,---,---,
Estribor,06:06:22,758,0,9,1,---,---,
Estribor,06:06:52,---,---,---,---,---,---,
Estribor,06:07:15,758,0,9,1,---,---,
Estribor,06:07:41,757,7,---,---,---,---,
Estribor,06:08:04,758,5,---,---,---,---,
Estribor,06:08:28,761,4,---,---,---,---,
Estribor,06:08:55,---,---,---,---,---,---,
Estribor,06:09:19,757,5,33,8,---,---,
Estribor,06:09:46,---,---,---,---,---,---,
Estribor,06:10:11,758,7,---,---,---,---,
Estribor,06:10:36,758,3,36,0,---,---,
Estribor,06:11:01,758,9,---,---,---,---,
Estribor,06:11:27,---,---,---,---,---,---,
Estribor,06:11:51,758,9,39,2,---,---,
Estribor,06:12:17,759,9,36,7,---,---,
Estribor,06:12:43,---,---,---,---,---,---,
Estribor,06:13:09,---,---,---,---,---,---,
Estribor,06:13:32,844,6,---,---,---,---,
Estribor,06:13:54,---,38,1,---,---,---,
Estribor,06:14:20,---,---,---,---,---,---,
Estribor,06:14:43,759,4,---,---,---,---,
Estribor,06:15:05,758,3,37,4,---,---,
Estribor,06:15:34,---,---,---,---,---,---,
Estribor,06:15:55,759,1,37,0,---,---,
Estribor,06:16:21,---,---,---,---,---,---,
Estribor,06:16:45,---,---,---,---,---,---,
Estribor,06:17:07,759,0,---,---,---,---,
Estribor,06:17:31,758,8,37,3,---,---,
Estribor,06:17:59,---,---,---,---,---,---,
Estribor,06:18:20,757,9,---,---,---,---,
Estribor,06:18:44,758,0,36,8,---,---,
Estribor,06:19:11,---,---,---,---,---,---,
Estribor,06:19:34,842,0,---,---,---,---,
Estribor,06:19:59,---,---,---,---,---,---,
Estribor,06:20:27,---,---,---,---,---,---,
Estribor,06:20:48,759,1,37,4,---,---,
Estribor,06:21:13,758,6,---,---,---,---,
Estribor,06:21:39,758,9,---,---,---,---,
Estribor,06:22:04,---,---,---,---,---,---,
Estribor,06:22:25,758,7,36,1,---,---,
Estribor,06:22:54,---,---,---,---,---,---,
Estribor,06:23:15,758,2,35,9,---,---,
Estribor,06:23:40,---,---,---,---,---,---,
Estribor,06:24:03,759,6,---,---,---,---,
Estribor,06:24:25,758,0,34,4,---,---,
Estribor,06:24:48,757,7,35,7,---,---,
Estribor,06:25:11,759,2,34,0,---,---,
Estribor,06:25:41,---,---,---,---,---,---,
Estribor,06:26:08,---,---,---,---,---,---,
