Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,10:01:05,732,1,Off,---,---,---,
Capturas 1,10:01:29,731,7,Off,---,---,---,
Capturas 1,10:01:52,731,7,Off,---,---,---,
Capturas 1,10:02:14,732,0,Off,---,---,---,
Capturas 1,10:02:38,732,0,Off,---,---,---,
Capturas 1,10:03:02,731,9,Off,---,---,---,
Capturas 1,10:03:25,731,9,Off,---,---,---,
Capturas 1,10:03:49,731,7,Off,---,---,---,
Capturas 1,10:04:12,731,7,Off,---,---,---,
Capturas 1,10:04:35,731,9,Off,---,---,---,
Capturas 1,10:05:03,---,---,---,---,---,---,
Capturas 1,10:05:24,731,8,Off,---,---,---,
Capturas 1,10:05:47,732,0,Off,---,---,---,
Capturas 1,10:06:11,732,0,Off,---,---,---,
Capturas 1,10:06:35,731,9,Off,---,---,---,
Capturas 1,10:06:58,732,0,Off,---,---,---,
Capturas 1,10:07:23,731,9,Off,---,---,---,
Capturas 1,10:07:47,731,8,Off,---,---,---,
Capturas 1,10:08:11,732,2,Off,---,---,---,
Capturas 1,10:08:34,731,7,Off,---,---,---,
Capturas 1,10:08:58,731,7,Off,---,---,---,
Capturas 1,10:09:22,732,1,---,---,---,---,
Capturas 1,10:09:43,731,7,Off,---,---,---,
Capturas 1,10:10:07,731,6,Off,---,---,---,
Capturas 1,10:10:31,731,1,Off,---,---,---,
Capturas 1,10:10:54,731,5,Off,---,---,---,
Capturas 1,10:11:18,731,5,Off,---,---,---,
Capturas 1,10:11:42,731,3,Off,---,---,---,
Capturas 1,10:12:05,731,7,Off,---,---,---,
Capturas 1,10:12:29,731,6,Off,---,---,---,
Capturas 1,10:12:52,731,9,Off,---,---,---,
Capturas 1,10:13:19,---,---,---,---,---,---,
Capturas 1,10:13:40,730,9,Off,---,---,---,
Capturas 1,10:14:04,731,2,Off,---,---,---,
Capturas 1,10:14:27,732,0,Off,---,---,---,
Capturas 1,10:14:51,742,9,Off,---,---,---,
Capturas 1,10:15:15,754,3,Off,---,---,---,
Capturas 1,10:15:39,763,1,---,---,---,---,
Capturas 1,10:16:01,767,9,Off,---,---,---,
Capturas 1,10:16:26,767,6,Off,---,---,---,
Capturas 1,10:16:49,767,6,Off,---,---,---,
Capturas 1,10:17:13,767,5,Off,---,---,---,
Capturas 1,10:17:35,767,7,Off,---,---,---,
Capturas 1,10:17:58,767,9,Off,---,---,---,
Capturas 1,10:18:23,768,2,---,---,---,---,
Capturas 1,10:18:43,772,5,Off,---,---,---,
Capturas 1,10:19:08,785,7,Off,---,---,---,
Capturas 1,10:19:29,797,2,Off,---,---,---,
Capturas 1,10:19:52,803,1,Off,---,---,---,
