Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Door Heel,10:57:10,774,0,59,9,---,---,
Starboard Door Heel,10:57:40,---,---,---,---,---,---,
Starboard Door Heel,10:58:05,772,2,---,---,---,---,
Starboard Door Heel,10:58:32,---,---,---,---,---,---,
Starboard Door Heel,10:58:58,772,7,64,4,---,---,
Starboard Door Heel,10:59:22,772,5,---,---,---,---,
Starboard Door Heel,10:59:44,772,4,---,---,---,---,
Starboard Door Heel,11:00:04,772,1,67,1,---,---,
Starboard Door Heel,11:00:30,---,---,---,---,---,---,
Starboard Door Heel,11:00:52,773,4,67,7,---,---,
Starboard Door Heel,11:01:20,773,3,70,9,---,---,
Starboard Door Heel,11:01:44,773,1,---,---,---,---,
Starboard Door Heel,11:02:07,772,1,---,---,---,---,
Starboard Door Heel,11:02:30,---,28,7,---,---,---,
Starboard Door Heel,11:02:58,---,---,---,---,---,---,
Starboard Door Heel,11:03:20,771,7,---,---,---,---,
Starboard Door Heel,11:03:47,---,---,---,---,---,---,
Starboard Door Heel,11:04:11,778,6,---,---,---,---,
Starboard Door Heel,11:04:34,771,9,---,---,---,---,
Starboard Door Heel,11:04:57,772,2,47,3,---,---,
Starboard Door Heel,11:05:18,772,5,45,6,---,---,
Starboard Door Heel,11:05:45,---,---,---,---,---,---,
Starboard Door Heel,11:06:07,773,6,---,---,---,---,
Starboard Door Heel,11:06:28,772,9,47,2,---,---,
Starboard Door Heel,11:06:53,772,4,---,---,---,---,
Starboard Door Heel,11:07:16,773,1,---,---,---,---,
Starboard Door Heel,11:07:38,772,4,---,---,---,---,
Starboard Door Heel,11:08:00,776,2,46,9,---,---,
Starboard Door Heel,11:08:22,772,4,44,5,---,---,
Starboard Door Heel,11:08:45,774,4,47,2,---,---,
Starboard Door Heel,11:09:08,772,5,57,7,---,---,
Starboard Door Heel,11:09:31,772,5,50,6,---,---,
Starboard Door Heel,11:09:57,774,9,49,1,---,---,
Starboard Door Heel,11:10:19,773,0,64,0,---,---,
Starboard Door Heel,11:10:44,772,1,---,---,---,---,
Starboard Door Heel,11:11:07,772,7,55,2,---,---,
Starboard Door Heel,11:11:32,771,9,53,4,---,---,
Starboard Door Heel,11:11:56,773,2,55,8,---,---,
Starboard Door Heel,11:12:22,772,7,---,---,---,---,
Starboard Door Heel,11:12:43,772,6,45,9,---,---,
Starboard Door Heel,11:13:06,774,8,54,1,---,---,
Starboard Door Heel,11:13:34,---,---,---,---,---,---,
Starboard Door Heel,11:13:57,771,7,47,7,---,---,
Starboard Door Heel,11:14:20,772,0,58,6,---,---,
Starboard Door Heel,11:14:42,772,4,---,---,---,---,
Starboard Door Heel,11:15:08,772,4,---,---,---,---,
Starboard Door Heel,11:15:30,772,0,46,3,---,---,
Starboard Door Heel,11:15:58,---,---,---,---,---,---,
Starboard Door Heel,11:16:19,773,7,49,3,---,---,
Starboard Door Heel,11:16:42,773,2,40,1,---,---,
Starboard Door Heel,11:17:05,772,7,44,0,---,---,
Starboard Door Heel,11:17:28,772,6,44,4,---,---,
Starboard Door Heel,11:17:52,772,2,43,9,---,---,
Starboard Door Heel,11:18:16,775,7,44,3,---,---,
Starboard Door Heel,11:18:42,783,4,46,1,---,---,
Starboard Door Heel,11:19:10,---,---,---,---,---,---,
Starboard Door Heel,11:19:35,---,---,---,---,---,---,
Starboard Door Heel,11:19:59,808,5,42,9,---,---,
Starboard Door Heel,11:20:25,---,---,---,---,---,---,
Starboard Door Heel,11:20:47,808,4,44,8,---,---,
Starboard Door Heel,11:21:08,809,1,40,7,---,---,
Starboard Door Heel,11:21:36,808,4,---,---,---,---,
Starboard Door Heel,11:21:58,809,8,---,---,---,---,
Starboard Door Heel,11:22:21,808,2,45,9,---,---,
Starboard Door Heel,11:22:43,808,3,39,5,---,---,
Starboard Door Heel,11:23:05,808,9,38,9,---,---,
Starboard Door Heel,11:23:30,809,5,38,8,---,---,
Starboard Door Heel,11:23:52,808,5,40,4,---,---,
Starboard Door Heel,11:24:15,808,5,37,9,---,---,
Starboard Door Heel,11:24:42,808,9,---,---,---,---,
Starboard Door Heel,11:25:06,809,2,37,7,---,---,
Starboard Door Heel,11:25:32,811,0,36,9,---,---,
Starboard Door Heel,11:25:57,809,4,38,9,---,---,
Starboard Door Heel,11:26:20,809,3,---,---,---,---,
Starboard Door Heel,11:26:42,809,4,41,9,---,---,
Starboard Door Heel,11:27:06,809,0,42,8,---,---,
Starboard Door Heel,11:27:34,---,---,---,---,---,---,
Starboard Door Heel,11:27:58,809,2,38,5,---,---,
Starboard Door Heel,11:28:23,808,2,---,---,---,---,
Starboard Door Heel,11:28:48,---,---,---,---,---,---,
Starboard Door Heel,11:29:09,808,9,40,1,---,---,
Starboard Door Heel,11:29:31,808,4,---,---,---,---,
Starboard Door Heel,11:29:53,809,1,40,5,---,---,
Starboard Door Heel,11:30:19,---,---,---,---,---,---,
Starboard Door Heel,11:30:43,808,4,---,---,---,---,
Starboard Door Heel,11:31:07,808,2,60,1,---,---,
Starboard Door Heel,11:31:29,808,2,62,1,---,---,
Starboard Door Heel,11:31:52,811,4,45,5,---,---,
Starboard Door Heel,11:32:20,---,---,---,---,---,---,
Starboard Door Heel,11:32:40,812,1,56,3,---,---,
Starboard Door Heel,11:33:04,809,0,---,---,---,---,
Starboard Door Heel,11:33:27,808,4,---,---,---,---,
Starboard Door Heel,11:33:53,807,7,---,---,---,---,
Starboard Door Heel,11:34:14,808,9,56,1,---,---,
Starboard Door Heel,11:34:38,811,4,---,---,---,---,
Starboard Door Heel,11:35:03,---,---,---,---,---,---,
Starboard Door Heel,11:35:24,808,9,43,2,---,---,
Starboard Door Heel,11:35:48,808,0,---,---,---,---,
Starboard Door Heel,11:36:08,809,5,51,9,---,---,
Starboard Door Heel,11:36:35,---,---,---,---,---,---,
Starboard Door Heel,11:36:58,---,---,---,---,---,---,
Starboard Door Heel,11:37:19,807,6,---,---,---,---,
Starboard Door Heel,11:37:41,813,6,---,---,---,---,
