Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,09:10:33,---,---,---,---,---,---,
Estribor,09:10:57,871,6,28,2,---,---,
Estribor,09:11:19,871,1,29,1,---,---,
Estribor,09:11:44,870,9,---,---,---,---,
Estribor,09:12:05,870,7,---,---,---,---,
Estribor,09:12:30,870,5,---,---,---,---,
Estribor,09:12:52,871,2,30,5,---,---,
Estribor,09:13:18,---,---,---,---,---,---,
Estribor,09:13:42,870,0,---,---,---,---,
Estribor,09:14:04,870,3,---,---,---,---,
Estribor,09:14:26,872,4,---,---,---,---,
Estribor,09:14:50,870,8,28,6,---,---,
Estribor,09:15:13,870,8,29,1,---,---,
Estribor,09:15:36,871,2,28,8,---,---,
Estribor,09:16:00,870,5,---,---,---,---,
Estribor,09:16:21,872,1,28,5,---,---,
Estribor,09:16:43,871,1,28,7,---,---,
Estribor,09:17:05,870,7,27,9,---,---,
Estribor,09:17:28,871,0,28,3,---,---,
Estribor,09:17:56,---,---,---,---,---,---,
Estribor,09:18:16,---,---,---,---,---,---,
Estribor,09:18:39,879,5,---,---,---,---,
Estribor,09:18:59,880,4,27,8,---,---,
Estribor,09:19:24,886,1,---,---,---,---,
Estribor,09:19:46,894,4,29,5,---,---,
Estribor,09:20:10,902,3,29,2,---,---,
Estribor,09:20:33,909,1,---,---,---,---,
Estribor,09:20:57,917,3,---,---,---,---,
Estribor,09:21:18,917,2,30,3,---,---,
Estribor,09:21:44,---,---,---,---,---,---,
Estribor,09:22:06,917,5,30,4,---,---,
Estribor,09:22:32,---,---,---,---,---,---,
Estribor,09:22:56,---,---,---,---,---,---,
Estribor,09:23:17,917,2,29,9,---,---,
Estribor,09:23:40,917,2,29,9,---,---,
Estribor,09:24:04,917,7,---,---,---,---,
Estribor,09:24:28,917,4,30,2,---,---,
Estribor,09:24:54,917,9,---,---,---,---,
Estribor,09:25:15,917,3,---,---,---,---,
Estribor,09:25:37,917,1,---,---,---,---,
Estribor,09:26:02,---,---,---,---,---,---,
Estribor,09:26:24,920,0,---,---,---,---,
Estribor,09:26:46,917,2,---,---,---,---,
Estribor,09:27:10,919,2,---,---,---,---,
Estribor,09:27:34,---,---,---,---,---,---,
Estribor,09:27:58,916,7,---,---,---,---,
Estribor,09:28:22,919,8,---,---,---,---,
Estribor,09:28:48,---,---,---,---,---,---,
Estribor,09:29:09,917,7,---,---,---,---,
Estribor,09:29:31,918,5,---,---,---,---,
Estribor,09:29:55,916,9,---,---,---,---,
Estribor,09:30:21,---,---,---,---,---,---,
Estribor,09:30:45,917,1,---,---,---,---,
Estribor,09:31:12,916,9,---,---,---,---,
Estribor,09:31:37,916,4,---,---,---,---,
Estribor,09:32:02,916,9,---,---,---,---,
Estribor,09:32:29,---,---,---,---,---,---,
Estribor,09:32:51,918,0,---,---,---,---,
Estribor,09:33:17,---,---,---,---,---,---,
Estribor,09:33:41,---,---,---,---,---,---,
Estribor,09:34:05,917,3,---,---,---,---,
Estribor,09:34:28,917,4,31,7,---,---,
Estribor,09:34:50,919,4,27,8,---,---,
Estribor,09:35:14,919,2,---,---,---,---,
Estribor,09:35:38,917,5,---,---,---,---,
Estribor,09:36:01,917,7,30,6,---,---,
Estribor,09:36:25,916,7,---,---,---,---,
Estribor,09:36:47,917,3,---,---,---,---,
Estribor,09:37:09,917,0,30,4,---,---,
Estribor,09:37:32,918,1,29,1,---,---,
Estribor,09:37:56,918,0,29,3,---,---,
Estribor,09:38:20,918,8,---,---,---,---,
Estribor,09:38:40,917,4,30,4,---,---,
Estribor,09:39:06,917,1,---,---,---,---,
Estribor,09:39:27,918,0,30,2,---,---,
Estribor,09:39:51,910,3,31,0,---,---,
Estribor,09:40:18,---,---,---,---,---,---,
Estribor,09:40:45,---,---,---,---,---,---,
Estribor,09:41:13,---,---,---,---,---,---,
Estribor,09:41:37,---,---,---,---,---,---,
Estribor,09:42:01,749,0,31,0,---,---,
Estribor,09:42:25,722,1,31,1,---,---,
Estribor,09:42:50,697,1,31,0,---,---,
Estribor,09:43:19,---,---,---,---,---,---,
Estribor,09:43:42,646,5,31,1,---,---,
Estribor,09:44:07,622,3,31,0,---,---,
Estribor,09:44:31,599,1,30,9,---,---,
Estribor,09:44:55,576,2,30,7,---,---,
Estribor,09:45:17,554,2,30,7,---,---,
Estribor,09:45:44,528,6,30,7,---,---,
Estribor,09:46:09,505,2,30,4,---,---,
Estribor,09:46:32,481,5,---,---,---,---,
Estribor,09:46:56,456,9,30,1,---,---,
Estribor,09:47:20,434,0,30,5,---,---,
Estribor,09:47:42,411,4,31,1,---,---,
Estribor,09:48:07,385,6,---,---,---,---,
Estribor,09:48:30,358,6,25,9,---,---,
Estribor,09:48:53,330,9,21,7,---,---,
Estribor,09:49:17,301,9,17,3,---,---,
Estribor,09:49:45,---,---,---,---,---,---,
Estribor,09:50:06,242,0,13,5,---,---,
Estribor,09:50:29,212,7,13,0,---,---,
Estribor,09:50:53,183,8,13,5,---,---,
Estribor,09:51:17,158,5,12,5,---,---,
Estribor,09:51:40,132,7,11,4,---,---,
Estribor,09:52:05,106,2,9,4,---,---,
Estribor,09:52:30,81,2,9,0,---,---,
Estribor,09:52:55,58,7,9,1,---,---,
Estribor,09:53:19,35,7,8,5,---,---,
