Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Abertura Vertical,02:26:31,138,8,11,3,---,---,
Abertura Vertical,02:26:54,---,15,6,---,---,---,
Abertura Vertical,02:27:18,237,1,18,2,---,---,
Abertura Vertical,02:27:42,---,19,9,---,---,---,
Abertura Vertical,02:28:05,347,6,20,5,---,---,
Abertura Vertical,02:28:29,---,22,2,---,---,---,
Abertura Vertical,02:28:53,470,1,24,6,---,---,
Abertura Vertical,02:29:17,---,28,2,---,---,---,
Abertura Vertical,02:29:40,595,9,31,3,---,---,
Abertura Vertical,02:30:04,---,30,0,---,---,---,
Abertura Vertical,02:30:28,730,9,25,5,---,---,
Abertura Vertical,02:30:55,---,---,---,---,---,---,
Abertura Vertical,02:31:20,---,---,---,---,---,---,
Abertura Vertical,02:31:42,---,24,4,---,---,---,
Abertura Vertical,02:32:09,---,---,---,---,---,---,
Abertura Vertical,02:32:34,---,---,---,---,---,---,
Abertura Vertical,02:32:57,1179,4,---,---,---,---,
Abertura Vertical,02:33:22,---,---,---,---,---,---,
Abertura Vertical,02:33:47,---,---,---,---,---,---,
Abertura Vertical,02:34:09,1249,6,25,9,---,---,
Abertura Vertical,02:34:34,1251,0,---,---,---,---,
Abertura Vertical,02:34:56,1248,8,26,0,---,---,
Abertura Vertical,02:35:20,1248,6,25,7,---,---,
Abertura Vertical,02:35:44,1248,0,26,5,---,---,
Abertura Vertical,02:36:07,1247,8,25,4,---,---,
Abertura Vertical,02:36:32,1247,1,25,9,---,---,
Abertura Vertical,02:36:56,1247,0,25,9,---,---,
Abertura Vertical,02:37:20,1247,1,27,6,---,---,
Abertura Vertical,02:37:43,1246,7,26,2,---,---,
Abertura Vertical,02:38:08,1246,4,26,1,---,---,
Abertura Vertical,02:38:33,1246,3,26,5,---,---,
Abertura Vertical,02:38:57,1246,4,26,3,---,---,
Abertura Vertical,02:39:22,1246,4,26,1,---,---,
Abertura Vertical,02:39:46,1247,2,27,2,---,---,
Abertura Vertical,02:40:09,1249,1,27,7,---,---,
Abertura Vertical,02:40:33,1250,1,26,9,---,---,
Abertura Vertical,02:40:57,1251,4,26,6,---,---,
Abertura Vertical,02:41:22,1252,0,26,1,---,---,
Abertura Vertical,02:41:50,1252,2,25,2,---,---,
Abertura Vertical,02:42:16,1252,0,26,3,---,---,
Abertura Vertical,02:42:43,1252,1,26,8,---,---,
Abertura Vertical,02:43:06,1251,8,26,9,---,---,
Abertura Vertical,02:43:30,1251,4,28,1,---,---,
Abertura Vertical,02:43:55,1251,9,28,6,---,---,
Abertura Vertical,02:44:20,1251,0,29,0,---,---,
Abertura Vertical,02:44:45,1251,1,29,2,---,---,
Abertura Vertical,02:45:09,1251,0,29,2,---,---,
Abertura Vertical,02:45:34,1251,1,29,1,---,---,
Abertura Vertical,02:45:59,1250,8,30,2,---,---,
Abertura Vertical,02:46:26,1251,1,29,7,---,---,
Abertura Vertical,02:46:51,1251,0,29,2,---,---,
Abertura Vertical,02:47:15,1251,8,28,4,---,---,
Abertura Vertical,02:47:40,1252,5,27,8,---,---,
Abertura Vertical,02:48:05,1252,3,28,3,---,---,
Abertura Vertical,02:48:29,1252,7,29,0,---,---,
Abertura Vertical,02:48:53,1252,2,30,4,---,---,
Abertura Vertical,02:49:16,1251,9,29,7,---,---,
Abertura Vertical,02:49:40,1252,0,29,8,---,---,
Abertura Vertical,02:50:04,1251,8,30,1,---,---,
Abertura Vertical,02:50:27,1252,2,30,5,---,---,
Abertura Vertical,02:50:51,1251,7,30,1,---,---,
Abertura Vertical,02:51:15,1251,9,29,2,---,---,
Abertura Vertical,02:51:39,1251,7,29,9,---,---,
Abertura Vertical,02:52:02,1251,7,29,3,---,---,
