[NOTUS TEXTFILE V3.3]
File Created: 26-nov-2019 16:17:27
Tow Date: 15-sep-2013 10:39:47


Transponder: C56S
Placement: Estribor

Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
C56S,14:13:31,11,1,5,7,---,---,---,---,
C56S,14:14:02,---,---,---,---,---,---,
C56S,14:14:30,---,---,---,---,---,---,
C56S,14:14:58,---,---,---,---,---,---,
C56S,14:15:26,---,---,---,---,---,---,
C56S,14:15:54,---,---,---,---,---,---,
C56S,14:16:22,---,---,---,---,---,---,
C56S,14:16:50,---,---,---,---,---,---,
C56S,14:17:17,---,---,---,---,---,---,
C56S,14:17:46,---,---,---,---,---,---,
C56S,14:18:15,---,---,---,---,---,---,
C56S,14:18:45,---,---,---,---,---,---,
C56S,14:19:14,---,---,---,---,---,---,
C56S,14:19:44,---,---,---,---,---,---,
C56S,14:20:11,816,7,---,---,---,---,---,
C56S,14:20:40,---,---,---,---,---,---,
C56S,14:21:10,---,---,---,---,---,---,
C56S,14:21:39,---,---,---,---,---,---,
C56S,14:22:08,---,---,---,---,---,---,
C56S,14:22:38,---,---,---,---,---,---,
C56S,14:23:07,---,---,---,---,---,---,
C56S,14:23:36,---,---,---,---,---,---,
C56S,14:24:06,---,---,---,---,---,---,
C56S,14:24:35,---,---,---,---,---,---,
C56S,14:25:03,---,---,---,---,---,---,
C56S,14:25:26,---,---,---,---,---,---,
C56S,14:25:58,---,---,---,---,---,---,
C56S,14:26:27,---,---,---,---,---,---,
C56S,14:26:56,---,---,---,---,---,---,
C56S,14:27:26,---,---,---,---,---,---,
C56S,14:27:54,---,---,---,---,---,---,
C56S,14:28:23,---,---,---,---,---,---,
C56S,14:28:53,---,---,---,---,---,---,
C56S,14:29:22,---,---,---,---,---,---,
C56S,14:29:51,---,---,---,---,---,---,
C56S,14:30:19,---,---,---,---,---,---,
C56S,14:30:49,---,---,---,---,---,---,
C56S,14:31:18,---,---,---,---,---,---,
C56S,14:31:47,---,---,---,---,---,---,
C56S,14:32:17,---,---,---,---,---,---,
C56S,14:32:45,---,---,---,---,---,---,
C56S,14:33:14,---,---,---,---,---,---,
C56S,14:33:44,---,---,---,---,---,---,
C56S,14:34:13,---,---,---,---,---,---,
C56S,14:34:42,---,---,---,---,---,---,
C56S,14:35:12,---,---,---,---,---,---,
C56S,14:35:35,---,---,---,---,---,---,
C56S,14:36:08,---,---,---,---,---,---,
C56S,14:36:37,---,---,---,---,---,---,
C56S,14:37:06,---,---,---,---,---,---,
C56S,14:37:36,---,---,---,---,---,---,
C56S,14:38:05,---,---,---,---,---,---,
C56S,14:38:33,---,---,---,---,---,---,
C56S,14:39:03,---,---,---,---,---,---,
C56S,14:39:32,---,---,---,---,---,---,
C56S,14:40:00,---,---,---,---,---,---,
C56S,14:40:29,---,---,---,---,---,---,
C56S,14:40:59,---,---,---,---,---,---,
C56S,14:41:28,---,---,---,---,---,---,
C56S,14:41:57,---,---,---,---,---,---,
C56S,14:42:27,---,---,---,---,---,---,
C56S,14:42:56,---,---,---,---,---,---,
C56S,14:43:26,---,---,---,---,---,---,
C56S,14:43:55,---,---,---,---,---,---,
C56S,14:44:24,---,---,---,---,---,---,
C56S,14:44:54,---,---,---,---,---,---,
C56S,14:45:23,---,---,---,---,---,---,
C56S,14:45:53,---,---,---,---,---,---,
C56S,14:46:22,---,---,---,---,---,---,
C56S,14:46:51,---,---,---,---,---,---,
C56S,14:47:21,---,---,---,---,---,---,
C56S,14:47:50,---,---,---,---,---,---,
C56S,14:48:19,---,---,---,---,---,---,
C56S,14:48:48,---,---,---,---,---,---,
C56S,14:49:17,---,---,---,---,---,---,
C56S,14:49:47,---,---,---,---,---,---,
C56S,14:50:16,---,---,---,---,---,---,
C56S,14:50:46,---,---,---,---,---,---,
C56S,14:51:13,---,---,---,---,---,---,
C56S,14:51:42,---,---,---,---,---,---,
C56S,14:52:11,---,---,---,---,---,---,
C56S,14:52:41,---,---,---,---,---,---,
C56S,14:53:10,---,---,---,---,---,---,
C56S,14:53:40,---,---,---,---,---,---,
C56S,14:54:09,---,---,---,---,---,---,
C56S,14:54:38,---,---,---,---,---,---,
C56S,14:55:08,---,---,---,---,---,---,
C56S,14:55:37,---,---,---,---,---,---,
C56S,14:56:06,---,---,---,---,---,---,
C56S,14:56:36,---,---,---,---,---,---,
C56S,14:57:05,---,---,---,---,---,---,
C56S,14:57:35,---,---,---,---,---,---,
C56S,14:58:04,---,---,---,---,---,---,
C56S,14:58:33,---,---,---,---,---,---,
C56S,14:59:03,---,---,---,---,---,---,
C56S,14:59:32,---,---,---,---,---,---,
C56S,15:00:01,---,---,---,---,---,---,
C56S,15:00:31,---,---,---,---,---,---,
C56S,15:01:00,---,---,---,---,---,---,
C56S,15:01:30,---,---,---,---,---,---,
C56S,15:01:59,---,---,---,---,---,---,
C56S,15:02:28,---,---,---,---,---,---,
C56S,15:02:58,---,---,---,---,---,---,
C56S,15:03:27,---,---,---,---,---,---,
C56S,15:03:57,---,---,---,---,---,---,
C56S,15:04:26,---,---,---,---,---,---,
C56S,15:04:55,---,---,---,---,---,---,
C56S,15:05:25,---,---,---,---,---,---,
C56S,15:05:54,---,---,---,---,---,---,
C56S,15:06:21,---,---,---,---,---,---,
C56S,15:06:51,---,---,---,---,---,---,
C56S,15:07:21,---,---,---,---,---,---,
C56S,15:07:50,---,---,---,---,---,---,
C56S,15:08:19,---,---,---,---,---,---,
C56S,15:08:49,---,---,---,---,---,---,
C56S,15:09:18,---,---,---,---,---,---,
C56S,15:09:48,---,---,---,---,---,---,
C56S,15:10:17,---,---,---,---,---,---,
C56S,15:10:46,---,---,---,---,---,---,
C56S,15:11:16,---,---,---,---,---,---,
C56S,15:11:45,---,---,---,---,---,---,
C56S,15:12:14,---,---,---,---,---,---,
C56S,15:12:44,---,---,---,---,---,---,
C56S,15:13:13,---,---,---,---,---,---,
C56S,15:13:43,---,---,---,---,---,---,
C56S,15:14:12,---,---,---,---,---,---,
C56S,15:14:41,---,---,---,---,---,---,
C56S,15:15:11,---,---,---,---,---,---,
C56S,15:15:40,---,---,---,---,---,---,
C56S,15:16:10,---,---,---,---,---,---,
C56S,15:16:39,---,---,---,---,---,---,
C56S,15:17:09,---,---,---,---,---,---,
C56S,15:17:38,---,---,---,---,---,---,
C56S,15:18:07,---,---,---,---,---,---,
C56S,15:18:37,---,---,---,---,---,---,
C56S,15:19:06,---,---,---,---,---,---,
C56S,15:19:35,---,---,---,---,---,---,
C56S,15:20:05,---,---,---,---,---,---,
C56S,15:20:34,---,---,---,---,---,---,
C56S,15:21:04,---,---,---,---,---,---,
C56S,15:21:33,---,---,---,---,---,---,
C56S,15:22:00,880,0,---,---,---,---,---,
C56S,15:22:30,---,---,---,---,---,---,
C56S,15:22:59,---,---,---,---,---,---,
C56S,15:23:28,---,---,---,---,---,---,
C56S,15:23:55,---,---,---,---,---,---,
C56S,15:24:25,---,---,---,---,---,---,
C56S,15:24:54,---,---,---,---,---,---,
C56S,15:25:23,---,---,---,---,---,---,
C56S,15:25:53,---,---,---,---,---,---,
C56S,15:26:22,---,---,---,---,---,---,
C56S,15:26:50,---,---,---,---,---,---,
C56S,15:27:20,---,---,---,---,---,---,
C56S,15:27:49,---,---,---,---,---,---,
C56S,15:28:18,---,---,---,---,---,---,
C56S,15:28:43,65,1,---,---,---,---,---,
C56S,15:29:11,86,4,---,---,---,---,---,
C56S,15:29:44,---,---,---,---,---,---,
C56S,15:30:06,21,0,4,9,---,---,---,---,
C56S,15:30:32,---,6,0,---,---,---,---,
C56S,15:30:59,52,7,5,1,---,---,---,---,
C56S,15:31:25,104,9,6,6,---,---,---,---,
C56S,15:31:52,---,7,1,---,---,---,---,
C56S,15:32:24,---,---,---,---,---,---,
C56S,15:32:48,395,3,---,---,---,---,---,
C56S,15:33:16,397,7,---,---,---,---,---,
C56S,15:33:40,---,5,9,---,---,---,---,
C56S,15:34:08,515,6,---,---,---,---,---,
C56S,15:34:36,---,---,---,---,---,---,
C56S,15:35:00,513,6,---,---,---,---,---,
C56S,15:35:27,513,6,---,---,---,---,---,
C56S,15:35:53,513,8,---,---,---,---,---,
C56S,15:36:17,513,8,---,---,---,---,---,
C56S,15:36:43,513,8,28,2,---,---,---,---,
C56S,15:37:08,513,7,30,3,---,---,---,---,
C56S,15:37:33,513,8,---,---,---,---,---,
C56S,15:37:59,514,0,32,5,---,---,---,---,
C56S,15:38:26,513,9,32,8,---,---,---,---,
C56S,15:38:52,514,0,31,9,---,---,---,---,
C56S,15:39:18,513,6,33,0,---,---,---,---,
C56S,15:39:46,513,9,34,3,---,---,---,---,
C56S,15:40:11,513,9,---,---,---,---,---,
C56S,15:40:37,514,1,33,7,---,---,---,---,
C56S,15:41:01,513,8,33,4,---,---,---,---,
C56S,15:41:25,514,1,33,1,---,---,---,---,
C56S,15:41:50,513,9,30,9,---,---,---,---,
C56S,15:42:15,514,2,---,---,---,---,---,
C56S,15:42:42,514,2,32,9,---,---,---,---,
C56S,15:43:07,513,5,33,3,---,---,---,---,
C56S,15:43:32,514,1,32,8,---,---,---,---,
C56S,15:43:57,513,6,33,4,---,---,---,---,
C56S,15:44:23,514,7,33,7,---,---,---,---,
C56S,15:44:51,515,6,33,7,---,---,---,---,
C56S,15:45:18,516,3,33,5,---,---,---,---,
C56S,15:45:43,516,1,32,9,---,---,---,---,
C56S,15:46:09,516,6,34,8,---,---,---,---,
C56S,15:46:36,516,5,32,6,---,---,---,---,
C56S,15:47:01,516,5,32,4,---,---,---,---,
C56S,15:47:27,516,6,32,3,---,---,---,---,
C56S,15:47:54,516,9,---,---,---,---,---,
C56S,15:48:19,516,5,33,8,---,---,---,---,
C56S,15:48:43,516,7,32,0,---,---,---,---,
C56S,15:49:10,516,6,32,4,---,---,---,---,
C56S,15:49:35,516,6,32,8,---,---,---,---,
C56S,15:50:00,516,6,32,4,---,---,---,---,
C56S,15:50:25,516,6,32,0,---,---,---,---,
C56S,15:50:52,516,4,31,9,---,---,---,---,
C56S,15:51:22,---,---,---,---,---,---,
C56S,15:51:46,516,2,31,1,---,---,---,---,
C56S,15:52:13,516,6,31,4,---,---,---,---,
C56S,15:52:39,516,4,31,8,---,---,---,---,
C56S,15:53:03,517,1,30,8,---,---,---,---,
C56S,15:53:30,516,5,30,1,---,---,---,---,
C56S,15:53:55,517,2,29,7,---,---,---,---,
C56S,15:54:21,516,8,31,1,---,---,---,---,
C56S,15:54:48,517,1,30,9,---,---,---,---,
C56S,15:55:13,517,2,30,4,---,---,---,---,
C56S,15:55:38,517,3,31,5,---,---,---,---,
C56S,15:56:05,517,1,31,7,---,---,---,---,
C56S,15:56:30,517,4,30,5,---,---,---,---,
C56S,15:56:55,516,7,30,1,---,---,---,---,
C56S,15:57:21,517,0,30,5,---,---,---,---,
C56S,15:57:46,516,9,30,2,---,---,---,---,
C56S,15:58:13,516,9,31,0,---,---,---,---,
C56S,15:58:38,517,4,29,9,---,---,---,---,
C56S,15:59:03,516,6,28,5,---,---,---,---,
C56S,15:59:27,517,0,29,5,---,---,---,---,
C56S,15:59:52,516,8,29,8,---,---,---,---,
C56S,16:00:17,516,5,29,6,---,---,---,---,
C56S,16:00:44,516,8,29,9,---,---,---,---,
C56S,16:01:09,516,8,28,8,---,---,---,---,
C56S,16:01:34,516,7,29,3,---,---,---,---,
C56S,16:01:59,516,0,29,0,---,---,---,---,
C56S,16:02:24,516,4,30,3,---,---,---,---,
C56S,16:02:49,516,2,31,1,---,---,---,---,
C56S,16:03:14,516,5,31,0,---,---,---,---,
C56S,16:03:39,516,7,30,2,---,---,---,---,
C56S,16:04:04,516,5,29,3,---,---,---,---,
C56S,16:04:30,516,7,31,8,---,---,---,---,
C56S,16:04:55,517,1,31,2,---,---,---,---,
C56S,16:05:20,522,0,---,---,---,---,---,
C56S,16:05:46,516,8,30,0,---,---,---,---,
C56S,16:06:16,---,---,---,---,---,---,
C56S,16:06:39,516,9,31,3,---,---,---,---,
C56S,16:07:04,516,8,30,1,---,---,---,---,
C56S,16:07:29,516,7,30,4,---,---,---,---,
C56S,16:07:54,516,8,29,7,---,---,---,---,
C56S,16:08:19,516,2,29,5,---,---,---,---,
C56S,16:08:45,516,5,29,2,---,---,---,---,
C56S,16:09:10,516,2,29,5,---,---,---,---,
C56S,16:09:38,516,6,29,3,---,---,---,---,
C56S,16:10:05,516,9,30,3,---,---,---,---,
C56S,16:10:30,517,3,29,3,---,---,---,---,
C56S,16:10:55,517,1,29,2,---,---,---,---,
C56S,16:11:20,517,1,28,4,---,---,---,---,
C56S,16:11:45,516,8,28,4,---,---,---,---,
C56S,16:12:10,516,5,28,4,---,---,---,---,
C56S,16:12:34,516,5,28,5,---,---,---,---,
C56S,16:13:00,516,1,30,0,---,---,---,---,
C56S,16:13:25,516,4,30,4,---,---,---,---,
C56S,16:13:50,515,9,30,7,---,---,---,---,
C56S,16:14:15,516,5,29,6,---,---,---,---,
C56S,16:14:41,516,7,28,5,---,---,---,---,
C56S,16:15:08,516,7,27,7,---,---,---,---,
C56S,16:15:34,516,8,29,3,---,---,---,---,
C56S,16:15:59,515,8,29,6,---,---,---,---,
C56S,16:16:24,516,2,29,8,---,---,---,---,
C56S,16:16:49,516,5,29,7,---,---,---,---,
C56S,16:17:14,516,4,28,9,---,---,---,---,
C56S,16:17:40,516,9,28,4,---,---,---,---,
C56S,16:18:04,519,1,27,0,---,---,---,---,
C56S,16:18:29,517,1,28,9,---,---,---,---,
C56S,16:18:55,517,1,29,8,---,---,---,---,
C56S,16:19:20,517,1,29,6,---,---,---,---,
C56S,16:19:46,516,7,30,0,---,---,---,---,
C56S,16:20:16,---,---,---,---,---,---,
C56S,16:20:40,516,9,30,2,---,---,---,---,
C56S,16:21:05,517,1,29,3,---,---,---,---,
C56S,16:21:30,517,2,---,---,---,---,---,
C56S,16:21:55,517,0,30,4,---,---,---,---,
C56S,16:22:20,516,4,30,8,---,---,---,---,
C56S,16:22:45,516,2,29,9,---,---,---,---,
C56S,16:23:10,516,2,30,7,---,---,---,---,
C56S,16:23:36,516,5,28,3,---,---,---,---,
C56S,16:24:02,516,4,29,8,---,---,---,---,
C56S,16:24:27,516,7,29,2,---,---,---,---,
C56S,16:24:52,516,9,28,8,---,---,---,---,
C56S,16:25:17,517,2,28,7,---,---,---,---,
C56S,16:25:42,516,8,27,5,---,---,---,---,
C56S,16:26:07,517,2,26,5,---,---,---,---,
C56S,16:26:33,516,9,26,5,---,---,---,---,
C56S,16:26:58,516,4,26,9,---,---,---,---,
C56S,16:27:23,516,6,26,9,---,---,---,---,
C56S,16:27:48,516,6,27,6,---,---,---,---,
C56S,16:28:14,516,8,28,5,---,---,---,---,
C56S,16:28:41,516,7,30,3,---,---,---,---,
C56S,16:29:07,516,1,29,0,---,---,---,---,
C56S,16:29:31,515,9,28,9,---,---,---,---,
C56S,16:29:57,515,3,29,2,---,---,---,---,
C56S,16:30:22,516,4,28,4,---,---,---,---,
C56S,16:30:47,516,7,27,9,---,---,---,---,
C56S,16:31:13,---,---,---,---,---,---,
C56S,16:31:40,516,8,27,9,---,---,---,---,
C56S,16:32:09,---,---,---,---,---,---,
C56S,16:32:31,517,2,29,7,---,---,---,---,

Transponder: H36G
Placement: Babor

Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
H36G,10:40:03,---,---,---,---,---,---,
H36G,10:40:28,---,---,---,---,---,---,
H36G,10:40:53,---,---,---,---,---,---,
H36G,10:41:18,---,---,---,---,---,---,
H36G,10:41:43,---,---,---,---,---,---,
H36G,10:42:08,---,---,---,---,---,---,
H36G,10:42:33,---,---,---,---,---,---,
H36G,10:42:58,---,---,---,---,---,---,
H36G,10:43:26,---,---,---,---,---,---,
H36G,10:43:51,---,---,---,---,---,---,
H36G,10:44:17,---,---,---,---,---,---,
H36G,10:44:42,---,---,---,---,---,---,
H36G,10:45:07,---,---,---,---,---,---,
H36G,10:45:32,---,---,---,---,---,---,
H36G,10:45:57,---,---,---,---,---,---,
H36G,10:46:22,---,---,---,---,---,---,
H36G,10:46:46,---,---,---,---,---,---,
H36G,10:47:11,---,---,---,---,---,---,
H36G,10:47:37,---,---,---,---,---,---,
H36G,10:48:02,---,---,---,---,---,---,
H36G,10:48:27,---,---,---,---,---,---,
H36G,10:48:52,---,---,---,---,---,---,
H36G,10:49:17,---,---,---,---,---,---,
H36G,10:49:42,---,---,---,---,---,---,
H36G,10:50:07,---,---,---,---,---,---,
H36G,10:50:32,---,---,---,---,---,---,
H36G,10:50:57,---,---,---,---,---,---,
H36G,10:51:23,---,---,---,---,---,---,
H36G,10:51:48,---,---,---,---,---,---,
H36G,10:52:12,---,---,---,---,---,---,
H36G,10:52:37,---,---,---,---,---,---,
H36G,10:53:02,---,---,---,---,---,---,
H36G,10:53:27,---,---,---,---,---,---,
H36G,10:53:52,---,---,---,---,---,---,
H36G,10:54:17,---,---,---,---,---,---,
H36G,10:54:43,---,---,---,---,---,---,
H36G,10:55:08,---,---,---,---,---,---,
H36G,10:55:34,---,---,---,---,---,---,
H36G,10:56:01,---,---,---,---,---,---,
H36G,10:56:26,---,---,---,---,---,---,
H36G,10:56:51,---,---,---,---,---,---,
H36G,10:57:17,---,---,---,---,---,---,
H36G,10:57:44,---,---,---,---,---,---,
H36G,10:58:11,---,---,---,---,---,---,
H36G,10:58:37,---,---,---,---,---,---,
H36G,10:59:04,---,---,---,---,---,---,
H36G,10:59:30,---,---,---,---,---,---,
H36G,10:59:55,---,---,---,---,---,---,
H36G,11:00:22,---,---,---,---,---,---,
H36G,11:00:48,---,---,---,---,---,---,
H36G,11:01:15,---,---,---,---,---,---,
H36G,11:01:41,---,---,---,---,---,---,
H36G,11:02:08,---,---,---,---,---,---,
H36G,11:02:34,---,---,---,---,---,---,
H36G,11:03:01,---,---,---,---,---,---,
H36G,11:03:25,---,---,---,---,---,---,
H36G,11:03:52,---,---,---,---,---,---,
H36G,11:04:17,---,---,---,---,---,---,
H36G,11:04:42,---,---,---,---,---,---,
H36G,11:05:08,---,---,---,---,---,---,
H36G,11:05:35,---,---,---,---,---,---,
H36G,11:06:01,---,---,---,---,---,---,
H36G,11:06:26,---,---,---,---,---,---,
H36G,11:06:50,---,---,---,---,---,---,
H36G,11:07:15,---,---,---,---,---,---,
H36G,11:07:41,---,---,---,---,---,---,
H36G,11:08:08,---,---,---,---,---,---,
H36G,11:08:33,---,---,---,---,---,---,
H36G,11:09:00,---,---,---,---,---,---,
H36G,11:09:24,---,---,---,---,---,---,
H36G,11:09:49,---,---,---,---,---,---,
H36G,11:10:16,---,---,---,---,---,---,
H36G,11:10:42,---,---,---,---,---,---,
H36G,11:11:06,---,---,---,---,---,---,
H36G,11:11:31,---,---,---,---,---,---,
H36G,11:11:57,---,---,---,---,---,---,
H36G,11:12:23,---,---,---,---,---,---,
H36G,11:12:50,---,---,---,---,---,---,
H36G,11:13:15,---,---,---,---,---,---,
H36G,11:13:39,---,---,---,---,---,---,
H36G,11:14:04,---,---,---,---,---,---,
H36G,11:14:29,---,---,---,---,---,---,
H36G,11:14:54,---,---,---,---,---,---,
H36G,11:15:21,---,---,---,---,---,---,
H36G,11:15:47,---,---,---,---,---,---,
H36G,11:16:13,---,---,---,---,---,---,
H36G,11:16:39,---,---,---,---,---,---,
H36G,11:17:06,---,---,---,---,---,---,
H36G,11:17:31,---,---,---,---,---,---,
H36G,11:17:56,---,---,---,---,---,---,
H36G,11:18:21,---,---,---,---,---,---,
H36G,11:18:47,---,---,---,---,---,---,
H36G,11:19:13,---,---,---,---,---,---,
H36G,11:19:37,---,---,---,---,---,---,
H36G,11:20:02,---,---,---,---,---,---,
H36G,11:20:27,---,---,---,---,---,---,
H36G,11:20:54,---,---,---,---,---,---,
H36G,11:21:19,---,---,---,---,---,---,
H36G,11:21:45,---,---,---,---,---,---,
H36G,11:22:10,---,---,---,---,---,---,
H36G,11:22:35,---,---,---,---,---,---,
H36G,11:23:00,---,---,---,---,---,---,
H36G,11:23:25,---,---,---,---,---,---,
H36G,11:23:50,---,---,---,---,---,---,
H36G,11:24:15,---,---,---,---,---,---,
H36G,11:24:40,---,---,---,---,---,---,
H36G,11:25:05,---,---,---,---,---,---,
H36G,11:25:30,---,---,---,---,---,---,
H36G,11:25:56,---,---,---,---,---,---,
H36G,11:26:22,---,---,---,---,---,---,
H36G,11:26:47,---,---,---,---,---,---,
H36G,11:27:11,---,---,---,---,---,---,
H36G,11:27:37,---,---,---,---,---,---,
H36G,11:28:02,---,---,---,---,---,---,
H36G,11:28:27,---,---,---,---,---,---,
H36G,11:28:52,---,---,---,---,---,---,
H36G,11:29:17,---,---,---,---,---,---,
H36G,11:29:42,---,---,---,---,---,---,
H36G,11:30:07,---,---,---,---,---,---,
H36G,11:30:32,---,---,---,---,---,---,
H36G,11:30:57,---,---,---,---,---,---,
H36G,11:31:22,---,---,---,---,---,---,
H36G,11:31:48,---,---,---,---,---,---,
H36G,11:32:14,---,---,---,---,---,---,
H36G,11:32:39,---,---,---,---,---,---,
H36G,11:33:04,---,---,---,---,---,---,
H36G,11:33:29,---,---,---,---,---,---,
H36G,11:33:54,---,---,---,---,---,---,
H36G,11:34:20,---,---,---,---,---,---,
H36G,11:34:45,---,---,---,---,---,---,
H36G,11:35:10,---,---,---,---,---,---,
H36G,11:35:35,---,---,---,---,---,---,
H36G,11:36:00,---,---,---,---,---,---,
H36G,11:36:25,---,---,---,---,---,---,
H36G,11:36:50,---,---,---,---,---,---,
H36G,11:37:15,---,---,---,---,---,---,
H36G,11:37:40,---,---,---,---,---,---,
H36G,11:38:05,---,---,---,---,---,---,
H36G,11:38:31,---,---,---,---,---,---,
H36G,11:38:54,1346,3,---,---,---,---,---,
H36G,11:39:19,---,---,---,---,---,---,
H36G,11:39:44,---,---,---,---,---,---,
H36G,11:40:09,---,---,---,---,---,---,
H36G,11:40:34,---,---,---,---,---,---,
H36G,11:40:59,---,---,---,---,---,---,
H36G,11:41:24,---,---,---,---,---,---,
H36G,11:41:50,---,---,---,---,---,---,
H36G,11:42:15,---,---,---,---,---,---,
H36G,11:42:40,---,---,---,---,---,---,
H36G,11:43:05,---,---,---,---,---,---,
H36G,11:43:30,---,---,---,---,---,---,
H36G,11:43:55,---,---,---,---,---,---,
H36G,11:44:20,---,---,---,---,---,---,
H36G,11:44:45,---,---,---,---,---,---,
H36G,11:45:10,---,---,---,---,---,---,
H36G,11:45:35,---,---,---,---,---,---,
H36G,11:46:00,2238,8,---,---,---,---,---,
H36G,11:46:25,---,---,---,---,---,---,
H36G,11:46:50,---,---,---,---,---,---,
H36G,11:47:15,---,---,---,---,---,---,
H36G,11:47:40,---,---,---,---,---,---,
H36G,11:48:05,---,---,---,---,---,---,
H36G,11:48:30,---,---,---,---,---,---,
H36G,11:48:56,---,---,---,---,---,---,
H36G,11:49:21,---,---,---,---,---,---,
H36G,11:49:46,---,---,---,---,---,---,
H36G,11:50:11,---,---,---,---,---,---,
H36G,11:50:36,---,---,---,---,---,---,
H36G,11:51:01,---,---,---,---,---,---,
H36G,11:51:26,---,---,---,---,---,---,
H36G,11:51:51,---,---,---,---,---,---,
H36G,11:52:16,---,---,---,---,---,---,
H36G,11:52:42,---,---,---,---,---,---,
H36G,11:53:07,---,---,---,---,---,---,
H36G,11:53:33,---,---,---,---,---,---,
H36G,11:53:57,---,---,---,---,---,---,
H36G,11:54:22,---,---,---,---,---,---,
H36G,11:54:48,---,---,---,---,---,---,
H36G,11:55:13,---,---,---,---,---,---,
H36G,11:55:36,1027,7,---,---,---,---,---,
H36G,11:56:01,---,---,---,---,---,---,
H36G,11:56:26,---,---,---,---,---,---,
H36G,11:56:51,---,---,---,---,---,---,
H36G,11:57:16,---,---,---,---,---,---,
H36G,11:57:41,---,---,---,---,---,---,
H36G,11:58:06,---,---,---,---,---,---,
H36G,11:58:31,---,---,---,---,---,---,
H36G,11:58:56,---,---,---,---,---,---,
H36G,11:59:23,---,---,---,---,---,---,
H36G,11:59:48,---,---,---,---,---,---,
H36G,12:00:13,---,---,---,---,---,---,
H36G,12:00:38,---,---,---,---,---,---,
H36G,12:01:03,---,---,---,---,---,---,
H36G,12:01:28,---,---,---,---,---,---,
H36G,12:01:53,---,---,---,---,---,---,
H36G,12:02:20,---,---,---,---,---,---,
H36G,12:02:45,---,---,---,---,---,---,
H36G,12:03:10,---,---,---,---,---,---,
H36G,12:03:35,---,---,---,---,---,---,
H36G,12:03:59,---,---,---,---,---,---,
H36G,12:04:26,---,---,---,---,---,---,
H36G,12:04:51,---,---,---,---,---,---,
H36G,12:05:16,---,---,---,---,---,---,
H36G,12:05:43,---,---,---,---,---,---,
H36G,12:06:08,---,---,---,---,---,---,
H36G,12:06:33,---,---,---,---,---,---,
H36G,12:06:58,---,---,---,---,---,---,
H36G,12:07:24,---,---,---,---,---,---,
H36G,12:07:54,---,---,---,---,---,---,
H36G,12:08:20,---,---,---,---,---,---,
H36G,12:08:47,---,---,---,---,---,---,
H36G,12:09:12,---,---,---,---,---,---,
H36G,12:09:37,---,---,---,---,---,---,
H36G,12:10:03,---,---,---,---,---,---,
H36G,12:10:30,---,---,---,---,---,---,
H36G,12:10:56,---,---,---,---,---,---,
H36G,12:11:21,---,---,---,---,---,---,
H36G,12:11:46,---,---,---,---,---,---,
H36G,12:12:12,---,---,---,---,---,---,
H36G,12:12:37,---,---,---,---,---,---,
H36G,12:13:02,---,---,---,---,---,---,
H36G,12:13:27,---,---,---,---,---,---,
H36G,12:13:52,---,---,---,---,---,---,
H36G,12:14:17,---,---,---,---,---,---,
H36G,12:14:42,---,---,---,---,---,---,
H36G,12:15:07,---,---,---,---,---,---,
H36G,12:15:35,---,---,---,---,---,---,
H36G,12:16:03,---,---,---,---,---,---,
H36G,12:16:31,---,---,---,---,---,---,
H36G,12:16:59,---,---,---,---,---,---,
H36G,12:17:27,---,---,---,---,---,---,
H36G,12:17:55,---,---,---,---,---,---,
H36G,12:18:23,---,---,---,---,---,---,
H36G,12:18:51,---,---,---,---,---,---,
H36G,12:19:19,---,---,---,---,---,---,
H36G,12:19:48,---,---,---,---,---,---,
H36G,12:20:16,---,---,---,---,---,---,
H36G,12:20:45,---,---,---,---,---,---,
H36G,12:21:11,---,---,---,---,---,---,
H36G,12:21:39,---,---,---,---,---,---,
H36G,12:22:06,---,---,---,---,---,---,
H36G,12:22:34,---,---,---,---,---,---,
H36G,12:23:02,---,---,---,---,---,---,
H36G,12:23:30,---,---,---,---,---,---,
H36G,12:23:58,---,---,---,---,---,---,
H36G,12:24:26,---,---,---,---,---,---,
H36G,12:24:54,---,---,---,---,---,---,
H36G,12:25:24,---,---,---,---,---,---,
H36G,12:25:51,---,---,---,---,---,---,
H36G,12:26:21,---,---,---,---,---,---,
H36G,12:26:50,---,---,---,---,---,---,
H36G,12:27:20,---,---,---,---,---,---,
H36G,12:27:49,---,---,---,---,---,---,
H36G,12:28:17,---,---,---,---,---,---,
H36G,12:28:46,---,---,---,---,---,---,
H36G,12:29:16,---,---,---,---,---,---,
H36G,12:29:45,---,---,---,---,---,---,
H36G,12:30:15,---,---,---,---,---,---,
H36G,12:30:44,---,---,---,---,---,---,
H36G,12:31:13,---,---,---,---,---,---,
H36G,12:31:43,---,---,---,---,---,---,
H36G,12:32:12,---,---,---,---,---,---,
H36G,12:32:41,---,---,---,---,---,---,
H36G,12:33:11,---,---,---,---,---,---,
H36G,12:33:40,---,---,---,---,---,---,
H36G,12:34:10,---,---,---,---,---,---,
H36G,12:34:39,---,---,---,---,---,---,
H36G,12:35:08,---,---,---,---,---,---,
H36G,12:35:38,---,---,---,---,---,---,
H36G,12:36:07,---,---,---,---,---,---,
H36G,12:36:35,---,---,---,---,---,---,
