[NOTUS TEXTFILE V3.3]
File Created: 26-nov-2019 16:17:27
Tow Date: 15-sep-2013 10:39:47


Transponder: C56S
Placement: Estribor

Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
H36G,12:37:02,---,---,---,---,---,---,
H36G,12:37:28,---,---,---,---,---,---,
H36G,12:37:55,---,---,---,---,---,---,
H36G,12:38:21,---,---,---,---,---,---,
H36G,12:38:48,---,---,---,---,---,---,
H36G,12:39:14,---,---,---,---,---,---,
H36G,12:39:41,---,---,---,---,---,---,
H36G,12:40:08,1919,4,---,---,---,---,---,
H36G,12:40:33,---,---,---,---,---,---,
H36G,12:41:02,---,---,---,---,---,---,
H36G,12:41:30,---,---,---,---,---,---,
H36G,12:41:57,---,---,---,---,---,---,
H36G,12:42:21,---,---,---,---,---,---,
H36G,12:42:48,---,---,---,---,---,---,
H36G,12:43:14,---,---,---,---,---,---,
H36G,12:43:39,---,---,---,---,---,---,
H36G,12:44:04,---,---,---,---,---,---,
H36G,12:44:29,---,---,---,---,---,---,
H36G,12:44:56,---,---,---,---,---,---,
H36G,12:45:21,---,---,---,---,---,---,
H36G,12:45:46,---,---,---,---,---,---,
H36G,12:46:11,---,---,---,---,---,---,
H36G,12:46:36,---,---,---,---,---,---,
H36G,12:47:01,---,---,---,---,---,---,
H36G,12:47:27,---,---,---,---,---,---,
H36G,12:47:53,---,---,---,---,---,---,
H36G,12:48:17,---,---,---,---,---,---,
H36G,12:48:44,---,---,---,---,---,---,
H36G,12:49:08,---,---,---,---,---,---,
H36G,12:49:33,---,---,---,---,---,---,
H36G,12:49:58,---,---,---,---,---,---,
H36G,12:50:25,---,---,---,---,---,---,
H36G,12:50:50,---,---,---,---,---,---,
H36G,12:51:17,---,---,---,---,---,---,
H36G,12:51:43,---,---,---,---,---,---,
H36G,12:52:08,---,---,---,---,---,---,
H36G,12:52:33,---,---,---,---,---,---,
H36G,12:53:00,---,---,---,---,---,---,
H36G,12:53:26,---,---,---,---,---,---,
H36G,12:53:52,---,---,---,---,---,---,
H36G,12:54:17,---,---,---,---,---,---,
H36G,12:54:43,---,---,---,---,---,---,
H36G,12:55:07,---,---,---,---,---,---,
H36G,12:55:33,---,---,---,---,---,---,
H36G,12:55:58,---,---,---,---,---,---,
H36G,12:56:22,---,---,---,---,---,---,
H36G,12:56:47,---,---,---,---,---,---,
H36G,12:57:12,---,---,---,---,---,---,
H36G,12:57:37,---,---,---,---,---,---,
H36G,12:58:02,---,---,---,---,---,---,
H36G,12:58:27,---,---,---,---,---,---,
H36G,12:58:52,---,---,---,---,---,---,
H36G,12:59:18,---,---,---,---,---,---,
H36G,12:59:43,---,---,---,---,---,---,
H36G,13:00:09,---,---,---,---,---,---,
H36G,13:00:34,---,---,---,---,---,---,
H36G,13:00:59,---,---,---,---,---,---,
H36G,13:01:24,---,---,---,---,---,---,
H36G,13:01:49,---,---,---,---,---,---,
H36G,13:02:16,---,---,---,---,---,---,
H36G,13:02:41,---,---,---,---,---,---,
H36G,13:03:06,---,---,---,---,---,---,
H36G,13:03:31,---,---,---,---,---,---,
H36G,13:03:56,---,---,---,---,---,---,
H36G,13:04:21,---,---,---,---,---,---,
H36G,13:04:48,---,---,---,---,---,---,
H36G,13:05:14,---,---,---,---,---,---,
H36G,13:05:40,---,---,---,---,---,---,
H36G,13:06:05,---,---,---,---,---,---,
H36G,13:06:29,---,---,---,---,---,---,
H36G,13:06:53,---,---,---,---,---,---,
H36G,13:07:20,---,---,---,---,---,---,
H36G,13:07:46,---,---,---,---,---,---,
H36G,13:08:13,---,---,---,---,---,---,
H36G,13:08:38,---,---,---,---,---,---,
H36G,13:09:04,---,---,---,---,---,---,
H36G,13:09:30,---,---,---,---,---,---,
H36G,13:09:55,---,---,---,---,---,---,
H36G,13:10:20,---,---,---,---,---,---,
H36G,13:10:45,---,---,---,---,---,---,
H36G,13:11:09,---,---,---,---,---,---,
H36G,13:11:36,---,---,---,---,---,---,
H36G,13:12:01,---,---,---,---,---,---,
H36G,13:12:26,---,---,---,---,---,---,
H36G,13:12:51,---,---,---,---,---,---,
H36G,13:13:16,---,---,---,---,---,---,
H36G,13:13:41,---,---,---,---,---,---,
H36G,13:14:06,---,---,---,---,---,---,
H36G,13:14:31,---,---,---,---,---,---,
H36G,13:14:57,---,---,---,---,---,---,
H36G,13:15:21,2338,7,---,---,---,---,---,
H36G,13:15:46,---,---,---,---,---,---,
H36G,13:16:11,---,---,---,---,---,---,
H36G,13:16:36,---,---,---,---,---,---,
H36G,13:17:02,---,---,---,---,---,---,
H36G,13:17:27,---,---,---,---,---,---,
H36G,13:17:52,---,---,---,---,---,---,
H36G,13:18:16,---,---,---,---,---,---,
H36G,13:18:40,---,---,---,---,---,---,
H36G,13:19:06,---,---,---,---,---,---,
H36G,13:19:32,---,---,---,---,---,---,
H36G,13:19:57,---,---,---,---,---,---,
H36G,13:20:24,---,---,---,---,---,---,
H36G,13:20:50,---,---,---,---,---,---,
H36G,13:21:17,---,---,---,---,---,---,
H36G,13:21:43,---,---,---,---,---,---,
H36G,13:22:10,---,---,---,---,---,---,
H36G,13:22:36,---,---,---,---,---,---,
H36G,13:23:01,---,---,---,---,---,---,
H36G,13:23:26,---,---,---,---,---,---,
H36G,13:23:50,---,---,---,---,---,---,
H36G,13:24:15,---,---,---,---,---,---,
H36G,13:24:40,---,---,---,---,---,---,
H36G,13:25:07,---,---,---,---,---,---,
H36G,13:25:33,---,---,---,---,---,---,
H36G,13:26:00,---,---,---,---,---,---,
H36G,13:26:26,---,---,---,---,---,---,
H36G,13:26:53,---,---,---,---,---,---,
H36G,13:27:19,---,---,---,---,---,---,
H36G,13:27:46,---,---,---,---,---,---,
H36G,13:28:10,---,---,---,---,---,---,
H36G,13:28:35,---,---,---,---,---,---,
H36G,13:29:02,---,---,---,---,---,---,
H36G,13:29:28,---,---,---,---,---,---,
H36G,13:29:53,---,---,---,---,---,---,
H36G,13:30:19,---,---,---,---,---,---,
H36G,13:30:44,---,---,---,---,---,---,
H36G,13:31:09,---,---,---,---,---,---,
H36G,13:31:35,---,---,---,---,---,---,
H36G,13:32:00,---,---,---,---,---,---,
H36G,13:32:25,---,---,---,---,---,---,
H36G,13:32:50,---,---,---,---,---,---,
H36G,13:33:15,---,---,---,---,---,---,
H36G,13:33:39,---,---,---,---,---,---,
H36G,13:34:03,---,---,---,---,---,---,
H36G,13:34:29,---,---,---,---,---,---,
H36G,13:34:54,---,---,---,---,---,---,
H36G,13:35:20,---,---,---,---,---,---,
H36G,13:35:47,---,---,---,---,---,---,
H36G,13:36:12,---,---,---,---,---,---,
H36G,13:36:37,---,---,---,---,---,---,
H36G,13:37:02,---,---,---,---,---,---,
H36G,13:37:27,---,---,---,---,---,---,
H36G,13:37:52,---,---,---,---,---,---,
H36G,13:38:17,---,---,---,---,---,---,
H36G,13:38:44,---,---,---,---,---,---,
H36G,13:39:08,---,---,---,---,---,---,
H36G,13:39:35,---,---,---,---,---,---,
H36G,13:39:59,---,---,---,---,---,---,
H36G,13:40:25,---,---,---,---,---,---,
H36G,13:40:51,---,---,---,---,---,---,
H36G,13:41:16,---,---,---,---,---,---,
H36G,13:41:41,---,---,---,---,---,---,
H36G,13:42:06,---,---,---,---,---,---,
H36G,13:42:31,---,---,---,---,---,---,
H36G,13:42:56,---,---,---,---,---,---,
H36G,13:43:21,---,---,---,---,---,---,
H36G,13:43:46,---,---,---,---,---,---,
H36G,13:44:11,---,---,---,---,---,---,
H36G,13:44:36,---,---,---,---,---,---,
H36G,13:45:02,---,---,---,---,---,---,
H36G,13:45:28,---,---,---,---,---,---,
H36G,13:45:52,---,---,---,---,---,---,
H36G,13:46:17,---,---,---,---,---,---,
H36G,13:46:43,---,---,---,---,---,---,
H36G,13:47:09,---,---,---,---,---,---,
H36G,13:47:34,---,---,---,---,---,---,
H36G,13:48:01,---,---,---,---,---,---,
H36G,13:48:27,---,---,---,---,---,---,
H36G,13:48:52,---,---,---,---,---,---,
H36G,13:49:17,---,---,---,---,---,---,
H36G,13:49:42,---,---,---,---,---,---,
H36G,13:50:08,---,---,---,---,---,---,
H36G,13:50:33,---,---,---,---,---,---,
H36G,13:50:58,---,---,---,---,---,---,
H36G,13:51:23,---,---,---,---,---,---,
H36G,13:51:49,---,---,---,---,---,---,
H36G,13:52:15,---,---,---,---,---,---,
H36G,13:52:41,---,---,---,---,---,---,
H36G,13:53:02,269,9,---,---,---,---,---,
H36G,13:53:29,---,---,---,---,---,---,
H36G,13:53:53,---,---,---,---,---,---,
H36G,13:54:20,---,---,---,---,---,---,
H36G,13:54:45,---,---,---,---,---,---,
H36G,13:55:10,---,---,---,---,---,---,
H36G,13:55:36,---,---,---,---,---,---,
H36G,13:56:03,---,---,---,---,---,---,
H36G,13:56:28,---,---,---,---,---,---,
H36G,13:56:53,---,---,---,---,---,---,
H36G,13:57:18,---,---,---,---,---,---,
H36G,13:57:43,---,---,---,---,---,---,
H36G,13:58:09,---,---,---,---,---,---,
H36G,13:58:36,---,---,---,---,---,---,
H36G,13:59:02,---,---,---,---,---,---,
H36G,13:59:29,---,---,---,---,---,---,
H36G,13:59:52,317,8,---,---,---,---,---,
H36G,14:00:17,---,---,---,---,---,---,
H36G,14:00:41,---,---,---,---,---,---,
H36G,14:01:06,---,---,---,---,---,---,
H36G,14:01:31,---,---,---,---,---,---,
H36G,14:01:56,---,---,---,---,---,---,
H36G,14:02:20,---,---,---,---,---,---,
H36G,14:02:44,---,---,---,---,---,---,
H36G,14:03:09,---,---,---,---,---,---,
H36G,14:03:36,---,---,---,---,---,---,
H36G,14:04:01,---,---,---,---,---,---,
H36G,14:04:28,---,---,---,---,---,---,
H36G,14:04:58,---,---,---,---,---,---,
H36G,14:05:25,---,---,---,---,---,---,
H36G,14:05:55,---,---,---,---,---,---,
H36G,14:06:21,---,---,---,---,---,---,
H36G,14:06:48,---,---,---,---,---,---,
H36G,14:07:16,---,---,---,---,---,---,
H36G,14:07:42,---,---,---,---,---,---,
H36G,14:08:09,---,---,---,---,---,---,
H36G,14:08:34,---,---,---,---,---,---,
H36G,14:09:02,---,---,---,---,---,---,
H36G,14:09:28,---,---,---,---,---,---,
H36G,14:09:53,---,---,---,---,---,---,
H36G,14:10:18,---,---,---,---,---,---,
H36G,14:10:45,---,---,---,---,---,---,
H36G,14:11:10,---,---,---,---,---,---,
H36G,14:11:35,---,---,---,---,---,---,
H36G,14:12:00,---,---,---,---,---,---,
H36G,14:12:25,---,---,---,---,---,---,
H36G,14:12:50,---,---,---,---,---,---,
H36G,14:13:15,---,---,---,---,---,---,
H36G,14:13:42,---,---,---,---,---,---,
H36G,14:14:10,---,---,---,---,---,---,
H36G,14:14:38,---,---,---,---,---,---,
H36G,14:15:06,---,---,---,---,---,---,
H36G,14:15:34,---,---,---,---,---,---,
H36G,14:16:01,---,---,---,---,---,---,
H36G,14:16:29,---,---,---,---,---,---,
H36G,14:16:57,---,---,---,---,---,---,
H36G,14:17:24,---,---,---,---,---,---,
H36G,14:17:53,---,---,---,---,---,---,
H36G,14:18:23,---,---,---,---,---,---,
H36G,14:18:52,---,---,---,---,---,---,
H36G,14:19:22,---,---,---,---,---,---,
H36G,14:19:51,---,---,---,---,---,---,
H36G,14:20:18,---,---,---,---,---,---,
H36G,14:20:47,---,---,---,---,---,---,
H36G,14:21:17,---,---,---,---,---,---,
H36G,14:21:46,---,---,---,---,---,---,
H36G,14:22:16,---,---,---,---,---,---,
H36G,14:22:45,---,---,---,---,---,---,
H36G,14:23:14,---,---,---,---,---,---,
H36G,14:23:44,---,---,---,---,---,---,
H36G,14:24:13,---,---,---,---,---,---,
H36G,14:24:43,---,---,---,---,---,---,
H36G,14:25:11,---,---,---,---,---,---,
H36G,14:25:37,---,---,---,---,---,---,
H36G,14:26:05,---,---,---,---,---,---,
H36G,14:26:34,---,---,---,---,---,---,
H36G,14:27:04,---,---,---,---,---,---,
H36G,14:27:33,---,---,---,---,---,---,
H36G,14:28:01,---,---,---,---,---,---,
H36G,14:28:31,---,---,---,---,---,---,
H36G,14:29:00,---,---,---,---,---,---,
H36G,14:29:29,---,---,---,---,---,---,
H36G,14:29:59,---,---,---,---,---,---,
H36G,14:30:27,---,---,---,---,---,---,
H36G,14:30:56,---,---,---,---,---,---,
H36G,14:31:25,---,---,---,---,---,---,
H36G,14:31:55,---,---,---,---,---,---,
H36G,14:32:24,---,---,---,---,---,---,
H36G,14:32:52,---,---,---,---,---,---,
H36G,14:33:22,---,---,---,---,---,---,
H36G,14:33:51,---,---,---,---,---,---,
H36G,14:34:20,---,---,---,---,---,---,
H36G,14:34:50,---,---,---,---,---,---,
H36G,14:35:19,---,---,---,---,---,---,
H36G,14:35:46,---,---,---,---,---,---,
H36G,14:36:15,---,---,---,---,---,---,
H36G,14:36:44,---,---,---,---,---,---,
H36G,14:37:14,---,---,---,---,---,---,
H36G,14:37:43,---,---,---,---,---,---,
H36G,14:38:13,---,---,---,---,---,---,
H36G,14:38:41,---,---,---,---,---,---,
H36G,14:39:10,---,---,---,---,---,---,
H36G,14:39:39,---,---,---,---,---,---,
H36G,14:40:07,---,---,---,---,---,---,
H36G,14:40:37,---,---,---,---,---,---,
H36G,14:41:06,---,---,---,---,---,---,
H36G,14:41:35,---,---,---,---,---,---,
H36G,14:42:05,---,---,---,---,---,---,
H36G,14:42:34,---,---,---,---,---,---,
H36G,14:43:04,---,---,---,---,---,---,
H36G,14:43:33,---,---,---,---,---,---,
H36G,14:44:02,---,---,---,---,---,---,
H36G,14:44:32,---,---,---,---,---,---,
H36G,14:45:01,---,---,---,---,---,---,
H36G,14:45:31,---,---,---,---,---,---,
H36G,14:46:00,---,---,---,---,---,---,
H36G,14:46:29,---,---,---,---,---,---,
H36G,14:46:59,---,---,---,---,---,---,
H36G,14:47:28,---,---,---,---,---,---,
H36G,14:47:57,---,---,---,---,---,---,
H36G,14:48:26,---,---,---,---,---,---,
H36G,14:48:55,---,---,---,---,---,---,
H36G,14:49:25,---,---,---,---,---,---,
H36G,14:49:54,---,---,---,---,---,---,
H36G,14:50:24,---,---,---,---,---,---,
H36G,14:50:50,631,4,---,---,---,---,---,
H36G,14:51:20,---,---,---,---,---,---,
H36G,14:51:49,---,---,---,---,---,---,
H36G,14:52:19,---,---,---,---,---,---,
H36G,14:52:48,---,---,---,---,---,---,
H36G,14:53:18,---,---,---,---,---,---,
H36G,14:53:47,---,---,---,---,---,---,
H36G,14:54:16,---,---,---,---,---,---,
H36G,14:54:46,---,---,---,---,---,---,
H36G,14:55:15,---,---,---,---,---,---,
H36G,14:55:44,---,---,---,---,---,---,
H36G,14:56:14,---,---,---,---,---,---,
H36G,14:56:43,---,---,---,---,---,---,
H36G,14:57:13,---,---,---,---,---,---,
H36G,14:57:42,---,---,---,---,---,---,
H36G,14:58:11,---,---,---,---,---,---,
H36G,14:58:41,---,---,---,---,---,---,
H36G,14:59:10,---,---,---,---,---,---,
H36G,14:59:39,---,---,---,---,---,---,
H36G,15:00:09,---,---,---,---,---,---,
H36G,15:00:38,---,---,---,---,---,---,
H36G,15:01:08,---,---,---,---,---,---,
H36G,15:01:37,---,---,---,---,---,---,
H36G,15:02:06,---,---,---,---,---,---,
H36G,15:02:36,---,---,---,---,---,---,
H36G,15:03:05,---,---,---,---,---,---,
H36G,15:03:34,---,---,---,---,---,---,
H36G,15:04:04,---,---,---,---,---,---,
H36G,15:04:33,---,---,---,---,---,---,
H36G,15:05:03,---,---,---,---,---,---,
H36G,15:05:32,---,---,---,---,---,---,
H36G,15:06:01,---,---,---,---,---,---,
H36G,15:06:29,---,---,---,---,---,---,
H36G,15:06:58,---,---,---,---,---,---,
H36G,15:07:28,---,---,---,---,---,---,
H36G,15:07:57,---,---,---,---,---,---,
H36G,15:08:27,---,---,---,---,---,---,
H36G,15:08:56,---,---,---,---,---,---,
H36G,15:09:26,---,---,---,---,---,---,
H36G,15:09:55,---,---,---,---,---,---,
H36G,15:10:24,---,---,---,---,---,---,
H36G,15:10:54,---,---,---,---,---,---,
H36G,15:11:23,---,---,---,---,---,---,
H36G,15:11:52,---,---,---,---,---,---,
H36G,15:12:22,---,---,---,---,---,---,
H36G,15:12:51,---,---,---,---,---,---,
H36G,15:13:21,---,---,---,---,---,---,
H36G,15:13:50,---,---,---,---,---,---,
H36G,15:14:19,---,---,---,---,---,---,
H36G,15:14:49,---,---,---,---,---,---,
H36G,15:15:18,---,---,---,---,---,---,
H36G,15:15:48,---,---,---,---,---,---,
H36G,15:16:17,---,---,---,---,---,---,
H36G,15:16:47,---,---,---,---,---,---,
H36G,15:17:16,---,---,---,---,---,---,
H36G,15:17:45,---,---,---,---,---,---,
H36G,15:18:15,---,---,---,---,---,---,
H36G,15:18:44,---,---,---,---,---,---,
H36G,15:19:13,---,---,---,---,---,---,
H36G,15:19:43,---,---,---,---,---,---,
H36G,15:20:12,---,---,---,---,---,---,
H36G,15:20:42,---,---,---,---,---,---,
H36G,15:21:11,---,---,---,---,---,---,
H36G,15:21:40,---,---,---,---,---,---,
H36G,15:22:08,---,---,---,---,---,---,
H36G,15:22:37,---,---,---,---,---,---,
H36G,15:23:06,---,---,---,---,---,---,
H36G,15:23:36,---,---,---,---,---,---,
H36G,15:24:03,---,---,---,---,---,---,
H36G,15:24:32,---,---,---,---,---,---,
H36G,15:25:01,---,---,---,---,---,---,
H36G,15:25:31,---,---,---,---,---,---,
H36G,15:26:00,---,---,---,---,---,---,
H36G,15:26:30,---,---,---,---,---,---,
H36G,15:26:57,---,---,---,---,---,---,
H36G,15:27:27,---,---,---,---,---,---,
H36G,15:27:56,---,---,---,---,---,---,
H36G,15:28:26,---,---,---,---,---,---,
H36G,15:28:54,---,---,---,---,---,---,
H36G,15:29:22,---,---,---,---,---,---,
H36G,15:29:51,---,---,---,---,---,---,
H36G,15:30:16,---,---,---,---,---,---,
H36G,15:30:42,---,---,---,---,---,---,
H36G,15:31:09,---,---,---,---,---,---,
H36G,15:31:35,---,---,---,---,---,---,
H36G,15:32:02,---,---,---,---,---,---,
H36G,15:32:31,---,---,---,---,---,---,
H36G,15:32:58,---,---,---,---,---,---,
H36G,15:33:23,---,---,---,---,---,---,
H36G,15:33:50,---,---,---,---,---,---,
H36G,15:34:15,---,---,---,---,---,---,
H36G,15:34:43,---,---,---,---,---,---,
H36G,15:35:10,---,---,---,---,---,---,
H36G,15:35:36,---,---,---,---,---,---,
H36G,15:36:03,---,---,---,---,---,---,
H36G,15:36:27,---,---,---,---,---,---,
H36G,15:36:52,---,---,---,---,---,---,
H36G,15:37:17,---,---,---,---,---,---,
H36G,15:37:42,---,---,---,---,---,---,
H36G,15:38:09,---,---,---,---,---,---,
H36G,15:38:35,---,---,---,---,---,---,
H36G,15:39:02,---,---,---,---,---,---,
H36G,15:39:28,---,---,---,---,---,---,
H36G,15:39:55,---,---,---,---,---,---,
H36G,15:40:21,---,---,---,---,---,---,
H36G,15:40:46,---,---,---,---,---,---,
H36G,15:41:10,---,---,---,---,---,---,
H36G,15:41:35,---,---,---,---,---,---,
H36G,15:42:00,---,---,---,---,---,---,
H36G,15:42:25,---,---,---,---,---,---,
H36G,15:42:51,---,---,---,---,---,---,
H36G,15:43:16,---,---,---,---,---,---,
H36G,15:43:41,---,---,---,---,---,---,
H36G,15:44:06,---,---,---,---,---,---,
H36G,15:44:33,---,---,---,---,---,---,
H36G,15:45:01,---,---,---,---,---,---,
H36G,15:45:27,---,---,---,---,---,---,
H36G,15:45:52,---,---,---,---,---,---,
H36G,15:46:19,---,---,---,---,---,---,
H36G,15:46:46,---,---,---,---,---,---,
H36G,15:47:11,---,---,---,---,---,---,
H36G,15:47:37,---,---,---,---,---,---,
H36G,15:48:04,---,---,---,---,---,---,
H36G,15:48:29,---,---,---,---,---,---,
H36G,15:48:53,---,---,---,---,---,---,
H36G,15:49:19,---,---,---,---,---,---,
H36G,15:49:45,---,---,---,---,---,---,
H36G,15:50:10,---,---,---,---,---,---,
H36G,15:50:35,---,---,---,---,---,---,
H36G,15:51:01,---,---,---,---,---,---,
H36G,15:51:29,---,---,---,---,---,---,
H36G,15:51:56,---,---,---,---,---,---,
H36G,15:52:22,---,---,---,---,---,---,
H36G,15:52:49,---,---,---,---,---,---,
H36G,15:53:13,---,---,---,---,---,---,
H36G,15:53:39,---,---,---,---,---,---,
H36G,15:54:04,---,---,---,---,---,---,
H36G,15:54:31,---,---,---,---,---,---,
H36G,15:54:58,---,---,---,---,---,---,
H36G,15:55:23,---,---,---,---,---,---,
H36G,15:55:48,---,---,---,---,---,---,
H36G,15:56:14,---,---,---,---,---,---,
H36G,15:56:39,---,---,---,---,---,---,
H36G,15:57:04,---,---,---,---,---,---,
H36G,15:57:31,---,---,---,---,---,---,
H36G,15:57:56,---,---,---,---,---,---,
H36G,15:58:22,---,---,---,---,---,---,
H36G,15:58:48,---,---,---,---,---,---,
H36G,15:59:13,---,---,---,---,---,---,
H36G,15:59:37,---,---,---,---,---,---,
H36G,16:00:02,---,---,---,---,---,---,
H36G,16:00:27,---,---,---,---,---,---,
H36G,16:00:53,---,---,---,---,---,---,
H36G,16:01:19,---,---,---,---,---,---,
H36G,16:01:44,---,---,---,---,---,---,
H36G,16:02:09,---,---,---,---,---,---,
H36G,16:02:34,---,---,---,---,---,---,
H36G,16:02:59,---,---,---,---,---,---,
H36G,16:03:24,---,---,---,---,---,---,
H36G,16:03:49,---,---,---,---,---,---,
H36G,16:04:14,---,---,---,---,---,---,
H36G,16:04:39,---,---,---,---,---,---,
H36G,16:05:04,---,---,---,---,---,---,
H36G,16:05:29,---,---,---,---,---,---,
H36G,16:05:56,---,---,---,---,---,---,
H36G,16:06:24,---,---,---,---,---,---,
H36G,16:06:49,---,---,---,---,---,---,
H36G,16:07:14,---,---,---,---,---,---,
H36G,16:07:39,---,---,---,---,---,---,
H36G,16:08:03,2241,4,---,---,---,---,---,
H36G,16:08:29,---,---,---,---,---,---,
H36G,16:08:55,---,---,---,---,---,---,
H36G,16:09:20,---,---,---,---,---,---,
H36G,16:09:48,---,---,---,---,---,---,
H36G,16:10:15,---,---,---,---,---,---,
H36G,16:10:40,---,---,---,---,---,---,
H36G,16:11:05,---,---,---,---,---,---,
H36G,16:11:30,---,---,---,---,---,---,
H36G,16:11:55,---,---,---,---,---,---,
H36G,16:12:20,---,---,---,---,---,---,
H36G,16:12:44,---,---,---,---,---,---,
H36G,16:13:09,---,---,---,---,---,---,
H36G,16:13:34,---,---,---,---,---,---,
H36G,16:13:59,---,---,---,---,---,---,
H36G,16:14:24,---,---,---,---,---,---,
H36G,16:14:51,---,---,---,---,---,---,
H36G,16:15:17,---,---,---,---,---,---,
H36G,16:15:44,---,---,---,---,---,---,
H36G,16:16:09,---,---,---,---,---,---,
H36G,16:16:34,---,---,---,---,---,---,
H36G,16:16:59,---,---,---,---,---,---,
H36G,16:17:23,---,---,---,---,---,---,
H36G,16:17:47,853,4,---,---,---,---,---,
H36G,16:18:13,---,---,---,---,---,---,
H36G,16:18:39,---,---,---,---,---,---,
H36G,16:19:05,---,---,---,---,---,---,
H36G,16:19:30,---,---,---,---,---,---,
H36G,16:19:55,---,---,---,---,---,---,
H36G,16:20:23,---,---,---,---,---,---,
H36G,16:20:50,---,---,---,---,---,---,
H36G,16:21:15,---,---,---,---,---,---,
H36G,16:21:40,---,---,---,---,---,---,
H36G,16:22:05,---,---,---,---,---,---,
H36G,16:22:30,---,---,---,---,---,---,
H36G,16:22:55,---,---,---,---,---,---,
H36G,16:23:20,---,---,---,---,---,---,
H36G,16:23:45,---,---,---,---,---,---,
H36G,16:24:12,---,---,---,---,---,---,
H36G,16:24:37,---,---,---,---,---,---,
H36G,16:25:02,---,---,---,---,---,---,
H36G,16:25:27,---,---,---,---,---,---,
H36G,16:25:52,---,---,---,---,---,---,
H36G,16:26:17,---,---,---,---,---,---,
H36G,16:26:42,---,---,---,---,---,---,
H36G,16:27:07,---,---,---,---,---,---,
H36G,16:27:32,---,---,---,---,---,---,
H36G,16:27:57,---,---,---,---,---,---,
H36G,16:28:24,---,---,---,---,---,---,
H36G,16:28:50,---,---,---,---,---,---,
H36G,16:29:17,---,---,---,---,---,---,
H36G,16:29:41,---,---,---,---,---,---,
H36G,16:30:06,---,---,---,---,---,---,
H36G,16:30:31,---,---,---,---,---,---,
H36G,16:30:56,---,---,---,---,---,---,
H36G,16:31:23,---,---,---,---,---,---,
H36G,16:31:49,---,---,---,---,---,---,
H36G,16:32:16,---,---,---,---,---,---,
H36G,16:32:41,---,---,---,---,---,---,

Transponder: D20C
Placement: Capturas 1

Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
D20C,10:40:06,730,3,Off,---,---,---,---,
D20C,10:40:31,732,1,Off,---,---,---,---,
D20C,10:40:57,735,0,Off,---,---,---,---,
D20C,10:41:22,735,8,Off,---,---,---,---,
D20C,10:41:47,736,4,Off,---,---,---,---,
D20C,10:42:12,735,8,Off,---,---,---,---,
D20C,10:42:37,736,2,Off,---,---,---,---,
D20C,10:43:06,---,---,---,---,---,---,
D20C,10:43:30,736,3,Off,---,---,---,---,
D20C,10:43:55,737,1,Off,---,---,---,---,
D20C,10:44:20,736,5,Off,---,---,---,---,
D20C,10:44:45,737,1,Off,---,---,---,---,
D20C,10:45:10,736,4,Off,---,---,---,---,
D20C,10:45:35,736,2,Off,---,---,---,---,
D20C,10:46:01,736,4,Off,---,---,---,---,
D20C,10:46:27,735,8,---,---,---,---,---,
D20C,10:46:50,736,4,Off,---,---,---,---,
D20C,10:47:15,736,6,Off,---,---,---,---,
D20C,10:47:40,735,1,Off,---,---,---,---,
D20C,10:48:05,735,9,Off,---,---,---,---,
D20C,10:48:30,736,1,Off,---,---,---,---,
D20C,10:48:56,737,0,Off,---,---,---,---,
D20C,10:49:21,736,7,Off,---,---,---,---,
D20C,10:49:46,736,3,Off,---,---,---,---,
D20C,10:50:11,736,3,Off,---,---,---,---,
D20C,10:50:36,736,2,Off,---,---,---,---,
D20C,10:51:01,736,1,Off,---,---,---,---,
D20C,10:51:26,735,7,Off,---,---,---,---,
D20C,10:51:52,735,4,---,---,---,---,---,
D20C,10:52:16,734,7,Off,---,---,---,---,
D20C,10:52:41,738,1,Off,---,---,---,---,
D20C,10:53:06,735,9,Off,---,---,---,---,
D20C,10:53:31,737,0,Off,---,---,---,---,
D20C,10:53:56,737,2,Off,---,---,---,---,
D20C,10:54:21,736,9,Off,---,---,---,---,
D20C,10:54:46,738,9,Off,---,---,---,---,
D20C,10:55:15,---,---,---,---,---,---,
D20C,10:55:42,---,---,---,---,---,---,
D20C,10:56:04,739,2,Off,---,---,---,---,
D20C,10:56:29,738,4,Off,---,---,---,---,
D20C,10:56:58,---,---,---,---,---,---,
D20C,10:57:25,---,---,---,---,---,---,
D20C,10:57:51,---,---,---,---,---,---,
D20C,10:58:18,---,---,---,---,---,---,
D20C,10:58:44,---,---,---,---,---,---,
D20C,10:59:11,---,---,---,---,---,---,
D20C,10:59:34,738,5,Off,---,---,---,---,
D20C,11:00:02,---,---,---,---,---,---,
D20C,11:00:29,---,---,---,---,---,---,
D20C,11:00:55,---,---,---,---,---,---,
D20C,11:01:22,---,---,---,---,---,---,
D20C,11:01:48,---,---,---,---,---,---,
D20C,11:02:15,---,---,---,---,---,---,
D20C,11:02:42,---,---,---,---,---,---,
D20C,11:03:05,739,8,---,---,---,---,---,
D20C,11:03:32,---,---,---,---,---,---,
D20C,11:03:55,739,0,Off,---,---,---,---,
D20C,11:04:20,740,1,Off,---,---,---,---,
D20C,11:04:49,---,---,---,---,---,---,
D20C,11:05:16,---,---,---,---,---,---,
D20C,11:05:42,---,---,---,---,---,---,
