Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,06:20:11,801,9,Off,---,---,---,
Capturas 1,06:20:36,801,6,Off,---,---,---,
Capturas 1,06:21:02,802,3,Off,---,---,---,
Capturas 1,06:21:30,---,---,---,---,---,---,
Capturas 1,06:21:53,802,7,Off,---,---,---,
Capturas 1,06:22:21,---,---,---,---,---,---,
Capturas 1,06:22:45,801,7,---,---,---,---,
Capturas 1,06:23:12,---,---,---,---,---,---,
Capturas 1,06:23:35,801,7,Off,---,---,---,
Capturas 1,06:24:00,801,9,Off,---,---,---,
Capturas 1,06:24:25,802,1,Off,---,---,---,
Capturas 1,06:24:50,802,4,Off,---,---,---,
Capturas 1,06:25:15,802,3,Off,---,---,---,
Capturas 1,06:25:40,803,6,Off,---,---,---,
Capturas 1,06:26:06,803,9,Off,---,---,---,
Capturas 1,06:26:33,802,4,Off,---,---,---,
Capturas 1,06:26:58,802,9,Off,---,---,---,
Capturas 1,06:27:25,803,3,Off,---,---,---,
Capturas 1,06:27:50,803,3,Off,---,---,---,
Capturas 1,06:28:16,802,5,Off,---,---,---,
Capturas 1,06:28:42,802,3,Off,---,---,---,
Capturas 1,06:29:08,804,2,Off,---,---,---,
Capturas 1,06:29:36,803,1,Off,---,---,---,
Capturas 1,06:30:01,802,4,Off,---,---,---,
Capturas 1,06:30:27,803,0,Off,---,---,---,
Capturas 1,06:30:52,802,5,Off,---,---,---,
Capturas 1,06:31:17,802,8,Off,---,---,---,
Capturas 1,06:31:44,802,3,Off,---,---,---,
Capturas 1,06:32:10,802,1,Off,---,---,---,
Capturas 1,06:32:34,802,2,Off,---,---,---,
Capturas 1,06:33:02,803,0,---,---,---,---,
Capturas 1,06:33:26,802,4,---,---,---,---,
Capturas 1,06:33:52,806,0,---,---,---,---,
Capturas 1,06:34:14,803,1,Off,---,---,---,
Capturas 1,06:34:41,802,0,Off,---,---,---,
Capturas 1,06:35:06,802,4,---,---,---,---,
