Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,17:20:36,1719,2,---,---,---,---,
Estribor,17:21:11,---,---,---,---,---,---,
Estribor,17:21:43,---,---,---,---,---,---,
Estribor,17:22:14,1721,4,---,---,---,---,
Estribor,17:22:48,---,---,---,---,---,---,
Estribor,17:23:18,1722,4,---,---,---,---,
Estribor,17:23:52,---,---,---,---,---,---,
Estribor,17:24:22,1723,2,-2,5,---,---,
Estribor,17:25:02,---,---,---,---,---,---,
Estribor,17:25:33,1724,0,---,---,---,---,
Estribor,17:26:06,1724,7,---,---,---,---,
Estribor,17:26:37,1725,1,-1,7,---,---,
Estribor,17:27:15,---,---,---,---,---,---,
Estribor,17:27:46,1725,5,---,---,---,---,
Estribor,17:28:18,1725,6,---,---,---,---,
Estribor,17:28:54,1726,5,---,---,---,---,
Estribor,17:29:26,1726,2,---,---,---,---,
Estribor,17:29:59,1725,9,---,---,---,---,
Estribor,17:30:34,1726,3,---,---,---,---,
Estribor,17:31:11,---,---,---,---,---,---,
Estribor,17:31:45,1726,7,---,---,---,---,
Estribor,17:32:19,---,---,---,---,---,---,
Estribor,17:32:49,1727,2,---,---,---,---,
Estribor,17:33:22,1728,9,---,---,---,---,
Estribor,17:33:54,1726,6,-3,0,---,---,
Estribor,17:34:33,1728,5,---,---,---,---,
Estribor,17:35:09,---,---,---,---,---,---,
Estribor,17:35:42,---,---,---,---,---,---,
Estribor,17:36:12,1727,2,-1,6,---,---,
Estribor,17:36:51,1727,5,---,---,---,---,
Estribor,17:37:22,1727,3,-3,3,---,---,
Estribor,17:37:58,1727,3,---,---,---,---,
Estribor,17:38:32,---,---,---,---,---,---,
Estribor,17:39:06,1727,4,---,---,---,---,
Estribor,17:39:42,1728,4,---,---,---,---,
Estribor,17:40:14,1727,0,---,---,---,---,
Estribor,17:40:46,1727,1,-2,0,---,---,
Estribor,17:41:23,---,---,---,---,---,---,
Estribor,17:41:54,1727,3,---,---,---,---,
Estribor,17:42:30,1727,4,---,---,---,---,
Estribor,17:43:06,---,---,---,---,---,---,
Estribor,17:43:37,1727,6,---,---,---,---,
Estribor,17:44:12,1727,5,---,---,---,---,
Estribor,17:44:47,1727,4,-2,4,---,---,
Estribor,17:45:27,1729,4,-3,8,---,---,
Estribor,17:46:09,1727,3,---,---,---,---,
Estribor,17:46:44,1728,1,-1,9,---,---,
Estribor,17:47:23,1728,1,---,---,---,---,
Estribor,17:47:58,1730,3,---,---,---,---,
Estribor,17:48:36,1727,6,---,---,---,---,
Estribor,17:49:11,---,---,---,---,---,---,
Estribor,17:49:45,1727,7,-2,2,---,---,
Estribor,17:50:27,1727,3,---,---,---,---,
Estribor,17:51:05,1727,9,---,---,---,---,
Estribor,17:51:39,---,---,---,---,---,---,
Estribor,17:52:13,1728,0,---,---,---,---,
Estribor,17:52:50,1728,0,-2,9,---,---,
Estribor,17:53:30,---,---,---,---,---,---,
Estribor,17:54:07,1727,4,---,---,---,---,
Estribor,17:54:45,1727,8,---,---,---,---,
Estribor,17:55:23,1728,0,---,---,---,---,
Estribor,17:55:59,1728,6,---,---,---,---,
Estribor,17:56:36,1728,7,-2,4,---,---,
Estribor,17:57:16,---,---,---,---,---,---,
Estribor,17:57:50,1727,7,---,---,---,---,
Estribor,17:58:28,1727,6,---,---,---,---,
Estribor,17:59:02,1728,0,-1,8,---,---,
Estribor,17:59:38,1727,4,-3,3,---,---,
Estribor,18:00:19,1727,9,-1,6,---,---,
Estribor,18:00:58,1727,9,---,---,---,---,
Estribor,18:01:33,1728,0,---,---,---,---,
Estribor,18:02:11,1727,6,---,---,---,---,
Estribor,18:02:49,1728,8,---,---,---,---,
Estribor,18:03:28,1727,8,---,---,---,---,
Estribor,18:04:03,1728,0,---,---,---,---,
Estribor,18:04:37,1728,4,-1,4,---,---,
Estribor,18:05:19,1728,2,---,---,---,---,
Estribor,18:05:55,1728,0,---,---,---,---,
Estribor,18:06:27,1727,9,---,---,---,---,
Estribor,18:07:01,---,---,---,---,---,---,
Estribor,18:07:36,---,---,---,---,---,---,
Estribor,18:08:10,---,---,---,---,---,---,
Estribor,18:08:43,1727,7,---,---,---,---,
Estribor,18:09:16,1728,0,---,---,---,---,
Estribor,18:09:49,1728,0,---,---,---,---,
Estribor,18:10:22,1727,9,---,---,---,---,
Estribor,18:10:54,1727,7,---,---,---,---,
Estribor,18:11:29,---,---,---,---,---,---,
Estribor,18:12:04,---,---,---,---,---,---,
Estribor,18:12:36,---,---,---,---,---,---,
Estribor,18:13:08,1728,0,---,---,---,---,
Estribor,18:13:42,1727,9,-2,4,---,---,
Estribor,18:14:21,1727,6,---,---,---,---,
Estribor,18:14:54,1727,7,---,---,---,---,
Estribor,18:15:28,---,---,---,---,---,---,
Estribor,18:16:00,1727,8,---,---,---,---,
Estribor,18:16:34,---,---,---,---,---,---,
Estribor,18:17:07,1727,7,---,---,---,---,
Estribor,18:17:40,1727,4,---,---,---,---,
Estribor,18:18:20,---,---,---,---,---,---,
Estribor,18:18:52,---,---,---,---,---,---,
Estribor,18:19:24,1727,6,---,---,---,---,
Estribor,18:19:56,1728,0,---,---,---,---,
Estribor,18:20:33,---,---,---,---,---,---,
Estribor,18:21:06,1727,8,0,7,---,---,
Estribor,18:21:44,---,---,---,---,---,---,
Estribor,18:22:19,---,---,---,---,---,---,
Estribor,18:22:52,---,---,---,---,---,---,
Estribor,18:23:22,1727,9,-2,6,---,---,
Estribor,18:24:00,---,---,---,---,---,---,
Estribor,18:24:35,---,---,---,---,---,---,
Estribor,18:25:12,1727,9,---,---,---,---,
Estribor,18:25:49,---,---,---,---,---,---,
Estribor,18:26:24,1727,7,2,6,---,---,
Estribor,18:27:02,---,---,---,---,---,---,
Estribor,18:27:35,---,---,---,---,---,---,
Estribor,18:28:06,1727,0,---,---,---,---,
Estribor,18:28:40,---,---,---,---,---,---,
Estribor,18:29:12,---,---,---,---,---,---,
Estribor,18:29:44,1727,2,---,---,---,---,
Estribor,18:30:17,1727,8,---,---,---,---,
Estribor,18:30:48,1727,8,-1,9,---,---,
Estribor,18:31:27,1727,4,-1,7,---,---,
Estribor,18:32:02,1727,6,-0,4,---,---,
Estribor,18:32:38,1727,8,---,---,---,---,
Estribor,18:33:12,---,---,---,---,---,---,
Estribor,18:33:46,1727,6,---,---,---,---,
Estribor,18:34:18,1727,4,---,---,---,---,
Estribor,18:34:51,1727,9,---,---,---,---,
Estribor,18:35:28,---,---,---,---,---,---,
Estribor,18:35:58,1728,0,-0,9,---,---,
Estribor,18:36:38,---,---,---,---,---,---,
Estribor,18:37:09,1727,7,---,---,---,---,
Estribor,18:37:45,1728,4,---,---,---,---,
Estribor,18:38:20,1729,1,---,---,---,---,
Estribor,18:38:59,---,---,---,---,---,---,
Estribor,18:39:33,1728,4,---,---,---,---,
Estribor,18:40:07,---,---,---,---,---,---,
Estribor,18:40:41,1728,6,---,---,---,---,
Estribor,18:41:18,---,---,---,---,---,---,
Estribor,18:41:51,1728,6,---,---,---,---,
Estribor,18:42:27,1728,8,---,---,---,---,
Estribor,18:43:00,1729,1,---,---,---,---,
Estribor,18:43:33,1728,8,---,---,---,---,
Estribor,18:44:06,---,---,---,---,---,---,
Estribor,18:44:37,1728,3,---,---,---,---,
Estribor,18:45:10,1729,4,---,---,---,---,
Estribor,18:45:43,1728,3,---,---,---,---,
Estribor,18:46:15,1728,4,---,---,---,---,
Estribor,18:46:49,---,---,---,---,---,---,
Estribor,18:47:20,1728,7,---,---,---,---,
Estribor,18:47:53,1727,7,---,---,---,---,
Estribor,18:48:28,1728,2,---,---,---,---,
Estribor,18:49:01,1728,2,---,---,---,---,
Estribor,18:49:39,1728,7,---,---,---,---,
Estribor,18:50:12,1728,0,---,---,---,---,
Estribor,18:50:48,1728,5,---,---,---,---,
Estribor,18:51:24,---,---,---,---,---,---,
Estribor,18:51:56,1728,9,---,---,---,---,
Estribor,18:52:31,1728,6,---,---,---,---,
Estribor,18:53:05,1729,4,-2,1,---,---,
Estribor,18:53:43,---,---,---,---,---,---,
Estribor,18:54:14,1728,0,---,---,---,---,
Estribor,18:54:47,1728,8,---,---,---,---,
Estribor,18:55:23,---,---,---,---,---,---,
Estribor,18:55:56,1727,8,-1,4,---,---,
Estribor,18:56:37,---,---,---,---,---,---,
