Code,Tiempo,Escalas(m),Datos1(°C),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Temperature,19:01:02,1695,7,---,---,---,---,
Starboard Temperature,19:01:39,1695,7,---,---,---,---,
Starboard Temperature,19:02:16,1695,6,11,0,---,---,
Starboard Temperature,19:02:53,1695,5,11,0,---,---,
Starboard Temperature,19:03:30,1695,6,---,---,---,---,
Starboard Temperature,19:04:08,1695,5,---,---,---,---,
Starboard Temperature,19:04:44,1698,4,10,8,---,---,
Starboard Temperature,19:05:22,1695,3,---,---,---,---,
Starboard Temperature,19:05:59,1695,6,---,---,---,---,
Starboard Temperature,19:06:36,1696,0,10,9,---,---,
Starboard Temperature,19:07:14,1696,0,---,---,---,---,
Starboard Temperature,19:07:51,1697,4,---,---,---,---,
Starboard Temperature,19:08:28,1695,6,---,---,---,---,
Starboard Temperature,19:09:06,1695,5,---,---,---,---,
Starboard Temperature,19:09:42,1695,8,10,8,---,---,
Starboard Temperature,19:10:20,1695,5,---,---,---,---,
Starboard Temperature,19:10:59,1697,6,---,---,---,---,
Starboard Temperature,19:11:37,1696,4,---,---,---,---,
Starboard Temperature,19:12:18,---,---,---,---,---,---,
Starboard Temperature,19:12:55,1695,5,---,---,---,---,
Starboard Temperature,19:13:32,1695,2,---,---,---,---,
Starboard Temperature,19:14:10,1694,7,---,---,---,---,
Starboard Temperature,19:14:47,1696,2,---,---,---,---,
Starboard Temperature,19:15:24,1695,5,---,---,---,---,
Starboard Temperature,19:16:02,1696,8,---,---,---,---,
Starboard Temperature,19:16:39,1695,2,---,---,---,---,
Starboard Temperature,19:17:18,1695,2,---,---,---,---,
Starboard Temperature,19:17:56,1695,4,---,---,---,---,
Starboard Temperature,19:18:33,1695,5,---,---,---,---,
Starboard Temperature,19:19:11,1695,3,---,---,---,---,
Starboard Temperature,19:19:47,1695,6,11,0,---,---,
Starboard Temperature,19:20:25,1695,6,---,---,---,---,
Starboard Temperature,19:21:03,1695,3,---,---,---,---,
Starboard Temperature,19:21:40,1696,4,---,---,---,---,
Starboard Temperature,19:22:17,1696,1,---,---,---,---,
Starboard Temperature,19:25:36,1699,8,---,---,---,---,
Starboard Temperature,19:30:19,1695,4,---,---,---,---,
Starboard Temperature,19:35:01,1696,0,---,---,---,---,
Starboard Temperature,19:40:10,1696,1,10,7,---,---,
Starboard Temperature,19:44:25,1696,8,---,---,---,---,
Starboard Temperature,19:49:08,1697,0,---,---,---,---,
Starboard Temperature,19:53:22,1697,1,---,---,---,---,
Starboard Temperature,19:58:05,1697,0,---,---,---,---,
Starboard Temperature,20:02:48,---,---,---,---,---,---,
Starboard Temperature,20:06:33,1696,2,---,---,---,---,
Starboard Temperature,20:10:49,---,---,---,---,---,---,
Starboard Temperature,20:15:01,1696,9,---,---,---,---,
Starboard Temperature,20:19:16,1696,2,---,---,---,---,
Starboard Temperature,20:23:31,1700,6,---,---,---,---,
Starboard Temperature,20:27:18,1696,2,---,---,---,---,
Starboard Temperature,20:31:04,1696,8,---,---,---,---,
Starboard Temperature,20:35:19,1696,7,---,---,---,---,
Starboard Temperature,20:39:34,1696,1,---,---,---,---,
Starboard Temperature,20:43:48,1697,0,---,---,---,---,
Starboard Temperature,20:48:03,1701,5,---,---,---,---,
Starboard Temperature,20:51:51,---,---,---,---,---,---,
Starboard Temperature,20:55:36,1696,6,---,---,---,---,
Starboard Temperature,20:59:51,1697,0,---,---,---,---,
Starboard Temperature,21:03:39,---,---,---,---,---,---,
Starboard Temperature,21:07:52,1696,0,---,---,---,---,
Starboard Temperature,21:12:06,1697,2,---,---,---,---,
Starboard Temperature,21:16:22,---,---,---,---,---,---,
Starboard Temperature,21:20:36,---,---,---,---,---,---,
Starboard Temperature,21:24:49,1695,3,---,---,---,---,
Starboard Temperature,21:29:04,1697,0,---,---,---,---,
Starboard Temperature,21:33:20,---,---,---,---,---,---,
Starboard Temperature,21:37:05,1696,9,---,---,---,---,
Starboard Temperature,21:41:19,1697,9,---,---,---,---,
Starboard Temperature,21:45:34,1699,8,---,---,---,---,
Starboard Temperature,21:49:49,1701,9,---,---,---,---,
Starboard Temperature,21:54:03,1696,7,---,---,---,---,
Starboard Temperature,21:58:19,---,---,---,---,---,---,
Starboard Temperature,22:02:32,1699,8,---,---,---,---,
Starboard Temperature,22:06:47,1700,9,---,---,---,---,
Starboard Temperature,22:11:01,1695,9,---,---,---,---,
Starboard Temperature,22:15:17,---,---,---,---,---,---,
Starboard Temperature,22:19:30,1698,0,---,---,---,---,
Starboard Temperature,22:23:45,1696,2,---,---,---,---,
Starboard Temperature,22:28:01,---,---,---,---,---,---,
Starboard Temperature,22:32:15,---,---,---,---,---,---,
Starboard Temperature,22:36:29,---,---,---,---,---,---,
Starboard Temperature,22:40:43,---,---,---,---,---,---,
Starboard Temperature,22:44:58,---,---,---,---,---,---,
Starboard Temperature,22:48:44,---,---,---,---,---,---,
Starboard Temperature,22:52:58,---,---,---,---,---,---,
Starboard Temperature,22:57:12,---,---,---,---,---,---,
Starboard Temperature,23:01:26,---,---,---,---,---,---,
Starboard Temperature,23:05:41,---,---,---,---,---,---,
Starboard Temperature,23:09:55,---,---,---,---,---,---,
Starboard Temperature,23:14:09,---,---,---,---,---,---,
Starboard Temperature,23:17:55,---,---,---,---,---,---,
Starboard Temperature,23:22:10,---,---,---,---,---,---,
Starboard Temperature,23:26:24,---,---,---,---,---,---,
Starboard Temperature,23:30:38,---,---,---,---,---,---,
Starboard Temperature,23:34:52,---,---,---,---,---,---,
Starboard Temperature,23:39:06,---,---,---,---,---,---,
Starboard Temperature,23:43:20,---,---,---,---,---,---,
Starboard Temperature,23:47:34,---,---,---,---,---,---,
Starboard Temperature,23:51:49,---,---,---,---,---,---,
Starboard Temperature,23:56:03,---,---,---,---,---,---,
Starboard Temperature,00:00:17,---,---,---,---,---,---,
Starboard Temperature,00:04:31,---,---,---,---,---,---,
Starboard Temperature,00:08:45,---,---,---,---,---,---,
Starboard Temperature,00:12:59,---,---,---,---,---,---,
Starboard Temperature,00:17:14,---,---,---,---,---,---,
Starboard Temperature,00:21:28,---,---,---,---,---,---,
Starboard Temperature,00:25:42,---,---,---,---,---,---,
Starboard Temperature,00:29:00,---,---,---,---,---,---,
Starboard Temperature,00:33:14,---,---,---,---,---,---,
Starboard Temperature,00:37:29,---,---,---,---,---,---,
Starboard Temperature,00:41:43,---,---,---,---,---,---,
Starboard Temperature,00:45:57,---,---,---,---,---,---,
Starboard Temperature,00:50:11,---,---,---,---,---,---,
Starboard Temperature,00:54:25,---,---,---,---,---,---,
Starboard Temperature,00:58:12,---,---,---,---,---,---,
Starboard Temperature,01:01:30,---,---,---,---,---,---,
Starboard Temperature,01:04:48,---,---,---,---,---,---,
Starboard Temperature,01:08:07,---,---,---,---,---,---,
Starboard Temperature,01:11:53,---,---,---,---,---,---,
Starboard Temperature,01:15:11,---,---,---,---,---,---,
Starboard Temperature,01:18:30,---,---,---,---,---,---,
Starboard Temperature,01:22:16,---,---,---,---,---,---,
Starboard Temperature,01:26:29,1376,6,---,---,---,---,
Starboard Temperature,01:30:44,---,---,---,---,---,---,
Starboard Temperature,01:34:59,---,---,---,---,---,---,
Starboard Temperature,01:39:14,---,---,---,---,---,---,
Starboard Temperature,01:43:01,---,---,---,---,---,---,
Starboard Temperature,01:47:15,---,---,---,---,---,---,
Starboard Temperature,01:51:29,---,---,---,---,---,---,
Starboard Temperature,01:55:43,---,---,---,---,---,---,
Starboard Temperature,01:59:57,---,---,---,---,---,---,
Starboard Temperature,02:04:11,---,---,---,---,---,---,
Starboard Temperature,02:08:25,---,---,---,---,---,---,
Starboard Temperature,02:12:39,---,---,---,---,---,---,
Starboard Temperature,02:16:53,---,---,---,---,---,---,
Starboard Temperature,02:21:07,---,---,---,---,---,---,
Starboard Temperature,02:24:54,---,---,---,---,---,---,
Starboard Temperature,02:29:08,---,---,---,---,---,---,
Starboard Temperature,02:33:22,---,---,---,---,---,---,
Starboard Temperature,02:37:36,---,---,---,---,---,---,
Starboard Temperature,02:41:23,---,---,---,---,---,---,
Starboard Temperature,02:45:37,---,---,---,---,---,---,
Starboard Temperature,02:49:51,---,---,---,---,---,---,
Starboard Temperature,02:54:05,---,---,---,---,---,---,
Starboard Temperature,03:49:12,---,---,---,---,---,---,
Starboard Temperature,03:49:55,---,---,---,---,---,---,
Starboard Temperature,03:50:36,---,---,---,---,---,---,
Starboard Temperature,03:51:17,---,---,---,---,---,---,
Starboard Temperature,03:52:00,---,---,---,---,---,---,
Starboard Temperature,03:52:41,---,---,---,---,---,---,
Starboard Temperature,03:53:24,---,---,---,---,---,---,
Starboard Temperature,03:54:05,---,---,---,---,---,---,
Starboard Temperature,03:54:48,---,---,---,---,---,---,
Starboard Temperature,03:55:32,---,---,---,---,---,---,
Starboard Temperature,03:56:16,---,---,---,---,---,---,
Starboard Temperature,03:56:58,---,---,---,---,---,---,
Starboard Temperature,03:57:41,---,---,---,---,---,---,
Starboard Temperature,03:58:23,---,---,---,---,---,---,
Starboard Temperature,03:59:05,---,---,---,---,---,---,
Starboard Temperature,03:59:47,---,---,---,---,---,---,
Starboard Temperature,04:00:29,---,---,---,---,---,---,
Starboard Temperature,04:01:10,---,---,---,---,---,---,
Starboard Temperature,04:01:53,---,---,---,---,---,---,
Starboard Temperature,04:02:34,---,---,---,---,---,---,
Starboard Temperature,04:03:18,---,---,---,---,---,---,
Starboard Temperature,04:04:02,---,---,---,---,---,---,
Starboard Temperature,04:04:46,---,---,---,---,---,---,
Starboard Temperature,04:05:30,---,---,---,---,---,---,
Starboard Temperature,04:06:14,---,---,---,---,---,---,
Starboard Temperature,04:06:58,---,---,---,---,---,---,
Starboard Temperature,04:07:42,---,---,---,---,---,---,
Starboard Temperature,04:08:27,---,---,---,---,---,---,
Starboard Temperature,04:09:09,---,---,---,---,---,---,
Starboard Temperature,04:09:53,---,---,---,---,---,---,
Starboard Temperature,04:10:36,---,---,---,---,---,---,
Starboard Temperature,04:11:20,---,---,---,---,---,---,
Starboard Temperature,04:12:03,---,---,---,---,---,---,
Starboard Temperature,04:12:47,---,---,---,---,---,---,
Starboard Temperature,04:13:31,---,---,---,---,---,---,
Starboard Temperature,04:14:13,---,---,---,---,---,---,
Starboard Temperature,04:14:56,---,---,---,---,---,---,
Starboard Temperature,04:15:39,---,---,---,---,---,---,
Starboard Temperature,04:16:20,---,---,---,---,---,---,
Starboard Temperature,04:17:01,---,---,---,---,---,---,
Starboard Temperature,04:17:42,---,---,---,---,---,---,
Starboard Temperature,04:18:24,---,---,---,---,---,---,
Starboard Temperature,04:19:06,---,---,---,---,---,---,
Starboard Temperature,04:19:47,---,---,---,---,---,---,
Starboard Temperature,04:20:29,---,---,---,---,---,---,
Starboard Temperature,04:21:10,---,---,---,---,---,---,
Starboard Temperature,04:21:51,---,---,---,---,---,---,
Starboard Temperature,04:22:33,---,---,---,---,---,---,
Starboard Temperature,04:23:14,---,---,---,---,---,---,
Starboard Temperature,04:23:58,---,---,---,---,---,---,
Starboard Temperature,04:24:39,---,---,---,---,---,---,
Starboard Temperature,04:25:20,---,---,---,---,---,---,
Starboard Temperature,04:26:02,---,---,---,---,---,---,
Starboard Temperature,04:26:43,---,---,---,---,---,---,
Starboard Temperature,04:27:25,---,---,---,---,---,---,
Starboard Temperature,04:28:06,---,---,---,---,---,---,
Starboard Temperature,04:28:47,---,---,---,---,---,---,
Starboard Temperature,04:29:30,---,---,---,---,---,---,
Starboard Temperature,04:30:11,---,---,---,---,---,---,
Starboard Temperature,04:30:52,---,---,---,---,---,---,
Starboard Temperature,04:31:33,---,---,---,---,---,---,
Starboard Temperature,04:32:15,---,---,---,---,---,---,
Starboard Temperature,04:32:56,---,---,---,---,---,---,
Starboard Temperature,04:33:40,---,---,---,---,---,---,
Starboard Temperature,04:34:22,---,---,---,---,---,---,
Starboard Temperature,04:35:04,---,---,---,---,---,---,
Starboard Temperature,04:35:45,---,---,---,---,---,---,
Starboard Temperature,04:36:26,---,---,---,---,---,---,
Starboard Temperature,04:37:09,---,---,---,---,---,---,
Starboard Temperature,04:37:50,---,---,---,---,---,---,
Starboard Temperature,04:38:32,---,---,---,---,---,---,
Starboard Temperature,04:39:14,---,---,---,---,---,---,
Starboard Temperature,04:39:55,---,---,---,---,---,---,
Starboard Temperature,04:40:36,---,---,---,---,---,---,
Starboard Temperature,04:41:15,1050,9,---,---,---,---,
Starboard Temperature,04:41:56,---,---,---,---,---,---,
Starboard Temperature,04:42:35,---,---,---,---,---,---,
Starboard Temperature,04:43:16,---,---,---,---,---,---,
Starboard Temperature,04:43:55,---,---,---,---,---,---,
Starboard Temperature,04:44:38,---,---,---,---,---,---,
Starboard Temperature,04:45:19,---,---,---,---,---,---,
Starboard Temperature,04:46:00,---,---,---,---,---,---,
Starboard Temperature,04:46:42,---,---,---,---,---,---,
Starboard Temperature,04:47:24,---,---,---,---,---,---,
Starboard Temperature,04:48:05,---,---,---,---,---,---,
Starboard Temperature,04:48:47,---,---,---,---,---,---,
Starboard Temperature,04:49:28,---,---,---,---,---,---,
Starboard Temperature,04:50:09,---,---,---,---,---,---,
Starboard Temperature,04:50:50,---,---,---,---,---,---,
Starboard Temperature,04:51:32,---,---,---,---,---,---,
Starboard Temperature,04:52:13,---,---,---,---,---,---,
Starboard Temperature,04:52:56,---,---,---,---,---,---,
Starboard Temperature,04:53:37,---,---,---,---,---,---,
Starboard Temperature,04:54:20,---,---,---,---,---,---,
Starboard Temperature,04:55:01,---,---,---,---,---,---,
Starboard Temperature,04:55:44,---,---,---,---,---,---,
Starboard Temperature,04:56:22,---,---,---,---,---,---,
Starboard Temperature,04:57:06,---,---,---,---,---,---,
Starboard Temperature,04:57:47,---,---,---,---,---,---,
Starboard Temperature,04:58:28,---,---,---,---,---,---,
Starboard Temperature,04:59:09,---,---,---,---,---,---,
Starboard Temperature,04:59:51,---,---,---,---,---,---,
Starboard Temperature,05:00:30,500,9,---,---,---,---,
Starboard Temperature,05:01:12,---,---,---,---,---,---,
Starboard Temperature,05:01:53,---,---,---,---,---,---,
Starboard Temperature,05:02:32,---,---,---,---,---,---,
Starboard Temperature,05:03:13,---,---,---,---,---,---,
Starboard Temperature,05:03:55,---,---,---,---,---,---,
Starboard Temperature,05:04:37,---,---,---,---,---,---,
Starboard Temperature,05:05:18,---,---,---,---,---,---,
Starboard Temperature,05:05:57,---,---,---,---,---,---,
Starboard Temperature,05:06:36,---,---,---,---,---,---,
Starboard Temperature,05:07:17,---,---,---,---,---,---,
Starboard Temperature,05:07:59,---,---,---,---,---,---,
Starboard Temperature,05:08:40,---,---,---,---,---,---,
Starboard Temperature,05:09:21,---,---,---,---,---,---,
Starboard Temperature,05:10:02,---,---,---,---,---,---,
Starboard Temperature,05:10:44,---,---,---,---,---,---,
Starboard Temperature,05:11:25,---,---,---,---,---,---,
Starboard Temperature,05:12:06,---,---,---,---,---,---,
Starboard Temperature,05:12:47,---,---,---,---,---,---,
Starboard Temperature,05:13:25,---,---,---,---,---,---,
Starboard Temperature,05:14:07,---,---,---,---,---,---,
Starboard Temperature,05:14:48,---,---,---,---,---,---,
Starboard Temperature,05:15:29,---,---,---,---,---,---,
Starboard Temperature,05:16:10,---,---,---,---,---,---,
Starboard Temperature,05:16:52,---,---,---,---,---,---,
Starboard Temperature,05:17:33,---,---,---,---,---,---,
Starboard Temperature,05:18:14,---,---,---,---,---,---,
Starboard Temperature,05:18:55,---,---,---,---,---,---,
Starboard Temperature,05:19:36,---,---,---,---,---,---,
Starboard Temperature,05:20:17,---,---,---,---,---,---,
Starboard Temperature,05:20:59,---,---,---,---,---,---,
Starboard Temperature,05:21:40,---,---,---,---,---,---,
Starboard Temperature,05:22:21,---,---,---,---,---,---,
Starboard Temperature,05:23:02,---,---,---,---,---,---,
Starboard Temperature,05:23:43,---,---,---,---,---,---,
Starboard Temperature,05:24:25,---,---,---,---,---,---,
Starboard Temperature,05:25:06,---,---,---,---,---,---,
Starboard Temperature,05:25:46,---,---,---,---,---,---,
Starboard Temperature,05:26:27,---,---,---,---,---,---,
Starboard Temperature,05:27:08,---,---,---,---,---,---,
Starboard Temperature,05:27:49,---,---,---,---,---,---,
Starboard Temperature,05:28:30,---,---,---,---,---,---,
Starboard Temperature,05:29:11,---,---,---,---,---,---,
Starboard Temperature,05:29:53,---,---,---,---,---,---,
Starboard Temperature,05:30:34,---,---,---,---,---,---,
Starboard Temperature,05:31:15,2594,4,---,---,---,---,
Starboard Temperature,05:31:57,---,---,---,---,---,---,
Starboard Temperature,05:32:38,---,---,---,---,---,---,
Starboard Temperature,05:33:19,---,---,---,---,---,---,
Starboard Temperature,05:34:01,---,---,---,---,---,---,
Starboard Temperature,05:34:42,---,---,---,---,---,---,
Starboard Temperature,05:35:23,---,---,---,---,---,---,
Starboard Temperature,05:36:04,---,---,---,---,---,---,
Starboard Temperature,05:36:45,---,---,---,---,---,---,
Starboard Temperature,05:37:27,---,---,---,---,---,---,
Starboard Temperature,05:38:09,---,---,---,---,---,---,
Starboard Temperature,05:38:52,---,---,---,---,---,---,
Starboard Temperature,05:39:33,---,---,---,---,---,---,
Starboard Temperature,05:40:14,---,---,---,---,---,---,
Starboard Temperature,05:40:56,---,---,---,---,---,---,
Starboard Temperature,05:41:38,---,---,---,---,---,---,
Starboard Temperature,05:42:19,---,---,---,---,---,---,
Starboard Temperature,05:43:00,---,---,---,---,---,---,
Starboard Temperature,05:43:42,---,---,---,---,---,---,
Starboard Temperature,05:44:23,---,---,---,---,---,---,
Starboard Temperature,05:45:04,---,---,---,---,---,---,
Starboard Temperature,05:45:46,---,---,---,---,---,---,
Starboard Temperature,05:46:28,---,---,---,---,---,---,
Starboard Temperature,05:47:10,---,---,---,---,---,---,
Starboard Temperature,05:47:52,---,---,---,---,---,---,
Starboard Temperature,05:48:33,---,---,---,---,---,---,
Starboard Temperature,05:49:15,---,---,---,---,---,---,
Starboard Temperature,05:49:57,---,---,---,---,---,---,
Starboard Temperature,05:50:38,---,---,---,---,---,---,
Starboard Temperature,05:51:19,---,---,---,---,---,---,
Starboard Temperature,05:52:00,---,---,---,---,---,---,
Starboard Temperature,05:52:41,---,---,---,---,---,---,
Starboard Temperature,05:53:24,---,---,---,---,---,---,
Starboard Temperature,05:54:05,---,---,---,---,---,---,
Starboard Temperature,05:54:46,---,---,---,---,---,---,
Starboard Temperature,05:55:28,---,---,---,---,---,---,
Starboard Temperature,05:56:09,---,---,---,---,---,---,
Starboard Temperature,05:56:51,---,---,---,---,---,---,
Starboard Temperature,05:57:32,---,---,---,---,---,---,
Starboard Temperature,05:58:14,---,---,---,---,---,---,
Starboard Temperature,05:58:56,---,---,---,---,---,---,
Starboard Temperature,05:59:37,---,---,---,---,---,---,
Starboard Temperature,06:00:18,---,---,---,---,---,---,
Starboard Temperature,06:01:00,---,---,---,---,---,---,
Starboard Temperature,06:01:41,---,---,---,---,---,---,
Starboard Temperature,06:02:24,---,---,---,---,---,---,
Starboard Temperature,06:03:03,1182,9,---,---,---,---,
Starboard Temperature,06:03:44,---,---,---,---,---,---,
Starboard Temperature,06:04:27,---,---,---,---,---,---,
Starboard Temperature,06:05:08,---,---,---,---,---,---,
Starboard Temperature,06:05:52,---,---,---,---,---,---,
Starboard Temperature,06:06:33,---,---,---,---,---,---,
Starboard Temperature,06:07:16,---,---,---,---,---,---,
Starboard Temperature,06:07:57,---,---,---,---,---,---,
Starboard Temperature,06:08:30,1697,2,10,7,---,---,
