Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Alineamiento de Estribor,00:37:12,---,---,---,---,---,---,
Alineamiento de Estribor,00:37:50,1597,9,0,7,---,---,
Alineamiento de Estribor,00:38:28,1598,2,1,4,---,---,
Alineamiento de Estribor,00:39:09,---,---,---,---,---,---,
Alineamiento de Estribor,00:39:49,---,---,---,---,---,---,
Alineamiento de Estribor,00:40:27,1597,9,0,5,---,---,
Alineamiento de Estribor,00:41:08,---,---,---,---,---,---,
Alineamiento de Estribor,00:41:49,---,---,---,---,---,---,
Alineamiento de Estribor,00:42:27,1598,2,1,5,---,---,
Alineamiento de Estribor,00:43:05,1598,7,0,9,---,---,
Alineamiento de Estribor,00:43:44,1598,1,---,---,---,---,
Alineamiento de Estribor,00:44:20,1597,7,5,1,---,---,
Alineamiento de Estribor,00:45:01,---,---,---,---,---,---,
Alineamiento de Estribor,00:45:39,---,---,---,---,---,---,
Alineamiento de Estribor,00:46:19,---,---,---,---,---,---,
Alineamiento de Estribor,00:46:55,1598,1,3,6,---,---,
Alineamiento de Estribor,00:47:32,1597,7,1,0,---,---,
Alineamiento de Estribor,00:48:09,1597,9,---,---,---,---,
Alineamiento de Estribor,00:48:45,1598,0,0,9,---,---,
Alineamiento de Estribor,00:49:22,1598,3,1,6,---,---,
Alineamiento de Estribor,00:50:00,1598,3,0,5,---,---,
Alineamiento de Estribor,00:50:39,1598,3,0,5,---,---,
Alineamiento de Estribor,00:51:21,---,---,---,---,---,---,
Alineamiento de Estribor,00:51:57,1598,9,0,5,---,---,
Alineamiento de Estribor,00:52:34,1599,0,0,7,---,---,
Alineamiento de Estribor,00:53:10,1598,8,0,6,---,---,
Alineamiento de Estribor,00:53:47,1599,4,0,4,---,---,
Alineamiento de Estribor,00:54:28,---,---,---,---,---,---,
Alineamiento de Estribor,00:55:04,1598,8,0,7,---,---,
Alineamiento de Estribor,00:55:42,1598,8,0,2,---,---,
Alineamiento de Estribor,00:56:21,---,---,---,---,---,---,
Alineamiento de Estribor,00:56:59,1599,2,0,6,---,---,
Alineamiento de Estribor,00:57:40,---,---,---,---,---,---,
Alineamiento de Estribor,00:58:16,1598,4,1,0,---,---,
Alineamiento de Estribor,00:58:53,1598,6,0,3,---,---,
Alineamiento de Estribor,00:59:30,1598,8,0,7,---,---,
Alineamiento de Estribor,01:00:09,---,---,---,---,---,---,
Alineamiento de Estribor,01:00:46,1598,8,0,4,---,---,
Alineamiento de Estribor,01:01:24,1599,0,---,---,---,---,
Alineamiento de Estribor,01:02:01,1598,4,2,8,---,---,
Alineamiento de Estribor,01:02:38,1598,6,---,---,---,---,
Alineamiento de Estribor,01:03:15,1598,1,0,5,---,---,
Alineamiento de Estribor,01:03:52,1598,5,1,4,---,---,
Alineamiento de Estribor,01:04:30,1598,3,1,0,---,---,
Alineamiento de Estribor,01:05:08,1598,1,0,4,---,---,
Alineamiento de Estribor,01:05:47,1598,0,0,4,---,---,
Alineamiento de Estribor,01:06:25,1598,0,0,7,---,---,
Alineamiento de Estribor,01:07:02,1598,1,0,4,---,---,
Alineamiento de Estribor,01:07:39,1597,9,0,4,---,---,
Alineamiento de Estribor,01:08:17,1598,2,0,5,---,---,
Alineamiento de Estribor,01:08:55,1598,4,0,7,---,---,
Alineamiento de Estribor,01:09:36,---,---,---,---,---,---,
Alineamiento de Estribor,01:10:12,1599,0,0,5,---,---,
Alineamiento de Estribor,01:10:51,---,---,---,---,---,---,
Alineamiento de Estribor,01:11:27,1598,0,0,6,---,---,
Alineamiento de Estribor,01:12:06,1598,0,0,4,---,---,
Alineamiento de Estribor,01:12:42,1598,2,0,4,---,---,
Alineamiento de Estribor,01:13:19,1597,9,0,1,---,---,
Alineamiento de Estribor,01:13:56,1598,1,0,9,---,---,
Alineamiento de Estribor,01:14:33,1598,2,0,4,---,---,
Alineamiento de Estribor,01:15:10,1598,4,1,3,---,---,
Alineamiento de Estribor,01:15:46,1598,3,0,4,---,---,
Alineamiento de Estribor,01:16:23,1598,2,0,4,---,---,
Alineamiento de Estribor,01:17:02,1598,5,0,7,---,---,
Alineamiento de Estribor,01:17:38,1597,9,0,7,---,---,
Alineamiento de Estribor,01:18:17,1597,9,0,4,---,---,
Alineamiento de Estribor,01:18:54,1598,4,0,4,---,---,
Alineamiento de Estribor,01:19:30,1599,1,0,4,---,---,
Alineamiento de Estribor,01:20:07,1598,3,0,6,---,---,
Alineamiento de Estribor,01:20:44,1598,4,0,4,---,---,
Alineamiento de Estribor,01:21:21,1598,3,0,5,---,---,
Alineamiento de Estribor,01:21:58,1599,0,0,7,---,---,
Alineamiento de Estribor,01:22:34,1598,6,0,6,---,---,
Alineamiento de Estribor,01:23:11,1598,3,0,6,---,---,
Alineamiento de Estribor,01:23:48,1598,7,0,4,---,---,
Alineamiento de Estribor,01:24:25,1599,0,1,0,---,---,
Alineamiento de Estribor,01:25:02,1598,7,0,3,---,---,
Alineamiento de Estribor,01:25:40,1598,5,0,2,---,---,
Alineamiento de Estribor,01:26:17,1598,5,0,4,---,---,
Alineamiento de Estribor,01:26:54,1598,3,0,4,---,---,
Alineamiento de Estribor,01:27:30,1598,4,0,4,---,---,
Alineamiento de Estribor,01:28:09,1598,4,1,6,---,---,
Alineamiento de Estribor,01:28:46,1598,4,0,5,---,---,
Alineamiento de Estribor,01:29:22,1598,1,0,1,---,---,
Alineamiento de Estribor,01:29:59,1598,3,0,4,---,---,
Alineamiento de Estribor,01:30:36,1598,0,0,1,---,---,
Alineamiento de Estribor,01:31:13,1598,1,1,1,---,---,
Alineamiento de Estribor,01:31:50,1597,6,0,4,---,---,
Alineamiento de Estribor,01:32:26,1598,0,1,0,---,---,
Alineamiento de Estribor,01:33:02,1597,9,1,6,---,---,
Alineamiento de Estribor,01:33:39,1598,0,3,7,---,---,
Alineamiento de Estribor,01:34:15,1597,4,1,1,---,---,
Alineamiento de Estribor,01:34:52,1597,1,0,6,---,---,
Alineamiento de Estribor,01:35:31,1597,0,1,7,---,---,
Alineamiento de Estribor,01:36:07,1597,1,0,9,---,---,
Alineamiento de Estribor,01:36:44,1597,7,1,0,---,---,
Alineamiento de Estribor,01:37:21,1597,3,0,8,---,---,
Alineamiento de Estribor,01:37:58,1597,6,1,2,---,---,
Alineamiento de Estribor,01:38:35,1597,7,0,9,---,---,
Alineamiento de Estribor,01:43:23,1598,4,0,7,---,---,
Alineamiento de Estribor,01:49:01,1597,9,0,9,---,---,
Alineamiento de Estribor,01:54:38,1598,4,0,4,---,---,
Alineamiento de Estribor,02:00:16,1598,0,0,2,---,---,
Alineamiento de Estribor,02:05:53,1598,7,0,3,---,---,
Alineamiento de Estribor,02:11:31,1597,9,0,6,---,---,
Alineamiento de Estribor,02:17:09,1598,9,0,2,---,---,
Alineamiento de Estribor,02:22:46,1599,1,1,2,---,---,
Alineamiento de Estribor,02:28:24,1598,0,0,4,---,---,
Alineamiento de Estribor,02:34:01,1598,9,0,4,---,---,
Alineamiento de Estribor,02:39:39,1599,2,0,4,---,---,
Alineamiento de Estribor,02:45:16,1599,3,2,2,---,---,
Alineamiento de Estribor,02:50:54,1598,9,0,7,---,---,
Alineamiento de Estribor,02:56:09,1599,2,0,5,---,---,
Alineamiento de Estribor,02:56:46,1599,8,0,4,---,---,
Alineamiento de Estribor,02:57:23,1599,3,0,4,---,---,
Alineamiento de Estribor,02:58:00,1598,9,0,5,---,---,
Alineamiento de Estribor,02:58:37,1599,4,0,5,---,---,
Alineamiento de Estribor,02:59:13,1598,8,0,6,---,---,
Alineamiento de Estribor,02:59:50,1599,4,0,6,---,---,
Alineamiento de Estribor,03:00:27,1599,1,0,9,---,---,
Alineamiento de Estribor,03:01:04,1599,4,0,4,---,---,
Alineamiento de Estribor,03:01:41,1599,2,0,6,---,---,
Alineamiento de Estribor,03:02:18,1599,1,0,4,---,---,
Alineamiento de Estribor,03:02:54,1598,9,0,6,---,---,
Alineamiento de Estribor,03:03:31,1599,0,0,3,---,---,
Alineamiento de Estribor,03:04:08,1599,0,0,4,---,---,
Alineamiento de Estribor,03:04:45,1598,8,0,9,---,---,
Alineamiento de Estribor,03:05:22,1599,0,0,2,---,---,
Alineamiento de Estribor,03:05:59,1599,2,0,5,---,---,
Alineamiento de Estribor,03:06:35,1600,4,0,3,---,---,
Alineamiento de Estribor,03:07:12,1600,4,0,5,---,---,
Alineamiento de Estribor,03:07:49,1600,2,0,6,---,---,
Alineamiento de Estribor,03:08:26,1599,9,0,4,---,---,
Alineamiento de Estribor,03:09:03,1601,2,0,1,---,---,
Alineamiento de Estribor,03:09:40,1600,6,0,2,---,---,
Alineamiento de Estribor,03:10:16,1600,3,0,4,---,---,
Alineamiento de Estribor,03:10:53,1600,5,0,4,---,---,
Alineamiento de Estribor,03:11:30,1600,3,0,5,---,---,
Alineamiento de Estribor,03:12:07,1600,2,0,7,---,---,
Alineamiento de Estribor,03:12:44,1600,3,0,2,---,---,
Alineamiento de Estribor,03:13:20,1600,4,0,1,---,---,
Alineamiento de Estribor,03:13:57,1600,4,0,4,---,---,
Alineamiento de Estribor,03:14:34,1600,4,0,4,---,---,
Alineamiento de Estribor,03:15:11,1600,2,0,4,---,---,
Alineamiento de Estribor,03:21:44,1600,5,0,9,---,---,
Alineamiento de Estribor,03:25:31,1600,1,0,3,---,---,
Alineamiento de Estribor,03:29:19,1600,1,0,3,---,---,
Alineamiento de Estribor,03:33:06,1600,8,0,2,---,---,
Alineamiento de Estribor,03:36:54,1600,4,0,2,---,---,
Alineamiento de Estribor,03:40:41,1601,2,0,5,---,---,
Alineamiento de Estribor,03:44:29,1601,5,0,4,---,---,
Alineamiento de Estribor,03:48:17,1601,2,0,4,---,---,
Alineamiento de Estribor,03:52:04,1600,7,0,6,---,---,
Alineamiento de Estribor,03:55:34,1601,0,---,---,---,---,
Alineamiento de Estribor,03:59:21,1600,8,0,5,---,---,
Alineamiento de Estribor,04:03:09,1600,7,0,1,---,---,
Alineamiento de Estribor,04:06:57,1600,0,0,2,---,---,
Alineamiento de Estribor,04:10:44,1600,7,0,6,---,---,
Alineamiento de Estribor,04:14:32,1600,2,0,4,---,---,
Alineamiento de Estribor,04:18:19,1602,9,---,---,---,---,
Alineamiento de Estribor,04:22:07,1600,9,0,1,---,---,
Alineamiento de Estribor,04:25:55,1601,0,0,5,---,---,
Alineamiento de Estribor,04:29:42,1601,0,0,5,---,---,
Alineamiento de Estribor,04:33:30,1601,3,0,4,---,---,
Alineamiento de Estribor,04:37:17,1601,7,0,3,---,---,
Alineamiento de Estribor,04:41:05,1601,4,0,9,---,---,
Alineamiento de Estribor,04:44:52,1601,2,0,4,---,---,
Alineamiento de Estribor,04:48:40,1600,9,0,3,---,---,
Alineamiento de Estribor,04:52:10,1601,6,0,5,---,---,
Alineamiento de Estribor,04:55:57,1601,2,0,4,---,---,
Alineamiento de Estribor,04:59:45,1601,1,0,5,---,---,
Alineamiento de Estribor,05:03:32,1601,8,1,0,---,---,
Alineamiento de Estribor,05:07:20,1601,7,0,4,---,---,
Alineamiento de Estribor,05:11:08,1601,3,0,4,---,---,
Alineamiento de Estribor,05:14:55,1601,3,0,1,---,---,
Alineamiento de Estribor,05:18:43,1600,9,1,0,---,---,
Alineamiento de Estribor,05:22:30,1601,1,0,5,---,---,
Alineamiento de Estribor,05:26:18,1601,1,0,3,---,---,
Alineamiento de Estribor,05:30:05,1600,9,1,7,---,---,
Alineamiento de Estribor,05:33:53,1600,9,0,6,---,---,
Alineamiento de Estribor,05:37:41,1600,7,0,7,---,---,
Alineamiento de Estribor,05:41:28,1600,4,0,0,---,---,
Alineamiento de Estribor,05:45:16,1600,2,0,9,---,---,
Alineamiento de Estribor,05:49:03,1599,6,0,7,---,---,
Alineamiento de Estribor,05:52:51,1600,2,0,1,---,---,
Alineamiento de Estribor,05:56:40,---,---,---,---,---,---,
Alineamiento de Estribor,06:42:08,441,7,1,7,---,---,
Alineamiento de Estribor,06:42:45,---,1,9,---,---,---,
Alineamiento de Estribor,06:43:23,784,9,2,4,---,---,
Alineamiento de Estribor,06:44:00,---,1,5,---,---,---,
Alineamiento de Estribor,06:44:39,1125,7,1,5,---,---,
Alineamiento de Estribor,06:45:19,---,---,---,---,---,---,
Alineamiento de Estribor,06:45:55,---,1,2,---,---,---,
Alineamiento de Estribor,06:46:34,1484,3,0,4,---,---,
Alineamiento de Estribor,06:47:13,1488,8,0,4,---,---,
Alineamiento de Estribor,06:47:53,1493,9,0,4,---,---,
Alineamiento de Estribor,06:48:32,1504,2,---,---,---,---,
Alineamiento de Estribor,06:49:10,1515,2,---,---,---,---,
Alineamiento de Estribor,06:49:53,---,---,---,---,---,---,
Alineamiento de Estribor,06:50:30,1539,7,0,6,---,---,
Alineamiento de Estribor,06:51:07,1549,3,0,4,---,---,
Alineamiento de Estribor,06:51:46,1548,7,0,5,---,---,
Alineamiento de Estribor,06:52:23,1548,1,0,5,---,---,
Alineamiento de Estribor,06:53:00,1548,0,0,4,---,---,
Alineamiento de Estribor,06:53:37,1547,9,0,5,---,---,
Alineamiento de Estribor,06:54:14,1547,8,---,---,---,---,
Alineamiento de Estribor,06:54:54,---,---,---,---,---,---,
Alineamiento de Estribor,06:55:31,1545,1,0,4,---,---,
Alineamiento de Estribor,06:56:14,---,---,---,---,---,---,
Alineamiento de Estribor,06:56:51,1540,1,0,4,---,---,
Alineamiento de Estribor,06:57:31,1538,0,0,4,---,---,
Alineamiento de Estribor,06:58:08,1536,8,0,4,---,---,
Alineamiento de Estribor,06:58:47,1536,5,0,4,---,---,
Alineamiento de Estribor,06:59:27,1538,1,0,4,---,---,
Alineamiento de Estribor,07:00:09,---,---,---,---,---,---,
Alineamiento de Estribor,07:00:49,---,---,---,---,---,---,
Alineamiento de Estribor,07:01:28,1542,5,0,6,---,---,
Alineamiento de Estribor,07:02:09,---,---,---,---,---,---,
Alineamiento de Estribor,07:02:50,---,---,---,---,---,---,
Alineamiento de Estribor,07:03:27,1545,2,0,7,---,---,
Alineamiento de Estribor,07:04:04,1546,8,0,5,---,---,
Alineamiento de Estribor,07:04:41,1547,4,0,2,---,---,
Alineamiento de Estribor,07:05:18,1547,6,0,6,---,---,
Alineamiento de Estribor,07:05:55,1547,9,0,2,---,---,
Alineamiento de Estribor,07:06:32,1548,6,0,2,---,---,
Alineamiento de Estribor,07:07:09,1548,8,---,---,---,---,
Alineamiento de Estribor,07:07:46,1548,7,0,6,---,---,
Alineamiento de Estribor,07:08:23,1549,2,0,2,---,---,
Alineamiento de Estribor,07:09:01,1549,3,0,6,---,---,
Alineamiento de Estribor,07:09:38,1549,5,1,0,---,---,
Alineamiento de Estribor,07:10:15,1549,6,0,5,---,---,
Alineamiento de Estribor,07:10:52,1549,8,0,6,---,---,
Alineamiento de Estribor,07:11:29,1549,9,0,5,---,---,
Alineamiento de Estribor,07:12:06,1549,7,0,2,---,---,
Alineamiento de Estribor,07:12:43,1549,9,0,5,---,---,
Alineamiento de Estribor,07:13:20,1550,0,0,8,---,---,
