Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Abertura,18:08:22,1695,7,113,5,---,---,
Abertura,18:08:59,1695,6,113,7,---,---,
Abertura,18:11:23,1695,5,111,7,---,---,
Abertura,18:17:01,1695,5,113,2,---,---,
Abertura,18:22:11,1695,3,111,2,---,---,
Abertura,18:27:49,1694,5,110,3,---,---,
Abertura,18:33:26,1694,5,111,0,---,---,
Abertura,18:34:57,1695,4,109,1,---,---,
Abertura,18:35:34,1695,4,108,4,---,---,
Abertura,18:36:11,1695,5,107,4,---,---,
Abertura,18:36:48,1695,3,107,0,---,---,
Abertura,18:37:25,1695,7,105,9,---,---,
Abertura,18:38:02,1695,4,106,7,---,---,
Abertura,18:38:39,1695,3,108,3,---,---,
Abertura,18:39:16,1696,0,108,7,---,---,
Abertura,18:39:53,1695,1,107,6,---,---,
Abertura,18:40:30,1695,1,108,1,---,---,
Abertura,18:41:08,1695,5,108,0,---,---,
Abertura,18:41:45,1695,6,107,3,---,---,
Abertura,18:42:22,1695,0,108,0,---,---,
Abertura,18:42:59,1694,8,109,1,---,---,
Abertura,18:43:36,1694,6,108,4,---,---,
Abertura,18:44:13,1694,8,108,9,---,---,
Abertura,18:44:50,1694,9,108,4,---,---,
Abertura,18:45:27,1695,0,108,9,---,---,
Abertura,18:46:04,1695,1,107,8,---,---,
Abertura,18:46:41,1695,2,108,8,---,---,
Abertura,18:47:18,1695,3,108,1,---,---,
Abertura,18:47:55,1695,4,109,0,---,---,
Abertura,18:48:32,1695,6,108,7,---,---,
Abertura,18:49:09,1695,4,110,4,---,---,
Abertura,18:49:46,1695,4,109,9,---,---,
Abertura,18:50:23,1695,7,110,2,---,---,
Abertura,18:51:00,1695,8,110,2,---,---,
Abertura,18:51:37,1695,6,109,9,---,---,
Abertura,18:52:14,1695,4,111,2,---,---,
Abertura,18:52:51,1695,3,111,7,---,---,
Abertura,18:53:28,1695,5,112,7,---,---,
Abertura,18:54:04,1695,5,111,6,---,---,
Abertura,18:54:41,1695,3,113,2,---,---,
Abertura,18:55:20,1695,5,114,0,---,---,
Abertura,18:55:57,1695,2,113,8,---,---,
Abertura,18:56:34,1695,4,114,8,---,---,
Abertura,18:57:11,1695,1,116,3,---,---,
Abertura,18:57:48,1695,4,117,6,---,---,
Abertura,18:58:25,1695,4,119,9,---,---,
Abertura,18:59:01,1695,2,117,8,---,---,
Abertura,18:59:38,1695,0,117,4,---,---,
Abertura,19:00:15,1694,9,117,8,---,---,
Abertura,19:00:52,1694,9,117,1,---,---,
Abertura,19:01:29,1694,9,116,9,---,---,
Abertura,19:02:06,1694,7,116,3,---,---,
Abertura,19:02:43,1694,7,119,0,---,---,
Abertura,19:03:20,1695,0,118,4,---,---,
Abertura,19:03:58,1694,7,115,3,---,---,
Abertura,19:04:35,1695,1,116,8,---,---,
Abertura,19:05:11,1694,5,115,2,---,---,
Abertura,19:05:48,1694,7,114,7,---,---,
Abertura,19:06:25,1694,8,115,9,---,---,
Abertura,19:07:02,1694,9,113,7,---,---,
Abertura,19:07:42,1694,5,116,4,---,---,
Abertura,19:08:21,1694,6,119,3,---,---,
Abertura,19:08:57,1695,0,115,9,---,---,
Abertura,19:09:36,1694,9,115,2,---,---,
Abertura,19:10:13,1695,0,114,3,---,---,
Abertura,19:10:50,1695,7,107,4,---,---,
Abertura,19:11:27,1694,7,110,9,---,---,
Abertura,19:12:04,1694,8,112,6,---,---,
Abertura,19:12:41,1694,8,105,1,---,---,
Abertura,19:13:18,1695,0,112,2,---,---,
Abertura,19:13:55,1694,8,113,2,---,---,
Abertura,19:14:31,1694,8,113,2,---,---,
Abertura,19:15:08,1695,1,111,2,---,---,
Abertura,19:15:46,1695,5,110,5,---,---,
Abertura,19:16:23,1695,9,112,3,---,---,
Abertura,19:17:00,1695,5,111,4,---,---,
Abertura,19:17:37,1695,6,110,5,---,---,
Abertura,19:18:14,1695,6,110,1,---,---,
Abertura,19:18:51,1696,0,109,7,---,---,
Abertura,19:19:28,1696,0,109,5,---,---,
Abertura,19:20:05,1696,3,109,8,---,---,
Abertura,19:20:42,1695,9,110,7,---,---,
Abertura,19:21:20,1696,3,110,9,---,---,
Abertura,19:21:57,1696,3,111,6,---,---,
Abertura,19:22:34,1696,2,112,2,---,---,
Abertura,19:23:11,1696,2,110,9,---,---,
Abertura,19:23:49,1696,2,109,6,---,---,
Abertura,19:24:27,1696,1,108,4,---,---,
Abertura,19:25:04,1696,2,109,9,---,---,
Abertura,19:25:41,1696,1,111,0,---,---,
Abertura,19:26:19,1696,6,111,7,---,---,
Abertura,19:26:56,1696,1,112,4,---,---,
Abertura,19:27:34,1695,7,113,3,---,---,
Abertura,19:28:11,1695,8,115,3,---,---,
Abertura,19:28:49,1695,7,115,5,---,---,
Abertura,19:29:27,1696,6,112,9,---,---,
Abertura,19:30:04,1696,3,111,9,---,---,
Abertura,19:30:41,1695,7,111,5,---,---,
Abertura,19:31:19,1695,8,110,6,---,---,
Abertura,19:31:57,1695,8,110,7,---,---,
Abertura,19:32:34,1695,9,110,7,---,---,
Abertura,19:33:11,1696,0,112,5,---,---,
Abertura,19:33:49,1695,8,112,5,---,---,
Abertura,19:34:26,1695,4,---,---,---,---,
Abertura,19:35:03,1695,8,113,6,---,---,
Abertura,19:35:41,1695,6,112,9,---,---,
Abertura,19:36:19,1695,6,109,5,---,---,
Abertura,19:36:56,1695,6,109,4,---,---,
Abertura,19:37:33,1695,2,111,2,---,---,
Abertura,19:38:10,1695,5,110,2,---,---,
Abertura,19:38:48,1695,7,113,8,---,---,
Abertura,19:39:26,1695,7,116,2,---,---,
Abertura,19:40:03,1695,9,112,4,---,---,
Abertura,19:40:40,1695,8,114,4,---,---,
Abertura,19:41:17,1695,7,112,7,---,---,
Abertura,19:41:54,1695,9,111,7,---,---,
Abertura,19:42:32,1695,7,110,2,---,---,
Abertura,19:43:09,1695,9,108,4,---,---,
Abertura,19:43:46,1695,6,105,9,---,---,
Abertura,19:44:23,1695,9,104,4,---,---,
Abertura,19:45:00,1695,7,107,2,---,---,
Abertura,19:45:38,1695,8,109,1,---,---,
Abertura,19:46:15,1696,1,110,2,---,---,
Abertura,19:46:52,1696,5,111,2,---,---,
Abertura,19:47:29,1696,3,112,9,---,---,
Abertura,19:48:07,1697,0,111,7,---,---,
Abertura,19:48:44,1696,5,112,9,---,---,
Abertura,19:49:21,1696,5,113,3,---,---,
Abertura,19:49:59,1696,5,113,3,---,---,
Abertura,19:50:36,1696,9,114,4,---,---,
Abertura,19:51:12,1696,9,112,6,---,---,
Abertura,19:51:49,1697,4,114,8,---,---,
Abertura,19:52:26,1696,9,113,0,---,---,
Abertura,19:53:03,1696,7,111,7,---,---,
Abertura,19:53:41,1697,0,112,0,---,---,
