Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Babor,02:29:18,58,5,21,1,---,---,
Babor,02:29:44,---,37,9,---,---,---,
Babor,02:30:09,176,2,47,3,---,---,
Babor,02:30:34,---,48,7,---,---,---,
Babor,02:30:59,306,4,46,3,---,---,
Babor,02:31:24,---,47,2,---,---,---,
Babor,02:31:49,450,9,47,8,---,---,
Babor,02:32:16,---,51,1,---,---,---,
Babor,02:32:41,619,9,54,6,---,---,
Babor,02:33:06,---,57,2,---,---,---,
Babor,02:33:32,785,8,58,6,---,---,
Babor,02:33:58,---,56,9,---,---,---,
Babor,02:34:23,968,0,59,9,---,---,
Babor,02:34:48,---,56,9,---,---,---,
Babor,02:35:15,1106,0,55,5,---,---,
Babor,02:35:40,1106,6,60,4,---,---,
Babor,02:36:05,1107,1,65,1,---,---,
Babor,02:36:30,1106,6,67,1,---,---,
Babor,02:36:55,1106,8,67,9,---,---,
Babor,02:37:18,1106,6,69,9,---,---,
Babor,02:37:43,1106,3,69,8,---,---,
Babor,02:38:09,1106,3,70,5,---,---,
Babor,02:38:32,1106,3,71,2,---,---,
Babor,02:38:57,1106,7,71,1,---,---,
Babor,02:39:21,1106,7,71,6,---,---,
Babor,02:39:44,1106,5,75,7,---,---,
Babor,02:40:08,1106,6,75,8,---,---,
Babor,02:40:32,1106,2,---,---,---,---,
Babor,02:40:54,1105,6,76,0,---,---,
Babor,02:41:18,1106,3,---,---,---,---,
Babor,02:41:41,1106,4,---,---,---,---,
Babor,02:42:03,1106,3,---,---,---,---,
Babor,02:42:25,1106,0,72,9,---,---,
Babor,02:42:48,1106,2,77,0,---,---,
Babor,02:43:12,1107,1,---,---,---,---,
Babor,02:43:34,1106,2,---,---,---,---,
Babor,02:43:56,1106,2,77,7,---,---,
Babor,02:44:20,1106,1,---,---,---,---,
Babor,02:44:42,1106,2,72,6,---,---,
Babor,02:45:06,1106,1,---,---,---,---,
Babor,02:45:29,1106,1,73,9,---,---,
Babor,02:45:53,1106,5,---,---,---,---,
Babor,02:46:15,1106,1,75,8,---,---,
Babor,02:46:39,1106,3,74,4,---,---,
Babor,02:47:03,1106,1,76,3,---,---,
Babor,02:47:26,1106,1,79,5,---,---,
Babor,02:47:50,1106,1,81,7,---,---,
Babor,02:48:14,1105,3,82,4,---,---,
Babor,02:48:38,1105,9,82,0,---,---,
