Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,08:52:03,---,---,---,---,---,---,
Capturas 1,08:52:28,---,---,---,---,---,---,
Capturas 1,08:52:54,---,---,---,---,---,---,
Capturas 1,08:53:18,948,4,---,---,---,---,
Capturas 1,08:53:45,---,---,---,---,---,---,
Capturas 1,08:54:11,---,---,---,---,---,---,
Capturas 1,08:54:37,---,---,---,---,---,---,
Capturas 1,08:55:01,947,2,---,---,---,---,
Capturas 1,08:55:24,949,2,Off,---,---,---,
Capturas 1,08:55:49,948,1,Off,---,---,---,
Capturas 1,08:56:14,947,6,Off,---,---,---,
Capturas 1,08:56:41,950,8,---,---,---,---,
Capturas 1,08:57:04,947,8,Off,---,---,---,
Capturas 1,08:57:30,947,2,---,---,---,---,
Capturas 1,08:57:53,947,0,Off,---,---,---,
Capturas 1,08:58:19,946,8,---,---,---,---,
Capturas 1,08:58:46,---,---,---,---,---,---,
Capturas 1,08:59:08,947,7,Off,---,---,---,
Capturas 1,08:59:37,---,---,---,---,---,---,
Capturas 1,09:00:02,---,---,---,---,---,---,
Capturas 1,09:00:30,---,---,---,---,---,---,
Capturas 1,09:00:56,---,---,---,---,---,---,
Capturas 1,09:01:20,949,7,---,---,---,---,
Capturas 1,09:01:43,949,2,---,---,---,---,
Capturas 1,09:02:08,951,4,Off,---,---,---,
Capturas 1,09:02:34,947,4,---,---,---,---,
Capturas 1,09:03:00,---,---,---,---,---,---,
Capturas 1,09:03:26,---,---,---,---,---,---,
Capturas 1,09:03:53,---,---,---,---,---,---,
Capturas 1,09:04:19,---,---,---,---,---,---,
Capturas 1,09:04:41,947,2,Off,---,---,---,
Capturas 1,09:05:07,947,7,---,---,---,---,
Capturas 1,09:05:29,950,4,Off,---,---,---,
Capturas 1,09:05:57,---,---,---,---,---,---,
Capturas 1,09:06:20,947,9,---,---,---,---,
Capturas 1,09:06:47,---,---,---,---,---,---,
Capturas 1,09:07:13,---,---,---,---,---,---,
Capturas 1,09:07:37,948,9,---,---,---,---,
Capturas 1,09:08:02,---,---,---,---,---,---,
Capturas 1,09:08:30,---,---,---,---,---,---,
Capturas 1,09:08:53,949,6,Off,---,---,---,
Capturas 1,09:09:20,953,3,Off,---,---,---,
Capturas 1,09:09:49,---,---,---,---,---,---,
Capturas 1,09:10:16,---,---,---,---,---,---,
Capturas 1,09:10:42,---,---,---,---,---,---,
Capturas 1,09:11:08,---,---,---,---,---,---,
Capturas 1,09:11:35,---,---,---,---,---,---,
