Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,05:45:35,768,3,Off,---,---,---,
Capturas 1,05:46:03,---,---,---,---,---,---,
Capturas 1,05:46:26,773,7,Off,---,---,---,
Capturas 1,05:46:50,775,5,Off,---,---,---,
Capturas 1,05:47:17,776,6,Off,---,---,---,
Capturas 1,05:47:43,777,1,Off,---,---,---,
Capturas 1,05:48:09,777,1,Off,---,---,---,
Capturas 1,05:48:37,776,6,Off,---,---,---,
Capturas 1,05:49:07,---,---,---,---,---,---,
Capturas 1,05:49:28,776,9,Off,---,---,---,
Capturas 1,05:50:00,---,---,---,---,---,---,
Capturas 1,05:50:24,775,9,Off,---,---,---,
Capturas 1,05:50:52,777,6,Off,---,---,---,
Capturas 1,05:51:20,---,---,---,---,---,---,
Capturas 1,05:51:45,776,8,Off,---,---,---,
Capturas 1,05:52:13,---,---,---,---,---,---,
Capturas 1,05:52:38,780,1,Off,---,---,---,
Capturas 1,05:53:03,776,3,Off,---,---,---,
Capturas 1,05:53:32,775,6,---,---,---,---,
Capturas 1,05:53:55,777,7,Off,---,---,---,
Capturas 1,05:54:23,---,---,---,---,---,---,
Capturas 1,05:54:47,776,2,Off,---,---,---,
Capturas 1,05:55:11,776,0,Off,---,---,---,
Capturas 1,05:55:37,776,3,Off,---,---,---,
Capturas 1,05:56:00,776,8,Off,---,---,---,
Capturas 1,05:56:31,---,---,---,---,---,---,
Capturas 1,05:56:55,776,1,Off,---,---,---,
Capturas 1,05:57:18,776,7,Off,---,---,---,
Capturas 1,05:57:47,---,---,---,---,---,---,
Capturas 1,05:58:08,776,7,Off,---,---,---,
Capturas 1,05:58:36,781,3,Off,---,---,---,
Capturas 1,05:59:02,776,6,Off,---,---,---,
Capturas 1,05:59:27,776,4,Off,---,---,---,
Capturas 1,05:59:51,776,2,Off,---,---,---,
Capturas 1,06:00:17,776,1,Off,---,---,---,
Capturas 1,06:00:44,780,0,Off,---,---,---,
Capturas 1,06:01:10,776,4,Off,---,---,---,
Capturas 1,06:01:39,---,---,---,---,---,---,
Capturas 1,06:02:04,776,8,Off,---,---,---,
Capturas 1,06:02:29,780,9,Off,---,---,---,
Capturas 1,06:02:57,776,5,Off,---,---,---,
Capturas 1,06:03:24,776,5,Off,---,---,---,
Capturas 1,06:03:56,---,---,---,---,---,---,
Capturas 1,06:04:22,778,4,Off,---,---,---,
Capturas 1,06:04:53,---,---,---,---,---,---,
Capturas 1,06:05:17,779,0,Off,---,---,---,
Capturas 1,06:05:42,777,2,Off,---,---,---,
Capturas 1,06:06:07,776,3,Off,---,---,---,
Capturas 1,06:06:35,776,5,Off,---,---,---,
Capturas 1,06:07:04,---,---,---,---,---,---,
Capturas 1,06:07:28,776,5,Off,---,---,---,
Capturas 1,06:07:56,782,0,Off,---,---,---,
Capturas 1,06:08:19,776,7,Off,---,---,---,
Capturas 1,06:08:47,776,2,Off,---,---,---,
Capturas 1,06:09:15,775,4,Off,---,---,---,
Capturas 1,06:09:42,778,0,---,---,---,---,
Capturas 1,06:10:06,777,7,Off,---,---,---,
Capturas 1,06:10:34,777,0,Off,---,---,---,
Capturas 1,06:11:00,777,9,Off,---,---,---,
Capturas 1,06:11:25,778,0,Off,---,---,---,
Capturas 1,06:11:48,777,1,Off,---,---,---,
Capturas 1,06:12:12,777,0,Off,---,---,---,
Capturas 1,06:12:37,777,8,Off,---,---,---,
Capturas 1,06:13:05,777,0,Off,---,---,---,
Capturas 1,06:13:31,777,4,Off,---,---,---,
Capturas 1,06:14:00,777,1,---,---,---,---,
Capturas 1,06:14:23,776,1,Off,---,---,---,
Capturas 1,06:14:54,---,---,---,---,---,---,
Capturas 1,06:15:17,777,0,Off,---,---,---,
Capturas 1,06:15:43,777,0,Off,---,---,---,
Capturas 1,06:16:11,---,---,---,---,---,---,
Capturas 1,06:16:35,777,1,Off,---,---,---,
Capturas 1,06:17:04,---,---,---,---,---,---,
Capturas 1,06:17:29,777,1,Off,---,---,---,
Capturas 1,06:17:53,777,1,Off,---,---,---,
Capturas 1,06:18:18,777,6,Off,---,---,---,
Capturas 1,06:18:46,776,9,Off,---,---,---,
Capturas 1,06:19:12,777,6,Off,---,---,---,
Capturas 1,06:19:37,779,8,Off,---,---,---,
Capturas 1,06:20:03,777,8,Off,---,---,---,
Capturas 1,06:20:31,777,5,Off,---,---,---,
Capturas 1,06:21:00,---,---,---,---,---,---,
Capturas 1,06:21:26,776,8,Off,---,---,---,
Capturas 1,06:21:54,777,2,Off,---,---,---,
Capturas 1,06:22:22,776,2,Off,---,---,---,
Capturas 1,06:22:50,777,4,Off,---,---,---,
Capturas 1,06:23:13,780,9,Off,---,---,---,
Capturas 1,06:23:38,778,4,Off,---,---,---,
Capturas 1,06:24:04,778,0,Off,---,---,---,
Capturas 1,06:24:32,778,1,Off,---,---,---,
Capturas 1,06:24:58,777,4,Off,---,---,---,
Capturas 1,06:25:21,777,4,Off,---,---,---,
Capturas 1,06:25:49,778,5,Off,---,---,---,
Capturas 1,06:26:17,777,5,Off,---,---,---,
Capturas 1,06:26:42,777,5,Off,---,---,---,
Capturas 1,06:27:08,777,4,Off,---,---,---,
Capturas 1,06:27:33,777,7,Off,---,---,---,
Capturas 1,06:27:59,778,1,Off,---,---,---,
Capturas 1,06:28:28,---,---,---,---,---,---,
Capturas 1,06:28:54,777,9,Off,---,---,---,
Capturas 1,06:29:21,---,---,---,---,---,---,
Capturas 1,06:29:47,781,6,Off,---,---,---,
Capturas 1,06:30:15,777,5,Off,---,---,---,
Capturas 1,06:30:42,777,9,Off,---,---,---,
Capturas 1,06:31:10,779,0,Off,---,---,---,
Capturas 1,06:31:42,---,---,---,---,---,---,
Capturas 1,06:32:09,---,---,---,---,---,---,
Capturas 1,06:32:35,777,8,Off,---,---,---,
Capturas 1,06:33:06,---,---,---,---,---,---,
Capturas 1,06:33:32,777,8,Off,---,---,---,
Capturas 1,06:34:00,781,7,Off,---,---,---,
Capturas 1,06:34:26,778,2,Off,---,---,---,
Capturas 1,06:34:55,777,3,Off,---,---,---,
Capturas 1,06:35:22,782,4,Off,---,---,---,
Capturas 1,06:35:50,777,7,Off,---,---,---,
Capturas 1,06:36:18,778,0,Off,---,---,---,
Capturas 1,06:36:44,778,4,Off,---,---,---,
Capturas 1,06:37:09,777,5,Off,---,---,---,
Capturas 1,06:37:37,781,3,Off,---,---,---,
Capturas 1,06:38:00,777,4,Off,---,---,---,
Capturas 1,06:38:26,777,9,Off,---,---,---,
Capturas 1,06:38:54,777,5,Off,---,---,---,
Capturas 1,06:39:19,778,2,Off,---,---,---,
Capturas 1,06:39:47,777,8,Off,---,---,---,
Capturas 1,06:40:13,777,9,Off,---,---,---,
Capturas 1,06:40:41,779,3,Off,---,---,---,
Capturas 1,06:41:04,777,9,Off,---,---,---,
Capturas 1,06:41:31,780,2,Off,---,---,---,
Capturas 1,06:41:58,777,9,Off,---,---,---,
Capturas 1,06:42:30,---,---,---,---,---,---,
Capturas 1,06:42:57,---,---,---,---,---,---,
Capturas 1,06:43:23,777,5,Off,---,---,---,
Capturas 1,06:43:51,777,9,Off,---,---,---,
Capturas 1,06:44:17,778,8,---,---,---,---,
Capturas 1,06:44:47,---,---,---,---,---,---,
Capturas 1,06:45:09,778,4,Off,---,---,---,
Capturas 1,06:45:37,778,4,Off,---,---,---,
Capturas 1,06:46:03,778,3,Off,---,---,---,
Capturas 1,06:46:32,778,9,---,---,---,---,
Capturas 1,06:46:59,---,---,---,---,---,---,
Capturas 1,06:47:25,777,9,Off,---,---,---,
Capturas 1,06:47:51,780,8,---,---,---,---,
Capturas 1,06:48:15,777,4,Off,---,---,---,
Capturas 1,06:48:44,---,---,---,---,---,---,
Capturas 1,06:49:10,778,6,Off,---,---,---,
Capturas 1,06:49:42,---,---,---,---,---,---,
Capturas 1,06:50:08,780,0,---,---,---,---,
Capturas 1,06:50:36,---,---,---,---,---,---,
Capturas 1,06:51:01,779,2,Off,---,---,---,
Capturas 1,06:51:25,779,1,Off,---,---,---,
Capturas 1,06:51:56,---,---,---,---,---,---,
Capturas 1,06:52:22,779,5,Off,---,---,---,
Capturas 1,06:52:50,779,0,Off,---,---,---,
Capturas 1,06:53:19,---,---,---,---,---,---,
Capturas 1,06:53:49,---,---,---,---,---,---,
Capturas 1,06:54:15,777,9,---,---,---,---,
Capturas 1,06:54:45,---,---,---,---,---,---,
Capturas 1,06:55:08,778,1,Off,---,---,---,
Capturas 1,06:55:40,---,---,---,---,---,---,
Capturas 1,06:56:06,778,5,Off,---,---,---,
Capturas 1,06:56:33,---,---,---,---,---,---,
Capturas 1,06:56:58,778,4,Off,---,---,---,
Capturas 1,06:57:30,---,---,---,---,---,---,
Capturas 1,06:57:57,778,1,---,---,---,---,
Capturas 1,06:58:23,778,3,Off,---,---,---,
Capturas 1,06:58:54,---,---,---,---,---,---,
Capturas 1,06:59:20,782,4,Off,---,---,---,
Capturas 1,06:59:48,778,6,Off,---,---,---,
Capturas 1,07:00:20,---,---,---,---,---,---,
Capturas 1,07:00:45,779,1,Off,---,---,---,
Capturas 1,07:01:12,779,8,Off,---,---,---,
Capturas 1,07:01:40,778,5,Off,---,---,---,
Capturas 1,07:02:11,---,---,---,---,---,---,
Capturas 1,07:02:41,---,---,---,---,---,---,
Capturas 1,07:03:06,778,3,Off,---,---,---,
Capturas 1,07:03:34,778,3,Off,---,---,---,
Capturas 1,07:04:00,779,7,Off,---,---,---,
Capturas 1,07:04:31,---,---,---,---,---,---,
Capturas 1,07:05:01,---,---,---,---,---,---,
Capturas 1,07:05:25,778,9,---,---,---,---,
Capturas 1,07:05:52,782,7,---,---,---,---,
Capturas 1,07:06:18,778,4,Off,---,---,---,
Capturas 1,07:06:45,781,1,---,---,---,---,
Capturas 1,07:07:12,778,7,---,---,---,---,
Capturas 1,07:07:38,777,9,Off,---,---,---,
Capturas 1,07:08:06,778,2,Off,---,---,---,
Capturas 1,07:08:38,---,---,---,---,---,---,
Capturas 1,07:09:07,---,---,---,---,---,---,
Capturas 1,07:09:34,---,---,---,---,---,---,
Capturas 1,07:10:00,778,6,Off,---,---,---,
Capturas 1,07:10:29,778,7,---,---,---,---,
Capturas 1,07:10:53,779,9,Off,---,---,---,
Capturas 1,07:11:21,778,5,Off,---,---,---,
Capturas 1,07:11:50,778,7,---,---,---,---,
Capturas 1,07:12:16,778,6,Off,---,---,---,
Capturas 1,07:12:43,778,2,Off,---,---,---,
Capturas 1,07:13:07,778,4,Off,---,---,---,
Capturas 1,07:13:35,778,2,Off,---,---,---,
Capturas 1,07:14:03,---,---,---,---,---,---,
Capturas 1,07:14:28,778,3,Off,---,---,---,
Capturas 1,07:14:56,778,7,Off,---,---,---,
Capturas 1,07:15:22,780,2,Off,---,---,---,
Capturas 1,07:15:50,778,6,Off,---,---,---,
Capturas 1,07:16:18,778,4,Off,---,---,---,
Capturas 1,07:16:46,779,0,Off,---,---,---,
Capturas 1,07:17:13,779,3,Off,---,---,---,
Capturas 1,07:17:42,780,1,On,---,---,---,
Capturas 1,07:18:05,779,4,Off,---,---,---,
Capturas 1,07:18:30,766,4,Off,---,---,---,
Capturas 1,07:18:53,---,Off,---,---,---,---,
Capturas 1,07:19:24,---,---,---,---,---,---,
Capturas 1,07:19:50,---,---,---,---,---,---,
Capturas 1,07:20:15,597,1,---,---,---,---,
Capturas 1,07:20:42,---,---,---,---,---,---,
Capturas 1,07:21:05,528,4,Off,---,---,---,
Capturas 1,07:21:31,497,0,---,---,---,---,
Capturas 1,07:21:54,466,7,Off,---,---,---,
Capturas 1,07:22:19,435,5,Off,---,---,---,
Capturas 1,07:22:44,404,3,Off,---,---,---,
Capturas 1,07:23:09,367,1,Off,---,---,---,
Capturas 1,07:23:34,328,5,Off,---,---,---,
Capturas 1,07:23:58,291,2,Off,---,---,---,
Capturas 1,07:24:23,251,7,Off,---,---,---,
Capturas 1,07:24:49,213,9,Off,---,---,---,
Capturas 1,07:25:14,188,0,Off,---,---,---,
Capturas 1,07:25:39,172,6,Off,---,---,---,
Capturas 1,07:26:04,159,7,Off,---,---,---,
Capturas 1,07:26:28,146,1,Off,---,---,---,
Capturas 1,07:26:55,143,9,Off,---,---,---,
Capturas 1,07:27:20,140,0,Off,---,---,---,
Capturas 1,07:27:48,136,2,Off,---,---,---,
Capturas 1,07:28:16,116,8,Off,---,---,---,
Capturas 1,07:28:44,93,1,Off,---,---,---,
Capturas 1,07:29:12,66,9,Off,---,---,---,
Capturas 1,07:29:40,64,5,Off,---,---,---,
Capturas 1,07:30:09,67,1,On,---,---,---,
Capturas 1,07:30:39,---,---,---,---,---,---,
Capturas 1,07:31:09,---,---,---,---,---,---,
Capturas 1,07:31:38,---,---,---,---,---,---,
Capturas 1,07:32:07,---,---,---,---,---,---,
Capturas 1,07:32:37,---,---,---,---,---,---,
Capturas 1,07:33:06,---,---,---,---,---,---,
Capturas 1,07:33:35,---,---,---,---,---,---,
Capturas 1,07:34:05,---,---,---,---,---,---,
Capturas 1,07:34:34,---,---,---,---,---,---,
Capturas 1,07:35:04,---,---,---,---,---,---,
Capturas 1,07:35:33,---,---,---,---,---,---,
Capturas 1,07:36:02,---,---,---,---,---,---,
Capturas 1,07:36:32,---,---,---,---,---,---,
Capturas 1,07:36:58,---,---,---,---,---,---,
Capturas 1,07:37:28,---,---,---,---,---,---,
Capturas 1,07:37:52,7,0,Off,---,---,---,
Capturas 1,07:38:25,---,---,---,---,---,---,
Capturas 1,07:38:54,---,---,---,---,---,---,
Capturas 1,07:39:24,---,---,---,---,---,---,
Capturas 1,07:39:53,---,---,---,---,---,---,
Capturas 1,07:40:22,---,---,---,---,---,---,
Capturas 1,07:40:52,---,---,---,---,---,---,
Capturas 1,07:41:21,---,---,---,---,---,---,
Capturas 1,07:41:51,---,---,---,---,---,---,
Capturas 1,07:42:20,---,---,---,---,---,---,
Capturas 1,07:42:49,---,---,---,---,---,---,
Capturas 1,07:43:19,---,---,---,---,---,---,
Capturas 1,07:43:48,---,---,---,---,---,---,
Capturas 1,07:44:18,---,---,---,---,---,---,
Capturas 1,07:44:47,---,---,---,---,---,---,
Capturas 1,07:45:16,---,---,---,---,---,---,
Capturas 1,07:45:46,---,---,---,---,---,---,
Capturas 1,07:46:10,45,7,Off,---,---,---,
Capturas 1,07:46:38,62,6,Off,---,---,---,
Capturas 1,07:47:09,---,---,---,---,---,---,
Capturas 1,07:47:34,64,7,Off,---,---,---,
Capturas 1,07:48:02,83,4,Off,---,---,---,
Capturas 1,07:48:30,130,9,Off,---,---,---,
Capturas 1,07:48:58,150,2,Off,---,---,---,
Capturas 1,07:49:31,---,---,---,---,---,---,
Capturas 1,07:49:57,---,---,---,---,---,---,
Capturas 1,07:50:24,---,---,---,---,---,---,
Capturas 1,07:50:50,---,---,---,---,---,---,
Capturas 1,07:51:16,---,---,---,---,---,---,
Capturas 1,07:51:40,---,---,---,---,---,---,
Capturas 1,07:52:09,---,---,---,---,---,---,
Capturas 1,07:52:39,---,---,---,---,---,---,
Capturas 1,07:53:08,---,---,---,---,---,---,
Capturas 1,07:53:32,---,Off,---,---,---,---,
Capturas 1,07:53:57,652,0,Off,---,---,---,
Capturas 1,07:54:22,650,6,Off,---,---,---,
Capturas 1,07:54:48,---,---,---,---,---,---,
Capturas 1,07:55:14,---,---,---,---,---,---,
Capturas 1,07:55:43,---,---,---,---,---,---,
Capturas 1,07:56:07,726,4,Off,---,---,---,
Capturas 1,07:56:29,727,4,Off,---,---,---,
Capturas 1,07:56:59,---,---,---,---,---,---,
Capturas 1,07:57:21,734,2,Off,---,---,---,
Capturas 1,07:57:49,730,0,---,---,---,---,
Capturas 1,07:58:11,730,1,Off,---,---,---,
Capturas 1,07:58:37,729,9,---,---,---,---,
Capturas 1,07:59:06,---,---,---,---,---,---,
Capturas 1,07:59:27,729,7,Off,---,---,---,
Capturas 1,07:59:53,733,5,Off,---,---,---,
Capturas 1,08:00:20,729,0,Off,---,---,---,
Capturas 1,08:00:47,734,2,---,---,---,---,
Capturas 1,08:01:13,729,6,---,---,---,---,
Capturas 1,08:01:37,729,1,Off,---,---,---,
Capturas 1,08:02:03,729,6,Off,---,---,---,
