Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Door Heel,06:09:44,797,6,47,4,---,---,
Starboard Door Heel,06:10:12,808,9,---,---,---,---,
Starboard Door Heel,06:10:35,804,4,47,8,---,---,
Starboard Door Heel,06:10:58,815,8,---,---,---,---,
Starboard Door Heel,06:11:23,---,40,7,---,---,---,
Starboard Door Heel,06:11:45,804,0,42,5,---,---,
Starboard Door Heel,06:12:08,802,5,56,9,---,---,
Starboard Door Heel,06:12:31,803,4,54,3,---,---,
Starboard Door Heel,06:12:54,803,3,58,5,---,---,
Starboard Door Heel,06:13:19,803,4,49,9,---,---,
Starboard Door Heel,06:13:42,803,9,49,6,---,---,
Starboard Door Heel,06:14:07,804,4,46,2,---,---,
Starboard Door Heel,06:14:29,806,0,50,6,---,---,
Starboard Door Heel,06:14:54,803,3,---,---,---,---,
Starboard Door Heel,06:15:16,805,6,47,1,---,---,
Starboard Door Heel,06:15:37,804,5,46,4,---,---,
Starboard Door Heel,06:16:04,---,---,---,---,---,---,
Starboard Door Heel,06:16:27,---,---,---,---,---,---,
Starboard Door Heel,06:16:50,804,4,61,9,---,---,
Starboard Door Heel,06:17:14,804,7,46,7,---,---,
Starboard Door Heel,06:17:38,804,2,---,---,---,---,
Starboard Door Heel,06:18:02,804,1,45,7,---,---,
Starboard Door Heel,06:18:28,803,9,63,6,---,---,
Starboard Door Heel,06:18:54,---,---,---,---,---,---,
Starboard Door Heel,06:19:17,---,14,9,---,---,---,
Starboard Door Heel,06:19:40,804,7,---,---,---,---,
Starboard Door Heel,06:20:03,803,9,47,4,---,---,
Starboard Door Heel,06:20:27,803,7,---,---,---,---,
Starboard Door Heel,06:20:50,804,2,54,9,---,---,
Starboard Door Heel,06:21:14,805,1,40,5,---,---,
Starboard Door Heel,06:21:38,803,7,---,---,---,---,
Starboard Door Heel,06:22:04,805,1,---,---,---,---,
Starboard Door Heel,06:22:25,804,2,60,7,---,---,
Starboard Door Heel,06:22:50,804,7,47,0,---,---,
Starboard Door Heel,06:23:13,804,1,44,2,---,---,
Starboard Door Heel,06:23:39,803,8,58,1,---,---,
Starboard Door Heel,06:24:04,805,0,47,0,---,---,
Starboard Door Heel,06:24:27,808,2,48,7,---,---,
Starboard Door Heel,06:24:52,---,---,---,---,---,---,
Starboard Door Heel,06:25:12,805,1,43,8,---,---,
Starboard Door Heel,06:25:36,804,8,51,1,---,---,
Starboard Door Heel,06:26:03,---,---,---,---,---,---,
Starboard Door Heel,06:26:27,810,6,44,4,---,---,
Starboard Door Heel,06:26:51,807,5,47,5,---,---,
