Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,06:08:59,768,0,9,9,---,---,
Estribor,06:09:29,793,4,---,---,---,---,
Estribor,06:09:50,804,2,5,0,---,---,
Estribor,06:10:20,---,---,---,---,---,---,
Estribor,06:10:42,806,4,---,---,---,---,
Estribor,06:11:06,---,---,---,---,---,---,
Estribor,06:11:30,896,6,---,---,---,---,
Estribor,06:11:51,---,26,2,---,---,---,
Estribor,06:12:14,804,8,28,3,---,---,
Estribor,06:12:37,804,9,29,9,---,---,
Estribor,06:13:03,---,---,---,---,---,---,
Estribor,06:13:25,805,3,33,2,---,---,
Estribor,06:13:48,805,6,34,6,---,---,
Estribor,06:14:13,805,6,34,7,---,---,
Estribor,06:14:35,806,2,35,4,---,---,
Estribor,06:14:59,809,6,36,0,---,---,
Estribor,06:15:23,805,4,---,---,---,---,
Estribor,06:15:43,805,1,34,2,---,---,
Estribor,06:16:08,806,1,35,7,---,---,
Estribor,06:16:34,---,---,---,---,---,---,
Estribor,06:16:56,---,---,---,---,---,---,
Estribor,06:17:20,806,1,35,5,---,---,
Estribor,06:17:45,---,---,---,---,---,---,
Estribor,06:18:08,805,3,35,3,---,---,
Estribor,06:18:33,805,9,34,9,---,---,
Estribor,06:19:01,---,---,---,---,---,---,
Estribor,06:19:23,806,2,34,3,---,---,
Estribor,06:19:46,804,8,35,0,---,---,
Estribor,06:20:09,805,4,32,7,---,---,
Estribor,06:20:31,805,4,31,5,---,---,
Estribor,06:20:57,805,6,---,---,---,---,
Estribor,06:21:20,804,6,32,7,---,---,
Estribor,06:21:44,805,6,33,2,---,---,
Estribor,06:22:08,808,7,32,0,---,---,
Estribor,06:22:31,805,4,32,6,---,---,
Estribor,06:22:56,805,2,33,5,---,---,
Estribor,06:23:19,806,0,33,4,---,---,
Estribor,06:23:45,806,1,34,4,---,---,
Estribor,06:24:10,806,0,33,3,---,---,
Estribor,06:24:34,805,1,---,---,---,---,
Estribor,06:24:56,806,2,33,9,---,---,
Estribor,06:25:19,807,0,---,---,---,---,
Estribor,06:25:43,805,3,---,---,---,---,
Estribor,06:26:10,---,---,---,---,---,---,
Estribor,06:26:33,805,2,34,7,---,---,
Estribor,06:26:57,813,2,36,5,---,---,
Estribor,06:27:23,---,---,---,---,---,---,
Estribor,06:27:46,839,1,---,---,---,---,
Estribor,06:28:11,841,1,34,1,---,---,
Estribor,06:28:35,843,8,34,5,---,---,
Estribor,06:28:59,842,1,36,0,---,---,
Estribor,06:29:25,850,5,---,---,---,---,
Estribor,06:29:48,859,9,34,1,---,---,
Estribor,06:30:17,---,---,---,---,---,---,
Estribor,06:30:40,882,1,31,9,---,---,
Estribor,06:31:06,876,4,34,8,---,---,
Estribor,06:31:31,876,4,35,9,---,---,
Estribor,06:31:56,876,4,---,---,---,---,
Estribor,06:32:19,876,8,35,1,---,---,
Estribor,06:32:46,876,8,---,---,---,---,
Estribor,06:33:15,---,---,---,---,---,---,
Estribor,06:33:38,877,2,---,---,---,---,
Estribor,06:34:05,---,---,---,---,---,---,
Estribor,06:34:28,---,---,---,---,---,---,
Estribor,06:34:54,979,4,---,---,---,---,
