Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Profundidad 1,02:24:33,---,---,---,---,---,---,
Profundidad 1,02:25:06,---,---,---,---,---,---,
Profundidad 1,02:25:36,34,2,---,---,---,---,
Profundidad 1,02:26:08,---,1,9,---,---,---,
Profundidad 1,02:26:41,188,8,14,5,---,---,
Profundidad 1,02:27:13,---,20,6,---,---,---,
Profundidad 1,02:27:46,381,0,31,1,---,---,
Profundidad 1,02:28:18,---,41,5,---,---,---,
Profundidad 1,02:28:51,604,7,60,8,---,---,
Profundidad 1,02:29:24,---,80,8,---,---,---,
Profundidad 1,02:29:56,838,2,90,3,---,---,
Profundidad 1,02:30:30,---,102,2,---,---,---,
Profundidad 1,02:31:03,1064,2,110,3,---,---,
Profundidad 1,02:31:36,---,121,4,---,---,---,
Profundidad 1,02:32:08,1158,1,132,5,---,---,
Profundidad 1,02:32:40,1158,4,141,3,---,---,
Profundidad 1,02:33:13,1157,8,149,3,---,---,
Profundidad 1,02:33:42,1157,3,158,8,---,---,
Profundidad 1,02:34:12,1157,6,163,9,---,---,
Profundidad 1,02:34:41,1157,2,172,6,---,---,
Profundidad 1,02:35:12,1157,2,180,7,---,---,
Profundidad 1,02:35:43,1157,2,190,2,---,---,
Profundidad 1,02:36:14,1156,9,197,1,---,---,
Profundidad 1,02:36:45,1156,9,204,3,---,---,
Profundidad 1,02:37:15,1156,8,210,4,---,---,
Profundidad 1,02:37:46,1157,0,215,6,---,---,
Profundidad 1,02:38:16,1157,5,220,1,---,---,
Profundidad 1,02:38:45,1157,0,229,8,---,---,
Profundidad 1,02:39:15,1157,3,233,6,---,---,
Profundidad 1,02:39:44,1156,5,238,5,---,---,
Profundidad 1,02:40:14,1156,8,241,1,---,---,
Profundidad 1,02:40:43,1157,2,243,0,---,---,
Profundidad 1,02:41:13,1157,1,245,7,---,---,
Profundidad 1,02:41:42,1157,0,248,8,---,---,
Profundidad 1,02:42:12,1157,0,251,3,---,---,
Profundidad 1,02:42:41,1157,0,252,7,---,---,
Profundidad 1,02:43:11,1156,5,253,8,---,---,
Profundidad 1,02:43:40,1156,6,254,7,---,---,
Profundidad 1,02:44:10,1156,6,256,1,---,---,
Profundidad 1,02:44:40,1156,5,256,1,---,---,
Profundidad 1,02:45:09,1156,4,257,4,---,---,
Profundidad 1,02:45:39,1156,7,258,2,---,---,
Profundidad 1,02:46:08,1157,4,259,9,---,---,
Profundidad 1,02:46:38,1156,6,260,9,---,---,
Profundidad 1,02:47:07,1156,5,261,2,---,---,
Profundidad 1,02:47:37,1157,4,261,9,---,---,
Profundidad 1,02:48:07,1157,1,263,0,---,---,
Profundidad 1,02:48:36,1156,3,265,0,---,---,
Profundidad 1,02:49:07,1156,5,265,8,---,---,
Profundidad 1,02:49:37,1156,6,266,8,---,---,
Profundidad 1,02:50:07,1156,6,267,7,---,---,
Profundidad 1,02:50:38,1156,4,271,1,---,---,
Profundidad 1,02:51:07,1156,4,270,0,---,---,
Profundidad 1,02:51:38,1156,4,271,7,---,---,
Profundidad 1,02:52:08,1156,4,271,6,---,---,
Profundidad 1,02:52:39,1156,3,272,6,---,---,
Profundidad 1,02:53:09,1156,0,272,4,---,---,
Profundidad 1,02:53:38,1156,7,273,8,---,---,
Profundidad 1,02:54:08,1156,6,274,8,---,---,
Profundidad 1,02:54:38,1156,2,274,9,---,---,
Profundidad 1,02:55:07,1156,2,276,0,---,---,
