Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Alineamiento de Estribor,16:25:49,1063,2,1,8,---,---,
Alineamiento de Estribor,16:26:30,---,---,---,---,---,---,
Alineamiento de Estribor,16:27:13,---,---,---,---,---,---,
Alineamiento de Estribor,16:27:53,---,1,5,---,---,---,
Alineamiento de Estribor,16:28:33,---,---,---,---,---,---,
Alineamiento de Estribor,16:29:15,---,---,---,---,---,---,
Alineamiento de Estribor,16:29:54,1677,8,0,6,---,---,
Alineamiento de Estribor,16:30:35,1681,2,0,4,---,---,
Alineamiento de Estribor,16:31:13,1683,8,0,2,---,---,
Alineamiento de Estribor,16:31:51,1684,5,0,4,---,---,
Alineamiento de Estribor,16:32:30,---,---,---,---,---,---,
Alineamiento de Estribor,16:33:07,1685,2,0,3,---,---,
Alineamiento de Estribor,16:33:47,---,---,---,---,---,---,
Alineamiento de Estribor,16:34:24,1685,4,---,---,---,---,
Alineamiento de Estribor,16:35:01,1683,8,0,9,---,---,
Alineamiento de Estribor,16:35:38,1683,8,0,2,---,---,
Alineamiento de Estribor,16:36:16,1684,1,---,---,---,---,
Alineamiento de Estribor,16:36:53,1683,8,0,1,---,---,
Alineamiento de Estribor,16:37:29,1683,9,---,---,---,---,
Alineamiento de Estribor,16:38:06,1682,4,0,4,---,---,
Alineamiento de Estribor,16:38:45,1680,8,0,3,---,---,
Alineamiento de Estribor,16:39:23,1678,9,0,5,---,---,
Alineamiento de Estribor,16:40:00,---,---,---,---,---,---,
Alineamiento de Estribor,16:40:38,1674,0,0,3,---,---,
Alineamiento de Estribor,16:41:15,1675,7,0,8,---,---,
Alineamiento de Estribor,16:41:53,1675,2,4,1,---,---,
Alineamiento de Estribor,16:42:33,1674,5,0,6,---,---,
Alineamiento de Estribor,16:43:11,1672,5,1,3,---,---,
Alineamiento de Estribor,16:43:51,1673,6,0,5,---,---,
Alineamiento de Estribor,16:44:33,---,---,---,---,---,---,
Alineamiento de Estribor,16:45:12,1677,5,0,4,---,---,
Alineamiento de Estribor,16:45:50,1679,8,0,6,---,---,
Alineamiento de Estribor,16:46:31,---,---,---,---,---,---,
Alineamiento de Estribor,16:47:07,1682,4,0,6,---,---,
Alineamiento de Estribor,16:47:46,1685,6,---,---,---,---,
Alineamiento de Estribor,16:48:22,1684,5,0,6,---,---,
Alineamiento de Estribor,16:49:01,---,---,---,---,---,---,
Alineamiento de Estribor,16:49:41,---,---,---,---,---,---,
Alineamiento de Estribor,16:50:17,1685,3,0,6,---,---,
Alineamiento de Estribor,16:50:56,---,---,---,---,---,---,
Alineamiento de Estribor,16:51:32,1686,7,---,---,---,---,
Alineamiento de Estribor,16:52:09,1687,2,0,4,---,---,
Alineamiento de Estribor,16:52:46,1687,3,0,5,---,---,
Alineamiento de Estribor,16:53:23,1687,9,0,4,---,---,
Alineamiento de Estribor,16:53:59,1687,5,0,6,---,---,
Alineamiento de Estribor,16:54:36,1687,9,0,2,---,---,
Alineamiento de Estribor,16:55:13,1687,6,0,3,---,---,
Alineamiento de Estribor,16:55:52,1688,0,0,1,---,---,
Alineamiento de Estribor,16:56:29,1688,0,0,5,---,---,
Alineamiento de Estribor,16:57:06,1687,9,0,6,---,---,
Alineamiento de Estribor,16:57:43,1688,6,0,7,---,---,
Alineamiento de Estribor,16:58:21,1688,0,0,5,---,---,
Alineamiento de Estribor,16:59:00,1687,5,1,0,---,---,
Alineamiento de Estribor,16:59:37,1687,9,0,7,---,---,
Alineamiento de Estribor,17:00:16,1687,3,0,8,---,---,
Alineamiento de Estribor,17:00:55,1687,4,0,2,---,---,
Alineamiento de Estribor,17:01:33,1687,2,0,2,---,---,
Alineamiento de Estribor,17:02:11,1686,9,---,---,---,---,
Alineamiento de Estribor,17:02:49,1686,7,0,6,---,---,
Alineamiento de Estribor,17:03:28,1687,5,---,---,---,---,
Alineamiento de Estribor,17:04:05,1688,1,0,2,---,---,
Alineamiento de Estribor,17:04:43,1687,4,1,0,---,---,
Alineamiento de Estribor,17:05:21,1687,7,0,4,---,---,
Alineamiento de Estribor,17:05:58,1687,6,0,1,---,---,
Alineamiento de Estribor,17:06:35,1688,1,0,4,---,---,
Alineamiento de Estribor,17:07:12,1688,2,0,8,---,---,
Alineamiento de Estribor,17:07:51,1688,1,0,4,---,---,
Alineamiento de Estribor,17:08:28,1688,0,0,4,---,---,
Alineamiento de Estribor,17:09:05,1687,7,0,4,---,---,
Alineamiento de Estribor,17:09:42,1688,3,0,4,---,---,
Alineamiento de Estribor,17:10:19,1687,5,0,4,---,---,
Alineamiento de Estribor,17:10:56,1686,7,5,2,---,---,
Alineamiento de Estribor,17:11:33,1686,6,0,5,---,---,
Alineamiento de Estribor,17:12:10,1685,9,0,5,---,---,
Alineamiento de Estribor,17:12:49,1686,4,0,3,---,---,
Alineamiento de Estribor,17:13:28,---,---,---,---,---,---,
Alineamiento de Estribor,17:14:07,1685,9,0,5,---,---,
Alineamiento de Estribor,17:14:47,1687,6,0,1,---,---,
Alineamiento de Estribor,17:15:24,1687,6,1,0,---,---,
Alineamiento de Estribor,17:16:00,1688,1,0,4,---,---,
Alineamiento de Estribor,17:16:37,1688,4,0,2,---,---,
Alineamiento de Estribor,17:17:14,1688,7,0,4,---,---,
Alineamiento de Estribor,17:17:55,---,---,---,---,---,---,
Alineamiento de Estribor,17:18:34,1688,6,0,5,---,---,
Alineamiento de Estribor,17:19:13,1688,8,3,6,---,---,
Alineamiento de Estribor,17:19:50,1688,4,0,5,---,---,
Alineamiento de Estribor,17:20:28,1688,7,0,4,---,---,
Alineamiento de Estribor,17:21:05,1689,1,0,2,---,---,
Alineamiento de Estribor,17:21:43,1688,4,0,4,---,---,
Alineamiento de Estribor,17:22:24,---,---,---,---,---,---,
Alineamiento de Estribor,17:23:00,1688,0,0,6,---,---,
Alineamiento de Estribor,17:23:37,1688,6,0,1,---,---,
Alineamiento de Estribor,17:24:16,1688,7,0,4,---,---,
Alineamiento de Estribor,17:24:54,1688,3,0,4,---,---,
Alineamiento de Estribor,17:25:32,1688,2,0,4,---,---,
Alineamiento de Estribor,17:26:10,1687,8,0,5,---,---,
Alineamiento de Estribor,17:26:49,---,---,---,---,---,---,
Alineamiento de Estribor,17:27:26,1688,2,0,4,---,---,
Alineamiento de Estribor,17:28:03,1688,1,0,6,---,---,
Alineamiento de Estribor,17:28:42,1688,3,2,5,---,---,
Alineamiento de Estribor,17:29:20,1688,3,0,7,---,---,
Alineamiento de Estribor,17:29:58,1688,5,0,4,---,---,
Alineamiento de Estribor,17:30:35,1688,8,2,7,---,---,
Alineamiento de Estribor,17:31:15,1688,4,0,2,---,---,
Alineamiento de Estribor,17:31:52,1689,1,1,5,---,---,
Alineamiento de Estribor,17:32:29,1688,5,0,4,---,---,
Alineamiento de Estribor,17:33:06,1687,9,---,---,---,---,
Alineamiento de Estribor,17:33:49,---,---,---,---,---,---,
Alineamiento de Estribor,17:34:25,1686,9,0,4,---,---,
Alineamiento de Estribor,17:35:04,1687,6,0,6,---,---,
Alineamiento de Estribor,17:35:43,1688,9,1,5,---,---,
Alineamiento de Estribor,17:36:20,1688,4,0,4,---,---,
Alineamiento de Estribor,17:36:59,---,---,---,---,---,---,
Alineamiento de Estribor,17:37:38,1688,3,1,0,---,---,
Alineamiento de Estribor,17:38:16,1687,9,0,3,---,---,
Alineamiento de Estribor,17:38:52,1688,0,1,4,---,---,
Alineamiento de Estribor,17:39:30,1688,1,0,4,---,---,
Alineamiento de Estribor,17:40:07,1688,4,0,5,---,---,
Alineamiento de Estribor,17:40:44,1688,3,0,6,---,---,
Alineamiento de Estribor,17:41:25,1688,3,0,2,---,---,
Alineamiento de Estribor,17:42:05,---,---,---,---,---,---,
Alineamiento de Estribor,17:42:45,---,---,---,---,---,---,
Alineamiento de Estribor,17:43:23,1688,2,0,5,---,---,
Alineamiento de Estribor,17:43:59,1688,4,0,6,---,---,
Alineamiento de Estribor,17:44:36,1688,6,0,4,---,---,
Alineamiento de Estribor,17:45:13,1688,8,1,6,---,---,
Alineamiento de Estribor,17:45:50,1688,1,0,5,---,---,
Alineamiento de Estribor,17:46:30,1687,7,0,7,---,---,
Alineamiento de Estribor,17:47:07,1688,0,0,1,---,---,
Alineamiento de Estribor,17:47:44,1687,6,3,1,---,---,
Alineamiento de Estribor,17:48:23,1687,7,---,---,---,---,
Alineamiento de Estribor,17:49:00,1687,5,1,6,---,---,
Alineamiento de Estribor,17:49:39,1687,5,2,1,---,---,
Alineamiento de Estribor,17:50:17,1687,2,---,---,---,---,
Alineamiento de Estribor,17:50:53,1687,6,0,7,---,---,
Alineamiento de Estribor,17:51:30,1687,6,0,7,---,---,
Alineamiento de Estribor,17:52:07,1687,6,0,9,---,---,
Alineamiento de Estribor,17:52:44,1687,9,0,2,---,---,
Alineamiento de Estribor,17:53:21,1687,6,0,6,---,---,
Alineamiento de Estribor,17:53:58,1687,6,0,6,---,---,
Alineamiento de Estribor,17:54:35,1687,5,0,6,---,---,
Alineamiento de Estribor,17:55:11,1687,7,0,4,---,---,
Alineamiento de Estribor,17:55:49,1687,9,0,9,---,---,
Alineamiento de Estribor,17:56:28,---,---,---,---,---,---,
Alineamiento de Estribor,17:57:04,1687,6,1,0,---,---,
Alineamiento de Estribor,17:57:41,1687,9,0,3,---,---,
Alineamiento de Estribor,17:58:18,1687,3,0,2,---,---,
Alineamiento de Estribor,17:58:57,1688,1,0,9,---,---,
Alineamiento de Estribor,17:59:36,1687,6,0,6,---,---,
Alineamiento de Estribor,18:00:15,1688,0,0,5,---,---,
Alineamiento de Estribor,18:00:52,1687,3,0,6,---,---,
Alineamiento de Estribor,18:01:29,1687,9,0,5,---,---,
Alineamiento de Estribor,18:02:06,1687,6,0,4,---,---,
Alineamiento de Estribor,18:02:45,1688,0,0,9,---,---,
Alineamiento de Estribor,18:03:24,1688,9,0,2,---,---,
Alineamiento de Estribor,18:04:03,1687,4,---,---,---,---,
Alineamiento de Estribor,18:04:43,1688,3,0,4,---,---,
Alineamiento de Estribor,18:05:20,1688,3,0,2,---,---,
Alineamiento de Estribor,18:05:57,1688,0,0,2,---,---,
Alineamiento de Estribor,18:06:34,1687,6,0,7,---,---,
Alineamiento de Estribor,18:07:11,1687,6,4,7,---,---,
Alineamiento de Estribor,18:07:50,1687,7,0,1,---,---,
Alineamiento de Estribor,18:08:30,---,---,---,---,---,---,
Alineamiento de Estribor,18:09:05,1687,3,0,2,---,---,
Alineamiento de Estribor,18:09:42,1687,1,0,4,---,---,
Alineamiento de Estribor,18:10:19,1687,1,0,2,---,---,
Alineamiento de Estribor,18:10:57,1687,4,0,4,---,---,
Alineamiento de Estribor,18:11:32,1687,6,0,4,---,---,
Alineamiento de Estribor,18:12:09,1687,7,0,4,---,---,
Alineamiento de Estribor,18:12:46,1687,2,0,7,---,---,
Alineamiento de Estribor,18:13:23,1687,8,0,2,---,---,
Alineamiento de Estribor,18:14:01,1687,6,0,4,---,---,
Alineamiento de Estribor,18:14:38,1687,5,0,4,---,---,
Alineamiento de Estribor,18:15:14,1688,0,0,3,---,---,
Alineamiento de Estribor,18:15:52,1688,0,0,9,---,---,
