Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,05:43:00,737,7,Off,---,---,---,
Capturas 1,05:43:26,738,7,Off,---,---,---,
Capturas 1,05:43:52,738,6,Off,---,---,---,
Capturas 1,05:44:18,738,6,Off,---,---,---,
Capturas 1,05:44:46,738,6,Off,---,---,---,
Capturas 1,05:45:12,741,8,Off,---,---,---,
Capturas 1,05:45:37,738,9,Off,---,---,---,
Capturas 1,05:46:03,738,8,Off,---,---,---,
Capturas 1,05:46:31,738,7,Off,---,---,---,
Capturas 1,05:46:56,738,5,Off,---,---,---,
Capturas 1,05:47:23,739,2,Off,---,---,---,
Capturas 1,05:47:52,---,---,---,---,---,---,
Capturas 1,05:48:18,---,---,---,---,---,---,
Capturas 1,05:48:42,741,9,---,---,---,---,
Capturas 1,05:49:05,737,5,Off,---,---,---,
Capturas 1,05:49:31,738,2,---,---,---,---,
Capturas 1,05:49:55,740,2,Off,---,---,---,
Capturas 1,05:50:21,739,5,---,---,---,---,
Capturas 1,05:50:47,---,---,---,---,---,---,
Capturas 1,05:51:09,739,2,Off,---,---,---,
Capturas 1,05:51:37,---,---,---,---,---,---,
Capturas 1,05:52:06,---,---,---,---,---,---,
Capturas 1,05:52:35,---,---,---,---,---,---,
Capturas 1,05:53:00,---,---,---,---,---,---,
Capturas 1,05:53:25,---,---,---,---,---,---,
Capturas 1,05:53:52,---,---,---,---,---,---,
Capturas 1,05:54:20,---,---,---,---,---,---,
Capturas 1,05:54:46,---,---,---,---,---,---,
Capturas 1,05:55:13,---,---,---,---,---,---,
Capturas 1,05:55:38,---,---,---,---,---,---,
Capturas 1,05:56:05,---,---,---,---,---,---,
Capturas 1,05:56:31,---,---,---,---,---,---,
Capturas 1,05:56:58,---,---,---,---,---,---,
Capturas 1,05:57:27,---,---,---,---,---,---,
Capturas 1,05:57:55,---,---,---,---,---,---,
Capturas 1,05:58:20,---,---,---,---,---,---,
Capturas 1,05:58:47,---,---,---,---,---,---,
Capturas 1,05:59:14,---,---,---,---,---,---,
Capturas 1,05:59:41,---,---,---,---,---,---,
Capturas 1,06:00:05,---,---,---,---,---,---,
Capturas 1,06:00:35,---,---,---,---,---,---,
Capturas 1,06:00:59,---,---,---,---,---,---,
Capturas 1,06:01:25,738,4,Off,---,---,---,
Capturas 1,06:01:53,---,---,---,---,---,---,
Capturas 1,06:02:18,750,6,---,---,---,---,
Capturas 1,06:02:43,762,0,---,---,---,---,
Capturas 1,06:03:06,771,0,Off,---,---,---,
Capturas 1,06:03:34,---,---,---,---,---,---,
Capturas 1,06:04:02,---,---,---,---,---,---,
Capturas 1,06:04:30,---,---,---,---,---,---,
Capturas 1,06:04:53,777,1,Off,---,---,---,
Capturas 1,06:05:20,777,8,Off,---,---,---,
Capturas 1,06:05:46,777,5,Off,---,---,---,
Capturas 1,06:06:13,778,2,Off,---,---,---,
Capturas 1,06:06:40,---,---,---,---,---,---,
Capturas 1,06:07:03,796,6,Off,---,---,---,
Capturas 1,06:07:30,810,6,---,---,---,---,
Capturas 1,06:07:52,815,2,Off,---,---,---,
Capturas 1,06:08:24,---,---,---,---,---,---,
Capturas 1,06:08:47,815,4,Off,---,---,---,
Capturas 1,06:09:13,818,0,Off,---,---,---,
Capturas 1,06:09:38,815,7,Off,---,---,---,
Capturas 1,06:10:04,815,0,Off,---,---,---,
Capturas 1,06:10:30,816,3,Off,---,---,---,
Capturas 1,06:10:59,---,---,---,---,---,---,
Capturas 1,06:11:24,815,0,---,---,---,---,
Capturas 1,06:11:48,815,8,Off,---,---,---,
Capturas 1,06:12:15,816,9,Off,---,---,---,
Capturas 1,06:12:42,---,---,---,---,---,---,
Capturas 1,06:13:07,816,2,Off,---,---,---,
Capturas 1,06:13:34,815,3,---,---,---,---,
