,Tiempo,Escalas(m)Babor,Datos1(m)Babor,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Abertura Vertical,Datos1(m)Abertura Vertical,Escalas(m)Profundidad 1,Datos1(Fa)Profundidad 1
83,2019-11-14 08:04:00,713.4,88.37500000000001,613.6666666666666,235.0666666666667,1026.9,8.533333333333333,655.675,233.88333333333333
84,2019-11-14 08:08:00,926.88,80.14,818.257142857143,229.48571428571427,861.1,14.293333333333333,896.3888888888888,235.22962962962958
85,2019-11-14 08:12:00,1134.3777777777775,89.35555555555555,1044.22,204.94,1138.3166666666666,15.066666666666665,1129.1285714285714,230.8857142857143
86,2019-11-14 08:16:00,1159.05,74.51,1104.91,228.41000000000003,1414.9,8.025,1152.6363636363635,246.02727272727267
87,2019-11-14 08:20:00,1162.21,73.94000000000003,1151.9636363636364,254.02727272727267,1454.17,5.05,1156.13,255.285
88,2019-11-14 08:24:00,1162.6363636363635,76.46363636363638,1161.01,264.31,1458.0099999999998,4.780000000000001,1156.7199999999998,265.23
89,2019-11-14 08:28:00,1162.44,81.01,1161.9699999999998,275.48,1454.58,4.39,1156.92,276.15
90,2019-11-14 08:32:00,1162.21,78.74000000000002,1162.15,288.2899999999999,1451.8454545454547,4.454545454545454,1156.5777777777776,287.2444444444445
91,2019-11-14 08:36:00,1161.72,77.46000000000002,1161.71,297.59,1451.01,4.840000000000002,1156.17,298.98
92,2019-11-14 08:40:00,1161.58,82.69000000000003,1161.07,302.4000000000001,1450.2444444444445,4.833333333333333,1155.8727272727276,305.80909090909086
93,2019-11-14 08:44:00,1161.4,79.56666666666666,1161.209090909091,308.0090909090909,1450.6300000000006,4.5299999999999985,1155.66,309.58
94,2019-11-14 08:48:00,1161.290909090909,77.61818181818181,1161.45,310.86,1451.88,4.610000000000001,1155.65,311.44999999999993
95,2019-11-14 08:52:00,1161.31,79.99,1161.3200000000004,312.79,1452.3399999999995,4.83,1155.64,313.64
96,2019-11-14 08:56:00,1161.2100000000005,78.6,1161.2599999999998,314.19,1451.9636363636362,4.654545454545455,1155.48,315.76
97,2019-11-14 09:00:00,1161.77,80.07000000000002,1161.24,315.93999999999994,1451.5300000000002,4.790000000000001,1155.26,315.42999999999995
98,2019-11-14 09:04:00,697.1,78.31666666666666,759.9,314.2833333333333,848.3000000000002,18.2,770.5749999999998,316.45
99,2019-11-14 09:08:00,932.6,80.69375000000002,864.1600000000002,317.13,850.0333333333333,22.922222222222217,921.7555555555556,318.57777777777784
100,2019-11-14 09:12:00,1123.9499999999996,92.90625,1028.92,273.99,1058.5166666666667,18.966666666666665,1120.6,294.04285714285714
101,2019-11-14 09:16:00,1154.52,90.135,1079.38,264.97,1388.23,8.46,1148.0666666666666,297.68888888888887
102,2019-11-14 09:20:00,1157.2,61.37000000000001,1129.9,300.18,1434.65,6.790000000000001,1151.38,313.5100000000001
103,2019-11-14 09:24:00,1160.257142857143,64.3,1151.51,314.54,1451.66,6.36,1154.1285714285714,314.38571428571424
104,2019-11-14 09:28:00,1161.7100000000005,74.11,1161.42,308.65,1462.1,4.51,1156.0454545454545,305.93636363636364
105,2019-11-14 09:32:00,1161.46,82.02000000000002,1162.6272727272724,302.03636363636366,1461.71,3.97,1155.77,302.86
106,2019-11-14 09:36:00,1161.2800000000002,80.34,1162.52,293.76,1463.3,4.36,1155.5500000000004,295.85
107,2019-11-14 09:40:00,1161.5272727272727,81.14545454545456,1163.05,280.33000000000004,1468.4,4.41,1156.02,283.0200000000001
108,2019-11-14 09:44:00,1129.58,82.67999999999998,1163.125,272.875,1466.3200000000004,3.98,1123.8200000000004,274.70000000000005
109,2019-11-14 09:48:00,1001.7900000000003,76.84,1000.58,262.44,1302.7000000000005,4.15,995.7363636363636,264.55454545454546
110,2019-11-14 09:52:00,1001.84,77.28999999999998,1000.4727272727272,251.50909090909087,1305.86,4.0600000000000005,996.25,255.02
111,2019-11-14 09:56:00,1002.4909090909093,76.18181818181817,1000.4500000000003,237.89999999999995,1309.5300000000002,4.2700000000000005,997.01,243.43
112,2019-11-14 10:00:00,1003.8099999999997,83.49,1001.26,214.14,1316.85,4.36,998.06,223.59
113,2019-11-14 10:04:00,1004.07,87.215,1001.62,198.39,1316.8090909090906,4.009090909090909,998.4555555555554,206.37777777777774
