,Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
0,2019-11-14 14:08:00,342.95,33.35,490.7666666666667,50.9,590.625,7.587499999999999,438.1,0.0
1,2019-11-14 14:12:00,940.02,42.097857142857144,937.9,48.53125,945.0666666666671,10.202777777777776,1073.15,0.0
2,2019-11-14 14:16:00,942.9333333333334,41.43035714285714,943.5333333333333,48.73015873015874,944.25,26.62083333333333,1079.1,0.0
3,2019-11-14 14:20:00,946.25,41.816071428571426,945.5,39.90714285714285,946.74,35.331666666666656,1082.55,0.0
4,2019-11-14 14:24:00,946.8,42.00892857142857,945.1333333333333,40.10833333333333,946.9,32.65714285714285,1086.0,0.0
5,2019-11-14 14:28:00,945.8,42.15357142857143,945.2833333333333,41.66304347826087,945.8,33.455000000000005,1084.925,0.0
6,2019-11-14 14:32:00,945.3,42.29821428571429,945.9199999999997,41.44782608695653,946.6333333333333,30.84,1083.85,0.0
7,2019-11-14 14:36:00,945.76,42.635714285714286,945.02,41.25217391304348,945.9,30.964102564102568,1082.775,0.0
8,2019-11-14 14:40:00,945.6666666666665,43.021428571428565,945.5571428571428,41.01739130434783,946.2,31.176923076923075,1081.8,0.0
9,2019-11-14 14:44:00,946.5,43.214285714285715,946.375,40.802173913043475,946.8,31.15,1084.3,0.0
10,2019-11-14 14:48:00,946.15,43.358928571428564,946.7,40.665217391304346,947.4,31.11923076923077,1084.9499999999996,0.0
11,2019-11-14 14:52:00,947.8,43.50357142857143,945.12,40.508695652173905,946.075,31.19,1083.975,0.0
12,2019-11-14 14:56:00,948.8,44.25714285714286,945.1,40.35217391304347,946.25,31.37,1083.0,0.0
13,2019-11-14 15:00:00,946.8,47.542857142857144,945.76,40.19565217391305,947.5,31.55,1086.35,0.0
14,2019-11-14 15:04:00,946.05,51.714285714285715,944.6,40.890993788819884,945.875,31.79,1084.9,0.0
15,2019-11-14 15:08:00,946.7571428571428,50.8,944.08,45.034285714285716,944.9285714285713,32.14857142857143,1083.15,0.0
16,2019-11-14 15:12:00,946.425,48.6,943.7375,45.8125,944.4444444444447,32.73333333333333,1085.6,0.0
17,2019-11-14 15:16:00,947.1,46.99999999999999,944.475,48.52857142857143,944.35,32.9375,1081.7,0.0
18,2019-11-14 15:20:00,946.875,45.40000000000001,944.12,51.507142857142846,945.2333333333332,32.54749999999999,1083.4625,0.0
19,2019-11-14 15:24:00,946.05,44.2,944.2875,51.675,945.9714285714286,32.125,1085.225,0.0
20,2019-11-14 15:28:00,886.9,43.20000000000001,822.68,51.35,856.1,31.79125,1081.6,0.0
21,2019-11-14 15:32:00,612.6666666666666,40.8,601.8800000000001,50.975,607.4444444444445,31.788888888888888,649.4,0.0
