Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
2019-11-27 09:12:00,820.2272727272727,,560.65,26.366666666666667,561.475,40.608333333333334,698.2833333333334,0.0
2019-11-27 09:16:00,835.9818181818182,,561.7333333333335,25.714814814814815,562.0,27.183333333333334,701.6333333333334,0.0
2019-11-27 09:20:00,851.7363636363636,,561.9857142857144,24.655555555555555,564.0142857142856,24.235714285714288,703.06,0.0
2019-11-27 09:24:00,867.4909090909091,,561.0,23.5962962962963,563.7,24.65,703.3,0.0
2019-11-27 09:28:00,883.2454545454545,,562.5666666666666,22.618518518518517,562.3666666666667,24.95,703.5800000000002,0.0
2019-11-27 09:32:00,899.0,,561.8199999999999,21.722222222222225,562.6666666666666,24.888888888888886,703.3833333333332,0.0
2019-11-27 09:36:00,921.6129629629629,,562.02,20.90740740740741,563.1857142857143,24.44761904761905,702.9571428571428,0.0
2019-11-27 09:40:00,944.2259259259259,,561.9250000000001,20.174074074074074,563.1,24.433333333333334,703.6,0.0
2019-11-27 09:44:00,966.8388888888888,,561.8000000000001,19.603703703703705,563.3,24.220000000000002,702.7249999999999,0.0
2019-11-27 09:48:00,989.4518518518519,,561.725,19.033333333333335,563.0999999999999,24.733333333333334,702.9714285714286,0.0
2019-11-27 09:52:00,1012.0648148148148,,562.6500000000001,18.38148148148148,563.0000000000001,24.650000000000002,703.8,0.0
2019-11-27 09:56:00,1034.6777777777777,,561.2500000000001,17.566666666666666,562.125,25.8,703.6777777777777,0.0
2019-11-27 10:00:00,1057.2907407407406,,561.28,16.67037037037037,562.475,25.3375,703.825,0.0
2019-11-27 10:04:00,1079.9037037037037,,561.525,15.937037037037037,562.342857142857,26.228571428571428,703.5,0.0
2019-11-27 10:08:00,1102.5166666666667,,561.1400000000001,15.203703703703704,562.3666666666667,25.966666666666665,702.8,0.0
2019-11-27 10:12:00,1125.1296296296296,,561.5,14.55185185185185,563.4499999999999,25.0125,703.0,0.0
2019-11-27 10:16:00,1147.7425925925925,,561.42,13.9,562.4499999999999,24.899999999999995,702.2249999999999,0.75
2019-11-27 10:20:00,1170.3555555555554,,591.6500000000001,13.329629629629629,562.625,24.6,702.5874999999999,0.5
2019-11-27 10:24:00,1192.9685185185185,,562.2750000000001,12.84074074074074,563.325,23.6625,702.9499999999999,0.25
2019-11-27 10:28:00,1215.5814814814814,,561.342857142857,11.944444444444445,563.44,23.45,703.9999999999999,0.375
2019-11-27 10:32:00,1238.1944444444443,,548.175,11.04814814814815,563.3166666666667,24.5,522.1733333333333,0.25
