Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Cabecera altura,Datos1(m)Cabecera altura,Escalas(m)Estribor,Datos1(°)Estribor,Escalas(m)Abertura,Datos1(m)Abertura
2019-11-27 00:16:00,1733.1,-6.6,,,1734.35,49.4,1843.4,119.4625
2019-11-27 00:20:00,1690.846052631579,-6.3531578947368414,,,1734.575,72.6,1953.7,119.35
2019-11-27 00:24:00,1648.592105263158,-6.106315789473684,,,1734.8,95.8,1953.85,119.29374999999999
2019-11-27 00:28:00,1606.3381578947367,-5.859473684210526,,,1734.4499999999998,72.85,1954.0,119.2375
2019-11-27 00:32:00,1564.0842105263157,-5.612631578947369,,,1734.1,49.9,1954.15,119.18125
2019-11-27 00:36:00,1521.8302631578947,-5.36578947368421,476.0,48.2,1734.7,96.7,1954.3,119.125
2019-11-27 00:40:00,1479.5763157894735,-5.118947368421052,505.8232558139535,48.2,1733.3,0.8,1880.2333333333333,119.05
2019-11-27 00:44:00,1437.3223684210525,-4.872105263157895,535.646511627907,48.2,1733.4777777777776,6.1000000000000005,1806.1666666666665,118.97500000000001
2019-11-27 00:48:00,1395.0684210526315,-4.625263157894737,565.4697674418604,48.2,1733.6555555555556,11.400000000000002,1732.1,118.9
2019-11-27 00:52:00,1352.8144736842105,-4.3784210526315785,595.293023255814,48.2,1733.8333333333333,16.700000000000003,1678.4488888888889,116.15333333333334
2019-11-27 00:56:00,1310.5605263157895,-4.131578947368421,625.1162790697674,48.2,1734.0111111111112,22.000000000000004,1624.7977777777776,113.40666666666667
2019-11-27 01:00:00,1268.3065789473683,-3.884736842105263,654.939534883721,48.2,1734.1888888888889,27.300000000000004,1571.1466666666665,110.66
2019-11-27 01:04:00,1226.0526315789473,-3.6378947368421053,684.7627906976744,48.2,1734.3666666666668,32.6,1517.4955555555555,107.91333333333334
2019-11-27 01:08:00,1183.7986842105263,-3.3910526315789475,714.586046511628,48.2,1734.5444444444445,37.900000000000006,1463.8444444444444,105.16666666666667
2019-11-27 01:12:00,1141.544736842105,-3.1442105263157893,744.4093023255814,48.2,1734.7222222222224,43.2,1410.1933333333332,102.42
2019-11-27 01:16:00,1099.290789473684,-2.8973684210526316,774.2325581395348,48.2,1734.9,48.5,1356.542222222222,99.67333333333333
2019-11-27 01:20:00,1057.036842105263,-2.650526315789474,804.0558139534884,48.2,1395.0666666666666,32.63333333333333,1302.891111111111,96.92666666666668
2019-11-27 01:24:00,1014.7828947368421,-2.4036842105263156,833.8790697674419,48.2,1055.2333333333333,16.766666666666666,1249.2399999999998,94.18
2019-11-27 01:28:00,972.528947368421,-2.1568421052631583,863.7023255813954,48.2,715.4,0.9,1195.5888888888887,91.43333333333334
2019-11-27 01:32:00,930.2749999999999,-1.9100000000000001,893.5255813953488,48.2,1224.15,0.9,1141.9377777777777,88.68666666666667
2019-11-27 01:36:00,888.0210526315789,-1.6631578947368428,923.3488372093024,48.2,1732.9,0.9,1088.2866666666664,85.94
2019-11-27 01:40:00,845.7671052631579,-1.4163157894736846,953.1720930232559,48.2,1734.1,2.6,1034.6355555555556,83.19333333333333
2019-11-27 01:44:00,803.5131578947368,-1.1694736842105264,982.9953488372093,48.2,1733.9199999999998,2.42,980.9844444444443,80.44666666666666
2019-11-27 01:48:00,761.2592105263157,-0.9226315789473691,1012.8186046511628,48.2,1733.74,2.24,927.3333333333333,77.7
2019-11-27 01:52:00,719.0052631578947,-0.6757894736842109,1042.6418604651162,48.2,1733.56,2.06,873.6822222222221,74.95333333333333
2019-11-27 01:56:00,676.7513157894737,-0.42894736842105274,1072.4651162790697,48.2,1733.38,1.88,820.0311111111109,72.20666666666666
2019-11-27 02:00:00,634.4973684210527,-0.18210526315789544,1102.2883720930233,48.2,1733.2,1.7,766.3799999999999,69.46000000000001
2019-11-27 02:04:00,592.2434210526314,0.06473684210526276,1132.1116279069768,48.2,1734.0,0.4,712.7288888888887,66.71333333333334
2019-11-27 02:08:00,549.9894736842105,0.31157894736842096,1161.9348837209304,48.2,1587.4075757575758,0.11893939393939401,659.0777777777776,63.96666666666667
2019-11-27 02:12:00,507.73552631578946,0.5584210526315783,1191.7581395348839,48.2,1440.8151515151515,-0.162121212121212,605.4266666666665,61.22
2019-11-27 02:16:00,465.48157894736823,0.8052631578947365,1221.5813953488373,48.2,1294.2227272727273,-0.443181818181818,551.7755555555555,58.47333333333333
2019-11-27 02:20:00,423.22763157894724,1.0521052631578938,1251.4046511627907,48.2,1147.630303030303,-0.724242424242424,498.1244444444444,55.72666666666667
2019-11-27 02:24:00,380.97368421052624,1.298947368421052,1281.2279069767442,48.2,1001.0378787878788,-1.00530303030303,444.47333333333313,52.97999999999999
2019-11-27 02:28:00,338.71973684210525,1.5457894736842093,1311.0511627906976,48.2,854.4454545454546,-1.2863636363636362,390.8222222222221,50.233333333333334
