Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
2019-11-27 10:36:00,844.9200000000001,49.169230769230765,843.0200000000001,46.400000000000006,843.76,12.059999999999999,971.125,0.0
2019-11-27 10:40:00,843.26,50.55538461538462,842.9111111111112,45.18333333333334,843.26,29.877499999999998,979.79,0.0
2019-11-27 10:44:00,844.2400000000001,50.15,842.6857142857142,52.009523809523806,843.5625,35.69392361111111,979.4499999999999,0.0
2019-11-27 10:48:00,844.6900000000002,45.135,843.975,50.71111111111111,844.2,33.861111111111114,980.6625,0.0
2019-11-27 10:52:00,845.9833333333335,45.9,843.9333333333334,47.729629629629635,844.95,32.02777777777778,981.7333333333332,0.0
2019-11-27 10:56:00,845.4,46.518750000000004,844.0,46.6,847.9,30.65037037037037,983.6,0.0
2019-11-27 11:00:00,844.6624999999999,50.670833333333334,843.175,45.42142857142857,845.3000000000001,29.78,984.0500000000001,0.0
2019-11-27 11:04:00,844.7125,49.96666666666667,844.1,43.48857142857142,845.2,29.14,985.75,0.0
2019-11-27 11:08:00,845.2777777777778,49.07777777777777,844.75,40.989999999999995,845.6750000000001,27.099999999999998,985.9,0.0
2019-11-27 11:12:00,845.7285714285714,51.62,844.2857142857143,39.94571428571429,846.0666666666666,23.683333333333334,985.5333333333333,0.0
2019-11-27 11:16:00,844.8285714285714,47.82285714285714,845.54,54.50600000000001,844.8666666666668,26.349999999999998,985.6999999999999,0.0
2019-11-27 11:20:00,871.6,45.275,844.725,51.51363636363636,861.2,27.200000000000003,995.6,0.0
2019-11-27 11:24:00,882.4250000000001,40.809375,879.6,48.53636363636363,883.7,26.494999999999997,1022.0999999999999,0.0
2019-11-27 11:28:00,882.4499999999999,41.359375,882.1,43.772727272727266,881.5875,27.1925,1022.125,0.0
2019-11-27 11:32:00,919.5,42.625,909.425,38.45,904.22,30.384000000000004,1044.2333333333333,0.0
2019-11-27 11:36:00,920.0142857142857,45.699999999999996,918.3285714285715,35.86190476190476,920.9857142857143,25.965714285714288,1059.25,0.0
2019-11-27 11:40:00,919.6666666666666,49.11666666666667,918.7250000000001,35.57083333333333,920.7666666666665,26.016666666666666,1061.4,0.0
2019-11-27 11:44:00,920.3,49.727999999999994,918.5666666666666,35.42857142857142,919.9,27.4,1059.6,0.0
2019-11-27 11:48:00,921.625,49.583999999999996,918.4,36.528571428571425,920.55,28.05,1060.3,0.0
2019-11-27 11:52:00,919.3333333333334,49.416,919.1666666666666,37.62857142857143,920.2,29.133333333333333,1059.85,0.0
2019-11-27 11:56:00,921.1333333333333,49.272,921.6666666666666,38.57142857142857,919.2,29.105555555555554,1060.1,0.0
2019-11-27 12:00:00,919.6,49.152,919.7,38.981818181818184,920.0333333333333,28.96666666666667,1059.7,0.0
2019-11-27 12:04:00,920.6666666666666,49.032000000000004,920.075,37.67272727272727,919.2666666666668,28.468518518518522,1060.5,0.0
2019-11-27 12:08:00,921.2,48.768,919.3599999999999,35.70909090909091,920.3,25.605,1063.3000000000002,0.0
2019-11-27 12:12:00,921.675,48.480000000000004,918.3499999999999,35.531333333333336,920.3833333333332,25.006944444444443,1057.625,0.0
2019-11-27 12:16:00,827.5142857142856,48.216,837.2571428571428,41.336,831.7714285714285,24.947619047619046,1051.9499999999998,0.0
2019-11-27 12:20:00,602.69,47.80799999999999,605.6699999999998,49.39399999999999,601.03,25.309999999999995,713.611111111111,0.0
