Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Cabecera altura,Datos1(m)Cabecera altura,Escalas(m)Estribor,Datos1(°)Estribor,Escalas(m)Abertura,Datos1(m)Abertura
2019-11-27 04:40:00,1462.6999999999998,2.477142857142857,788.7,,1390.9,1.525,1784.1,113.00000000000001
2019-11-27 04:44:00,1364.44,-1.1571428571428573,2482.9,,1796.2,0.9888888888888889,1683.0333333333335,118.41666666666667
2019-11-27 04:48:00,1426.7166666666665,-6.625,777.9,,1798.5333333333335,0.058333333333333334,1378.825,121.29375000000002
2019-11-27 04:52:00,1711.9428571428568,-7.8357142857142845,1457.5499999999997,,1794.1142857142859,-0.03928571428571429,1759.5,115.48214285714286
2019-11-27 04:56:00,1796.7428571428572,-7.828571428571428,2137.2,,1640.52,0.8285714285714286,1797.5142857142855,112.02857142857144
2019-11-27 05:00:00,1303.375,22.7875,2209.7,,1800.1200000000001,-1.4267857142857143,1527.2500000000002,106.89999999999999
2019-11-27 05:04:00,1746.9428571428573,7.6531746031746035,1694.7333333333333,25.9,1531.25,-1.8041666666666665,1711.5500000000002,104.3916666666667
2019-11-27 05:08:00,1798.4375,-10.071527777777778,1563.35,25.907894736842103,1551.3666666666666,-1.8416666666666668,1799.0333333333335,113.45
2019-11-27 05:12:00,1640.95,-10.791666666666666,1933.6,25.91842105263158,1468.2199999999998,-0.9999999999999998,1551.0166666666664,110.50833333333333
2019-11-27 05:16:00,1754.0833333333333,2.0916666666666672,1805.7333333333333,25.93157894736842,1601.7200000000003,-1.4000000000000004,1576.9499999999998,113.52499999999999
2019-11-27 05:20:00,1526.2285714285715,21.020000000000007,2902.4,25.942105263157895,1593.3857142857141,-2.3,1751.6,113.91
2019-11-27 05:24:00,1589.975,-6.94148148148148,921.7666666666668,25.952631578947365,1794.8333333333333,-0.6166666666666668,1153.1200000000001,106.55
2019-11-27 05:28:00,1785.72,-3.6037037037037036,1373.3999999999999,25.96842105263158,1485.1833333333334,66.915,1799.5600000000002,106.97999999999999
2019-11-27 05:32:00,1520.5400000000002,6.266666666666665,502.90000000000003,25.98421052631579,1800.9777777777776,49.193703703703704,1796.466666666667,110.75
2019-11-27 05:36:00,1501.94,16.137037037037032,1733.5,25.99736842105263,1531.1666666666667,0.7666666666666666,986.46,108.25
2019-11-27 05:40:00,1800.4,25.02037037037037,563.45,26.007894736842104,1303.4666666666665,53.91388888888889,1801.2124999999999,110.3875
2019-11-27 05:44:00,1339.4799999999998,33.9037037037037,1265.5500000000002,26.01842105263158,1292.9428571428573,3.7535714285714303,1526.1599999999999,109.16999999999999
2019-11-27 05:48:00,1527.98,41.51718518518518,1645.9666666666665,26.03157894736842,1557.4250000000002,-3.2,1265.8,109.87083333333334
2019-11-27 05:52:00,1056.975,42.31333333333333,1374.7,26.044736842105266,1801.28,-3.5099999999999993,1605.6142857142859,109.2809523809524
2019-11-27 05:56:00,1759.4599999999998,42.733333333333334,2170.0,26.057894736842105,1453.1142857142856,-3.3714285714285714,1801.3999999999999,103.175
2019-11-27 06:00:00,1531.96,42.124,515.85,26.07105263157895,1333.4666666666667,-3.9,1800.8200000000002,116.53999999999999
2019-11-27 06:04:00,1958.5400000000002,48.54615384615384,1321.6,26.08684210526316,1073.775,-4.2,1800.8600000000001,111.62
2019-11-27 06:08:00,1140.92,63.123076923076916,1348.725,26.225,1452.0428571428572,-3.0214285714285714,1102.6399999999999,111.4
2019-11-27 06:12:00,1748.5833333333333,79.1576923076923,1286.5666666666666,26.51666666666667,1363.6799999999998,-4.13,853.9,108.22500000000001
2019-11-27 06:16:00,1253.7,96.64999999999999,962.4333333333333,26.634482758620692,1474.1000000000001,-3.6799999999999997,1568.6333333333334,110.06666666666666
2019-11-27 06:20:00,1800.9599999999998,112.68461538461538,877.25,26.694827586206898,1801.0285714285715,-2.6785714285714284,1407.9833333333333,111.15000000000002
2019-11-27 06:24:00,1478.6,127.26153846153845,1830.7,26.755172413793105,1477.0666666666666,-3.725,1904.6333333333332,113.925
2019-11-27 06:28:00,1674.6333333333334,143.29615384615383,908.2000000000002,26.80689655172414,1800.9875,-2.46875,1194.3,106.23999999999998
2019-11-27 06:32:00,1226.25,143.159375,1716.2666666666667,26.858620689655172,1800.5874999999999,-2.8562499999999997,1633.6000000000001,114.19166666666666
2019-11-27 06:36:00,1817.22,112.1375,1538.35,26.901724137931033,1414.36,-2.32,1705.6599999999999,110.84
2019-11-27 06:40:00,1590.4199999999998,77.66875,2290.7000000000003,26.944827586206898,1431.0666666666666,-2.1,1629.4666666666665,111.80000000000001
