,Tiempo,Escalas(m)Babor,Datos1(m)Babor,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Abertura Vertical,Datos1(m)Abertura Vertical,Escalas(m)Profundidad 1,Datos1(Fa)Profundidad 1
41,2019-11-14 05:12:00,1184.76,49.7,1183.99,306.86000000000007,1250.3300000000004,26.790000000000006,1179.1,309.41
42,2019-11-14 05:16:00,1184.2899999999995,51.12000000000001,1183.71,308.16,1250.86,27.059999999999995,1178.7454545454545,309.07272727272726
43,2019-11-14 05:20:00,1185.0333333333335,50.61666666666667,1183.96,309.02,1216.142857142857,27.757142857142853,1178.6999999999996,309.7
44,2019-11-14 05:24:00,790.04,64.14,749.7714285714285,311.22142857142865,776.6999999999998,34.1,766.6166666666667,312.31666666666666
45,2019-11-14 05:28:00,1023.9888888888887,67.6,986.86,295.775,1025.7444444444445,37.56666666666667,1033.322222222222,317.3888888888889
46,2019-11-14 05:32:00,1169.2699999999998,52.8,1139.675,305.6749999999999,1230.211111111111,29.377777777777773,1165.74,320.42
47,2019-11-14 05:36:00,1183.8636363636365,49.2,1182.125,316.2875,1249.34,26.26,1179.01,319.79
48,2019-11-14 05:40:00,1185.45,48.88333333333333,1183.4333333333334,315.32222222222225,1250.66,26.56,1179.6333333333334,317.6333333333334
49,2019-11-14 05:44:00,1185.3888888888887,49.32222222222222,1183.9363636363635,312.47272727272724,1252.34,26.32,1180.0444444444447,312.72222222222223
50,2019-11-14 05:48:00,1185.3,52.83333333333334,1184.5700000000004,306.21,1252.1199999999994,27.91,1179.288888888889,308.5444444444445
51,2019-11-14 05:52:00,1185.5444444444447,51.93333333333332,1184.475,301.26249999999993,1252.92,27.47,1179.9100000000005,301.3400000000001
52,2019-11-14 05:56:00,1185.38,50.4,1186.4,287.35,1254.28,26.59,1179.62,290.41
53,2019-11-14 06:00:00,1185.38,52.64000000000001,1185.1625,275.05,1254.48,27.61,1179.94,278.00000000000006
54,2019-11-14 06:04:00,1185.64,51.42,1184.9272727272728,267.7818181818182,1254.73,26.82,1179.97,270.68
55,2019-11-14 06:08:00,1186.16,50.02,1186.3714285714286,256.4428571428571,1256.2600000000002,26.32,1180.61,261.31
