,Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
0,2019-11-14 07:48:00,586.9857142857143,41.69285714285714,626.0375,42.34858078602621,589.911111111111,17.099999999999998,722.4666666666667,0.0
1,2019-11-14 07:52:00,589.0799999999998,42.05,589.0300000000002,41.88187772925765,590.2900000000002,27.8,729.075,0.0
2,2019-11-14 07:56:00,590.0636363636364,45.42272727272728,588.56,41.25742358078603,589.61,28.55,729.1125,0.0
3,2019-11-14 08:00:00,589.8299999999998,45.0,588.83,40.63296943231442,590.0,26.47,729.9166666666665,0.0
4,2019-11-14 08:04:00,589.5111111111112,44.688888888888904,588.9100000000002,40.0085152838428,589.95,25.4,730.1833333333334,0.0
5,2019-11-14 08:08:00,589.4599999999998,43.10000000000001,589.41,39.38406113537118,590.7800000000002,24.87,730.4000000000002,0.0
6,2019-11-14 08:12:00,589.1888888888889,39.3111111111111,589.5400000000002,38.75960698689956,590.7,24.525,730.7,0.0
7,2019-11-14 08:16:00,589.45,39.67,589.9100000000002,38.13515283842794,591.0799999999998,24.565000000000005,731.34,0.0
8,2019-11-14 08:20:00,590.0777777777779,44.12222222222222,589.0199999999999,37.51069868995633,590.2500000000001,24.13,730.9199999999997,0.0
9,2019-11-14 08:24:00,589.7555555555557,44.94814814814814,589.23,36.88624454148471,590.4,24.51,730.5,0.0
10,2019-11-14 08:28:00,589.9399999999998,42.266666666666666,589.8299999999998,36.261790393013094,590.8,25.09,730.8142857142857,0.0
11,2019-11-14 08:32:00,588.3749999999999,39.025,589.61,35.63733624454148,590.5111111111112,24.722222222222214,731.0799999999998,0.0
12,2019-11-14 08:36:00,589.6999999999998,39.585,589.4636363636364,34.981659388646285,591.5800000000003,24.09,731.8333333333335,0.0
13,2019-11-14 08:40:00,590.4000000000002,44.33,589.37,34.32598253275109,590.6636363636362,24.563636363636366,731.1666666666665,0.0
14,2019-11-14 08:44:00,590.1777777777778,41.97222222222221,589.7444444444445,33.73275109170306,590.93,23.28,733.8999999999999,0.0
15,2019-11-14 08:48:00,590.16,42.06,589.44,33.139519650655025,590.81,22.34,732.1375,0.0
16,2019-11-14 08:52:00,590.2363636363638,40.5,590.0199999999999,32.515065502183404,591.0899999999998,21.885,733.0285714285714,0.0
17,2019-11-14 08:56:00,589.14,36.95,590.0,31.89061135371179,591.3100000000002,22.32,731.9399999999998,0.0
18,2019-11-14 09:00:00,590.6299999999999,40.615,589.9399999999998,31.266157205240177,591.11,20.305,733.75,0.0
19,2019-11-14 09:04:00,590.2899999999997,44.12000000000001,589.6,30.641703056768566,590.58,20.575,734.0285714285714,0.0
20,2019-11-14 09:08:00,591.0200000000002,43.36,589.6727272727272,29.986026200873365,591.4818181818182,20.095454545454547,733.6285714285713,0.0
21,2019-11-14 09:12:00,591.1090909090909,43.22727272727273,589.87,29.33034934497817,591.21,19.939999999999994,732.1599999999999,0.15
22,2019-11-14 09:16:00,590.2700000000002,42.495,589.7090909090911,28.674672489082976,590.76,19.71,733.8625,0.0
23,2019-11-14 09:20:00,590.3625,38.6,590.2777777777778,28.33333333333333,590.8299999999998,19.86,731.6,0.0
24,2019-11-14 09:24:00,558.1666666666666,44.35833333333333,566.125,28.40416666666667,572.1857142857143,19.01428571428571,731.22,0.0
