Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,05:58:05,911,8,---,---,---,---,
Capturas 1,05:58:31,---,---,---,---,---,---,
Capturas 1,05:58:54,---,---,---,---,---,---,
Capturas 1,05:59:21,---,---,---,---,---,---,
Capturas 1,05:59:49,---,---,---,---,---,---,
Capturas 1,06:00:18,---,---,---,---,---,---,
Capturas 1,06:00:43,---,---,---,---,---,---,
Capturas 1,06:01:09,908,2,---,---,---,---,
Capturas 1,06:01:35,---,---,---,---,---,---,
Capturas 1,06:02:02,---,---,---,---,---,---,
Capturas 1,06:02:29,---,---,---,---,---,---,
Capturas 1,06:02:55,908,1,---,---,---,---,
Capturas 1,06:03:18,---,---,---,---,---,---,
Capturas 1,06:03:46,---,---,---,---,---,---,
Capturas 1,06:04:14,---,---,---,---,---,---,
Capturas 1,06:04:36,---,---,---,---,---,---,
Capturas 1,06:05:03,---,---,---,---,---,---,
Capturas 1,06:05:32,---,---,---,---,---,---,
Capturas 1,06:05:56,---,---,---,---,---,---,
Capturas 1,06:06:18,908,9,Off,---,---,---,
Capturas 1,06:06:42,897,5,Off,---,---,---,
Capturas 1,06:07:06,---,---,---,---,---,---,
Capturas 1,06:07:29,853,3,Off,---,---,---,
Capturas 1,06:07:53,817,7,Off,---,---,---,
Capturas 1,06:08:18,774,9,Off,---,---,---,
Capturas 1,06:08:42,---,Off,---,---,---,---,
Capturas 1,06:09:09,---,---,---,---,---,---,
Capturas 1,06:09:34,---,---,---,---,---,---,
Capturas 1,06:09:59,---,---,---,---,---,---,
Capturas 1,06:10:20,626,2,Off,---,---,---,
Capturas 1,06:10:44,599,4,Off,---,---,---,
Capturas 1,06:11:07,573,0,Off,---,---,---,
Capturas 1,06:11:31,546,8,Off,---,---,---,
Capturas 1,06:11:55,520,0,Off,---,---,---,
Capturas 1,06:12:18,493,2,Off,---,---,---,
Capturas 1,06:12:42,465,0,Off,---,---,---,
Capturas 1,06:13:05,435,4,Off,---,---,---,
Capturas 1,06:13:29,407,0,Off,---,---,---,
Capturas 1,06:13:53,378,4,Off,---,---,---,
Capturas 1,06:14:16,348,4,Off,---,---,---,
Capturas 1,06:14:40,315,1,Off,---,---,---,
Capturas 1,06:15:03,282,8,Off,---,---,---,
Capturas 1,06:15:28,252,2,Off,---,---,---,
Capturas 1,06:15:52,231,2,Off,---,---,---,
Capturas 1,06:16:19,212,6,Off,---,---,---,
Capturas 1,06:16:42,199,4,Off,---,---,---,
Capturas 1,06:17:06,185,7,Off,---,---,---,
Capturas 1,06:17:29,169,4,Off,---,---,---,
Capturas 1,06:17:53,160,2,Off,---,---,---,
Capturas 1,06:18:21,---,---,---,---,---,---,
Capturas 1,06:18:46,---,---,---,---,---,---,
Capturas 1,06:19:07,147,0,Off,---,---,---,
Capturas 1,06:19:30,140,0,Off,---,---,---,
Capturas 1,06:19:54,138,3,Off,---,---,---,
Capturas 1,06:20:17,139,2,Off,---,---,---,
Capturas 1,06:20:41,140,6,Off,---,---,---,
Capturas 1,06:21:05,143,7,Off,---,---,---,
Capturas 1,06:21:30,143,6,Off,---,---,---,
Capturas 1,06:21:58,135,9,Off,---,---,---,
Capturas 1,06:22:26,135,8,Off,---,---,---,
Capturas 1,06:22:54,134,9,Off,---,---,---,
Capturas 1,06:23:22,135,1,Off,---,---,---,
Capturas 1,06:23:49,135,1,Off,---,---,---,
Capturas 1,06:24:17,136,1,Off,---,---,---,
Capturas 1,06:24:45,136,5,Off,---,---,---,
Capturas 1,06:25:13,136,4,Off,---,---,---,
Capturas 1,06:25:41,134,3,Off,---,---,---,
Capturas 1,06:26:09,134,7,Off,---,---,---,
Capturas 1,06:26:37,134,2,Off,---,---,---,
Capturas 1,06:27:05,133,3,Off,---,---,---,
Capturas 1,06:27:33,131,8,Off,---,---,---,
Capturas 1,06:28:01,131,0,Off,---,---,---,
