Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,06:08:40,---,---,---,---,---,---,
Capturas 1,06:09:08,---,---,---,---,---,---,
Capturas 1,06:09:35,---,---,---,---,---,---,
Capturas 1,06:09:59,829,8,Off,---,---,---,
Capturas 1,06:10:22,831,0,Off,---,---,---,
Capturas 1,06:10:47,832,1,---,---,---,---,
Capturas 1,06:11:10,834,7,Off,---,---,---,
Capturas 1,06:11:37,---,---,---,---,---,---,
Capturas 1,06:12:03,837,8,Off,---,---,---,
Capturas 1,06:12:35,---,---,---,---,---,---,
Capturas 1,06:12:58,836,7,Off,---,---,---,
Capturas 1,06:13:25,836,1,Off,---,---,---,
Capturas 1,06:13:53,---,---,---,---,---,---,
Capturas 1,06:14:17,835,7,Off,---,---,---,
Capturas 1,06:14:42,834,6,Off,---,---,---,
Capturas 1,06:15:10,834,2,---,---,---,---,
Capturas 1,06:15:34,834,9,Off,---,---,---,
Capturas 1,06:16:01,838,3,---,---,---,---,
Capturas 1,06:16:29,---,---,---,---,---,---,
Capturas 1,06:16:51,835,9,Off,---,---,---,
Capturas 1,06:17:18,837,0,---,---,---,---,
Capturas 1,06:17:42,839,1,---,---,---,---,
Capturas 1,06:18:05,836,1,Off,---,---,---,
Capturas 1,06:18:30,836,1,Off,---,---,---,
Capturas 1,06:18:59,835,7,---,---,---,---,
Capturas 1,06:19:23,837,8,Off,---,---,---,
Capturas 1,06:19:51,836,5,Off,---,---,---,
Capturas 1,06:20:21,---,---,---,---,---,---,
Capturas 1,06:20:47,836,6,Off,---,---,---,
Capturas 1,06:21:16,837,5,---,---,---,---,
Capturas 1,06:21:41,838,0,---,---,---,---,
Capturas 1,06:22:06,837,5,---,---,---,---,
Capturas 1,06:22:34,837,7,---,---,---,---,
Capturas 1,06:23:02,---,---,---,---,---,---,
Capturas 1,06:23:25,838,7,Off,---,---,---,
Capturas 1,06:23:54,837,5,---,---,---,---,
Capturas 1,06:24:20,837,7,---,---,---,---,
Capturas 1,06:24:47,---,---,---,---,---,---,
Capturas 1,06:25:12,838,1,Off,---,---,---,
Capturas 1,06:25:38,839,2,---,---,---,---,
Capturas 1,06:26:05,---,---,---,---,---,---,
Capturas 1,06:26:27,840,1,Off,---,---,---,
Capturas 1,06:26:53,837,7,Off,---,---,---,
Capturas 1,06:27:18,837,6,Off,---,---,---,
Capturas 1,06:27:44,838,5,---,---,---,---,
Capturas 1,06:28:07,837,6,---,---,---,---,
Capturas 1,06:28:29,837,2,Off,---,---,---,
Capturas 1,06:28:59,---,---,---,---,---,---,
Capturas 1,06:29:21,837,7,Off,---,---,---,
Capturas 1,06:29:48,838,6,Off,---,---,---,
Capturas 1,06:30:14,838,3,Off,---,---,---,
Capturas 1,06:30:41,837,4,Off,---,---,---,
Capturas 1,06:31:07,838,4,Off,---,---,---,
Capturas 1,06:31:35,840,0,---,---,---,---,
Capturas 1,06:32:05,---,---,---,---,---,---,
Capturas 1,06:32:29,838,0,---,---,---,---,
Capturas 1,06:32:55,838,2,Off,---,---,---,
Capturas 1,06:33:22,839,1,---,---,---,---,
Capturas 1,06:33:45,838,3,Off,---,---,---,
Capturas 1,06:34:14,838,6,---,---,---,---,
Capturas 1,06:34:38,838,4,Off,---,---,---,
Capturas 1,06:35:03,838,4,Off,---,---,---,
Capturas 1,06:35:29,838,7,Off,---,---,---,
Capturas 1,06:35:56,837,9,---,---,---,---,
Capturas 1,06:36:21,838,5,Off,---,---,---,
Capturas 1,06:36:46,839,1,Off,---,---,---,
Capturas 1,06:37:13,838,3,Off,---,---,---,
Capturas 1,06:37:38,838,5,Off,---,---,---,
Capturas 1,06:38:06,838,2,Off,---,---,---,
Capturas 1,06:38:32,838,7,Off,---,---,---,
Capturas 1,06:39:00,839,3,Off,---,---,---,
Capturas 1,06:39:28,838,3,Off,---,---,---,
Capturas 1,06:39:59,---,---,---,---,---,---,
Capturas 1,06:40:22,842,0,Off,---,---,---,
Capturas 1,06:40:50,839,2,Off,---,---,---,
Capturas 1,06:41:19,839,3,---,---,---,---,
Capturas 1,06:41:42,839,4,Off,---,---,---,
Capturas 1,06:42:08,839,1,Off,---,---,---,
Capturas 1,06:42:36,839,8,Off,---,---,---,
Capturas 1,06:43:02,839,7,Off,---,---,---,
Capturas 1,06:43:31,---,---,---,---,---,---,
Capturas 1,06:43:55,839,4,Off,---,---,---,
Capturas 1,06:44:21,839,8,Off,---,---,---,
Capturas 1,06:44:46,839,3,Off,---,---,---,
Capturas 1,06:45:11,839,8,Off,---,---,---,
Capturas 1,06:45:37,839,4,Off,---,---,---,
Capturas 1,06:46:04,840,7,Off,---,---,---,
Capturas 1,06:46:32,839,2,Off,---,---,---,
Capturas 1,06:46:57,839,0,Off,---,---,---,
Capturas 1,06:47:25,839,4,Off,---,---,---,
Capturas 1,06:47:52,839,8,Off,---,---,---,
Capturas 1,06:48:17,839,2,Off,---,---,---,
Capturas 1,06:48:49,---,---,---,---,---,---,
Capturas 1,06:49:13,839,5,Off,---,---,---,
Capturas 1,06:49:37,839,6,Off,---,---,---,
Capturas 1,06:50:05,839,4,Off,---,---,---,
Capturas 1,06:50:33,839,8,Off,---,---,---,
Capturas 1,06:51:04,---,---,---,---,---,---,
Capturas 1,06:51:30,839,8,Off,---,---,---,
Capturas 1,06:51:58,839,7,Off,---,---,---,
Capturas 1,06:52:26,840,0,Off,---,---,---,
Capturas 1,06:52:53,839,4,Off,---,---,---,
Capturas 1,06:53:23,---,---,---,---,---,---,
Capturas 1,06:53:49,839,4,Off,---,---,---,
Capturas 1,06:54:14,839,7,Off,---,---,---,
Capturas 1,06:54:41,839,8,Off,---,---,---,
Capturas 1,06:55:09,839,9,Off,---,---,---,
Capturas 1,06:55:38,839,5,---,---,---,---,
Capturas 1,06:56:04,840,6,Off,---,---,---,
Capturas 1,06:56:34,---,---,---,---,---,---,
Capturas 1,06:57:00,839,4,Off,---,---,---,
Capturas 1,06:57:29,840,1,---,---,---,---,
Capturas 1,06:57:59,---,---,---,---,---,---,
Capturas 1,06:58:22,839,4,Off,---,---,---,
Capturas 1,06:58:50,839,1,Off,---,---,---,
Capturas 1,06:59:18,845,5,Off,---,---,---,
Capturas 1,06:59:48,---,---,---,---,---,---,
Capturas 1,07:00:13,857,2,Off,---,---,---,
Capturas 1,07:00:39,864,0,Off,---,---,---,
Capturas 1,07:01:07,865,2,Off,---,---,---,
Capturas 1,07:01:34,863,8,Off,---,---,---,
Capturas 1,07:01:58,865,5,Off,---,---,---,
Capturas 1,07:02:24,864,5,Off,---,---,---,
Capturas 1,07:02:53,864,7,---,---,---,---,
Capturas 1,07:03:20,864,9,---,---,---,---,
Capturas 1,07:03:44,864,9,Off,---,---,---,
Capturas 1,07:04:12,865,2,Off,---,---,---,
Capturas 1,07:04:37,866,1,Off,---,---,---,
Capturas 1,07:05:04,866,2,Off,---,---,---,
Capturas 1,07:05:32,866,3,Off,---,---,---,
Capturas 1,07:05:59,868,9,---,---,---,---,
Capturas 1,07:06:24,866,7,Off,---,---,---,
Capturas 1,07:06:50,866,9,Off,---,---,---,
Capturas 1,07:07:17,866,4,---,---,---,---,
Capturas 1,07:07:42,866,3,Off,---,---,---,
Capturas 1,07:08:12,---,---,---,---,---,---,
Capturas 1,07:08:39,866,1,---,---,---,---,
Capturas 1,07:09:05,866,2,Off,---,---,---,
Capturas 1,07:09:28,867,1,Off,---,---,---,
Capturas 1,07:09:54,867,5,Off,---,---,---,
Capturas 1,07:10:22,866,1,Off,---,---,---,
Capturas 1,07:10:50,866,2,Off,---,---,---,
Capturas 1,07:11:18,866,4,Off,---,---,---,
Capturas 1,07:11:42,866,9,Off,---,---,---,
Capturas 1,07:12:08,867,0,Off,---,---,---,
Capturas 1,07:12:37,867,0,---,---,---,---,
Capturas 1,07:13:05,---,---,---,---,---,---,
Capturas 1,07:13:34,---,---,---,---,---,---,
Capturas 1,07:14:00,867,4,Off,---,---,---,
Capturas 1,07:14:28,866,8,Off,---,---,---,
Capturas 1,07:14:56,866,0,Off,---,---,---,
Capturas 1,07:15:25,870,4,---,---,---,---,
Capturas 1,07:15:54,---,---,---,---,---,---,
Capturas 1,07:16:24,---,---,---,---,---,---,
Capturas 1,07:16:53,---,---,---,---,---,---,
Capturas 1,07:17:23,---,---,---,---,---,---,
Capturas 1,07:17:50,---,---,---,---,---,---,
Capturas 1,07:18:18,---,---,---,---,---,---,
Capturas 1,07:18:47,---,---,---,---,---,---,
Capturas 1,07:19:16,---,---,---,---,---,---,
Capturas 1,07:19:44,---,---,---,---,---,---,
Capturas 1,07:20:11,---,---,---,---,---,---,
Capturas 1,07:20:41,---,---,---,---,---,---,
Capturas 1,07:21:07,865,7,Off,---,---,---,
Capturas 1,07:21:36,866,5,---,---,---,---,
Capturas 1,07:22:05,---,---,---,---,---,---,
Capturas 1,07:22:32,---,---,---,---,---,---,
Capturas 1,07:23:02,---,---,---,---,---,---,
Capturas 1,07:23:31,---,---,---,---,---,---,
Capturas 1,07:23:56,---,---,---,---,---,---,
Capturas 1,07:24:18,867,2,Off,---,---,---,
Capturas 1,07:24:48,---,---,---,---,---,---,
Capturas 1,07:25:15,---,---,---,---,---,---,
Capturas 1,07:25:39,866,8,Off,---,---,---,
Capturas 1,07:26:07,866,2,Off,---,---,---,
Capturas 1,07:26:36,866,6,---,---,---,---,
Capturas 1,07:27:00,867,0,Off,---,---,---,
Capturas 1,07:27:30,---,---,---,---,---,---,
Capturas 1,07:27:58,---,---,---,---,---,---,
Capturas 1,07:28:21,868,5,Off,---,---,---,
Capturas 1,07:28:51,---,---,---,---,---,---,
Capturas 1,07:29:17,866,3,---,---,---,---,
Capturas 1,07:29:47,---,---,---,---,---,---,
Capturas 1,07:30:14,868,1,---,---,---,---,
Capturas 1,07:30:41,---,---,---,---,---,---,
Capturas 1,07:31:03,866,7,Off,---,---,---,
Capturas 1,07:31:31,866,6,Off,---,---,---,
Capturas 1,07:32:02,---,---,---,---,---,---,
Capturas 1,07:32:26,866,9,Off,---,---,---,
Capturas 1,07:32:54,865,9,Off,---,---,---,
Capturas 1,07:33:25,---,---,---,---,---,---,
Capturas 1,07:33:52,---,---,---,---,---,---,
Capturas 1,07:34:19,868,0,---,---,---,---,
Capturas 1,07:34:43,868,2,Off,---,---,---,
Capturas 1,07:35:15,---,---,---,---,---,---,
Capturas 1,07:35:44,---,---,---,---,---,---,
Capturas 1,07:36:08,866,4,Off,---,---,---,
Capturas 1,07:36:37,866,5,---,---,---,---,
Capturas 1,07:37:04,867,4,Off,---,---,---,
Capturas 1,07:37:33,867,6,---,---,---,---,
Capturas 1,07:37:55,867,2,Off,---,---,---,
Capturas 1,07:38:23,870,5,Off,---,---,---,
Capturas 1,07:38:51,866,7,Off,---,---,---,
Capturas 1,07:39:19,872,3,Off,---,---,---,
Capturas 1,07:39:44,866,4,Off,---,---,---,
Capturas 1,07:40:10,867,4,Off,---,---,---,
