Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,15:33:59,1702,3,-0,8,---,---,
Estribor,15:35:46,---,---,---,---,---,---,
Estribor,15:37:19,1702,6,-0,3,---,---,
Estribor,15:54:03,---,---,---,---,---,---,
Estribor,15:55:32,1699,2,-1,7,---,---,
Estribor,15:57:38,---,---,---,---,---,---,
Estribor,15:59:26,1698,4,0,1,---,---,
Estribor,16:01:53,1698,2,-1,4,---,---,
Estribor,16:04:00,---,---,---,---,---,---,
Estribor,16:05:50,1702,9,-1,8,---,---,
Estribor,16:07:38,1703,6,-1,0,---,---,
Estribor,16:09:45,1703,6,-0,5,---,---,
Estribor,16:12:08,---,---,---,---,---,---,
Estribor,16:13:39,6,9,---,---,---,---,
Estribor,16:15:47,---,---,---,---,---,---,
Estribor,16:17:18,1703,9,-1,1,---,---,
Estribor,16:19:25,1704,2,-0,3,---,---,
Estribor,16:21:33,1704,2,0,1,---,---,
Estribor,16:23:59,---,---,---,---,---,---,
Estribor,16:25:48,1133,4,---,---,---,---,
Estribor,16:27:55,---,---,---,---,---,---,
Estribor,16:30:03,1703,9,-0,1,---,---,
Estribor,16:32:27,---,---,---,---,---,---,
Estribor,16:34:16,787,7,---,---,---,---,
Estribor,16:36:05,---,0,1,---,---,---,
Estribor,16:38:33,2607,1,---,---,---,---,
Estribor,16:40:20,---,-0,9,---,---,---,
Estribor,16:42:46,1703,7,-0,6,---,---,
Estribor,16:45:13,1703,1,-0,1,---,---,
Estribor,16:47:20,1703,1,-1,0,---,---,
Estribor,16:49:46,---,---,---,---,---,---,
Estribor,16:51:17,1702,9,-0,2,---,---,
Estribor,16:53:43,1703,3,-0,4,---,---,
Estribor,16:55:32,1702,7,-0,5,---,---,
Estribor,16:57:23,---,---,---,---,---,---,
Estribor,16:59:13,1701,9,0,2,---,---,
Estribor,17:01:21,1702,2,0,7,---,---,
Estribor,17:03:30,---,---,---,---,---,---,
Estribor,17:04:06,1702,3,0,3,---,---,
Estribor,17:04:31,1702,5,-0,1,---,---,
Estribor,17:04:56,1702,4,-0,1,---,---,
Estribor,17:05:20,1702,6,-0,7,---,---,
Estribor,17:05:45,---,---,---,---,---,---,
Estribor,17:06:11,1134,0,---,---,---,---,
Estribor,17:06:36,---,---,---,---,---,---,
Estribor,17:07:00,1702,7,-0,3,---,---,
Estribor,17:07:24,1702,3,-0,1,---,---,
Estribor,17:07:48,1702,2,0,3,---,---,
Estribor,17:08:12,---,---,---,---,---,---,
Estribor,17:08:35,1702,5,-0,3,---,---,
Estribor,17:08:57,1702,4,-0,2,---,---,
Estribor,17:09:21,---,---,---,---,---,---,
Estribor,17:09:45,1695,6,2,5,---,---,
Estribor,17:10:09,---,---,---,---,---,---,
Estribor,17:10:33,398,9,---,---,---,---,
Estribor,17:10:56,---,---,---,---,---,---,
Estribor,17:11:16,162,0,---,---,---,---,
Estribor,17:11:42,---,-0,1,---,---,---,
Estribor,17:12:03,701,3,---,---,---,---,
Estribor,17:12:25,---,-0,8,---,---,---,
Estribor,17:12:49,1703,0,-1,1,---,---,
Estribor,17:13:14,1702,5,0,6,---,---,
