Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Abertura,12:37:11,1547,6,118,5,---,---,
Abertura,12:37:48,1547,7,120,2,---,---,
Abertura,12:38:25,1547,7,118,9,---,---,
Abertura,12:39:02,1547,7,---,---,---,---,
Abertura,12:39:38,1547,2,116,8,---,---,
Abertura,12:40:15,1547,4,120,1,---,---,
Abertura,12:40:54,1547,5,---,---,---,---,
Abertura,12:41:31,1547,0,118,7,---,---,
Abertura,12:42:07,1547,0,119,3,---,---,
Abertura,12:42:46,1546,6,118,2,---,---,
Abertura,12:43:23,1547,1,117,6,---,---,
Abertura,12:43:59,1547,2,115,3,---,---,
Abertura,12:44:37,1547,1,---,---,---,---,
Abertura,12:45:13,1547,4,112,1,---,---,
Abertura,12:45:51,1547,4,113,8,---,---,
Abertura,12:46:28,1547,2,117,6,---,---,
Abertura,12:47:06,1547,3,118,0,---,---,
Abertura,12:47:43,1547,3,118,1,---,---,
Abertura,12:48:20,1547,4,---,---,---,---,
Abertura,12:48:57,1548,0,113,7,---,---,
Abertura,12:49:34,1547,8,115,0,---,---,
Abertura,12:50:11,1548,5,116,6,---,---,
Abertura,12:50:48,1548,4,116,9,---,---,
Abertura,12:51:26,1548,3,113,6,---,---,
Abertura,12:52:03,1548,2,113,4,---,---,
Abertura,12:52:40,1548,4,116,8,---,---,
Abertura,12:53:17,1548,8,113,9,---,---,
Abertura,12:53:54,1548,2,115,3,---,---,
Abertura,12:54:31,1548,5,117,8,---,---,
Abertura,12:55:08,1548,4,116,5,---,---,
Abertura,12:55:45,1548,6,114,7,---,---,
Abertura,12:56:22,1548,5,118,4,---,---,
Abertura,12:56:59,1548,0,---,---,---,---,
Abertura,12:57:37,1548,4,117,6,---,---,
Abertura,12:58:15,1548,5,121,6,---,---,
Abertura,12:58:54,1548,6,116,9,---,---,
Abertura,12:59:30,1548,5,116,1,---,---,
Abertura,13:00:09,1548,4,117,6,---,---,
Abertura,13:00:46,1548,9,118,3,---,---,
Abertura,13:01:23,1549,3,118,5,---,---,
Abertura,13:02:00,1549,4,118,9,---,---,
Abertura,13:02:36,1548,7,119,9,---,---,
Abertura,13:03:13,1548,7,120,9,---,---,
Abertura,13:03:50,1548,8,122,9,---,---,
Abertura,13:04:27,1549,1,123,5,---,---,
Abertura,13:05:04,1549,3,124,7,---,---,
Abertura,13:05:41,1549,1,124,7,---,---,
Abertura,13:06:18,1549,4,123,4,---,---,
Abertura,13:06:55,1549,3,124,5,---,---,
Abertura,13:07:32,1549,3,122,7,---,---,
