Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,06:13:48,661,7,39,3,---,---,
Estribor,06:14:10,662,0,38,9,---,---,
Estribor,06:14:36,---,---,---,---,---,---,
Estribor,06:14:57,662,7,39,2,---,---,
Estribor,06:15:22,---,---,---,---,---,---,
Estribor,06:15:47,---,---,---,---,---,---,
Estribor,06:16:10,---,---,---,---,---,---,
Estribor,06:16:37,---,---,---,---,---,---,
Estribor,06:17:01,663,8,38,6,---,---,
Estribor,06:17:25,663,2,38,1,---,---,
Estribor,06:17:52,---,---,---,---,---,---,
Estribor,06:18:16,663,5,36,8,---,---,
Estribor,06:18:45,---,---,---,---,---,---,
Estribor,06:19:10,---,---,---,---,---,---,
Estribor,06:19:35,---,---,---,---,---,---,
Estribor,06:20:01,663,8,---,---,---,---,
Estribor,06:20:23,662,7,35,8,---,---,
Estribor,06:20:47,663,2,38,6,---,---,
Estribor,06:21:14,---,---,---,---,---,---,
Estribor,06:21:38,663,3,---,---,---,---,
Estribor,06:22:00,665,7,---,---,---,---,
Estribor,06:22:24,---,---,---,---,---,---,
Estribor,06:22:48,---,---,---,---,---,---,
Estribor,06:23:09,663,6,37,9,---,---,
Estribor,06:23:33,663,9,---,---,---,---,
Estribor,06:23:58,---,---,---,---,---,---,
Estribor,06:24:25,---,---,---,---,---,---,
Estribor,06:24:48,---,---,---,---,---,---,
Estribor,06:25:12,663,9,34,8,---,---,
Estribor,06:25:41,---,---,---,---,---,---,
Estribor,06:26:06,---,---,---,---,---,---,
Estribor,06:26:30,663,2,---,---,---,---,
Estribor,06:26:57,---,---,---,---,---,---,
Estribor,06:27:24,---,---,---,---,---,---,
Estribor,06:27:44,663,5,34,5,---,---,
Estribor,06:28:09,---,---,---,---,---,---,
Estribor,06:28:32,---,---,---,---,---,---,
Estribor,06:28:54,662,6,34,3,---,---,
Estribor,06:29:20,---,---,---,---,---,---,
Estribor,06:29:41,663,4,34,4,---,---,
Estribor,06:30:05,662,6,35,4,---,---,
Estribor,06:30:29,---,---,---,---,---,---,
Estribor,06:30:55,---,---,---,---,---,---,
Estribor,06:31:18,---,---,---,---,---,---,
Estribor,06:31:43,---,---,---,---,---,---,
Estribor,06:32:05,663,1,---,---,---,---,
Estribor,06:32:29,663,2,---,---,---,---,
Estribor,06:32:55,---,---,---,---,---,---,
Estribor,06:33:19,---,---,---,---,---,---,
Estribor,06:33:44,---,---,---,---,---,---,
Estribor,06:34:08,---,---,---,---,---,---,
Estribor,06:34:29,666,3,31,5,---,---,
Estribor,06:34:53,663,6,34,2,---,---,
Estribor,06:35:20,---,---,---,---,---,---,
Estribor,06:35:45,---,---,---,---,---,---,
Estribor,06:36:07,663,6,33,9,---,---,
Estribor,06:36:33,662,4,---,---,---,---,
Estribor,06:36:56,---,---,---,---,---,---,
Estribor,06:37:20,---,---,---,---,---,---,
Estribor,06:37:41,664,6,---,---,---,---,
Estribor,06:38:07,---,---,---,---,---,---,
Estribor,06:38:31,---,---,---,---,---,---,
Estribor,06:38:54,662,9,33,1,---,---,
Estribor,06:39:19,663,6,33,2,---,---,
Estribor,06:39:44,666,0,33,5,---,---,
Estribor,06:40:09,662,9,34,3,---,---,
Estribor,06:40:31,663,8,32,2,---,---,
Estribor,06:40:53,663,4,34,1,---,---,
Estribor,06:41:18,663,1,---,---,---,---,
Estribor,06:41:40,---,---,---,---,---,---,
Estribor,06:42:02,664,3,32,8,---,---,
Estribor,06:42:26,664,1,32,3,---,---,
Estribor,06:42:54,---,---,---,---,---,---,
Estribor,06:43:16,666,5,---,---,---,---,
Estribor,06:43:40,---,---,---,---,---,---,
Estribor,06:44:07,---,---,---,---,---,---,
Estribor,06:44:29,664,6,33,5,---,---,
Estribor,06:44:57,---,---,---,---,---,---,
Estribor,06:45:17,665,4,---,---,---,---,
Estribor,06:45:43,---,---,---,---,---,---,
Estribor,06:46:06,665,3,---,---,---,---,
Estribor,06:46:28,663,6,---,---,---,---,
Estribor,06:46:54,---,---,---,---,---,---,
Estribor,06:47:16,662,7,---,---,---,---,
Estribor,06:47:38,664,5,32,7,---,---,
Estribor,06:48:00,662,8,---,---,---,---,
Estribor,06:48:22,668,2,29,8,---,---,
Estribor,06:48:46,663,0,33,2,---,---,
Estribor,06:49:09,661,9,34,1,---,---,
Estribor,06:49:36,---,---,---,---,---,---,
Estribor,06:49:57,662,7,33,2,---,---,
Estribor,06:50:25,---,---,---,---,---,---,
Estribor,06:50:50,---,---,---,---,---,---,
Estribor,06:51:10,662,8,32,2,---,---,
Estribor,06:51:38,---,---,---,---,---,---,
Estribor,06:52:03,---,---,---,---,---,---,
Estribor,06:52:27,662,2,---,---,---,---,
Estribor,06:52:52,662,7,31,8,---,---,
Estribor,06:53:16,663,5,33,5,---,---,
Estribor,06:53:44,---,---,---,---,---,---,
Estribor,06:54:09,---,---,---,---,---,---,
Estribor,06:54:37,---,---,---,---,---,---,
Estribor,06:55:02,---,---,---,---,---,---,
Estribor,06:55:21,663,0,35,0,---,---,
Estribor,06:55:51,---,---,---,---,---,---,
Estribor,06:56:16,663,1,---,---,---,---,
Estribor,06:56:37,663,2,35,5,---,---,
Estribor,06:57:05,---,---,---,---,---,---,
Estribor,06:57:25,663,5,34,4,---,---,
Estribor,06:57:43,---,---,---,---,---,---,
Estribor,06:59:51,---,---,---,---,---,---,
Estribor,07:03:02,---,---,---,---,---,---,
Estribor,07:05:10,663,2,---,---,---,---,
Estribor,07:07:24,---,---,---,---,---,---,
Estribor,07:10:03,---,---,---,---,---,---,
Estribor,07:13:11,---,---,---,---,---,---,
Estribor,07:16:19,---,---,---,---,---,---,
Estribor,07:18:58,---,---,---,---,---,---,
Estribor,07:22:06,---,---,---,---,---,---,
Estribor,07:24:18,---,---,---,---,---,---,
Estribor,07:27:22,441,8,27,8,---,---,
Estribor,07:30:28,208,4,20,7,---,---,
Estribor,07:34:36,---,---,---,---,---,---,
Estribor,07:37:16,---,---,---,---,---,---,
Estribor,07:39:25,259,3,---,---,---,---,
Estribor,07:41:35,---,---,---,---,---,---,
Estribor,07:44:20,---,---,---,---,---,---,
Estribor,07:46:33,---,---,---,---,---,---,
Estribor,07:48:43,1429,9,22,4,---,---,
Estribor,07:51:26,---,---,---,---,---,---,
Estribor,07:54:06,---,---,---,---,---,---,
Estribor,07:56:19,---,---,---,---,---,---,
Estribor,07:58:31,---,---,---,---,---,---,
Estribor,08:00:42,---,---,---,---,---,---,
Estribor,08:02:55,---,---,---,---,---,---,
Estribor,08:05:07,---,---,---,---,---,---,
Estribor,08:07:42,17,8,3,7,---,---,
Estribor,08:11:19,---,8,6,---,---,---,
Estribor,08:14:56,666,6,---,---,---,---,
Estribor,08:17:11,---,---,---,---,---,---,
Estribor,08:19:47,663,5,37,3,---,---,
Estribor,08:22:54,665,0,37,0,---,---,
Estribor,08:26:01,664,7,35,1,---,---,
Estribor,08:28:41,665,4,32,7,---,---,
Estribor,08:32:16,664,6,33,4,---,---,
Estribor,08:35:25,666,2,---,---,---,---,
Estribor,08:38:06,---,---,---,---,---,---,
Estribor,08:41:14,---,---,---,---,---,---,
Estribor,08:44:18,664,0,---,---,---,---,
Estribor,08:47:25,664,6,---,---,---,---,
Estribor,08:51:00,663,8,33,3,---,---,
Estribor,08:54:39,---,---,---,---,---,---,
Estribor,08:56:50,---,---,---,---,---,---,
Estribor,08:59:30,---,---,---,---,---,---,
Estribor,09:03:06,---,---,---,---,---,---,
Estribor,09:05:42,664,5,29,8,---,---,
Estribor,09:09:18,735,8,---,---,---,---,
Estribor,09:12:57,---,---,---,---,---,---,
Estribor,09:16:05,---,---,---,---,---,---,
Estribor,09:18:13,667,6,---,---,---,---,
Estribor,09:20:55,---,---,---,---,---,---,
Estribor,09:23:31,669,5,27,0,---,---,
Estribor,09:26:10,664,7,31,4,---,---,
Estribor,09:29:45,663,2,29,2,---,---,
Estribor,09:33:24,---,---,---,---,---,---,
Estribor,09:36:32,---,---,---,---,---,---,
Estribor,09:40:08,---,---,---,---,---,---,
Estribor,09:42:47,---,---,---,---,---,---,
Estribor,09:44:55,664,6,28,2,---,---,
Estribor,09:48:02,663,9,27,6,---,---,
Estribor,09:51:41,---,---,---,---,---,---,
Estribor,09:54:18,664,2,30,4,---,---,
Estribor,09:57:28,---,---,---,---,---,---,
Estribor,10:00:05,667,6,---,---,---,---,
Estribor,10:03:12,449,4,31,4,---,---,
Estribor,10:05:55,---,---,---,---,---,---,
Estribor,10:08:30,48,2,8,1,---,---,
Estribor,10:11:42,---,---,---,---,---,---,
Estribor,10:13:54,---,---,---,---,---,---,
Estribor,10:16:06,---,---,---,---,---,---,
Estribor,10:18:19,---,---,---,---,---,---,
Estribor,10:20:31,---,---,---,---,---,---,
Estribor,10:22:43,---,---,---,---,---,---,
Estribor,10:24:55,---,---,---,---,---,---,
Estribor,10:27:08,---,---,---,---,---,---,
Estribor,10:29:20,---,---,---,---,---,---,
Estribor,10:31:32,---,---,---,---,---,---,
Estribor,10:33:44,---,---,---,---,---,---,
Estribor,10:35:57,---,---,---,---,---,---,
Estribor,10:38:09,---,---,---,---,---,---,
Estribor,10:40:21,---,---,---,---,---,---,
Estribor,10:42:33,---,---,---,---,---,---,
Estribor,10:44:40,20,2,4,4,---,---,
Estribor,10:47:53,---,---,---,---,---,---,
Estribor,10:50:29,589,6,0,4,---,---,
Estribor,10:51:30,589,0,0,5,---,---,
Estribor,10:51:52,589,6,---,---,---,---,
Estribor,10:52:20,---,---,---,---,---,---,
Estribor,10:52:46,589,4,---,---,---,---,
Estribor,10:53:12,---,---,---,---,---,---,
Estribor,10:53:37,---,---,---,---,---,---,
Estribor,10:53:58,590,2,1,7,---,---,
Estribor,10:54:28,---,---,---,---,---,---,
Estribor,10:54:56,---,---,---,---,---,---,
Estribor,10:55:18,591,7,0,1,---,---,
Estribor,10:55:44,589,2,---,---,---,---,
Estribor,10:56:12,---,---,---,---,---,---,
Estribor,10:56:38,589,9,0,3,---,---,
Estribor,10:57:02,589,6,0,9,---,---,
Estribor,10:57:27,590,6,2,2,---,---,
Estribor,10:57:53,590,9,---,---,---,---,
Estribor,10:58:16,591,7,---,---,---,---,
Estribor,10:58:39,590,9,---,---,---,---,
Estribor,10:59:01,591,0,---,---,---,---,
Estribor,10:59:27,---,---,---,---,---,---,
Estribor,10:59:55,---,---,---,---,---,---,
Estribor,11:01:55,593,7,---,---,---,---,
Estribor,11:02:19,---,---,---,---,---,---,
Estribor,11:02:40,588,2,0,2,---,---,
Estribor,11:03:04,576,9,0,2,---,---,
Estribor,11:03:27,560,0,0,4,---,---,
Estribor,11:03:51,539,7,0,4,---,---,
Estribor,11:04:14,514,9,0,9,---,---,
Estribor,11:04:42,---,---,---,---,---,---,
Estribor,11:05:03,462,9,1,2,---,---,
Estribor,11:05:27,440,1,1,8,---,---,
Estribor,11:05:50,421,1,0,1,---,---,
Estribor,11:06:14,402,3,---,---,---,---,
Estribor,11:06:37,382,6,0,5,---,---,
Estribor,11:07:01,363,2,1,3,---,---,
Estribor,11:07:25,343,5,---,---,---,---,
Estribor,11:07:50,321,2,0,9,---,---,
Estribor,11:08:13,299,8,3,0,---,---,
Estribor,11:08:37,281,1,---,---,---,---,
Estribor,11:09:01,261,2,0,3,---,---,
Estribor,11:09:24,239,9,0,2,---,---,
Estribor,11:09:48,217,0,0,2,---,---,
Estribor,11:10:12,194,5,---,---,---,---,
Estribor,11:10:35,169,5,1,0,---,---,
Estribor,11:10:59,144,1,1,6,---,---,
Estribor,11:11:22,119,4,1,9,---,---,
Estribor,11:11:47,93,7,2,5,---,---,
Estribor,11:12:11,71,9,3,2,---,---,
Estribor,11:12:35,51,7,3,2,---,---,
Estribor,11:12:58,30,8,---,---,---,---,
Estribor,11:13:22,17,7,3,5,---,---,
Estribor,11:13:45,14,5,3,5,---,---,
Estribor,11:14:10,11,2,---,---,---,---,
Estribor,11:14:35,10,8,---,---,---,---,
Estribor,11:15:00,10,9,---,---,---,---,
Estribor,11:15:26,11,3,---,---,---,---,
Estribor,11:15:51,14,4,---,---,---,---,
Estribor,11:16:16,12,7,---,---,---,---,
Estribor,11:16:41,13,2,---,---,---,---,
Estribor,11:17:06,12,9,---,---,---,---,
Estribor,11:17:31,12,5,---,---,---,---,
Estribor,11:17:57,13,1,---,---,---,---,
Estribor,11:18:22,12,6,---,---,---,---,
Estribor,11:18:47,12,5,---,---,---,---,
Estribor,11:19:12,12,7,---,---,---,---,
Estribor,11:19:37,13,2,---,---,---,---,
Estribor,11:20:02,13,7,---,---,---,---,
Estribor,11:20:27,13,7,---,---,---,---,
Estribor,11:20:52,16,2,5,2,---,---,
Estribor,11:21:17,15,7,0,7,---,---,
Estribor,11:21:46,---,---,---,---,---,---,
Estribor,11:22:14,---,---,---,---,---,---,
Estribor,11:22:42,---,---,---,---,---,---,
Estribor,11:23:12,---,---,---,---,---,---,
Estribor,11:23:40,---,---,---,---,---,---,
Estribor,11:24:04,11,7,---,---,---,---,
Estribor,11:24:29,12,5,---,---,---,---,
Estribor,11:24:54,12,4,---,---,---,---,
Estribor,11:25:25,---,---,---,---,---,---,
Estribor,11:25:53,---,---,---,---,---,---,
Estribor,11:26:21,---,---,---,---,---,---,
